id	project_name	processed_title	processed_description	processed_labels	priority_id	type_id	status_name	topic_id	top_terms
12661846	CB	authorization basic fail	pass basic authentication header work blackberry compiling testing ipad code work fine example code code solid var option header authorization basic uri path vfilename switch case filetransfererror find break case filetransfererror url break case filetransfererror error break case filetransfererror error break true option code return app navigation ajax request area page authenticate uri webview	['test']	3	1	Closed	4	['return', 'function', 'check', 'bug', 'line', 'cause', 'issue', 'new', 'find', 'happen']
12607971	CB	ios default splash screen image megabyte	default splash screen image ios large retina ipad image megabyte orientation total brion staff sep default brion staff sep default landscape brion staff sep default brion staff sep default portrait brion staff sep brion staff sep default probably recompresse bit small gradient background issue	['splashscreen']	4	1	Closed	18	['windows', 'issue', 'function', 'support', 'example', 'application', 'project', 'bug', 'try', 'version']
12988278	CB	cordova windows platform release july	follow step	['release', 'windows']	3	3	Closed	31	['windows', 'application', 'issue', 'find', 'example', 'like', 'function', 'return', 'device', 'check']
12993209	CB	merge attribute contain quot fail	repro step create project add notice jira replace quot symbol add io window android platform cordova prepare expect prepare succed preference copy platform actual prepare fail unrelevant stacktrace noformat script find hook check saved platform add project check plugin add project instal android platform difference find plugin add project instal android platform continue generate default platform android throw new typeerror typeerror invalid datum chunk string buffer undefine process emitone noformat	['reproduced', 'triaged', 'xml']	3	1	Closed	34	['project', 'create', 'window', 'find', 'windows', 'update', 'line', 'follow', 'cause', 'change']
13148616	CB	certificate specify valid sign	face issue certificate create package windows app build visual studio follow instruction configure certificate suggest link company buy certificate external market try different certificate issue remain persist need urgent resolution impact app live date	['windows']	2	1	Closed	22	['try', 'open', 'issue', 'set', 'new', 'follow', 'like', 'windows', 'happen', 'remove']
12742534	CB	bug android	test cordova app developer version android return unknown connect mobile network tmobile connect wifi return wifi work fine test previous version android sure cordova issue android issue	['android', 'network.connection']	3	1	Closed	7	['version', 'issue', 'try', 'remove', 'io', 'return', 'bug', 'windows', 'method', 'fix']
12919501	CB	wkwebview respect webkit playsinline attribute	preference allowinlinemediaplayback set true attribute webkit playsinline set video element expect medium play inline iphone device uiwebview look file property correctly bind wkwebview config object setting defaultvalue video element play inline repo show behavior	['cordova-ios-4.0.1']	3	1	Closed	32	['set', 'cause', 'issue', 'windows', 'project', 'check', 'remove', 'support', 'example', 'device']
13020479	CB	white app screen camera overlay show ipad	step reproduce create cordova app code cordova create cordova platform add io cordova plugin add cordova plugin add cordova plugin camera code add camera sample code www folder code code change landscape app code code action open camera ipad open app real device ipad picture camera open camera cancel problem app screen turn white completely white screen web app completely go root cause statusbar plugin ipad landscape app work orientation portrait iphone statusbar plugin	['ios']	3	1	Closed	16	['io', 'window', 'open', 'project', 'create', 'change', 'issue', 'follow', 'like', 'example']
12557078	CB	cordova example application camera exit return control phonegap application	cordova example application getpicture correctly invoke standard default camera select cancel approval camera app invoke call phonegap application feel free contact require information	['android', 'camera']	3	1	Closed	6	['application', 'project', 'update', 'try', 'remove', 'find', 'windows', 'window', 'create', 'version']
12541391	CB	android unable download subdomain underscore	try download image dev server keep get error url dev server contain underscore soon underscore remove subdomain app download file relate android plugin use native download action	['download']	3	1	Closed	7	['version', 'issue', 'try', 'remove', 'io', 'return', 'bug', 'windows', 'method', 'fix']
12754069	CB	presentationstyle look like fullscreen	ipad air presentationstylen option set pagesheet formsheet content look fullscreen mode attempt load png image dimension html inappbrowser result code body background color lightgray color blue color green iab test page local url click code see open file inappbrowser follow message come regardless value presentationstyle code set webview frame code	['triaged']	4	1	Closed	22	['try', 'open', 'issue', 'set', 'new', 'follow', 'like', 'windows', 'happen', 'remove']
12645670	CB	method set mediastore image medium orientation value correctly picture take	discover issue test motorola razri device api camera device rotate picture degree mediastore image medium orientation value picture take api hope orientation value right value picture take device camera application workaround provide fix orientation good store orientation mediastore picture view normal orientation picture take device camera application	['android']	4	4	Open	12	['device', 'method', 'io', 'return', 'application', 'problem', 'version', 'issue', 'update', 'support']
13123290	CB	build write xml	project compile problem cordova set build cordova follow error copyfilesync write d file code dtap zip tvglobo samara mobile platform android res xml res folder generate noformat ionic build android task ionic command description run ionic cli command version author microsoft corporation help module cache instal cordova module path cordova module cache instal ionic module path ionic info run app script build android cordova build prod start clean start clean finish copy start deeplink start deeplink finish ngc start ngc finish preprocess start preprocess finish webpack start copy finish webpack finish uglify start sass start sass finish cleancss start cleancss finish uglify finish postprocess start postprocess finish lint start build prod finish ionic cordova prepare android cordova prepare android android studio project detect cordova build android running command fail error error occur run cordova build android exit code android copy resource file copy resource platform android res raw copyfilesync write d file code dtap zip tvglobo samara mobile platform android res xml parsing dtap zip tvglobo samara mobile platform android res xml fail error enoent file directory open dtap zip tvglobo samara mobile platform android res xml fail ionic build android noformat log work build cordova noformat ionic build android task ionic command description run ionic cli command version author microsoft corporation help module cache instal cordova module path cordova module cache instal ionic module path ionic info run app script build android cordova build prod start clean start clean finish copy start deeplink start deeplink finish ngc start ngc finish preprocess start preprocess finish webpack start copy finish webpack finish uglify start sass start sass finish cleancss start cleancss finish uglify finish postprocess start postprocess finish lint start build prod finish ionic cordova prepare android cordova prepare android cordova build android lint finish run command android copy resource file copying resource platform android res raw dtap library developer xamarin android sdk macosx java javavirtualmachines content home read build config file dtap zip tvglobo samara mobile subproject path cordovalib incremental java compilation incubate feature prebuild date prereleasebuild date checkreleasemanifest cordovalib prebuild date cordovalib prereleasebuild date cordovalib checkreleasemanifest cordovalib preparereleasedependencies cordovalib compilereleaseaidl cordovalib compilereleasendk date cordovalib compilelint cordovalib copyreleaselint date cordovalib mergereleaseshader cordovalib compilereleaseshader cordovalib generatereleaseassets cordovalib mergereleaseassets cordovalib mergereleaseproguardfile cordovalib packagereleaserenderscript date cordovalib compilereleaserenderscript cordovalib generatereleaseresvalues cordovalib generatereleaseresource cordovalib packagereleaseresource cordovalib processreleasemanifest cordovalib generatereleasebuildconfig cordovalib processreleaseresource cordovalib generatereleasesources cordovalib incrementalreleasejavacompilationsafeguard cordovalib compilereleasejavawithjavac cordovalib compilereleasejavawithjavac incremental output change previous execution etc cordovalib processreleasejavares date cordovalib transformresourceswithmergejavaresforrelease cordovalib transformclassesandresourceswithsynclibjarsforrelease cordovalib mergereleasejnilibfolder cordovalib cordovalib cordovalib bundlerelease prepareandroidcordovalibunspecifiedreleaselibrary predebugbuild date cordovalib predebugbuild date cordovalib checkdebugmanifest cordovalib preparedebugdependencie cordovalib compiledebugaidl cordovalib compiledebugndk date cordovalib copydebuglint date cordovalib mergedebugshaders cordovalib compiledebugshader cordovalib generatedebugassets cordovalib mergedebugassets cordovalib mergedebugproguardfiles cordovalib packagedebugrenderscript date cordovalib compiledebugrenderscript cordovalib generatedebugresvalue cordovalib generatedebugresource cordovalib packagedebugresource cordovalib processdebugmanifest cordovalib generatedebugbuildconfig cordovalib processdebugresources cordovalib generatedebugsource cordovalib incrementaldebugjavacompilationsafeguard cordovalib compiledebugjavawithjavac cordovalib compiledebugjavawithjavac incremental output change previous execution etc cordovalib processdebugjavares date cordovalib transformresourceswithmergejavaresfordebug cordovalib transformclassesandresourceswithsynclibjarsfordebug cordovalib mergedebugjnilibfolders cordovalib cordovalib cordovalib bundledebug preparereleasedependencies compilereleaseaidl compilereleaserenderscript generatereleasebuildconfig generatereleaseresvalues generatereleaseresource mergereleaseresources processreleasemanifest processreleaseresource generatereleasesources incrementalreleasejavacompilationsafeguard compilereleasejavawithjavac compilereleasejavawithjavac incremental output change previous execution etc compilereleasendk date compilereleasesource lintvitalrelease mergereleaseshader compilereleaseshader generatereleaseassets mergereleaseassets transformclasseswithdexforrelease mergereleasejnilibfolder processreleasejavares date transformresourceswithmergejavaresforrelease validatesigningrelease packagerelease assemblerelease cdvbuildrelease build successful total time sec build follow dtap zip tvglobo samara mobile platform android build output apk android ionic build android noformat guess provide sample project problem code artifact try time build aways remove platform add build work fail	['build']	1	1	Closed	17	['version', 'follow', 'project', 'like', 'change', 'problem', 'line', 'set', 'remove', 'bug']
12975701	CB	ios camerausesgeolocation true throw invalid callback receive sendpluginresult	ios camerausesgeolocation true throw invalid callback receive sendpluginresult situation set geolocation true code code problem create follow error message code invalid callback receive sendpluginresult code stacktrace code cordovaapp sendpluginresult callbackid cordovaapp imagepickercontrollerreturnimageresult cordovaapp locationmanager didupdatetolocation fromlocation corelocation clclientgetcapabilitie corelocation clclientgetcapabilitie corelocation clclientinvalidate corefoundation corefoundation corefoundation corefoundation cfrunlooprunspecific graphicsservice gseventrunmodal uikit uiapplicationmain cordovaapp main code	['ios', 'triaged']	3	1	Closed	8	['remove', 'problem', 'open', 'test', 'follow', 'version', 'set', 'find', 'cause', 'support']
12787966	CB	windows phone file plugin readastext lead object instead string	read write local json files cordova project use current previous version file plugin writing work fine platform read ios android windows work read windows phone device emulator strange effect instead get string decode object store json file function fail function var reader new filereader function evt decode object instead string function evt error occur	['cordova-plugin-file']	3	1	Closed	29	['windows', 'function', 'support', 'project', 'window', 'application', 'device', 'line', 'new', 'return']
12766626	CB	cordova contact plugin crash contact new line char	try search contact cordova contact plugin crash contact line break char format give family etc example contact phone abcdef cordova plugin return format cause issue valid json object	['cannot-reproduce', 'ios', 'triaged']	3	1	Closed	4	['return', 'function', 'check', 'bug', 'line', 'cause', 'issue', 'new', 'find', 'happen']
12754330	CB	statusbar plugin crash application tap	statusbar plugin cordova ios iphone iphone statusbar encounter exception user tap statusbar site affect firetappedevent sendpluginresult result	['ios', 'triaged']	2	1	Closed	6	['application', 'project', 'update', 'try', 'remove', 'find', 'windows', 'window', 'create', 'version']
12934112	CB	android release build option fail undescriptive error message	issue repro step describe	['android', 'reproduced', 'triaged']	3	1	Closed	11	['example', 'check', 'issue', 'open', 'line', 'bug', 'test', 'device', 'try', 'find']
12958425	CB	wkwebview configuration consider	code wkwebviewconfiguration readonly property code nonatomic readonly copy wkwebviewconfiguration configuration code plugin try update wkwebview configuration initialise look like consider	['ios', 'triaged']	2	1	Closed	22	['try', 'open', 'issue', 'set', 'new', 'follow', 'like', 'windows', 'happen', 'remove']
12945039	CB	ignore plugman	recently upgrade plugman previous version sure like argument ignore instal remove plugin document useful instead default location android asset www plugin example project structure like code android cordova project code happen remove instal plugin code plugman uninstall android android cordova plugin statusbar www cordova running command android cordova version command finish error code android cordova version executing hook cordova plugin statusbar android uninstalling cordova plugin statusbar android beginning processing action stack android project action stack processing complete remove cordova plugin statusbar delete cordova plugin statusbar plugman install android android cordova plugin statusbar www cordova fetching plugin cordova plugin statusbar npm copying plugin cordova plugin package android cordova plugin cordova plugin statusbar installing cordova plugin statusbar android running command android cordova version command finish error code android cordova version execute hook cordova plugin statusbar android install start cordova plugin statusbar android beginning processing action stack android project action stack processing complete install complete cordova plugin statusbar android execute hook cordova plugin statusbar android code file www touch	['regression', 'triaged']	3	1	Open	17	['version', 'follow', 'project', 'like', 'change', 'problem', 'line', 'set', 'remove', 'bug']
12837188	CB	support ipad multitaske ios	support slideover splitview note splitview support ipad air rule build app ios sdk support orientation use launch storyboards cover	['cordova-ios-4.3.x']	3	1	Closed	30	['support', 'set', 'windows', 'method', 'test', 'fix', 'window', 'open', 'new', 'follow']
13126951	CB	camera fail open picture sue proguard android environment	camera plugin fail open generate null point exception error use proguard project error follow uncaught exception plugin nullpointerexception attempt invoke virtual method xmlresourceparser packagemanager string null object reference method proguard set line plugin classse public class extend cordovaplugin	['android', 'plug-in']	2	1	Closed	25	['update', 'set', 'open', 'version', 'device', 'change', 'method', 'return', 'cause', 'application']
12757377	CB	work nexus	develop simple application phonegap android device functionality audio recording snippet capture voice function captureaudio captureerror limit duration application run expect samsung tab android version user able record voice application deploy lenovo android version nexus android default voice recorder open get follow error logcat cordova activitynotfoundexception activity find handle intent act mediastore	['media-capture']	3	1	Closed	6	['application', 'project', 'update', 'try', 'remove', 'find', 'windows', 'window', 'create', 'version']
13077453	CB	cordova run virtual device ios	code cordova run available io device available io virtual device code confirm sim xcode beta window devices simulators xcrun simctl list show device	['backlog', 'ios-next', 'ios11']	3	1	Closed	12	['device', 'method', 'io', 'return', 'application', 'problem', 'version', 'issue', 'update', 'support']
12982299	CB	ios app audio keep play background pause	hello get following line code old issue code html index file code register deviceready event fire onresign false onactive false function onresign resign function onactive active code issue link code pause app notification centre control centre display anytime notification receive screen like low battery indication phone code work perfectly stop audio pause game audio keep play background game paused introduce code game behave differently resume mention code leave game background hour return game go exactly leave new code return game minute idle game leave like second game restart relation code bug believe happen thank advance help iphone test device intel xdk build game raise issue intel team reply far	['documentation']	3	1	Closed	4	['return', 'function', 'check', 'bug', 'line', 'cause', 'issue', 'new', 'find', 'happen']
12903748	CB	install dynamic library plugin dep	ios write custom plugin order integrate parse sdk cordova app plugin update work ios change related line installation complete successfully framework link correctly xcode	['backlog']	3	1	Open	25	['update', 'set', 'open', 'version', 'device', 'change', 'method', 'return', 'cause', 'application']
12977314	CB	enable cordova plugin splashscreen ios force iphone resolution large iphone	configure new cordova project cordova io cordova plugin splashscreen app launch iphone resolution large iphones test iphone simulator iphone simulator iphone physical device step reproduce noformat cordova create myapp myapp cordova platform add ios cordova plugin add cordova plugin splashscreen mkdir res curl res noformat edit include configuration noformat noformat run app iphone large device noformat cordova run ios noformat app launch black bar screenshot	['ios']	3	1	Closed	1	['device', 'new', 'create', 'change', 'issue', 'open', 'like', 'io', 'window', 'return']
13040111	CB	media play app background ios	try trigger sound play app run background screen lock button press external bluetooth device receive error try create new blank app wrap play method timeout trigger short lock screen minimise app hear sound reopen app error console way set playaudiowhenscreenislocke option true despite true default	['background', 'background-audio', 'easyfix', 'ios', 'media']	4	1	Closed	22	['try', 'open', 'issue', 'set', 'new', 'follow', 'like', 'windows', 'happen', 'remove']
13161372	CB	statusbar plugin work correctly samsung	cordova project instal statusbar plugin color status bar device android platform plugin display correct status bar color run project avd run device appear work notice run project device plug uninstalled view take entire screen run plugin instal black space app view phone nav bar status bar update turn portrait mode coloured status bar appear incorrectly device samsung run android oreo cordova version statusbar plugin version cordova whitelist plugin code code java var app initialize function false ondeviceready function receivedevent code	['features', 'plug-in', 'plugin']	3	1	Closed	12	['device', 'method', 'io', 'return', 'application', 'problem', 'version', 'issue', 'update', 'support']
12995868	CB	tool release aug	follow step	['release', 'tools']	3	1	Closed	17	['version', 'follow', 'project', 'like', 'change', 'problem', 'line', 'set', 'remove', 'bug']
12560680	CB	create copy correctly project content new project directory	checkout current master try create new project create script fail copy correctly child directory trace emergya cordova create emergya cordova zip android zipdemo set aleiva work emergya cordova zip android package activity zipdemo android list target grep jar jar building jar aleiva work emergya cordova android framework build successful total time second template project cordova aleiva work emergya cordova zip android asset www aleiva work emergya cordova zip android create regular file aleiva work emergya cordova zip android file directory	['patch']	3	1	Closed	9	['create', 'project', 'new', 'function', 'return', 'try', 'problem', 'issue', 'line', 'application']
12733301	CB	fail test wkwebview branch	wkwebview branch plugin mobile spec code status motion orientation transfer capture information code fail test ios beta simulator code accelerometer fail spec timeout compass fail spec timeout contact fail spec dataclone error dom exception file fail spec timeout filetransfer fail spec storage fail spec bridge blank screen whitelist plugin fail test local xhr fail spec code test pass code battery camera capture datum uri device geolocation globalization medium network notification platform splashscreen vibration code	['cordova-ios-4.0.x']	2	1	Closed	5	['test', 'create', 'device', 'issue', 'happen', 'open', 'version', 'function', 'update', 'try']
12909378	CB	wrong documentation browser	documentation say browser return macintel mac return windows fact return string browser	['browser', 'documentaion', 'triaged']	5	1	Closed	4	['return', 'function', 'check', 'bug', 'line', 'cause', 'issue', 'new', 'find', 'happen']
12963808	CB	cordova platformapi cache deal correctly symlinke project dir	project dir inside symlinked directory getplatformapi method cordova lib resolve real path deal cache use provide path cause return separate instance platformapi class getplatformapi call symlinke path real despite fact path point project real life issue cause follow npm test failure cordova lib cause mock method platformapi instance noformat plugin end end run prepare plugin installation removal platform return non falsy value message expect spy prepareplatform call stacktrace error expect spy prepareplatform call document dev cordova cordova lib cordova lib spec cordova fulfil document dev cordova cordova lib cordova lib document dev cordova cordova lib cordova lib document dev cordova cordova lib cordova lib document dev cordova cordova lib cordova lib flush document dev cordova cordova lib cordova lib plugin end end run prepare plugin installation removal platform return non falsy value message expect spy prepareplatform call stacktrace error expect spy prepareplatform call document dev cordova cordova lib cordova lib spec cordova fulfil document dev cordova cordova lib cordova lib document dev cordova cordova lib cordova lib document dev cordova cordova lib cordova lib document dev cordova cordova lib cordova lib flush document dev cordova cordova lib cordova lib noformat	['triaged']	3	1	Closed	26	['cause', 'project', 'create', 'return', 'method', 'example', 'follow', 'new', 'line', 'test']
12666545	CB	inappbrowser occur uriformateexception	cordova cli create template project add plugin cordova mobile spec project run inappbrows test case click target blank inappbrowser occur uriformateexception stacktrace system uri uri boolean dontescape urikind urikind system uri uristring wpcordovaclasslib cordova commands inappbrowser url wpcordovaclasslib cordova commands option msg invalid uri format uri determine	['wp8']	3	1	Closed	34	['project', 'create', 'window', 'find', 'windows', 'update', 'line', 'follow', 'cause', 'change']
12988742	CB	wkwebview engine localhost prevent code execute background	application suspend cause run background like push notification arrive action button notification press code call example notification event callback call immediately call app active open app way different expect happen use default webview soon native code call code execute background mode discussion issue start phonegap plugin push phonegap phonegap plugin push lot detail try find bug long time detail useless lot detail qere post original issue small app reproduce generate instruction original issue	['ios', 'triaged']	3	1	Closed	22	['try', 'open', 'issue', 'set', 'new', 'follow', 'like', 'windows', 'happen', 'remove']
12944553	CB	loadstart io send wkwebview	app depend loadstart event twitter login work fine wkwebview add component stop work loadstart initial load stop come try breakpoint debugger concerned loadstart miss send message server log work web page load twitter logon process include final page site loadstart loadstop loaderror hit button loadstart page visit acceptable bad case workaround	['ios', 'triaged']	3	1	Closed	22	['try', 'open', 'issue', 'set', 'new', 'follow', 'like', 'windows', 'happen', 'remove']
13037640	CB	setvolume work	hello hope fine project try set volume work diagnose setup fault bug thank read good regard	['android', 'media', 'mp3']	3	1	Closed	22	['try', 'open', 'issue', 'set', 'new', 'follow', 'like', 'windows', 'happen', 'remove']
13015939	CB	cookie ignore application execution	application authenticate server server set jsessionid cookie cookie server session management issue wkwebview send cookie server subsequent request happen execution application installation application close open cookie properly send authentication complete successfully problematic behavior consistent observe device hand issue uiwebview	['wkwebview-known-issues']	3	1	Closed	6	['application', 'project', 'update', 'try', 'remove', 'find', 'windows', 'window', 'create', 'version']
12709523	CB	medium plugin exception call startrecordtostoragefileasync window	try record audio file follow exception script load script code exception catch javascript library code line column javascript runtime error object need initialize request operation carry winrt information object need initialize request operation carry	['cli']	3	1	Closed	33	['fix', 'windows', 'line', 'problem', 'window', 'create', 'version', 'example', 'support', 'follow']
12956428	CB	ios app allow query scheme file	originally post stackoverflow sure cordova phonegap issue use cordova plugin app cordova plugin whitelist sorry fairly new cordova phonegap hybrid app develop devexpress phonegap cordova plugin try open local jpeg image code mobile containers system code work anymore iphone ipad late ios version fail error error app allow query scheme app download image phonegap method folder get persistent work fine android work fine iphone week ago think relate phonegap update update devextreme phonegap use gapdebug log code thread warning inappbrowser take plugin use background thread thread warning file take plugin use background thread fail url mobile containers data document mydocument error app allow query scheme file code kind permission problem add code xml applicationtemplate code add line code xml code accord help	['triaged']	3	1	Closed	25	['update', 'set', 'open', 'version', 'device', 'change', 'method', 'return', 'cause', 'application']
12624469	CB	cordova getpicture leaves photos camera roll	getpicture fileuri work crash getpicture dataurl work leave copy photo phone camera roll user get frustrated mess photo app clutter personal photo delete skydrive windows phone copy photo automatically save skydrive account delete curse app delete operation think windows phone case case windows phone turn cameracapturetask function make exceedingly simple photo undesirable effect delete file security exception solution write use camera api cameracapturetask function couple day labor sure need windows phone platform suffer annoying bug rely cordova ask app annoyance reply stupid phonegap app hate answer hope time contribute issue try week finish project put hold upgrade app windows phone capable week hope summary help jump start issue preliminary research start	['annoyance', 'enhancement']	4	1	Closed	18	['windows', 'issue', 'function', 'support', 'example', 'application', 'project', 'bug', 'try', 'version']
12692833	CB	format wrong template	format default template contain wrong find xmlns attribute root widget tag currently stop user add windows phone platform check check root element widget tag contain attribute attribute equal namespace check fail simple fix critical	['cli', 'config.xml', 'widget', 'wp8']	3	1	Closed	15	['method', 'io', 'return', 'change', 'find', 'check', 'bug', 'application', 'fix', 'follow']
12910175	CB	remove deprecated command format	sure resolve	['cordova-ios-4.0.x']	3	1	Closed	8	['remove', 'problem', 'open', 'test', 'follow', 'version', 'set', 'find', 'cause', 'support']
12688716	CB	beta release version throw http code ajax	create cordova project deploy mobile application android ios blackberry encounter issue concern ajax call webserver plain login screen user authentication ajax post request external webserver test app direct deployment start visual studio work okay deploy app windows store beta test result http response code understand represent local block like airplane mode check windows store faq deployment requirement find issue search occurence issue find link ajax request window unanswered month naturally check similar issue find fitting scenario unsure real bug overlook configuration know cause issue relate access origin implementation configure access origin information require happy provide tag issue major deploy	['cors', 'wp8']	3	1	Closed	37	['project', 'issue', 'version', 'new', 'create', 'function', 'windows', 'window', 'find', 'device']
13086429	CB	cordova ios link clang failure cause space app	ios cordova code generate clang command happy investigate problem know cordova code clang link statement generate clang statement generate correctly handle space embed app content developer toolchains usr bin clang plugin com shortsand pkzip plugin com shortsand aws plugin com shortsand videoplayer plugin cordova plugin webserver bible plugin com shortsand pkzip bible plugin com shortsand aws bible plugin com shortsand videoplayer app name bible notice handle space properly generate parameter fail find error generate parameter second time time correctly handle space custom embed framework plugin link problem appear add project	['backlog']	3	1	Open	39	['find', 'new', 'problem', 'try', 'follow', 'application', 'open', 'set', 'bug', 'return']
12653402	CB	link market support	add link google play html page example link market click link get popup name application error content protocol support remember have issue old version cordova cordova etc	['android', 'google-play', 'inappbrowser', 'market']	3	1	Closed	18	['windows', 'issue', 'function', 'support', 'example', 'application', 'project', 'bug', 'try', 'version']
13016183	CB	tool apply code obfuscation cordova plugin apart progaurd	tool apply code obfuscation cordova plugin	['features']	2	1	Closed	5	['test', 'create', 'device', 'issue', 'happen', 'open', 'version', 'function', 'update', 'try']
13097172	CB	update cordova io new cordova common parse new attribute access tag	test write disabled prepare updateproject method handle wildcard nsallowsarbitraryloadsformedia set fix allow arbitrary load media temporarily disable xit prepare updateproject method handle wildcard nsallowsarbitraryloadsformedia set fix allow arbitrary load media temporarily disable xit	['backlog', 'ios-next']	3	1	Closed	30	['support', 'set', 'windows', 'method', 'test', 'fix', 'window', 'open', 'new', 'follow']
12852261	CB	build script find cordova lib copy www build	attempt build cordova application receive error say new nodejs build script find update cordova ios deploy dependency document official cordova announcement error text phasescriptexecution directory library developer xcode deriveddata cmsmobile ghouvidtsyyduyafqovwjqtzzxpd build intermediate debug iphoneo git endeavour cordova platform io library developer xcode deriveddata cmsmobile ghouvidtsyyduyafqovwjqtzzxpd build intermediate debug iphoneo library developer xcode deriveddata cmsmobile ghouvidtsyyduyafqovwjqtzzxpd build intermediate debug iphoneo line cordova lib copy www build file directory	['build']	1	1	Closed	39	['find', 'new', 'problem', 'try', 'follow', 'application', 'open', 'set', 'bug', 'return']
12695212	CB	null reference error inappbrows plugin	inside file method name open try perform featstring split featstre option argument perform parameter optional null fix check wheter null	['inappbrowser', 'null', 'wp8']	3	1	Closed	15	['method', 'io', 'return', 'change', 'find', 'check', 'bug', 'application', 'fix', 'follow']
12646686	CB	set custom inappbrows user agent	currently set custom user agent main cordova webview override init method droidgap class open page inappbrowser webview contain default user agent solution think set user agent inappbrows webview user agent cordova webview set currently line change require rebuild cordova manually sort configuration option set user agent inappbrowser allow different user agent main webview involved change	['cordova', 'inappbrowser', 'android']	4	4	Closed	25	['update', 'set', 'open', 'version', 'device', 'change', 'method', 'return', 'cause', 'application']
