assignee_id
6732
6847
3568
10239
4624
8669
9144
10269
3568
4624
9144
6732
6732
4624
10269
11245
5059
8669
5351
11355
8669
6732
10999
8742
9144
10066
8669
8742
10269
6847
8742
10066
8742
10239
5351
3568
3568
5351
6847
4624
11245
10239
3568
10239
8742
10999
9144
10239
10066
11245
6847
11355
6847
11355
4624
10066
8669
10999
10239
11355
10239
10999
5059
11355
9144
10239
10269
3568
3568
10239
5059
3568
8669
11355
5351
6847
10066
11245
9144
11355
10066
10999
8669
8742
11245
8742
10066
5351
10999
5059
6847
3568
3568
5351
11245
6847
10066
5059
11245
3568
11355
6732
10239
10066
8742
6847
10066
8669
11245
6732
5351
5351
3568
6732
8742
3568
5351
4624
10066
3568
8669
5059
4624
10269
11245
11245
3568
10269
10066
9144
8669
11245
11245
8669
8742
6847
10999
6732
10269
5351
10239
11355
8669
10239
9144
10269
3568
10066
4624
10239
8742
6732
10269
5351
6847
11245
6732
6847
9144
8669
6847
11245
5059
11245
6847
4624
6732
5059
9144
8742
8742
8669
9144
5351
6847
9144
6732
9144
8669
6847
5059
4624
11355
9144
8742
4624
10066
10239
10066
3568
8669
5059
5351
5351
6847
6732
6732
5351
10269
4624
6847
10999
10269
10066
10269
8742
10239
10066
9144
3568
10066
10066
8742
11245
11245
5351
5351
10269
10999
5351
8669
5059
6732
5059
10239
8669
9144
5351
11245
11245
10066
10269
11355
5351
10066
8742
3568
4624
8669
3568
10239
8742
6847
6847
5351
5059
8742
10239
8742
6732
10239
3568
4624
8669
4624
6847
11355
8742
11355
11245
10066
6847
8669
11245
11245
6732
5059
6847
8742
3568
5351
9144
6847
11355
11245
11245
4624
8669
8742
3568
5351
11245
5059
5059
4624
11245
6732
4624
10239
5351
11355
3568
6847
10239
6732
10999
6847
11355
4624
8669
11245
8669
5059
11355
11245
8742
11355
3568
8742
10239
6732
6732
9144
10239
5351
10269
10239
11355
10269
8669
10239
10066
10999
11355
6847
8669
10269
5059
11245
5059
3568
4624
8742
9144
8742
4624
10066
6847
10999
8669
10239
8669
9144
6732
6732
3568
6732
11355
6847
10066
10066
5059
6847
4624
10269
8669
4624
11355
5059
10999
10999
5351
3568
4624
5351
11355
6732
10999
8669
9144
10269
8669
6732
10999
5059
3568
8669
5059
11245
5059
11245
5059
8669
10999
9144
8669
3568
10999
8742
5059
5059
10269
4624
11355
10066
10269
5059
3568
4624
10239
8742
9144
10999
11355
8669
6847
3568
9144
9144
10066
10999
6732
10239
11245
6732
6847
5351
10066
10999
6847
6732
10066
5059
3568
10269
10239
8742
3568
5351
11355
5351
10239
6732
10269
10999
10239
10066
10239
8669
10239
10269
6847
6732
9144
10269
10999
6732
6847
3568
11355
10239
8669
10269
8742
4624
6847
8742
8742
4624
11355
8669
10239
10269
10999
3568
6732
10066
8669
3568
5059
6847
8742
5351
10239
6847
9144
8669
11355
9144
9144
11245
11355
10999
10999
5351
6732
3568
10269
6732
8742
11245
10066
5059
5059
4624
8669
3568
6732
10066
11245
11245
8742
10999
6732
6847
10999
5059
5059
10269
10269
4624
10269
3568
10269
5351
9144
4624
6847
10066
4624
3568
11245
8742
6847
9144
5059
5351
5059
8669
11355
8669
4624
8742
11355
10066
8669
8742
10066
10999
10239
4624
4624
6847
10066
10999
3568
8742
10066
10999
9144
10269
10269
4624
8742
6732
5351
9144
3568
6732
10066
5059
4624
3568
8742
10999
3568
5351
11245
6847
10999
10066
10239
9144
5351
6732
10239
5351
4624
4624
11245
8742
9144
9144
3568
10066
10066
6732
11355
4624
6847
9144
6732
11355
10269
6732
3568
9144
3568
10239
8669
10239
11245
6847
10239
8669
10066
11245
10269
3568
5059
5351
10239
11245
11245
10066
11355
8669
4624
8742
9144
10239
5351
8742
11355
9144
10239
8742
11355
10066
10066
3568
4624
6732
5351
10269
11355
5059
4624
11355
10269
8742
5059
5351
8669
6732
10999
10999
10066
11355
8669
6732
3568
6847
4624
11245
5059
3568
8669
3568
5059
8669
8669
10999
10269
10239
10999
8669
11355
5351
10999
10066
10269
5059
3568
5351
11355
6847
11355
6732
5059
3568
9144
10066
11355
6732
6847
10269
11355
9144
3568
10999
11355
5059
11245
11245
11245
8669
10269
10999
11355
11245
10239
8742
5059
9144
11355
5059
10239
9144
10999
10239
10269
10269
11355
4624
10999
10999
8669
4624
5059
10999
10239
4624
6847
6847
8742
8742
11245
10269
9144
4624
3568
4624
6847
11355
5059
11355
9144
11245
5059
3568
4624
3568
6847
9144
5351
5351
10269
11245
10269
8742
8742
11355
10999
11355
5351
8742
5351
10999
6847
4624
10269
6847
10269
10999
10066
9144
11355
11355
8669
8742
10269
10269
8669
10239
9144
11245
4624
4624
11355
10999
6732
6847
10269
10269
11355
9144
6847
5059
8742
4624
10066
10999
5059
10269
5351
5351
11245
6847
4624
5059
10239
5351
11355
6732
10239
5059
9144
3568
4624
9144
10269
11245
6847
9144
11355
5351
9144
9144
10999
8742
8742
11355
11245
10066
9144
10999
8669
9144
8742
8669
11245
8669
10066
11245
8669
4624
10999
8742
10066
10239
10269
10999
5059
6732
10066
10239
6732
10066
11245
10999
9144
8742
10999
10066
9144
4624
10239
6847
8669
11245
11245
10269
10066
5059
4624
11245
3568
10999
5059
6732
5351
6847
6732
8742
11245
9144
8669
3568
3568
11245
8669
6732
5059
10066
5059
10066
11245
10239
6732
9144
5351
10999
6847
10239
5351
10999
5059
5059
10066
6847
9144
11355
8742
10999
10999
11245
5059
3568
10066
8669
11355
4624
10269
8742
10066
5351
3568
5351
8742
6732
5059
10239
3568
9144
11355
10239
8742
11355
9144
10269
5059
10999
9144
8669
11245
6847
10239
10066
5351
3568
6847
5351
10269
6732
10239
6732
10066
4624
10239
11355
4624
6732
6847
4624
11245
11245
11355
10239
11355
