topic_0	topic_1	topic_2	topic_3	topic_4	topic_5	topic_6	topic_7	topic_8	topic_9	topic_10	topic_11	topic_12	topic_13	topic_14	topic_15	topic_16	topic_17	topic_18	topic_19	topic_20	topic_21	topic_22	topic_23	topic_24	topic_25	topic_26	topic_27	topic_28	topic_29	topic_30	topic_31	topic_32	topic_33	topic_34	topic_35	topic_36	topic_37	topic_38	topic_39	topic_40	topic_41	topic_42	topic_43	topic_44	topic_45	topic_46	topic_47	topic_48	topic_49
3.9135834e-05	4.0534964e-05	4.1058036e-05	0.16320837	0.12449249	3.8463608e-05	0.06449428	3.965577e-05	3.9764625e-05	3.9944534e-05	3.920608e-05	3.9388095e-05	3.8998427e-05	3.8998303e-05	3.8602193e-05	3.97329e-05	3.912935e-05	3.9963947e-05	4.097681e-05	3.912059e-05	3.9635728e-05	4.0752006e-05	3.9001796e-05	0.011285427	3.8581766e-05	4.061961e-05	3.8469676e-05	3.9411374e-05	0.07670955	4.0055864e-05	4.0124934e-05	3.8590686e-05	4.0314946e-05	3.9128194e-05	4.0053095e-05	4.0117437e-05	4.029678e-05	3.8597715e-05	3.8864393e-05	3.941752e-05	0.2936387	0.13992728	0.0016083507	3.966641e-05	4.0642826e-05	3.967408e-05	3.981091e-05	0.12301281	3.9255752e-05	3.8963262e-05
2.7760781e-05	0.0014737062	2.9124285e-05	2.8338227e-05	2.859271e-05	2.7283942e-05	2.7947799e-05	2.8129598e-05	2.8206812e-05	2.8334429e-05	2.7810613e-05	2.7939723e-05	2.7663315e-05	2.7663227e-05	2.7382248e-05	2.8184308e-05	2.7756183e-05	2.83482e-05	0.0040891664	2.7749971e-05	2.8115379e-05	2.8907205e-05	2.7665703e-05	0.02969754	2.7367758e-05	2.8813289e-05	2.7288248e-05	2.7956235e-05	0.5401578	2.84134e-05	2.8462397e-05	2.7374084e-05	2.859718e-05	2.7755363e-05	2.8411438e-05	2.8457076e-05	0.13784064	2.737907e-05	2.756824e-05	2.7960594e-05	0.13089652	2.8819411e-05	0.017134305	2.8137145e-05	0.13753176	2.8142586e-05	2.8239645e-05	2.9010984e-05	2.7845845e-05	2.763837e-05
0.0024178687	0.002504309	0.0025366251	0.002468162	0.0024903268	0.0023763375	0.002434157	0.0024499912	0.0024567165	0.0024678314	0.0024222087	0.002433454	0.0024093797	0.002409372	0.0023848996	0.0024547563	0.002417468	0.0024690307	0.002531607	0.002416927	0.0024487528	0.0025177181	0.0024095876	0.0025549745	0.0023836375	0.0025095383	0.0023767124	0.002434892	0.002495051	0.0024747094	0.0024789767	0.0023841886	0.002490716	0.0024173965	0.0024745385	0.0024785134	0.0024895938	0.0023846228	0.8796646	0.0024352716	0.0025169286	0.0025100715	0.002485998	0.0024506485	0.0025109728	0.0024511223	0.002459576	0.0025267568	0.0024252774	0.0024072072
0.019699674	0.02040395	0.020667246	0.020109441	0.02029003	0.019361299	0.019832386	0.019961393	0.020016188	0.020106746	0.019735035	0.019826654	0.019630508	0.019630447	0.019431058	0.020000217	0.01969641	0.02011652	0.02062636	0.019692002	0.019951304	0.020513201	0.019632204	0.020816749	0.019420775	0.020446556	0.019364353	0.019838372	0.020328518	0.020162785	0.020197555	0.019425265	0.0202932	0.019695828	0.020161394	0.02019378	0.020284057	0.019428803	0.019563042	0.019841464	0.02050677	0.020450901	0.020254761	0.01996675	0.020458244	0.01997061	0.020039486	0.020586845	0.019760037	0.019612808
4.1852516e-05	0.0789816	4.3908152e-05	4.272308e-05	4.3106746e-05	4.113363e-05	0.014280081	4.240855e-05	4.252496e-05	0.024930982	4.192764e-05	4.212229e-05	4.1705574e-05	4.170544e-05	4.1281834e-05	4.249103e-05	4.1845582e-05	4.2738116e-05	4.382129e-05	4.1836218e-05	4.2387113e-05	0.0005361803	4.1709176e-05	4.4225777e-05	4.1259987e-05	4.343929e-05	4.1140116e-05	4.2147185e-05	4.3188516e-05	0.26742554	4.291028e-05	4.1269526e-05	4.311348e-05	4.184435e-05	4.2833453e-05	0.17169316	0.031519417	4.1277042e-05	4.1562238e-05	0.18388525	4.3567215e-05	4.344852e-05	4.3031814e-05	4.2419928e-05	4.346412e-05	4.2428128e-05	4.257446e-05	4.373734e-05	0.22500803	4.166797e-05
0.00012529736	0.00012977683	0.0412559	0.00012790364	0.00012905225	0.00012314516	0.00012614146	0.000126962	0.00012731052	0.0001278865	0.00012552227	0.000126105	0.00012485746	0.00012485705	0.00012358886	0.00012720893	0.00012527661	0.00012794866	0.00013119144	0.00012524857	0.00012689782	0.0001304717	0.00012486822	0.01778401	0.00012352345	0.00013004782	0.00012316459	0.056196168	0.00012929706	0.00012824293	0.00012846407	0.00012355202	0.00012907242	0.0001252729	0.00012823408	0.00012844006	0.00012901427	0.00012357451	0.00012442832	0.36504966	0.0001304308	0.00013007545	0.060548496	0.00012699606	0.45358062	0.00012702063	0.0001274587	0.00013094011	0.0001256813	0.00012474487
0.0024178813	0.0025043222	0.0025366384	0.002468175	0.0024903398	0.00237635	0.0024341699	0.002450004	0.0024567293	0.0024678444	0.0024222215	0.0024334667	0.0024093923	0.30097714	0.0023849122	0.002454769	0.0024174808	0.0024690437	0.0025316202	0.0024169397	0.0024487658	0.0025177314	0.0024096002	0.002554988	0.00238365	0.0025095516	0.002376725	0.002434905	0.002495064	0.0024747225	0.0024789898	0.19022675	0.002490729	0.39327	0.0024745516	0.0024785264	0.0024896068	0.0023846354	0.0024011114	0.0024352844	0.0025169419	0.0025100848	0.002486011	0.0024506615	0.002510986	0.0024511353	0.002459589	0.00252677	0.0024252902	0.0024072197
0.00062277284	0.00064503733	0.000653361	0.00063572696	0.00064143597	0.0006120756	0.0006269683	0.00063104666	0.00063277886	0.00063564174	0.00062389066	0.00062678714	0.0006205863	0.0006205843	0.000614281	0.000632274	0.00062266964	0.0006359507	0.0006520685	0.0006225303	0.0006307277	0.00064849114	0.0006206399	0.0006580873	0.0006139559	0.0006463843	0.0006121722	0.00062715757	0.00064265274	0.00063741335	0.00063851255	0.0006140978	0.0006415362	0.00062265125	0.00063736935	0.00063839316	0.00064124714	0.0006142097	0.00061845337	0.0006272553	0.0006482878	0.0006465216	0.000640321	0.000631216	0.00064675376	0.969018	0.0006335154	0.0006508193	0.00062468107	0.0006200267
0.009747122	0.010095589	0.010225864	0.00994987	0.010039222	0.0095796995	0.009812786	0.009876618	0.009903729	0.009948537	0.009764618	0.009809951	0.009712901	0.00971287	0.009614215	0.009895828	0.0097455075	0.009953371	0.010205635	0.009743326	0.009871625	0.010149645	0.009713739	0.010299836	0.009609127	0.010116669	0.00958121	0.009815749	0.010058266	0.009976264	0.0099934675	0.009611349	0.010040791	0.00974522	0.009975576	0.009991599	0.010036267	0.0096130995	0.009679519	0.009817279	0.010146462	0.5153328	0.010021772	0.009879268	0.010122453	0.009881178	0.009915257	0.010186083	0.009776989	0.009704143
0.0008777815	0.0009091627	0.00092089473	0.00089603994	0.0009040866	0.00086270407	0.00088369485	0.0008894432	0.00089188473	0.00089591986	0.00087935705	0.0008834395	0.0008746996	0.0008746968	0.0008658124	0.0008911731	0.000877636	0.0008963553	0.00091907295	0.00087743957	0.0008889936	0.00091403077	0.0008747751	0.0009275563	0.0008653542	0.0009110612	0.00086284016	0.0008839616	0.0009058016	0.0008984169	0.0008999661	0.95630735	0.0009042279	0.0008776101	0.00089835486	0.0008997979	0.0009038205	0.00086571195	0.00087169337	0.0008840994	0.00091374415	0.0009112547	0.0009025151	0.00088968186	0.00091158197	0.00088985387	0.00089292286	0.00091731217	0.0008804711	0.0008739109
