topic_0	topic_1	topic_2	topic_3	topic_4	topic_5	topic_6	topic_7	topic_8	topic_9	topic_10	topic_11	topic_12	topic_13	topic_14	topic_15	topic_16	topic_17	topic_18	topic_19	topic_20	topic_21	topic_22	topic_23	topic_24	topic_25	topic_26	topic_27	topic_28	topic_29	topic_30	topic_31	topic_32	topic_33	topic_34	topic_35	topic_36	topic_37	topic_38	topic_39	topic_40	topic_41	topic_42	topic_43	topic_44	topic_45	topic_46	topic_47	topic_48	topic_49	topic_50	topic_51	topic_52	topic_53	topic_54	topic_55	topic_56	topic_57	topic_58	topic_59	topic_60	topic_61	topic_62	topic_63	topic_64	topic_65	topic_66	topic_67	topic_68	topic_69	topic_70	topic_71	topic_72	topic_73	topic_74	topic_75	topic_76	topic_77	topic_78	topic_79
2.4745954e-05	2.5461648e-05	2.5902136e-05	2.515647e-05	2.5733652e-05	2.4823545e-05	2.499372e-05	2.483404e-05	2.4993184e-05	2.4743851e-05	2.4825036e-05	2.474152e-05	2.4726865e-05	2.466126e-05	2.466226e-05	2.4899435e-05	2.4739786e-05	2.5310976e-05	2.507393e-05	2.4870658e-05	2.5001036e-05	2.5075813e-05	2.4825877e-05	2.5588835e-05	2.4579133e-05	2.4984256e-05	2.4581232e-05	2.5269133e-05	2.557316e-05	2.4986168e-05	2.5644536e-05	2.4507885e-05	2.5064206e-05	2.458054e-05	2.4907167e-05	2.5393712e-05	2.5237041e-05	2.490564e-05	2.515426e-05	2.4992572e-05	2.5733098e-05	2.539513e-05	2.5566236e-05	2.5136293e-05	2.4995876e-05	2.5146168e-05	2.4906696e-05	0.5228808	2.4988258e-05	2.4827557e-05	2.458309e-05	2.449786e-05	0.05921069	2.4580217e-05	2.4825837e-05	0.24975942	2.4577506e-05	2.530539e-05	2.4990002e-05	2.4578869e-05	2.4584258e-05	2.4742823e-05	2.4731458e-05	2.4989804e-05	0.11861149	2.4910965e-05	0.02099073	2.5071742e-05	0.026699074	2.4743256e-05	2.5067437e-05	2.474332e-05	2.5067164e-05	2.4743307e-05	2.4578445e-05	2.47911e-05	2.5318986e-05	2.4662855e-05	2.4824938e-05	2.4829227e-05
1.7553457e-05	1.8061131e-05	1.837359e-05	1.7844655e-05	1.8254077e-05	1.7608496e-05	1.772921e-05	1.7615941e-05	1.772883e-05	1.7551965e-05	1.7609555e-05	1.7550312e-05	1.7539916e-05	1.7493381e-05	1.7494089e-05	1.7662329e-05	1.7549082e-05	1.7954253e-05	1.7786107e-05	1.7641916e-05	1.7734399e-05	1.778744e-05	1.761015e-05	1.8151351e-05	1.7435123e-05	1.7722496e-05	1.7436612e-05	1.7924573e-05	0.30246335	1.7723853e-05	1.8190864e-05	1.7384584e-05	1.7779208e-05	1.7436121e-05	1.7667813e-05	1.8012943e-05	0.0067006256	1.7666729e-05	1.7843087e-05	1.7728395e-05	0.0032651653	2.2013252e-05	1.8135323e-05	1.7830342e-05	1.773074e-05	1.7837348e-05	1.766748e-05	1.7787923e-05	1.7725335e-05	1.7611343e-05	1.7437931e-05	1.7377472e-05	0.018862799	1.7435892e-05	1.7610122e-05	0.01619668	1.743397e-05	1.7950291e-05	1.7726572e-05	1.7434935e-05	1.7438759e-05	1.7551236e-05	1.7543174e-05	1.7726432e-05	1.9625631e-05	1.7670509e-05	0.5710998	1.7784554e-05	0.08011371	1.7551543e-05	1.77815e-05	1.7551589e-05	1.7781307e-05	1.755158e-05	1.7434635e-05	1.758548e-05	1.7959937e-05	1.749451e-05	1.7609484e-05	1.7612527e-05
0.0015274351	0.0015716112	0.0015988001	0.0015527742	0.0015884006	0.0015322245	0.0015427285	0.0015328722	0.0015426954	0.0015273055	0.0015323166	0.0015271615	0.001526257	0.0015222075	0.0015222692	0.0015369088	0.0015270545	0.001562311	0.0015476794	0.0015351326	0.0015431801	0.0015477956	0.0015323684	0.0015794617	0.0015171382	0.0015421443	0.0015172678	0.0015597283	0.0015784941	0.0015422624	0.0015829	0.0015127405	0.0015470792	0.0015172252	0.001537386	0.0015674179	0.0015577474	0.0015372917	0.8779979	0.0015426576	0.0015883662	0.0015675054	0.0015780668	0.0015515287	0.0015428616	0.0015521384	0.001537357	0.0015478375	0.0015423913	0.0015324722	0.0015173826	0.0015121216	0.0015655309	0.0015172051	0.0015323659	0.0015692689	0.0015170379	0.0015619661	0.001542499	0.0015171219	0.0015174546	0.001527242	0.0015265405	0.0015424868	0.0015880634	0.0015376206	0.001603929	0.0015475444	0.0016260962	0.0015272687	0.0015472786	0.0015272726	0.0015472618	0.0015272718	0.0015170958	0.0015302218	0.0015628055	0.001522306	0.0015323104	0.0015325752
0.012362417	0.012719958	0.012940014	0.0125675	0.012855845	0.012401179	0.012486194	0.012406422	0.012485926	0.012361366	0.012401924	0.012360201	0.012352881	0.012320106	0.012320605	0.012439092	0.012359335	0.012644687	0.012526265	0.012424716	0.012489849	0.012527205	0.012402344	0.012783498	0.012279077	0.012481466	0.012280126	0.012623783	0.012775666	0.0124824215	0.012811325	0.012243484	0.012521407	0.012279781	0.012442955	0.01268602	0.0126077505	0.012442191	0.012566395	0.012485621	0.012855567	0.012686728	0.012772208	0.012557419	0.012487271	0.012562353	0.012442719	0.012527544	0.0124834655	0.012403184	0.012281055	0.0122384755	0.012670747	0.012279619	0.012402324	0.012701	0.012278265	0.012641896	0.012484337	0.012278945	0.012281638	0.012360853	0.012355175	0.0124842385	0.012853116	0.012444853	0.012981525	0.012525171	0.0131609375	0.012361069	0.012523021	0.012361101	0.012522885	0.012361094	0.012278734	0.01238497	0.012648689	0.012320903	0.012401875	0.012404018
2.646374e-05	2.7229116e-05	2.7700182e-05	2.6902753e-05	2.7520002e-05	2.6546719e-05	2.6728707e-05	2.6557942e-05	2.6728134e-05	2.6461492e-05	2.6548312e-05	2.6458998e-05	2.6443327e-05	2.6373169e-05	2.6374237e-05	2.6627877e-05	2.6457144e-05	2.7067985e-05	2.6814485e-05	2.6597103e-05	2.673653e-05	2.6816497e-05	2.654921e-05	2.7365133e-05	2.628534e-05	2.6718586e-05	2.6287584e-05	2.702324e-05	2.7348367e-05	2.672063e-05	2.7424701e-05	2.6209147e-05	2.6804084e-05	2.6286845e-05	2.6636146e-05	2.7156466e-05	2.6988919e-05	2.663451e-05	2.690039e-05	2.6727479e-05	2.7519409e-05	2.7157981e-05	2.7340966e-05	2.6881175e-05	2.6731012e-05	2.6891737e-05	2.6635642e-05	2.6817223e-05	2.6722864e-05	2.655101e-05	0.30202568	2.6198424e-05	2.7123771e-05	2.62865e-05	2.6549169e-05	2.7188535e-05	2.62836e-05	2.7062011e-05	2.672473e-05	2.6285057e-05	0.69588625	2.6460393e-05	2.6448239e-05	2.672452e-05	2.7514161e-05	2.6640208e-05	2.7789041e-05	2.6812144e-05	2.8173103e-05	2.6460855e-05	2.680754e-05	2.6460924e-05	2.6807249e-05	2.646091e-05	2.6284604e-05	2.651202e-05	2.7076552e-05	2.6374873e-05	2.6548207e-05	2.6552796e-05
7.922397e-05	8.151526e-05	0.115009405	8.0538244e-05	8.238608e-05	7.947238e-05	8.00172e-05	7.950598e-05	8.001548e-05	7.921724e-05	7.9477155e-05	7.920978e-05	7.916286e-05	7.8952835e-05	7.895603e-05	7.971534e-05	7.920423e-05	8.1032886e-05	8.027399e-05	7.962322e-05	8.004062e-05	8.028001e-05	7.947985e-05	8.192245e-05	7.86899e-05	7.99869e-05	7.869662e-05	8.0898935e-05	8.187227e-05	7.999302e-05	8.2100785e-05	0.028624069	8.0242855e-05	7.869441e-05	7.97401e-05	8.1297774e-05	8.079619e-05	7.9735204e-05	8.0531165e-05	8.0013524e-05	8.238431e-05	8.130231e-05	0.3104555	8.047364e-05	8.00241e-05	8.050526e-05	7.9738595e-05	8.028219e-05	7.999971e-05	7.948523e-05	7.870257e-05	7.84297e-05	0.4446606	7.8693374e-05	7.947972e-05	8.139377e-05	7.8684694e-05	8.1015e-05	8.0005295e-05	7.868905e-05	0.05466672	7.9213954e-05	7.917757e-05	8.000466e-05	8.23686e-05	7.975226e-05	8.31915e-05	8.026698e-05	0.04066268	7.921534e-05	8.02532e-05	7.921554e-05	8.025233e-05	7.9215504e-05	7.86877e-05	7.936851e-05	8.105854e-05	7.8957935e-05	7.947684e-05	7.949058e-05
0.0015274468	0.001571623	0.0015988122	0.001552786	0.0015884126	0.0015322361	0.0015427403	0.0015328838	0.0015427071	0.10561069	0.0015323281	0.0015271731	0.0015262685	0.001522219	0.32366654	0.0015369204	0.001527066	0.0015623228	0.0015476912	0.0015351442	0.0015431917	0.0015478074	0.00153238	0.0015794737	0.0015171497	0.001542156	0.0015172793	0.0015597402	0.0015785061	0.001542274	0.0015829119	0.0015127519	0.001547091	0.0015172366	0.0015373977	0.0015674297	0.0015577592	0.0015373033	0.0015526495	0.0015426694	0.0015883783	0.0015675173	0.0015780788	0.0015515405	0.0015428733	0.0015521501	0.0015373686	0.0015478492	0.001542403	0.0015324838	0.0015173941	0.0015121332	0.0015655428	0.0015172167	0.0015323776	0.0015692808	0.0015170494	0.001561978	0.0015425107	0.0015171334	0.0015174662	0.0015272535	0.001526552	0.0015424985	0.0015880755	0.0015376322	0.0016039412	0.001547556	0.0016261085	0.0015272802	0.0015472904	0.45174396	0.0015472735	0.0015272835	0.0015171074	0.0015302334	0.0015628174	0.0015223175	0.001532322	0.0015325869
0.0003936952	0.0004050815	0.00041208943	0.0004002263	0.00040940897	0.00039492964	0.00039763705	0.00039509658	0.0003976285	0.00039366173	0.00039495336	0.00039362465	0.0003933915	0.00039234778	0.00039236367	0.00039613698	0.00039359706	0.00040268438	0.00039891314	0.00039567918	0.0003977534	0.00039894308	0.00039496672	0.000407105	0.00039104116	0.00039748647	0.00039107454	0.00040201872	0.0004068556	0.00039751688	0.00040799117	0.00038990765	0.00039875842	0.00039106354	0.00039626	0.0004040007	0.00040150812	0.0003962357	0.00040019114	0.00039761877	0.00040940012	0.00040402325	0.00040674547	0.00039990526	0.00039767133	0.0004000624	0.00039625252	0.00039895385	0.00039755012	0.00039499346	0.00039110414	0.00038974814	0.0004035143	0.00039105842	0.00039496607	0.0004044778	0.0003910153	0.00040259553	0.00039757788	0.00039103694	0.0003911227	0.00039364537	0.00039346458	0.00039757474	0.00040932206	0.00039632045	0.0004134114	0.0003988783	0.000419125	0.00039365227	0.00039880982	0.0003936533	0.00039880548	0.00039365308	0.00039103022	0.00039441342	0.00040281186	0.00039237313	0.00039495178	0.9685489
0.0061401655	0.006317749	0.0064270464	0.006242026	0.006385241	0.006159418	0.0062016435	0.006162022	0.0062015103	0.0061396435	0.006159788	0.006139065	0.0061354293	0.0061191507	0.0061193984	0.006178248	0.006138635	0.006280363	0.006221546	0.006171108	0.006203458	0.0062220125	0.0061599966	0.006349308	0.0060987724	0.0061992947	0.0060992935	0.006269981	0.0063454183	0.006199769	0.0063631292	0.006081094	0.0062191323	0.0060991216	0.0061801667	0.0063008927	0.006262018	0.0061797877	0.0062414776	0.0062013585	0.0063851033	0.0063012443	0.0063437005	0.0062370193	0.006202178	0.00623947	0.0061800503	0.006222181	0.0062002875	0.5094804	0.0060997545	0.006078606	0.0062933066	0.0060990416	0.0061599864	0.006308333	0.0060983687	0.006278977	0.006200721	0.0060987067	0.006100044	0.006139389	0.0061365687	0.0062006717	0.006383886	0.0061811097	0.006447664	0.0062210024	0.006536775	0.006139496	0.006219934	0.0061395117	0.0062198667	0.0061395084	0.006098602	0.006151367	0.006282351	0.006119546	0.0061597633	0.006160828
0.00055485073	0.0005708979	0.0005807745	0.0005640553	0.00057699677	0.00055659044	0.00056040613	0.0005568258	0.0005603941	0.0005548036	0.0005566239	0.0005547513	0.00055442273	0.00055295177	0.0005529741	0.000558292	0.00055471243	0.0005675196	0.0005622046	0.00055764685	0.00056057016	0.0005622468	0.0005566427	0.0005737497	0.0005511103	0.0005601939	0.00055115734	0.0005665814	0.0005733982	0.00056023675	0.0005749986	0.0005495128	0.0005619865	0.00055114186	0.0005584654	0.0005693747	0.0005658618	0.00055843114	0.0005640057	0.00056038034	0.0005769843	0.0005694065	0.000573243	0.2767205	0.00056045444	0.0005638243	0.0005584549	0.00056226196	0.0005602836	0.00055668043	0.000551199	0.000549288	0.0005686892	0.0005511346	0.00055664184	0.00057004706	0.0005510738	0.0005673943	0.0005603228	0.0005511044	0.0005512252	0.00055478053	0.0005545257	0.0005603183	0.0005768743	0.67951953	0.00058263756	0.0005621555	0.00059069	0.00055479025	0.00056205894	0.00055479165	0.0005620529	0.00055479136	0.0005510949	0.00055586296	0.0005676992	0.0005529875	0.0005566217	0.00055671786
