topic_0	topic_1	topic_2	topic_3	topic_4	topic_5	topic_6	topic_7	topic_8	topic_9	topic_10	topic_11	topic_12	topic_13	topic_14	topic_15	topic_16	topic_17	topic_18	topic_19
9.26964e-05	9.739515e-05	0.00010240083	0.2078011	0.4105404	9.122041e-05	0.38003543	9.635308e-05	9.5662e-05	9.511719e-05	9.5021904e-05	9.407264e-05	9.2885806e-05	9.3659255e-05	9.085617e-05	9.6348835e-05	9.426566e-05	9.912293e-05	0.00010035986	9.558792e-05
6.5752305e-05	0.2510878	0.058570415	0.31203216	0.02648727	6.4705346e-05	0.15676312	0.061200343	6.785589e-05	6.7469446e-05	6.740185e-05	6.672851e-05	0.0050674747	6.643529e-05	6.4446984e-05	0.102760285	6.686543e-05	7.031084e-05	0.025295326	6.780335e-05
0.005752992	0.0060446095	0.006355276	0.005996725	0.006030836	0.0056613884	0.0059237494	0.005979935	0.0059370454	0.0059032333	0.005897319	0.0058384053	0.0057647475	0.887132	0.005638783	0.005979672	0.005850385	0.00615184	0.006228607	0.005932448
0.04847452	0.050931677	0.05354934	0.050528206	0.050815623	0.04770267	0.049913313	0.050386734	0.050025344	0.049740445	0.049690615	0.049194206	0.04857357	0.048978034	0.047512196	0.050384518	0.04929515	0.0518352	0.05248204	0.04998661
9.913165e-05	0.07596244	0.0001095098	0.00010333149	0.00010391927	9.7553195e-05	0.13250072	0.000103042184	0.00010230313	0.74804294	0.0001016186	0.00010060343	9.933421e-05	0.00010016136	9.716367e-05	0.041859843	0.00010080986	0.00010600433	0.00010732713	0.00010222391
0.0002968257	0.0003118717	0.16834477	0.0003094011	0.00031116104	0.0002920994	0.7466229	0.00030853483	0.00030632192	0.00030457738	0.00030427225	0.0003012326	0.0002974322	0.079842485	0.00029093307	0.00030852127	0.00030185067	0.00031740428	0.00032136505	0.00030608472
0.005753085	0.0060447073	0.0063553792	0.005996822	0.0060309335	0.0056614797	0.005923845	0.005980032	0.005937141	0.0059033283	0.0058974144	0.0058384994	0.0057648406	0.4916678	0.40110126	0.005979769	0.0058504795	0.0061519397	0.0062287077	0.0059325434
0.001476733	0.0015515882	0.001631333	0.0015392967	0.0015480526	0.0014532193	0.0015205645	0.001534987	0.0015239775	0.0015152983	0.0015137802	0.0014986576	0.0014797505	0.971028	0.0014474166	0.0015349195	0.0015017329	0.0015791132	0.0015988185	0.0015227974
0.02352156	0.02471386	0.025984045	0.024518082	0.024657547	0.02314703	0.5389842	0.024449436	0.024274075	0.024135832	0.024111653	0.023870777	0.023569621	0.023765884	0.023054605	0.02444836	0.02391976	0.025152283	0.02546615	0.02425528
0.15613407	0.0021879936	0.0023004469	0.0021706605	0.0021830078	0.0020492773	0.0021442452	0.0021645832	0.002149058	0.0021368188	0.2079025	0.0021133528	0.0020866906	0.0021040663	0.0020410947	0.002164488	0.0021176892	0.5994479	0.002254596	0.0021473938
0.00053794	0.000565208	0.0005942572	0.0005607305	0.0005639201	0.00052937446	0.00055390684	0.0005591606	0.0005551501	0.0005519884	0.00055143546	0.98944855	0.0005390392	0.0005435277	0.0005272607	0.000559136	0.00054704683	0.00057523476	0.000582413	0.00055472023
