topic_0	topic_1	topic_2	topic_3	topic_4	topic_5	topic_6	topic_7	topic_8	topic_9	topic_10	topic_11	topic_12	topic_13	topic_14	topic_15	topic_16	topic_17	topic_18	topic_19	topic_20	topic_21	topic_22	topic_23	topic_24	topic_25	topic_26	topic_27	topic_28	topic_29
6.279218e-05	6.6965775e-05	6.872794e-05	0.10359062	0.23740557	6.23494e-05	0.57223016	6.528591e-05	6.511698e-05	6.5153676e-05	6.410501e-05	6.347558e-05	6.32296e-05	6.317596e-05	6.2339495e-05	6.5370754e-05	6.417383e-05	6.7867964e-05	0.023016393	6.4498716e-05	6.599892e-05	6.829987e-05	6.276215e-05	6.7014895e-05	6.0984785e-05	6.595016e-05	6.253439e-05	6.488365e-05	0.06213766	6.65612e-05
4.4540855e-05	0.039652962	0.0064965687	0.009179111	4.722231e-05	4.4226774e-05	0.07638598	4.630975e-05	4.618992e-05	4.6215955e-05	4.5472094e-05	4.5025612e-05	4.4851135e-05	4.481308e-05	4.421975e-05	0.007783536	4.552091e-05	4.81413e-05	0.12816276	4.5751363e-05	4.6815512e-05	4.8447666e-05	4.4519555e-05	0.02231354	4.3258802e-05	4.6780926e-05	4.4357992e-05	4.6024412e-05	0.70901966	4.7214362e-05
0.0038876627	0.004146063	0.004255164	0.0041198046	0.004121708	0.0038602485	0.0039923354	0.0040420573	0.004031598	0.0040338705	0.003968944	0.0039299736	0.0039147446	0.0039114235	0.0038596352	0.00404731	0.0039732046	0.0042019202	0.0041168407	0.0039933193	0.0040862015	0.46167627	0.0038858033	0.004149104	0.42549014	0.0040831827	0.0038717017	0.004017152	0.0042115687	0.0041210144
0.032172523	0.034310926	0.035213795	0.034093622	0.034109376	0.031945653	0.033038747	0.033450224	0.033363666	0.03338247	0.03284517	0.03252267	0.03239664	0.032369155	0.03194058	0.03349369	0.03288043	0.03477318	0.034069095	0.03304689	0.03381554	0.034994468	0.032157134	0.034336094	0.031246474	0.03379056	0.032040436	0.033244118	0.03485302	0.034103636
6.715114e-05	7.161446e-05	7.349895e-05	7.11609e-05	7.119378e-05	6.667762e-05	0.03777261	6.981798e-05	6.9637324e-05	0.28176993	6.85551e-05	6.788198e-05	6.761892e-05	6.756156e-05	6.666703e-05	6.990871e-05	6.86287e-05	7.257928e-05	7.11097e-05	6.897614e-05	7.058048e-05	0.6785819	6.711902e-05	7.166699e-05	6.521828e-05	7.052834e-05	6.687545e-05	6.9387796e-05	7.2745934e-05	7.11818e-05
0.000201051	0.0002144142	0.063709185	0.00021305626	0.00021315471	0.00019963329	0.8700362	0.00020903554	0.00020849466	0.00020861215	0.00020525447	0.00020323913	0.00020245156	0.06063421	0.00019960156	0.0002093072	0.00020547483	0.00021730289	0.00021290297	0.00020651506	0.00021131847	0.00021868579	0.00020095485	0.00021457148	0.00019526399	0.00021116236	0.00020022558	0.00020774757	0.00021780185	0.00021311884
0.003887683	0.004146084	0.0042551863	0.004119826	0.0041217296	0.0038602685	0.0039923564	0.0040420783	0.48043832	0.0040338915	0.0039689643	0.003929994	0.003914765	0.40666616	0.0038596555	0.0040473314	0.0039732256	0.004201942	0.004116862	0.0039933403	0.004086223	0.004228683	0.0038858235	0.0041491254	0.0037757806	0.004083204	0.003871722	0.004017173	0.0042115906	0.004121036
0.0009997458	0.0010661957	0.0010942519	0.0010594431	0.0010599326	0.000992696	0.0010266632	0.0010394497	0.00103676	0.0010373443	0.0010206479	0.0010106264	0.0010067101	0.9699313	0.0009925383	0.0010408005	0.0010217436	0.0010805599	0.0010586808	0.0010269163	0.0010508017	0.0010874365	0.0009992677	0.0010669777	0.00097096927	0.0010500255	0.0009956413	0.0010330451	0.001083041	0.0010597542
0.01577576	0.016824326	0.017267046	0.52636886	0.016725497	0.015664518	0.016200513	0.01640228	0.01635984	0.016369058	0.016105592	0.015947456	0.015885657	0.01587218	0.01566203	0.016423596	0.016122883	0.017050989	0.016705744	0.016204506	0.016581414	0.017159501	0.015768217	0.016836666	0.015321675	0.016569164	0.015710993	0.016301217	0.01709014	0.016722681
0.0014094319	0.0015031121	0.0015426658	0.0014935925	0.0014942827	0.0013994932	0.0014473799	0.001465406	0.0014616143	0.0014624379	0.22373234	0.0014247714	0.0014192502	0.0014180461	0.0013992708	0.0014673105	0.73533845	0.0015233628	0.001492518	0.0014477366	0.0014814101	0.0015330573	0.0014087578	0.0015042147	0.001368863	0.0014803157	0.0014036454	0.001456377	0.0015268606	0.0014940312
0.0003643289	0.00038854466	0.00039876899	0.0003860839	0.0003862623	0.00036175983	0.00037413824	0.00037879788	0.00037781772	0.00037803064	0.0003719461	0.19836313	0.00036686688	0.0003665556	0.00036170235	0.00037929014	0.0003723454	0.0003937793	0.0003858061	0.00037423044	0.0003829348	0.0003962853	0.00036415466	0.7135719	0.00035384213	0.00038265192	0.00036283315	0.0003764639	0.00039468348	0.077884115
0.0020688393	0.002206348	0.002264407	0.0021923748	0.0021933878	0.0020542506	0.0021245412	0.002151001	0.0021454352	0.0021466443	0.5929386	0.0020913554	0.002083251	0.0020814836	0.3469229	0.0021537964	0.002114361	0.0022360731	0.0021907974	0.0021250648	0.0021744927	0.0022503033	0.0020678497	0.0022079665	0.00200929	0.0021728862	0.0020603454	0.0021377476	0.0022412073	0.0021930186
0.0062381173	0.006652745	0.006827808	0.006610611	0.0066136657	0.006194129	0.006406075	0.006485858	0.0064690756	0.006472721	0.0063685407	0.00630601	0.006281573	0.006276244	0.006193145	0.006494287	0.006375378	0.81284654	0.0066058547	0.0064076534	0.0065566916	0.0067852815	0.006235134	0.0066576246	0.0060585607	0.006551848	0.0062125064	0.0064458954	0.006757855	0.0066125523
0.18256536	0.0019461956	0.0019974087	0.0019338698	0.0019347634	0.001812032	0.0018740346	0.0018973745	0.001892465	0.0018935315	0.0018630545	0.0018447617	0.001837613	0.0018360539	0.0018117442	0.0018998403	0.0018650546	0.0019724157	0.0019324784	0.0018744966	0.0019180962	0.76452214	0.0018240276	0.0019476232	0.0017723729	0.0019166792	0.0018174083	0.0018856839	0.0019769445	0.0019344377
0.0025876728	0.002759667	0.002832286	0.0027421892	0.0027434565	0.0025694256	0.0026573443	0.0026904398	0.0026834782	0.0026849904	0.0026417745	0.0026158358	0.002605699	0.0026034883	0.0025690175	0.002693936	0.0026446108	0.0027968464	0.0027402164	0.0026579993	0.0027198226	0.0028146454	0.0025864353	0.0027616913	0.0025131898	0.0027178132	0.002577049	0.49363792	0.0028032684	0.43134782
0.0034538805	0.0036834485	0.0037803764	0.0036601203	0.0036618116	0.003429525	0.003546874	0.0035910478	0.003581756	0.0035837744	0.0035260923	0.0034914706	0.0034779406	0.42647123	0.0034289805	0.0035957147	0.0035298779	0.0037330736	0.003657487	0.003547748	0.0036302665	0.0037568307	0.0034522286	0.0036861505	0.47300327	0.0036275848	0.0034397005	0.0035689217	0.0037416453	0.003661195
0.005191787	0.0055368682	0.0056825676	0.0055018016	0.005504344	0.005155177	0.0053315726	0.005397974	0.0053840065	0.005387041	0.005300334	0.005248292	0.005227954	0.8438502	0.005154358	0.005404989	0.0053060246	0.0056114634	0.0054978435	0.0053328867	0.0054569263	0.0056471745	0.0051893042	0.0055409297	0.005042348	0.005452895	0.005170472	0.005364714	0.0056243483	0.0055034175
0.0028237314	0.0030114155	0.0030906592	0.0029923434	0.0029937262	0.0028038197	0.0028997585	0.002935873	0.0029282763	0.0029299266	0.0028827684	0.0028544634	0.0028434019	0.0028409895	0.0028033743	0.0029396885	0.0028858634	0.0030519867	0.0029901906	0.0029004733	0.0029679365	0.0030714094	0.9150539	0.0030136246	0.0027424537	0.002965744	0.0028121385	0.0029177838	0.0030589944	0.002993222
0.0034538857	0.0036834541	0.003780382	0.0036601257	0.003661817	0.0034295302	0.0035468792	0.0035910532	0.0035817614	0.0035837798	0.0035260976	0.0034914757	0.003477946	0.0034749953	0.0034289856	0.00359572	0.0035298832	0.0037330792	0.0036574923	0.0035477534	0.003630272	0.8964017	0.0034522337	0.003686156	0.0033544698	0.0036275901	0.0034397056	0.003568927	0.0037416508	0.0036612006
