topic_0	topic_1	topic_2	topic_3	topic_4	topic_5	topic_6	topic_7	topic_8	topic_9	topic_10	topic_11	topic_12	topic_13	topic_14	topic_15	topic_16	topic_17	topic_18	topic_19	topic_20	topic_21	topic_22	topic_23	topic_24	topic_25	topic_26	topic_27	topic_28	topic_29	topic_30	topic_31	topic_32	topic_33	topic_34	topic_35	topic_36	topic_37	topic_38	topic_39	topic_40	topic_41	topic_42	topic_43	topic_44	topic_45	topic_46	topic_47	topic_48	topic_49	topic_50	topic_51	topic_52	topic_53	topic_54	topic_55	topic_56	topic_57	topic_58	topic_59	topic_60	topic_61	topic_62	topic_63	topic_64	topic_65	topic_66	topic_67	topic_68	topic_69	topic_70	topic_71	topic_72	topic_73	topic_74	topic_75	topic_76	topic_77	topic_78	topic_79	topic_80	topic_81	topic_82	topic_83	topic_84	topic_85	topic_86	topic_87	topic_88	topic_89	topic_90	topic_91	topic_92	topic_93	topic_94	topic_95	topic_96	topic_97	topic_98	topic_99	topic_100	topic_101	topic_102	topic_103	topic_104	topic_105	topic_106	topic_107	topic_108	topic_109	topic_110	topic_111	topic_112	topic_113	topic_114	topic_115	topic_116	topic_117	topic_118	topic_119	topic_120	topic_121	topic_122	topic_123	topic_124	topic_125	topic_126	topic_127	topic_128	topic_129	topic_130	topic_131	topic_132	topic_133	topic_134	topic_135	topic_136	topic_137	topic_138	topic_139	topic_140	topic_141	topic_142	topic_143	topic_144	topic_145	topic_146	topic_147	topic_148	topic_149	topic_150	topic_151	topic_152	topic_153	topic_154	topic_155	topic_156	topic_157	topic_158	topic_159
0.0003879189	0.00038792862	0.00038668865	0.00038916894	0.0003916595	0.00038668865	0.00038668865	0.00038793715	0.00039041907	0.00038793337	0.00038668865	0.00038668865	0.00038668865	0.00038917127	0.00038793206	0.0003891782	0.0003879305	0.0003879368	0.00039289318	0.00038792842	0.0003879313	0.0003904098	0.00038793206	0.00038916923	0.000389181	0.0003917433	0.00038793596	0.00039040286	0.00038668865	0.00038668865	0.00038668865	0.00038668865	0.00038668865	0.00038795153	0.00038916958	0.00038793462	0.00038793887	0.00038792842	0.00038792953	0.00039167053	0.00038793287	0.00038668865	0.0003879295	0.0003891735	0.0003891802	0.0003891706	0.00038668865	0.00039041226	0.00038668865	0.00039041883	0.00038794123	0.0003891606	0.00038668865	0.00038793276	0.00038668865	0.00038917884	0.0003879328	0.00038668865	0.00039165732	0.00038792755	0.00038669317	0.0003879334	0.0003879246	0.00039165458	0.00038793206	0.0003879295	0.0003879334	0.00038668865	0.00038668865	0.00038668865	0.00038668865	0.00038793596	0.00038668912	0.00039041467	0.00038916923	0.00038668865	0.00038918326	0.0003879286	0.0003879295	0.00038792714	0.00038792487	0.00038918026	0.00038917354	0.0003879251	0.00038793206	0.00038793596	0.00038668865	0.00038793206	0.00038792842	0.0003891731	0.0003891736	0.0003891763	0.00038668865	0.00038668865	0.00038796198	0.00038668865	0.00038793503	0.00039041333	0.00038793206	0.0003879313	0.00038788083	0.0003891747	0.00038669538	0.0003879295	0.0003879295	0.00038918166	0.00038793206	0.00038668865	0.0003866903	0.00038917642	0.00038792542	0.00038668865	0.00038793127	0.00038668865	0.00038668865	0.00039042823	0.00038918096	0.00038793587	0.00038916312	0.0003891762	0.00039042	0.00038668865	0.00039039768	0.00038792434	0.000387934	0.00038668865	0.00038793046	0.00038668865	0.00038793395	0.00038793046	0.00038668865	0.00038668865	0.00038792464	0.0003891776	0.00038792842	0.00038668865	0.00038792565	0.00039290197	0.00038792397	0.00039040795	0.00038668865	0.00039163695	0.00038668865	0.00038917715	0.93827415	0.0003879313	0.00039041557	0.00038793503	0.00039290148	0.00038668865	0.00038793046	0.00038668865	0.00038793206	0.00038792883	0.00038668865	0.0003891736	0.00038793223	0.0003879337	0.00038668865	0.00038917907
0.00038791876	0.00038792848	0.00038668854	0.00038916882	0.00039165936	0.00038668854	0.00038668854	0.000387937	0.00039041892	0.00038793322	0.00038668854	0.00038668854	0.00038668854	0.00038917115	0.0003879319	0.00038917805	0.00038793034	0.00038793666	0.00039289304	0.00038792827	0.00038793116	0.00039040967	0.0003879319	0.00038916912	0.00038918084	0.00039174315	0.0003879358	0.0003904027	0.00038668854	0.00038668854	0.00038668854	0.00038668854	0.00038668854	0.00038795138	0.00038916947	0.00038793447	0.00038793872	0.00038792827	0.00038792938	0.0003916704	0.00038793273	0.00038668854	0.00038792935	0.0003891734	0.00038918006	0.00038917048	0.00038668854	0.0003904121	0.00038668854	0.0003904187	0.00038794108	0.00038916047	0.00038668854	0.0003879326	0.00038668854	0.0003891787	0.00038793267	0.00038668854	0.00039165717	0.0003879274	0.00038669305	0.00038793325	0.00038792446	0.00039165444	0.0003879319	0.00038792935	0.00038793325	0.00038668854	0.00038668854	0.00038668854	0.00038668854	0.0003879358	0.000386689	0.00039041453	0.00038916912	0.00038668854	0.00038918311	0.00038792845	0.00038792935	0.000387927	0.00038792472	0.00038918012	0.00038917342	0.00038792496	0.0003879319	0.0003879358	0.00038668854	0.0003879319	0.00038792827	0.000389173	0.00038917348	0.00038917616	0.00038668854	0.00038668854	0.00038796186	0.00038668854	0.00038793488	0.0003904132	0.0003879319	0.00038793116	0.0003878807	0.0003891746	0.00038669526	0.00038792935	0.00038792935	0.0003891815	0.0003879319	0.00038668854	0.0003866902	0.00038917628	0.00038792528	0.00038668854	0.00038793113	0.00038668854	0.00038668854	0.0003904281	0.00038918082	0.00038793572	0.000389163	0.00038917604	0.00039041985	0.00038668854	0.00039039753	0.0003879242	0.00038793386	0.00038668854	0.0003879303	0.00038668854	0.0003879338	0.0003879303	0.00038668854	0.00038668854	0.0003879245	0.00038917747	0.00038792827	0.00038668854	0.0003879255	0.00039290183	0.00038792382	0.0003904078	0.00038668854	0.0003916368	0.00038668854	0.93827415	0.0003891779	0.00038793116	0.00039041543	0.00038793488	0.00039290133	0.00038668854	0.0003879303	0.00038668854	0.0003879319	0.00038792868	0.00038668854	0.00038917348	0.0003879321	0.00038793354	0.00038668854	0.00038917892
0.0031122973	0.0031123753	0.003102427	0.0031223265	0.0031423082	0.003102427	0.003102427	0.0031124437	0.0031323563	0.0031124132	0.003102427	0.003102427	0.003102427	0.0031223453	0.0031124027	0.0031224005	0.0031123902	0.003112441	0.0031522063	0.0031123736	0.0031123967	0.003132282	0.0031124027	0.0031223288	0.003122423	0.0031429806	0.0031124342	0.0031322262	0.003102427	0.003102427	0.003102427	0.003102427	0.003102427	0.5047599	0.0031223316	0.0031124235	0.0031124575	0.0031123736	0.0031123825	0.0031423967	0.0031124093	0.003102427	0.0031123823	0.0031223632	0.0031224168	0.0031223397	0.003102427	0.0031323016	0.003102427	0.0031323545	0.0031124763	0.0031222594	0.003102427	0.0031124083	0.003102427	0.0031224056	0.0031124088	0.003102427	0.0031422907	0.0031123667	0.0031024632	0.0031124135	0.003112343	0.0031422689	0.0031124027	0.0031123823	0.0031124135	0.003102427	0.003102427	0.003102427	0.003102427	0.0031124342	0.0031024308	0.003132321	0.0031223288	0.003102427	0.0031224412	0.003112375	0.0031123823	0.0031123634	0.003112345	0.0031224173	0.0031223635	0.0031123469	0.0031124027	0.0031124342	0.003102427	0.0031124027	0.0031123736	0.00312236	0.003122364	0.0031223854	0.003102427	0.003102427	0.003112643	0.003102427	0.0031124267	0.0031323102	0.0031124027	0.0031123967	0.0031119918	0.0031223728	0.003102481	0.0031123823	0.0031123823	0.0031224284	0.0031124027	0.003102427	0.0031024404	0.0031223863	0.0031123497	0.003102427	0.0031123965	0.003102427	0.003102427	0.00313243	0.0031224228	0.0031124335	0.00312228	0.0031223844	0.0031323638	0.003102427	0.0031321845	0.0031123408	0.0031124183	0.003102427	0.00311239	0.003102427	0.0031124179	0.00311239	0.003102427	0.003102427	0.0031123431	0.0031223958	0.0031123736	0.003102427	0.0031123515	0.0031522769	0.0031123378	0.0031322672	0.003102427	0.0031421275	0.003102427	0.003122392	0.0031223993	0.0031123967	0.0031323282	0.0031124267	0.003152273	0.003102427	0.00311239	0.003102427	0.0031124027	0.003112377	0.003102427	0.003122364	0.0031124041	0.0031124158	0.003102427	0.0031224075
0.0015535895	0.0015536285	0.0015486625	0.0015585959	0.0015685704	0.0015486625	0.0015486625	0.0015536626	0.0015636026	0.0015536475	0.0015486625	0.0015486625	0.0015486625	0.0015586052	0.0015536422	0.0015586328	0.0015536359	0.0015536612	0.0015735112	0.0015536277	0.25196454	0.0015635655	0.0015536422	0.0015585971	0.0015586441	0.0015689059	0.0015536578	0.0015635376	0.0015486625	0.0015486625	0.0015486625	0.0015486625	0.0015486625	0.0015537202	0.0015585985	0.0015536525	0.0015536695	0.0015536277	0.0015536321	0.0015686145	0.0015536455	0.0015486625	0.001553632	0.0015586142	0.001558641	0.0015586026	0.0015486625	0.0015635752	0.0015486625	0.0015636017	0.001553679	0.0015585624	0.0015486625	0.001553645	0.0015486625	0.0015586354	0.0015536452	0.0015486625	0.0015685617	0.0015536242	0.0015486806	0.0015536476	0.0015536124	0.0015685506	0.0015536422	0.001553632	0.0015536476	0.0015486625	0.0015486625	0.0015486625	0.0015486625	0.0015536578	0.0015486644	0.0015635849	0.0015585971	0.0015486625	0.0015586532	0.0015536284	0.001553632	0.0015536225	0.0015536135	0.0015586412	0.0015586143	0.0015536144	0.0015536422	0.0015536578	0.0015486625	0.0015536422	0.0015536277	0.0015586126	0.0015586145	0.0015586253	0.0015486625	0.0015486625	0.0015537621	0.0015486625	0.0015536541	0.0015635795	0.0015536422	0.0015536392	0.0015534371	0.001558619	0.0015486894	0.001553632	0.001553632	0.0015586468	0.0015536422	0.0015486625	0.0015486692	0.0015586257	0.0015536157	0.0015486625	0.0015536391	0.0015486625	0.0015486625	0.0015636393	0.001558644	0.0015536575	0.0015585726	0.0015586248	0.0015636063	0.0015486625	0.0015635168	0.0015536114	0.00155365	0.0015486625	0.0015536358	0.0015486625	0.0015536498	0.0015536358	0.0015486625	0.0015486625	0.0015536125	0.0015586305	0.0015536277	0.0015486625	0.0015536166	0.0015735464	0.0015536099	0.001563558	0.0015486625	0.00156848	0.0015486625	0.0015586286	0.0015586322	0.0015536392	0.0015635885	0.0015536541	0.0015735445	0.0015486625	0.0015536358	0.0015486625	0.5023762	0.0015536293	0.0015486625	0.0015586145	0.0015536429	0.0015536487	0.0015486625	0.0015586363
0.0020725892	0.0020726412	0.0020660164	0.0020792682	0.0020925747	0.0020660164	0.0020660164	0.0020726868	0.0020859474	0.0020726665	0.0020660164	0.0020660164	0.0020660164	0.0020792806	0.0020726596	0.0020793176	0.0020726512	0.002072685	0.0020991662	0.0020726402	0.0020726556	0.0020858978	0.0020726596	0.0020792696	0.0020793325	0.0020930225	0.0020726805	0.0020858606	0.0020660164	0.0020660164	0.0020660164	0.0020660164	0.0020660164	0.0020727636	0.0020792715	0.0020726733	0.002072696	0.0020726402	0.002072646	0.0020926336	0.002072664	0.0020660164	0.0020726458	0.0020792927	0.0020793283	0.002079277	0.0020660164	0.0020859109	0.0020660164	0.002085946	0.0020727087	0.0020792235	0.0020660164	0.0020726633	0.0020660164	0.0020793208	0.0020726637	0.0020660164	0.002092563	0.0020726356	0.0020660404	0.0020726668	0.0020726197	0.0020925484	0.0020726596	0.0020726458	0.0020726668	0.0020660164	0.0020660164	0.0020660164	0.0020660164	0.0020726805	0.0020660188	0.002085924	0.0020792696	0.0020660164	0.0020793446	0.0020726412	0.0020726458	0.0020726332	0.0020726211	0.0020793285	0.0020792927	0.0020726225	0.0020726596	0.0020726805	0.0020660164	0.0020726596	0.0020726402	0.0020792903	0.0020792931	0.0020793073	0.0020660164	0.0020660164	0.0020728195	0.0020660164	0.0020726754	0.0020859167	0.0020726596	0.0020726556	0.002072386	0.002079299	0.0020660523	0.0020726458	0.0020726458	0.002079336	0.0020726596	0.0020660164	0.0020660253	0.002079308	0.0020726242	0.0020660164	0.0020726554	0.0020660164	0.0020660164	0.0020859963	0.0020793322	0.00207268	0.002079237	0.0020793066	0.0020859523	0.0020660164	0.002085833	0.0020726183	0.00207267	0.0020660164	0.0020726512	0.0020660164	0.0020726698	0.0020726512	0.0020660164	0.0020660164	0.00207262	0.0020793143	0.0020726402	0.0020660164	0.0020726253	0.0020992132	0.0020726165	0.0020858878	0.0020660164	0.0020924543	0.0020660164	0.002079312	0.0020793166	0.0020726556	0.0020859286	0.6702019	0.0020992104	0.0020660164	0.0020726512	0.0020660164	0.0020726596	0.0020726423	0.0020660164	0.0020792931	0.0020726605	0.0020726684	0.0020660164	0.0020793222
0.00051729596	0.00051730894	0.00051565544	0.000518963	0.0005222841	0.00051565544	0.00051565544	0.00051732035	0.00052063	0.0005173153	0.00051565544	0.00051565544	0.00051565544	0.00051896606	0.00051731354	0.00051897526	0.00051731145	0.0005173199	0.00052392925	0.00051730865	0.0005173125	0.00052061764	0.917686	0.0005189633	0.000518979	0.0005223959	0.0005173187	0.0005206084	0.00051565544	0.00051565544	0.00051565544	0.00051565544	0.00051565544	0.0005173395	0.0005189638	0.000517317	0.0005173226	0.00051730865	0.00051731017	0.00052229885	0.00051731465	0.00051565544	0.0005173101	0.000518969	0.00051897793	0.0005189652	0.00051565544	0.0005206209	0.00051565544	0.0005206297	0.00051732577	0.0005189518	0.00051565544	0.0005173145	0.00051565544	0.0005189761	0.00051731453	0.00051565544	0.0005222812	0.0005173075	0.0005156615	0.00051731535	0.0005173036	0.00052227755	0.00051731354	0.0005173101	0.00051731535	0.00051565544	0.00051565544	0.00051565544	0.00051565544	0.0005173187	0.0005156561	0.00052062416	0.0005189633	0.00051565544	0.000518982	0.0005173089	0.0005173101	0.00051730697	0.00051730394	0.00051897805	0.0005189691	0.00051730423	0.00051731354	0.0005173187	0.00051565544	0.00051731354	0.00051730865	0.0005189685	0.00051896914	0.00051897275	0.00051565544	0.00051565544	0.0005173535	0.00051565544	0.0005173175	0.00052062236	0.00051731354	0.0005173125	0.00051724527	0.00051897066	0.0005156644	0.0005173101	0.0005173101	0.0005189799	0.00051731354	0.00051565544	0.00051565765	0.00051897287	0.0005173047	0.00051565544	0.0005173125	0.00051565544	0.00051565544	0.00052064226	0.000518979	0.0005173186	0.0005189552	0.0005189726	0.00052063126	0.00051565544	0.00052060146	0.00051730324	0.00051731616	0.00051565544	0.0005173114	0.00051565544	0.00051731605	0.0005173114	0.00051565544	0.00051565544	0.00051730365	0.0005189745	0.00051730865	0.00051565544	0.000517305	0.000523941	0.0005173027	0.0005206152	0.00051565544	0.0005222541	0.00051565544	0.00051897386	0.0005189751	0.0005173125	0.0005206253	0.0005173175	0.00052394037	0.00051565544	0.0005173114	0.00051565544	0.00051731354	0.00051730924	0.00051565544	0.00051896914	0.0005173138	0.0005173157	0.00051565544	0.0005189764
0.00047748396	0.00047749595	0.0004759697	0.00047902265	0.00048208822	0.0004759697	0.0004759697	0.00047750643	0.0004805614	0.00047750177	0.0004759697	0.0004759697	0.0004759697	0.00047902553	0.00047750017	0.000479034	0.00047749825	0.00047750602	0.00048360677	0.0004774957	0.00047749924	0.00048055002	0.00047750017	0.000479023	0.00047903747	0.00048219136	0.00047750497	0.00048054144	0.0004759697	0.0004759697	0.0004759697	0.0004759697	0.0004759697	0.00047752415	0.00047902344	0.00047750332	0.00047750855	0.0004774957	0.00047749706	0.0004821018	0.00047750116	0.0004759697	0.00047749703	0.00047902827	0.00047903648	0.0004790247	0.0004759697	0.00048055302	0.0004759697	0.0004805611	0.00047751146	0.00047901238	0.0004759697	0.00047750105	0.0004759697	0.0004790348	0.0004775011	0.0004759697	0.00048208554	0.0004774946	0.00047597525	0.00047750183	0.000477491	0.00048208216	0.00047750017	0.00047749703	0.00047750183	0.0004759697	0.0004759697	0.0004759697	0.0004759697	0.00047750497	0.00047597027	0.000480556	0.000479023	0.0004759697	0.00047904026	0.0004774959	0.00047749703	0.00047749412	0.00047749133	0.00047903656	0.00047902833	0.00047749162	0.00047750017	0.00047750497	0.0004759697	0.00047750017	0.0004774957	0.00047902777	0.0004790284	0.00047903167	0.0004759697	0.0004759697	0.00047753702	0.0004759697	0.00047750384	0.92402405	0.00047750017	0.00047749924	0.00047743713	0.00047902975	0.00047597798	0.00047749703	0.00047749703	0.00047903828	0.00047750017	0.0004759697	0.00047597176	0.00047903182	0.000477492	0.0004759697	0.0004774992	0.0004759697	0.0004759697	0.0004805727	0.0004790374	0.00047750486	0.0004790155	0.00047903153	0.00048056256	0.0004759697	0.00048053506	0.00047749068	0.0004775026	0.0004759697	0.0004774982	0.0004759697	0.0004775025	0.0004774982	0.0004759697	0.0004759697	0.00047749103	0.0004790333	0.0004774957	0.0004759697	0.00047749229	0.0004836176	0.00047749022	0.00048054772	0.0004759697	0.00048206048	0.0004759697	0.00047903272	0.00047903383	0.00047749924	0.0004805571	0.00047750384	0.00048361698	0.0004759697	0.0004774982	0.0004759697	0.00047750017	0.00047749619	0.0004759697	0.0004790284	0.00047750038	0.00047750218	0.0004759697	0.00047903508
0.0006898539	0.0006898712	0.0006876662	0.000692077	0.000696506	0.0006876662	0.0006876662	0.0006898864	0.0006943001	0.00068987964	0.0006876662	0.0006876662	0.0006876662	0.0006920811	0.0006898773	0.0006920934	0.0006898745	0.00068988575	0.0006986999	0.00068987085	0.000689876	0.00069428363	0.0006898773	0.0006920775	0.00069209834	0.000696655	0.00068988424	0.00069427124	0.0006876662	0.0006876662	0.0006876662	0.0006876662	0.0006876662	0.00068991195	0.0006920781	0.0006898819	0.0006898894	0.00068987085	0.00068987283	0.0006965256	0.00068987877	0.0006876662	0.0006898728	0.0006920851	0.00069209695	0.0006920799	0.0006876662	0.000694288	0.0006876662	0.0006942997	0.0006898936	0.0006920621	0.0006876662	0.0006898786	0.0006876662	0.0006920945	0.00068987865	0.0006876662	0.0006965021	0.0006898693	0.00068767415	0.0006898797	0.0006898641	0.00069649727	0.0006898773	0.0006898728	0.0006898797	0.0006876662	0.0006876662	0.0006876662	0.0006876662	0.00068988424	0.000687667	0.0006942923	0.0006920775	0.0006876662	0.00069210236	0.00068987114	0.0006898728	0.0006898686	0.00068986457	0.00069209706	0.00069208513	0.000689865	0.0006898773	0.00068988424	0.0006876662	0.0006898773	0.00068987085	0.0006920844	0.00069208525	0.00069209	0.0006876662	0.0006876662	0.0006899306	0.0006876662	0.0006898826	0.89023226	0.0006898773	0.000689876	0.0006897863	0.0006920872	0.0006876781	0.0006898728	0.0006898728	0.00069209957	0.0006898773	0.0006876662	0.0006876691	0.0006920902	0.0006898655	0.0006876662	0.0006898759	0.0006876662	0.0006876662	0.0006943164	0.0006920983	0.0006898841	0.0006920666	0.0006920898	0.00069430174	0.0006876662	0.00069426204	0.00068986363	0.0006898808	0.0006876662	0.00068987446	0.0006876662	0.0006898807	0.00068987446	0.0006876662	0.0006876662	0.0006898641	0.00069209235	0.00068987085	0.0006876662	0.00068986596	0.00069871556	0.00068986294	0.0006942803	0.0006876662	0.0006964659	0.0006876662	0.00069209153	0.0006920931	0.000689876	0.0006942939	0.0006898826	0.0006987147	0.0006876662	0.00068987446	0.0006876662	0.0006898773	0.0006898716	0.0006876662	0.00069208525	0.00068987766	0.0006898802	0.0006876662	0.0006920949
0.00088714005	0.0008871623	0.00088432664	0.00088999886	0.00089569454	0.00088432664	0.00088432664	0.0008871818	0.0008928578	0.00088717317	0.00088432664	0.00088432664	0.00088432664	0.00089000416	0.00088717014	0.00089001993	0.0008871666	0.000887181	0.00089851586	0.0008871618	0.00088716845	0.0008928366	0.00088717014	0.0008899995	0.00089002633	0.00089588616	0.0008871791	0.00089282065	0.00088432664	0.00088432664	0.00088432664	0.00088432664	0.00088432664	0.00088721473	0.0008900003	0.858835	0.00088718574	0.0008871618	0.0008871644	0.00089571974	0.000887172	0.00088432664	0.0008871643	0.0008900093	0.00089002453	0.00089000264	0.00088432664	0.0008928422	0.00088432664	0.0008928572	0.00088719116	0.0008899797	0.00088432664	0.0008871718	0.00088432664	0.00089002145	0.0008871719	0.00088432664	0.00089568953	0.00088715984	0.00088433694	0.0008871732	0.0008871531	0.00089568325	0.00088717014	0.0008871643	0.0008871732	0.00088432664	0.00088432664	0.00088432664	0.00088432664	0.0008871791	0.0008843277	0.0008928477	0.0008899995	0.00088432664	0.0008900315	0.0008871622	0.0008871643	0.0008871589	0.0008871537	0.0008900247	0.0008900094	0.00088715425	0.00088717014	0.0008871791	0.00088432664	0.00088717014	0.0008871618	0.00089000835	0.0008900095	0.0008900156	0.00088432664	0.00088432664	0.0008872386	0.00088432664	0.00088717695	0.00089284463	0.00088717014	0.00088716845	0.00088705303	0.000890012	0.000884342	0.0008871643	0.0008871643	0.0008900279	0.00088717014	0.00088432664	0.0008843304	0.0008900159	0.00088715495	0.00088432664	0.00088716834	0.00088432664	0.00088432664	0.00089287874	0.0008900263	0.0008871789	0.00088998553	0.00089001533	0.0008928599	0.00088432664	0.00089280884	0.0008871525	0.0008871746	0.00088432664	0.0008871665	0.00088432664	0.0008871745	0.0008871665	0.00088432664	0.00088432664	0.0008871532	0.00089001865	0.0008871618	0.00088432664	0.00088715553	0.000898536	0.00088715163	0.00089283235	0.00088432664	0.00089564297	0.00088432664	0.00089001755	0.00089001964	0.00088716845	0.00089284976	0.00088717695	0.00089853484	0.00088432664	0.0008871665	0.00088432664	0.00088717014	0.00088716275	0.00088432664	0.0008900095	0.00088717055	0.00088717387	0.00088432664	0.00089002197
0.0006898535	0.0006898708	0.0006876657	0.0006920765	0.00069650554	0.0006876657	0.0006876657	0.0006898859	0.00069429964	0.00068987923	0.0006876657	0.0006876657	0.0006876657	0.00069208065	0.0006898769	0.00069209293	0.0006898741	0.00068988535	0.0006986995	0.00068987045	0.00068987557	0.00069428317	0.0006898769	0.00069207704	0.0006920979	0.00069665455	0.00068988383	0.0006942708	0.0006876657	0.0006876657	0.0006876657	0.0006876657	0.0006876657	0.00068991154	0.0006920777	0.00068988145	0.000689889	0.00068987045	0.00068987237	0.00069652515	0.00068987836	0.0006876657	0.0006898723	0.00069208466	0.0006920965	0.0006920795	0.0006876657	0.00069428753	0.0006876657	0.00069429923	0.0006898932	0.0006920617	0.0006876657	0.0006898781	0.0006876657	0.0006920941	0.00068987824	0.0006876657	0.0006965017	0.0006898689	0.00068767375	0.0006898793	0.00068986363	0.0006964968	0.0006898769	0.0006898723	0.0006898793	0.0006876657	0.0006876657	0.0006876657	0.0006876657	0.00068988383	0.0006876665	0.00069429184	0.00069207704	0.0006876657	0.00069210195	0.00068987074	0.0006898723	0.0006898681	0.0006898641	0.0006920966	0.0006920847	0.0006898645	0.0006898769	0.00068988383	0.0006876657	0.0006898769	0.00068987045	0.0006920839	0.0006920848	0.00069208955	0.0006876657	0.0006876657	0.0006899301	0.0006876657	0.00068988214	0.00069428945	0.0006898769	0.00068987557	0.0006897858	0.00069208676	0.00068767765	0.8902279	0.0006898723	0.0006920991	0.0006898769	0.0006876657	0.0006876687	0.0006920898	0.0006898651	0.0006876657	0.0006898755	0.0006876657	0.0006876657	0.000694316	0.0006920979	0.00068988366	0.00069206615	0.0006920894	0.0006943013	0.0006876657	0.00069426163	0.00068986317	0.00068988034	0.0006876657	0.00068987405	0.0006876657	0.0006898803	0.00068987405	0.0006876657	0.0006876657	0.0006898637	0.0006920919	0.00068987045	0.0006876657	0.0006898655	0.0006987151	0.00068986247	0.0006942799	0.0006876657	0.0006964655	0.0006876657	0.00069209107	0.0006920927	0.00068987557	0.00069429347	0.00068988214	0.0006987142	0.0006876657	0.00068987405	0.0006876657	0.0006898769	0.00068987114	0.0006876657	0.0006920848	0.0006898772	0.0006898798	0.0006876657	0.0006920945
