topic_0	topic_1	topic_2	topic_3	topic_4	topic_5	topic_6	topic_7	topic_8	topic_9	topic_10	topic_11	topic_12	topic_13	topic_14	topic_15	topic_16	topic_17	topic_18	topic_19	topic_20	topic_21	topic_22	topic_23	topic_24	topic_25	topic_26	topic_27	topic_28	topic_29	topic_30	topic_31	topic_32	topic_33	topic_34	topic_35	topic_36	topic_37	topic_38	topic_39	topic_40	topic_41	topic_42	topic_43	topic_44	topic_45	topic_46	topic_47	topic_48	topic_49	topic_50	topic_51	topic_52	topic_53	topic_54	topic_55	topic_56	topic_57	topic_58	topic_59	topic_60	topic_61	topic_62	topic_63	topic_64	topic_65	topic_66	topic_67	topic_68	topic_69	topic_70	topic_71	topic_72	topic_73	topic_74	topic_75	topic_76	topic_77	topic_78	topic_79	topic_80	topic_81	topic_82	topic_83	topic_84	topic_85	topic_86	topic_87	topic_88	topic_89	topic_90	topic_91	topic_92	topic_93	topic_94	topic_95	topic_96	topic_97	topic_98	topic_99	topic_100	topic_101	topic_102	topic_103	topic_104	topic_105	topic_106	topic_107	topic_108	topic_109
0.0015032055	0.0014983184	0.0015031759	0.0015080885	0.0015374295	0.0014983227	0.0014934667	0.0015082094	0.0014886251	0.0014886251	0.0015178205	0.0014934577	0.0014886247	0.0014886247	0.0014983708	0.0014983778	0.61763805	0.0014983633	0.0014983658	0.0015131566	0.0015129285	0.0014982959	0.0015237447	0.0014934982	0.0015032212	0.0014934945	0.0014886247	0.0015129508	0.0014983218	0.0014886247	0.0014983244	0.001493464	0.0014886247	0.0015031303	0.0014983352	0.0015275769	0.0014982997	0.001498417	0.0014886247	0.0014935097	0.0015031486	0.0014983547	0.00151783	0.22036988	0.0015032097	0.0014886247	0.0015177414	0.0014934577	0.0014983749	0.0014934861	0.0014983468	0.0014935018	0.0015129682	0.0014886247	0.0015033226	0.00149837	0.00151781	0.0015178121	0.0015129306	0.0015177627	0.0014983441	0.0015031926	0.0014886247	0.0014983156	0.0014886247	0.0014886247	0.0014935052	0.0014934853	0.0015031752	0.0014982941	0.0015080558	0.0014886247	0.001502822	0.001498424	0.0014983275	0.0014935341	0.001513001	0.0014934577	0.0014935056	0.0015031794	0.0014886247	0.0015032415	0.0014935018	0.0014886247	0.0014934577	0.001512989	0.0014983964	0.001498391	0.0014934577	0.0014923528	0.001503235	0.0014983488	0.0014983439	0.0014886247	0.0015032531	0.0014934798	0.0014983714	0.0014934577	0.0014983915	0.0014983185	0.0014983233	0.0014935232	0.0015082087	0.0014886247	0.0015176556	0.0014934896	0.0015226437	0.001498357	0.001488636	0.0014983793
0.0008191799	0.00081651664	0.00081916386	0.00082184095	0.0008378305	0.000816519	0.00081387267	0.00082190684	0.00081123423	0.00081123423	0.0008271445	0.00081386784	0.00081123406	0.00081123406	0.0008165452	0.12598787	0.00081916613	0.00081654114	0.00081654254	0.00082460284	0.0008244786	0.0008165045	0.00083037285	0.0008138899	0.00081918854	0.00081388786	0.00081123406	0.0008244907	0.0008165185	0.00081123406	0.00081651995	0.0008138713	0.00081123406	0.00081913895	0.00081652583	0.0008324613	0.0008165065	0.0008165704	0.00081123406	0.0008138962	0.00081914896	0.0008165365	0.0008271496	0.56008357	0.00081918226	0.00081123406	0.00082710135	0.00081386784	0.0008165474	0.00081388326	0.0008165322	0.0008138918	0.00082450017	0.00081123406	0.0008192438	0.0008165448	0.0008271387	0.00082713994	0.0008244797	0.000827113	0.0008165307	0.00081917294	0.00081123406	0.0008165151	0.00081123406	0.00081123406	0.0008138937	0.00081388286	0.00081916346	0.0008165034	0.00082182314	0.00081123406	0.00081897096	0.0008165742	0.00081652164	0.00081390946	0.0008245181	0.00081386784	0.00081389386	0.0008191657	0.00081123406	0.00081919954	0.0008138918	0.00081123406	0.00081386784	0.0008245116	0.0008165592	0.22646403	0.00081386784	0.00081326574	0.000819196	0.0008165333	0.00081653055	0.00081123406	0.0008192059	0.0008138799	0.00081654557	0.00081386784	0.0008165565	0.00081651675	0.0008165194	0.0008139035	0.0008219065	0.00081123406	0.00082705455	0.00081388524	0.00082977285	0.00081653777	0.0008112402	0.0008165499
0.001001461	0.000998205	0.0010014413	0.001004714	0.0010242616	0.000998208	0.0009949728	0.0010047946	0.0009917471	0.0009917471	0.0010111977	0.0009949668	0.000991747	0.000991747	0.00099824	0.0009982446	0.0010014441	0.000998235	0.0009982366	0.0010080906	0.0010079386	0.0009981901	0.0010151445	0.0009949937	0.0010014714	0.0009949913	0.000991747	0.0010079534	0.0009982074	0.000991747	0.0009982091	0.000994971	0.000991747	0.0010014108	0.0009982162	0.0010176976	0.0009981926	0.0009982707	0.000991747	0.0009950014	0.001001423	0.0009982293	0.001011204	0.0009949851	0.0010014637	0.000991747	0.001011145	0.0009949668	0.0009982426	0.0009949857	0.000998224	0.0009949962	0.0010079651	0.000991747	0.0010015389	0.0009982394	0.0010111907	0.0010111921	0.0010079399	0.0010111592	0.0009982223	0.0010014523	0.000991747	0.0009982032	0.000991747	0.000991747	0.0009949984	0.0009949852	0.0010014408	0.0009981889	0.0010046923	0.000991747	0.0010012054	0.0009982754	0.0009982111	0.0009950177	0.0010079868	0.0009949668	0.0009949986	0.0010014436	0.000991747	0.0010014849	0.0009949962	0.000991747	0.0009949668	0.0010079789	0.0009982571	0.0009982535	0.0009949668	0.0009942307	0.0010014805	0.0009982253	0.000998222	0.000991747	0.0010014926	0.0009949815	0.0009982403	0.0009949668	0.0009982537	0.0009982052	0.0009982083	0.0009950105	0.0010047941	0.000991747	0.0010110878	0.8910767	0.001014411	0.0009982309	0.0009917546	0.0009982457
0.0005629931	0.0005611627	0.000562982	0.0005648219	0.0005758109	0.00056116434	0.0005593456	0.00056486716	0.00055753224	0.00055753224	0.00056846684	0.00055934227	0.0005575321	0.0005575321	0.0005611823	0.00056118495	0.00056298357	0.00056117953	0.00056118047	0.00056672003	0.00056663464	0.00056115433	0.0005706856	0.0005593574	0.000562999	0.000559356	0.0005575321	0.00056664296	0.000561164	0.0005575321	0.000561165	0.0005593446	0.0005575321	0.0005629649	0.000561169	0.0005721208	0.0005611557	0.0005611996	0.0005575321	0.0005593617	0.00056297175	0.00056117633	0.00056847034	0.0005593525	0.0005629947	0.0005575321	0.00056843716	0.00055934227	0.27412367	0.00055935286	0.00056117336	0.00055935874	0.0005666495	0.0005575321	0.00056303694	0.00056118204	0.0005684629	0.0005684637	0.0005666354	0.0005684452	0.0005611724	0.0005629882	0.0005575321	0.00056116167	0.0005575321	0.0005575321	0.00055936	0.0005593526	0.0005629817	0.00056115363	0.00056480966	0.0005575321	0.00056284945	0.00056120224	0.00056116615	0.00055937085	0.00056666177	0.00055934227	0.00055936014	0.0005629833	0.0005575321	0.00056300656	0.00055935874	0.0005575321	0.00055934227	0.66521114	0.00056119193	0.0005611899	0.00055934227	0.00055892847	0.0005630041	0.0005611741	0.00056117226	0.0005575321	0.0005630109	0.00055935053	0.00056118256	0.00055934227	0.00056119007	0.0005611628	0.0005611646	0.0005593668	0.00056486693	0.0005575321	0.000568405	0.0005593542	0.0005702732	0.0005611772	0.00055753643	0.00056118553
0.0030124679	0.0030026739	0.0030124087	0.0030222535	0.0030810537	0.0030026825	0.0029929508	0.0030224957	0.002983248	0.002983248	0.0030417568	0.0029929332	0.0029832474	0.0029832474	0.0030027789	0.0030027928	0.0030124171	0.003002764	0.0030027688	0.00303241	0.003031953	0.003002629	0.0030536288	0.0029930142	0.0030124993	0.0029930067	0.0029832474	0.0030319977	0.0030026806	0.0029832474	0.003002686	0.0029929455	0.0029832474	0.003012317	0.0030027074	0.0030613088	0.0030026364	0.0030028715	0.0029832474	0.0029930372	0.0030123538	0.0030027467	0.0030417754	0.0029929879	0.0030124763	0.0029832474	0.0030415982	0.0029929332	0.003002787	0.0029929897	0.003002731	0.0029930212	0.0030320326	0.0029832474	0.0030127026	0.0030027772	0.0030417356	0.00304174	0.0030319572	0.0030416409	0.0030027255	0.003012442	0.0029832474	0.67236024	0.0029832474	0.0029832474	0.0029930281	0.0029929883	0.003012407	0.0030026252	0.003022188	0.0029832474	0.0030116993	0.0030028855	0.0030026922	0.0029930861	0.0030320983	0.0029929332	0.0029930288	0.0030124155	0.0029832474	0.0030125398	0.0029930212	0.0029832474	0.0029929332	0.0030320743	0.0030028303	0.0030028194	0.0029929332	0.0029907187	0.0030125268	0.0030027349	0.0030027248	0.0029832474	0.0030125633	0.0029929774	0.00300278	0.0029929332	0.0030028203	0.003002674	0.0030026839	0.0029930642	0.0030224945	0.0029832474	0.0030414262	0.002992997	0.0030514225	0.0030027514	0.0029832702	0.003002796
0.009110955	0.009081333	0.009110776	0.00914055	0.009318386	0.00908136	0.009051927	0.009141283	0.009022582	0.009022582	0.009199536	0.009051873	0.0090225795	0.0090225795	0.009081651	0.009081693	0.009110801	0.009081606	0.009081621	0.009171268	0.009169886	0.009081198	0.009235443	0.009052118	0.00911105	0.009052096	0.0090225795	0.009170021	0.009081354	0.0090225795	0.00908137	0.009051911	0.0090225795	0.009110498	0.009081435	0.00925867	0.00908122	0.009081931	0.0090225795	0.009052188	0.00911061	0.009081554	0.009199593	0.009052039	0.00911098	0.0090225795	0.009199057	0.009051873	0.009081676	0.009052045	0.009081506	0.00905214	0.009170126	0.0090225795	0.009111664	0.009081646	0.009199472	0.009199486	0.009169898	0.009199186	0.009081489	0.009110876	0.0090225795	0.009081316	0.0090225795	0.0090225795	0.009052161	0.00905204	0.009110771	0.009081186	0.009140353	0.0090225795	0.00910863	0.009081974	0.009081389	0.009052336	0.0091703255	0.009051873	0.009052163	0.009110796	0.0090225795	0.0091111725	0.00905214	0.0090225795	0.009051873	0.009170253	0.009081807	0.009081773	0.009051873	0.009045176	0.0091111325	0.009081518	0.009081488	0.0090225795	0.009111243	0.009052007	0.009081655	0.009051873	0.009081776	0.009081334	0.009081364	0.00905227	0.009141279	0.0090225795	0.009198536	0.009052066	0.00922877	0.009081568	0.009022648	0.009081703
0.009110955	0.009081333	0.009110776	0.00914055	0.009318386	0.00908136	0.009051927	0.009141283	0.009022582	0.009022582	0.009199536	0.009051873	0.0090225795	0.0090225795	0.009081651	0.009081693	0.009110801	0.009081606	0.009081621	0.009171268	0.009169886	0.009081198	0.009235443	0.009052118	0.00911105	0.009052096	0.0090225795	0.009170021	0.009081354	0.0090225795	0.00908137	0.009051911	0.0090225795	0.009110498	0.009081435	0.00925867	0.00908122	0.009081931	0.0090225795	0.009052188	0.00911061	0.009081554	0.009199593	0.009052039	0.00911098	0.0090225795	0.009199057	0.009051873	0.009081676	0.009052045	0.009081506	0.00905214	0.009170126	0.0090225795	0.009111664	0.009081646	0.009199472	0.009199486	0.009169898	0.009199186	0.009081489	0.009110876	0.0090225795	0.009081316	0.0090225795	0.0090225795	0.009052161	0.00905204	0.009110771	0.009081186	0.009140353	0.0090225795	0.00910863	0.009081974	0.009081389	0.009052336	0.0091703255	0.009051873	0.009052163	0.009110796	0.0090225795	0.0091111725	0.00905214	0.0090225795	0.009051873	0.009170253	0.009081807	0.009081773	0.009051873	0.009045176	0.0091111325	0.009081518	0.009081488	0.0090225795	0.009111243	0.009052007	0.009081655	0.009051873	0.009081776	0.009081334	0.009081364	0.00905227	0.009141279	0.0090225795	0.009198536	0.009052066	0.00922877	0.009081568	0.009022648	0.009081703
0.009110955	0.009081333	0.009110776	0.00914055	0.009318386	0.00908136	0.009051927	0.009141283	0.009022582	0.009022582	0.009199536	0.009051873	0.0090225795	0.0090225795	0.009081651	0.009081693	0.009110801	0.009081606	0.009081621	0.009171268	0.009169886	0.009081198	0.009235443	0.009052118	0.00911105	0.009052096	0.0090225795	0.009170021	0.009081354	0.0090225795	0.00908137	0.009051911	0.0090225795	0.009110498	0.009081435	0.00925867	0.00908122	0.009081931	0.0090225795	0.009052188	0.00911061	0.009081554	0.009199593	0.009052039	0.00911098	0.0090225795	0.009199057	0.009051873	0.009081676	0.009052045	0.009081506	0.00905214	0.009170126	0.0090225795	0.009111664	0.009081646	0.009199472	0.009199486	0.009169898	0.009199186	0.009081489	0.009110876	0.0090225795	0.009081316	0.0090225795	0.0090225795	0.009052161	0.00905204	0.009110771	0.009081186	0.009140353	0.0090225795	0.00910863	0.009081974	0.009081389	0.009052336	0.0091703255	0.009051873	0.009052163	0.009110796	0.0090225795	0.0091111725	0.00905214	0.0090225795	0.009051873	0.009170253	0.009081807	0.009081773	0.009051873	0.009045176	0.0091111325	0.009081518	0.009081488	0.0090225795	0.009111243	0.009052007	0.009081655	0.009051873	0.009081776	0.009081334	0.009081364	0.00905227	0.009141279	0.0090225795	0.009198536	0.009052066	0.00922877	0.009081568	0.009022648	0.009081703
0.001503214	0.0014983268	0.0015031844	0.001508097	0.0015374381	0.0014983312	0.001493475	0.0015082179	0.0014886335	0.0014886335	0.0015178291	0.0014934662	0.0014886331	0.0014886331	0.0014983793	0.0014983863	0.0015031886	0.0014983717	0.0014983743	0.0015131652	0.0015129371	0.0014983044	0.0015237533	0.0014935066	0.0015032297	0.0014935029	0.0014886331	0.0015129594	0.0014983303	0.0014886331	0.0014983328	0.0014934724	0.0014886331	0.0015031388	0.0014983437	0.0015275856	0.0014983081	0.0014984254	0.0014886331	0.0014935181	0.0015031571	0.0014983632	0.0015178384	0.0014934936	0.0015032182	0.0014886331	0.00151775	0.0014934662	0.0014983832	0.0014934945	0.0014983553	0.0014935102	0.0015129768	0.0014886331	0.0015033311	0.0014983785	0.0015178185	0.0015178208	0.0015129391	0.0015177713	0.0014983526	0.0015032011	0.0014886331	0.001498324	0.0014886331	0.0014886331	0.0014935137	0.0014934937	0.0015031837	0.0014983026	0.0015080643	0.0014886331	0.0015028305	0.0014984325	0.001498336	0.0014935426	0.0015130095	0.0014934662	0.397068	0.0015031879	0.0014886331	0.00150325	0.0014935102	0.0014886331	0.0014934662	0.0015129977	0.0014984049	0.44093418	0.0014934662	0.0014923613	0.0015032435	0.0014983573	0.0014983523	0.0014886331	0.0015032616	0.0014934883	0.0014983799	0.0014934662	0.0014983999	0.001498327	0.0014983318	0.0014935316	0.0015082173	0.0014886331	0.0015176642	0.0014934981	0.0015226522	0.0014983655	0.0014886445	0.0014983878
0.0030124693	0.0030026753	0.0030124101	0.003022255	0.0030810551	0.0030026839	0.0029929522	0.003022497	0.0029832495	0.0029832495	0.0030417582	0.0029929345	0.0029832488	0.0029832488	0.0030027803	0.0030027942	0.0030124185	0.0030027654	0.0030027702	0.0030324114	0.0030319546	0.0030026303	0.0030536305	0.33114383	0.0030125007	0.0029930081	0.0029832488	0.003031999	0.003002682	0.0029832488	0.0030026874	0.002992947	0.0029832488	0.0030123184	0.003002709	0.0030613102	0.0030026378	0.003002873	0.0029832488	0.0029930386	0.0030123552	0.0030027481	0.003041777	0.0029929893	0.0030124777	0.0029832488	0.0030415996	0.0029929345	0.0030027884	0.0029929911	0.0030027323	0.0029930228	0.003032034	0.0029832488	0.003012704	0.0030027786	0.003041737	0.0030417414	0.0030319586	0.0030416423	0.003002727	0.0030124434	0.0029832488	0.0030026697	0.0029832488	0.0029832488	0.0029930295	0.0029929897	0.0030124085	0.0030026266	0.0030221895	0.0029832488	0.0030117007	0.003002887	0.0030026936	0.0029930875	0.0030321	0.0029929345	0.34419972	0.003012417	0.0029832488	0.0030125412	0.0029930228	0.0029832488	0.0029929345	0.0030320757	0.0030028317	0.0030028208	0.0029929345	0.00299072	0.0030125282	0.0030027363	0.0030027265	0.0029832488	0.0030125647	0.0029929788	0.0030027814	0.0029929345	0.0030028217	0.0030026755	0.0030026853	0.0029930656	0.003022496	0.0029832488	0.0030414276	0.0029929983	0.003051424	0.0030027528	0.0029832716	0.0030027975
