topic_0	topic_1	topic_2	topic_3	topic_4	topic_5	topic_6	topic_7	topic_8	topic_9	topic_10	topic_11	topic_12	topic_13	topic_14	topic_15	topic_16	topic_17	topic_18	topic_19	topic_20	topic_21	topic_22	topic_23	topic_24	topic_25	topic_26	topic_27	topic_28	topic_29	topic_30	topic_31	topic_32	topic_33	topic_34	topic_35	topic_36	topic_37	topic_38	topic_39	topic_40	topic_41	topic_42	topic_43	topic_44	topic_45	topic_46	topic_47	topic_48	topic_49	topic_50	topic_51	topic_52	topic_53	topic_54	topic_55	topic_56	topic_57	topic_58	topic_59	topic_60	topic_61	topic_62	topic_63	topic_64	topic_65	topic_66	topic_67	topic_68	topic_69	topic_70	topic_71	topic_72	topic_73	topic_74	topic_75	topic_76	topic_77	topic_78	topic_79	topic_80	topic_81	topic_82	topic_83	topic_84	topic_85	topic_86	topic_87	topic_88	topic_89	topic_90	topic_91	topic_92	topic_93	topic_94	topic_95	topic_96	topic_97	topic_98	topic_99
0.0016552935	0.0016500097	0.0016445854	0.0016392545	0.0016823789	0.16867965	0.0016392248	0.0016663958	0.0016608657	0.0016552727	0.001665928	0.0016392058	0.0016445697	0.0016446646	0.001639247	0.0016338787	0.0016605698	0.0016499361	0.001650007	0.0016713768	0.001650126	0.0016499569	0.0016768773	0.0016552041	0.0016500393	0.0016338787	0.0016446155	0.0016499972	0.0016445764	0.0016338787	0.0016659674	0.0016498343	0.0016338787	0.0016338787	0.0016554868	0.0016608007	0.001649952	0.0016392387	0.0016338787	0.25732285	0.0016338787	0.0016498541	0.0016553835	0.0016499092	0.0016659973	0.0016499837	0.24708827	0.0016392666	0.0016392666	0.0016393119	0.0016392388	0.0016392058	0.0016661023	0.0016338787	0.0016552238	0.0016338787	0.001660516	0.0016713098	0.0016445593	0.0016392248	0.0016392057	0.0016373388	0.0016553649	0.0016605827	0.0016445594	0.0016338787	0.0016392499	0.0016500651	0.0016446296	0.0016766425	0.0016498801	0.0016338787	0.16867349	0.0016447717	0.0016518221	0.0016338787	0.0016392161	0.0016391474	0.001644571	0.0016929888	0.0016445874	0.0016499597	0.0016499052	0.0016338787	0.0016660667	0.0016446256	0.0016338787	0.0016338787	0.0016338787	0.0016553805	0.0016445464	0.0016661684	0.0016338787	0.0016498872	0.0016553485	0.0016338787	0.0016390597	0.001650031	0.0016392547	0.0016552305
0.0009019805	0.0008991013	0.0008961456	0.12984402	0.0009167396	0.00089613383	0.00089322455	0.00090803026	0.00090501684	0.00090196915	0.00090777536	0.2738355	0.00089613703	0.0008961887	0.0008932367	0.00089031144	0.0009048556	0.0008990612	0.50919217	0.00091074436	0.0008991647	0.00089907256	0.00091374165	0.0009019318	0.0008991175	0.00089031144	0.00089616206	0.0008990945	0.0008961407	0.00089031144	0.0009077968	0.00089900574	0.00089031144	0.00089031144	0.0009020858	0.0009049814	0.00089906994	0.0008932321	0.00089031144	0.0009075965	0.00089031144	0.0008990165	0.0009020295	0.00089904654	0.0009078131	0.0008990871	0.00089322863	0.0008932474	0.0008932474	0.00089327205	0.00089323224	0.00089321425	0.0009078703	0.00089031144	0.00090194255	0.00089031144	0.0009048263	0.0009107079	0.0008961314	0.00089322455	0.00089321414	0.00089219684	0.00090201944	0.00090486265	0.00089613145	0.00089031144	0.00089323823	0.00089913147	0.0008961697	0.00091361365	0.0008990307	0.00089031144	0.00089321414	0.00089624705	0.0009000889	0.00089031144	0.00089321984	0.00089318235	0.00089613773	0.00092252094	0.0008961467	0.0008990741	0.0008990444	0.00089031144	0.00090785086	0.0008961675	0.00089031144	0.00089031144	0.00089031144	0.00090202794	0.00089612434	0.00090790633	0.00089031144	0.0008990346	0.0009020105	0.00089031144	0.0008931346	0.0008991129	0.00089324085	0.0009019462
0.0011027127	0.0010991927	0.0010955792	0.0010920279	0.0011207563	0.0010955648	0.0010920081	0.0011101087	0.0011064247	0.0011026987	0.0011097972	0.0010919955	0.0010955688	0.001095632	0.001092023	0.0010884467	0.0011062276	0.0010991436	0.0010991909	0.0011134269	0.0010992702	0.0010991575	0.0011170912	0.0011026531	0.0010992124	0.0010884467	0.0010955993	0.0010991844	0.0010955732	0.0010884467	0.0011098234	0.0010990759	0.0010884467	0.0010884467	0.0011028413	0.0011063814	0.0010991544	0.0010920174	0.0010884467	0.0011095784	0.0010884467	0.001099089	0.0011027725	0.0010991257	0.0011098433	0.0010991754	0.0010920131	0.001092036	0.001092036	0.0010920662	0.8912904	0.0010919955	0.0011099132	0.0010884467	0.0011026663	0.0010884467	0.0011061918	0.0011133823	0.0010955618	0.0010920081	0.0010919954	0.0010907517	0.0011027602	0.0011062361	0.0010955619	0.0010884467	0.0010920248	0.0010992296	0.0010956087	0.0011169347	0.0010991064	0.0010884467	0.0010919954	0.0010957032	0.0011004001	0.0010884467	0.0010920023	0.0010919565	0.0010955696	0.0011278243	0.0010955805	0.0010991594	0.0010991232	0.0010884467	0.0011098895	0.0010956059	0.0010884467	0.0010884467	0.0010884467	0.0011027706	0.0010955532	0.0011099572	0.0010884467	0.0010991112	0.0011027493	0.0010884467	0.0010918982	0.0010992069	0.001092028	0.0011026707
0.0006198783	0.0006178996	0.0006158683	0.00061387196	0.0006300213	0.00061586016	0.00061386084	0.0006240359	0.000621965	0.0006198705	0.00062386075	0.00061385374	0.0006158624	0.00061589794	0.00061386917	0.0006118588	0.00062185415	0.000617872	0.0006178986	0.00062590116	0.0006179431	0.0006178798	0.000627961	0.00061984477	0.0006179107	0.0006118588	0.0006158796	0.0006178949	0.00061586493	0.0006118588	0.0006238755	0.0006178339	0.0006118588	0.0006118588	0.00061995065	0.0006219406	0.000617878	0.000613866	0.0006118588	0.0006237378	0.0006118588	0.0006178413	0.00061991194	0.0006178619	0.00062388665	0.0006178898	0.00061386364	0.0006138765	0.0006138765	0.00061389344	0.0006138661	0.00061385374	0.000623926	0.0006118588	0.00061985216	0.0006118588	0.000621834	0.0006258761	0.0006158585	0.00061386084	0.0006138537	0.00061315455	0.000619905	0.000621859	0.00061585853	0.0006118588	0.0006138702	0.0006179203	0.00061588484	0.00062787306	0.00061785104	0.0006118588	0.0006138537	0.00061593804	0.0006185783	0.0006118588	0.0006138576	0.0006138318	0.00061586284	0.00063399447	0.00061586907	0.00061788084	0.00061786047	0.0006118588	0.0006239126	0.0006158833	0.0006118588	0.0006118588	0.0006118588	0.9388961	0.00061585364	0.00062395073	0.0006118588	0.0006178537	0.00061989884	0.0006118588	0.000613799	0.00061790756	0.000613872	0.0006198547
0.0033179137	0.0033073225	0.00329645	0.0032857647	0.0033722045	0.0032964067	0.003285705	0.0033401675	0.0033290826	0.0033178718	0.0033392299	0.0032856672	0.0032964186	0.0032966088	0.0032857496	0.003274989	0.0033284896	0.003307175	0.0033073172	0.0033501512	0.0033075556	0.0033072168	0.0033611767	0.0033177342	0.003307382	0.003274989	0.0032965105	0.0033072976	0.0032964319	0.003274989	0.0033393085	0.003306971	0.003274989	0.003274989	0.003318301	0.0033289522	0.003307207	0.0032857328	0.003274989	0.0033385719	0.003274989	0.0033070105	0.003318094	0.003307121	0.0033393686	0.0033072704	0.00328572	0.003285789	0.003285789	0.0032858797	0.003285733	0.0032856672	0.003339579	0.003274989	0.003317774	0.003274989	0.0033283816	0.0033500171	0.0032963976	0.003285705	0.0032856667	0.0032819246	0.0033180567	0.0033285154	0.0032963979	0.003274989	0.0032857554	0.0033074336	0.0032965385	0.003360706	0.0033070627	0.003274989	0.0032856667	0.0032968232	0.0033109554	0.003274989	0.67290753	0.0032855498	0.003296421	0.003393471	0.003296454	0.0033072224	0.0033071132	0.003274989	0.0033395076	0.0032965303	0.003274989	0.003274989	0.003274989	0.003318088	0.0032963718	0.0033397116	0.003274989	0.003307077	0.0033180236	0.003274989	0.0032853743	0.003307365	0.003285765	0.0033177873
0.010042775	0.010010717	0.009977808	0.009945465	0.0102071045	0.009977677	0.0099452855	0.010110133	0.0100765815	0.010042649	0.010107296	0.00994517	0.009977713	0.009978289	0.00994542	0.009912849	0.010074787	0.01001027	0.010010702	0.010140353	0.010011423	0.010010397	0.010173725	0.010042232	0.010010897	0.009912849	0.009977992	0.010010642	0.009977753	0.009912849	0.010107534	0.010009654	0.009912849	0.009912849	0.010043947	0.010076188	0.010010368	0.009945369	0.009912849	0.0101053035	0.009912849	0.010009773	0.01004332	0.010010107	0.010107716	0.01001056	0.00994533	0.009945539	0.009945539	0.009945814	0.00994537	0.00994517	0.010108353	0.009912849	0.010042353	0.009912849	0.01007446	0.010139947	0.00997765	0.0099452855	0.009945169	0.009933842	0.0100432085	0.010074865	0.009977651	0.009912849	0.009945437	0.010011054	0.009978076	0.0101723	0.010009931	0.009912849	0.009945169	0.009978938	0.010021714	0.009912849	0.009945232	0.009944815	0.009977721	0.010271475	0.00997782	0.010010414	0.010010084	0.009912849	0.010108137	0.009978051	0.009912849	0.009912849	0.009912849	0.010043303	0.009977572	0.010108754	0.009912849	0.010009974	0.010043108	0.009912849	0.009944283	0.010010847	0.009945466	0.010042393
0.010042775	0.010010717	0.009977808	0.009945465	0.0102071045	0.009977677	0.0099452855	0.010110133	0.0100765815	0.010042649	0.010107296	0.00994517	0.009977713	0.009978289	0.00994542	0.009912849	0.010074787	0.01001027	0.010010702	0.010140353	0.010011423	0.010010397	0.010173725	0.010042232	0.010010897	0.009912849	0.009977992	0.010010642	0.009977753	0.009912849	0.010107534	0.010009654	0.009912849	0.009912849	0.010043947	0.010076188	0.010010368	0.009945369	0.009912849	0.0101053035	0.009912849	0.010009773	0.01004332	0.010010107	0.010107716	0.01001056	0.00994533	0.009945539	0.009945539	0.009945814	0.00994537	0.00994517	0.010108353	0.009912849	0.010042353	0.009912849	0.01007446	0.010139947	0.00997765	0.0099452855	0.009945169	0.009933842	0.0100432085	0.010074865	0.009977651	0.009912849	0.009945437	0.010011054	0.009978076	0.0101723	0.010009931	0.009912849	0.009945169	0.009978938	0.010021714	0.009912849	0.009945232	0.009944815	0.009977721	0.010271475	0.00997782	0.010010414	0.010010084	0.009912849	0.010108137	0.009978051	0.009912849	0.009912849	0.009912849	0.010043303	0.009977572	0.010108754	0.009912849	0.010009974	0.010043108	0.009912849	0.009944283	0.010010847	0.009945466	0.010042393
0.010042775	0.010010717	0.009977808	0.009945465	0.0102071045	0.009977677	0.0099452855	0.010110133	0.0100765815	0.010042649	0.010107296	0.00994517	0.009977713	0.009978289	0.00994542	0.009912849	0.010074787	0.01001027	0.010010702	0.010140353	0.010011423	0.010010397	0.010173725	0.010042232	0.010010897	0.009912849	0.009977992	0.010010642	0.009977753	0.009912849	0.010107534	0.010009654	0.009912849	0.009912849	0.010043947	0.010076188	0.010010368	0.009945369	0.009912849	0.0101053035	0.009912849	0.010009773	0.01004332	0.010010107	0.010107716	0.01001056	0.00994533	0.009945539	0.009945539	0.009945814	0.00994537	0.00994517	0.010108353	0.009912849	0.010042353	0.009912849	0.01007446	0.010139947	0.00997765	0.0099452855	0.009945169	0.009933842	0.0100432085	0.010074865	0.009977651	0.009912849	0.009945437	0.010011054	0.009978076	0.0101723	0.010009931	0.009912849	0.009945169	0.009978938	0.010021714	0.009912849	0.009945232	0.009944815	0.009977721	0.010271475	0.00997782	0.010010414	0.010010084	0.009912849	0.010108137	0.009978051	0.009912849	0.009912849	0.009912849	0.010043303	0.009977572	0.010108754	0.009912849	0.010009974	0.010043108	0.009912849	0.009944283	0.010010847	0.009945466	0.010042393
0.0016552936	0.0016500098	0.0016445855	0.0016392546	0.0016823792	0.001644564	0.0016392249	0.0016663959	0.0016608658	0.0016552728	0.0016659282	0.001639206	0.16867973	0.0016446647	0.0016392472	0.0016338788	0.0016605699	0.0016499362	0.0016500071	0.0016713769	0.0016501261	0.001649957	0.0016768774	0.0016552042	0.0016500395	0.0016338788	0.0016446157	0.0016499973	0.0016445766	0.0016338788	0.0016659675	0.0016498344	0.0016338788	0.0016338788	0.0016554869	0.0016608008	0.0016499521	0.0016392388	0.0016338788	0.0016656	0.0016338788	0.0016498542	0.0016553836	0.0016499093	0.0016659974	0.0016499838	0.0016392324	0.0016392668	0.0016392668	0.001639312	0.0016392389	0.001639206	0.0016661024	0.0016338788	0.001655224	0.0016338788	0.0016605161	0.0016713099	0.0016445594	0.0016392249	0.0016392058	0.0016373389	0.0016553651	0.0016605828	0.48726824	0.0016338788	0.00163925	0.0016500652	0.0016446298	0.0016766426	0.0016498802	0.0016338788	0.0016392058	0.0016447718	0.0016518222	0.0016338788	0.0016392162	0.0016391475	0.0016445711	0.0016929889	0.0016445876	0.0016499598	0.18416676	0.0016338788	0.0016660668	0.0016446257	0.0016338788	0.0016338788	0.0016338788	0.0016553806	0.0016445465	0.0016661686	0.0016338788	0.0016498873	0.0016553486	0.0016338788	0.0016390599	0.0016500311	0.0016392549	0.0016552306
0.0033179163	0.003307325	0.0032964526	0.0032857673	0.003372207	0.0032964093	0.0032857077	0.00334017	0.0033290852	0.0033178744	0.0033392324	0.0032856697	0.0032964211	0.0032966114	0.0032857524	0.0032749919	0.0033284922	0.0033071777	0.0033073197	0.0033501538	0.0033075584	0.0033072194	0.0033611795	0.003317737	0.0033073847	0.0032749919	0.003296513	0.0033073002	0.0032964346	0.0032749919	0.0033393113	0.0033069737	0.0032749919	0.0032749919	0.0033183035	0.003328955	0.0033072098	0.0032857354	0.0032749919	0.0033385744	0.0032749919	0.0033070133	0.0033180965	0.0033071237	0.0033393712	0.003307273	0.0032857226	0.0032857915	0.0032857915	0.0032858823	0.0032857358	0.0032856697	0.0033395817	0.0032749919	0.0033177766	0.0032749919	0.0033283844	0.0033500197	0.0032964002	0.33809668	0.0032856693	0.0032819272	0.0033180595	0.003328518	0.0032964007	0.0032749919	0.003285758	0.0033074361	0.0032965413	0.0033607085	0.0033070652	0.0032749919	0.0032856693	0.0032968258	0.0033109582	0.0032749919	0.0032856902	0.3380961	0.0032964237	0.0033934738	0.0032964568	0.003307225	0.0033071158	0.0032749919	0.0033395102	0.0032965331	0.0032749919	0.0032749919	0.0032749919	0.0033180907	0.0032963743	0.0033397141	0.0032749919	0.0033070797	0.0033180264	0.0032749919	0.0032853768	0.003307368	0.0032857675	0.00331779
