topic_0	topic_1	topic_2	topic_3	topic_4	topic_5	topic_6	topic_7	topic_8	topic_9	topic_10	topic_11	topic_12	topic_13	topic_14	topic_15	topic_16	topic_17	topic_18	topic_19	topic_20	topic_21	topic_22	topic_23	topic_24	topic_25	topic_26	topic_27	topic_28	topic_29	topic_30	topic_31	topic_32	topic_33	topic_34	topic_35	topic_36	topic_37	topic_38	topic_39	topic_40	topic_41	topic_42	topic_43	topic_44	topic_45	topic_46	topic_47	topic_48	topic_49	topic_50	topic_51	topic_52	topic_53	topic_54	topic_55	topic_56	topic_57	topic_58	topic_59	topic_60	topic_61	topic_62	topic_63	topic_64	topic_65	topic_66	topic_67	topic_68	topic_69	topic_70	topic_71	topic_72	topic_73	topic_74	topic_75	topic_76	topic_77	topic_78	topic_79	topic_80	topic_81	topic_82	topic_83	topic_84	topic_85	topic_86	topic_87	topic_88	topic_89	topic_90	topic_91	topic_92	topic_93	topic_94	topic_95	topic_96	topic_97	topic_98	topic_99	topic_100	topic_101	topic_102	topic_103	topic_104	topic_105	topic_106	topic_107	topic_108	topic_109	topic_110	topic_111	topic_112	topic_113	topic_114	topic_115	topic_116	topic_117	topic_118	topic_119	topic_120	topic_121	topic_122	topic_123	topic_124	topic_125	topic_126	topic_127	topic_128	topic_129	topic_130	topic_131	topic_132	topic_133	topic_134	topic_135	topic_136	topic_137	topic_138	topic_139	topic_140	topic_141	topic_142	topic_143	topic_144	topic_145	topic_146	topic_147	topic_148	topic_149
0.0011062307	0.0011133428	0.0010991499	0.0010991499	0.0011275025	0.0010991499	0.0010991499	0.0011204801	0.0011097919	0.0011062055	0.001116909	0.0010991499	0.001102686	0.001102696	0.0011062246	0.0011027014	0.001102694	0.001102689	0.0011026654	0.0011027175	0.001106239	0.001102696	0.0011168942	0.0010991499	0.0011097804	0.0011026214	0.001102689	0.0011026828	0.001102689	0.0010991499	0.0010991499	0.001102694	0.0010991499	0.3348565	0.0011026841	0.0011168694	0.001102694	0.0011133524	0.0011026862	0.0011026944	0.0011049494	0.0011062755	0.0011026808	0.001102686	0.0011062219	0.0011026828	0.0010991499	0.0010991499	0.0010991499	0.0011027037	0.0011097903	0.0010991499	0.0011062655	0.0010991499	0.0011062576	0.001102694	0.0011026962	0.001109781	0.0011026707	0.001102689	0.0010991499	0.0010991499	0.0011062248	0.0011062396	0.0010991499	0.16797757	0.0010991506	0.0011062387	0.0010991499	0.0011062168	0.001102696	0.0011026979	0.0011062379	0.0011097692	0.0011133478	0.0010991499	0.0011026944	0.0010991499	0.0011026915	0.0011133278	0.0011027214	0.001102696	0.0011027115	0.3348533	0.0011062191	0.0011006969	0.0011097548	0.0011062088	0.0010991499	0.0011062181	0.001102726	0.0011133048	0.0010991499	0.0011098088	0.0011062769	0.001102691	0.0010991499	0.0010991499	0.0011062201	0.0011062683	0.0011097706	0.0011026595	0.0011204908	0.0010991499	0.001102679	0.0010991499	0.0011133497	0.0011062606	0.0011026998	0.0010991513	0.0010991502	0.0010991499	0.0010991499	0.0010991499	0.0011062418	0.0010991499	0.0011026595	0.0010991499	0.0011098284	0.0011027014	0.0011061843	0.0011026959	0.0010991499	0.001102689	0.0010991499	0.0011062308	0.001102696	0.0011062525	0.0011026743	0.0011133854	0.00110624	0.0010991499	0.0011062786	0.0011097766	0.0011062073	0.0011097967	0.0011133732	0.0010991499	0.0010991499	0.0011026701	0.0011026671	0.001102651	0.0010991499	0.0010991499	0.0010991499	0.0011062457	0.0011027056	0.0011098157	0.0010991499	0.0010991499
0.0006030556	0.0006069328	0.00059919566	0.0005991956	0.0006146519	0.0005991956	0.0005991956	0.0006108236	0.00060499704	0.0006030419	0.0006088769	0.0005991956	0.0006011233	0.00060112873	0.0006030523	0.18161538	0.00060112757	0.0006011249	0.7292977	0.00060114043	0.0006030602	0.00060112873	0.0006088688	0.0005991956	0.00060499075	0.0006010881	0.0006011249	0.0006011215	0.0006011249	0.0005991956	0.0005991956	0.00060112757	0.0005991956	0.00060306664	0.0006011222	0.0006088553	0.00060112757	0.000606938	0.0006011234	0.00060112786	0.0006023572	0.00060308	0.0006011204	0.0006011233	0.00060305087	0.0006011215	0.0005991956	0.0005991956	0.0005991956	0.000601133	0.0006049961	0.0005991956	0.0006030746	0.0005991956	0.0006030703	0.00060112757	0.0006011288	0.00060499104	0.00060111494	0.0006011249	0.0005991956	0.0005991956	0.00060305244	0.0006030605	0.0005991956	0.00060112757	0.00059919595	0.00060306	0.0005991956	0.00060304813	0.00060112873	0.0006011297	0.0006030596	0.00060498464	0.00060693553	0.0005991956	0.00060112786	0.0005991956	0.0006011263	0.0006069246	0.00060114264	0.00060112873	0.00060113723	0.00060111587	0.00060304935	0.0006000389	0.0006049767	0.0006030437	0.0005991956	0.0006030488	0.0006011451	0.0006069121	0.0005991956	0.00060500624	0.0006030808	0.000601126	0.0005991956	0.0005991956	0.0006030498	0.0006030761	0.0006049854	0.0006011088	0.00061082945	0.0005991956	0.0006011195	0.0005991956	0.0006069365	0.00060307194	0.0006011308	0.0005991964	0.0005991957	0.0005991956	0.0005991956	0.0005991956	0.00060306175	0.0005991956	0.0006011088	0.0005991956	0.0006050169	0.00060113164	0.0006030304	0.0006011287	0.0005991956	0.0006011249	0.0005991956	0.0006030557	0.00060112873	0.0006030676	0.0006011169	0.00060695596	0.0006030607	0.0005991956	0.0006030818	0.00060498866	0.00060304283	0.0006049996	0.0006069493	0.0005991956	0.0005991956	0.0006011146	0.00060111296	0.0006011042	0.0005991956	0.0005991956	0.0005991956	0.00060306385	0.000601134	0.00060501	0.0005991956	0.0005991956
0.000737178	0.0007419175	0.0007324596	0.00073245954	0.00075135333	0.00073245954	0.00073245954	0.0007466737	0.00073955127	0.0007371613	0.00074429397	0.00073245954	0.00073481596	0.0007348226	0.000737174	0.0007348262	0.0007348212	0.00073481794	0.0007348022	0.0007348369	0.0007371836	0.0007348226	0.0007442841	0.00073245954	0.0007395436	0.00073477294	0.00073481794	0.0007348138	0.00073481794	0.00073245954	0.00073245954	0.0007348212	0.00073245954	0.00073719147	0.0007348146	0.00074426754	0.0007348212	0.00074192387	0.8903649	0.0007348215	0.0007363243	0.0007372079	0.00073481246	0.00073481596	0.0007371722	0.0007348138	0.00073245954	0.00073245954	0.00073245954	0.0007348278	0.0007395501	0.00073245954	0.00073720125	0.00073245954	0.000737196	0.0007348212	0.0007348227	0.00073954393	0.0007348057	0.00073481794	0.00073245954	0.00073245954	0.0007371742	0.000737184	0.00073245954	0.0007348212	0.00073246	0.0007371834	0.00073245954	0.0007371688	0.0007348226	0.0007348239	0.0007371829	0.0007395361	0.00074192084	0.00073245954	0.0007348215	0.00073245954	0.0007348196	0.0007419075	0.0007348396	0.0007348226	0.00073483295	0.0007348069	0.00073717034	0.0007334904	0.00073952647	0.0007371635	0.00073245954	0.0007371697	0.0007348426	0.00074189215	0.00073245954	0.0007395625	0.0007372088	0.0007348193	0.00073245954	0.00073245954	0.000737171	0.00073720305	0.000739537	0.00073479826	0.00074668083	0.00073245954	0.00073481124	0.00073245954	0.00074192206	0.00073719793	0.00073482515	0.0007324605	0.00073245965	0.00073245954	0.00073245954	0.00073245954	0.00073718553	0.00073245954	0.00073479826	0.00073245954	0.0007395755	0.0007348262	0.00073714723	0.00073482253	0.00073245954	0.0007348179	0.00073245954	0.00073717814	0.0007348226	0.00073719263	0.00073480816	0.00074194587	0.00073718425	0.00073245954	0.00073721004	0.000739541	0.0007371624	0.0007395544	0.0007419377	0.00073245954	0.00073245954	0.0007348053	0.0007348033	0.0007347926	0.00073245954	0.00073245954	0.00073245954	0.0007371881	0.000734829	0.0007395671	0.00073245954	0.00073245954
0.0004145123	0.0004171773	0.00041185913	0.0004118591	0.00042248302	0.0004118591	0.0004118591	0.00041985165	0.00041584673	0.0004145029	0.00041851358	0.0004118591	0.0004131841	0.00041318784	0.00041451002	0.00041318985	0.00041318705	0.00041318522	0.00041317637	0.00041319587	0.00041451544	0.00041318784	0.00041850802	0.0004118591	0.00041584243	0.00041315993	0.00041318522	0.0004131829	0.00041318522	0.0004118591	0.0004118591	0.00041318705	0.0004118591	0.00041451986	0.00041318336	0.0004184987	0.00041318705	0.00041718085	0.00041318417	0.00041318723	0.00041403223	0.0004145291	0.00041318213	0.0004131841	0.00041450904	0.0004131829	0.0004118591	0.0004118591	0.0004118591	0.00041319075	0.0004158461	0.0004118591	0.00041452536	0.0004118591	0.0004145224	0.00041318705	0.0004131879	0.00041584263	0.00041317835	0.00041318522	0.0004118591	0.0004118591	0.00041451014	0.00041451567	0.0004118591	0.00041318705	0.00041185936	0.00041451532	0.0004118591	0.00041450714	0.00041318784	0.00041318854	0.00041451503	0.0004158382	0.00041717917	0.0004118591	0.00041318723	0.0004118591	0.00041318615	0.00041717166	0.0004131974	0.00041318784	0.00041319366	0.000413179	0.000414508	0.00041243873	0.0004158328	0.00041450412	0.0004118591	0.0004145076	0.0004131991	0.00041716304	0.0004118591	0.00041585308	0.0004145296	0.00041318598	0.0004118591	0.0004118591	0.00041450834	0.00041452638	0.93835527	0.00041317416	0.00041985567	0.0004118591	0.00041318146	0.0004118591	0.00041717984	0.0004145235	0.00041318926	0.00041185966	0.0004118592	0.0004118591	0.0004118591	0.0004118591	0.00041451651	0.0004118591	0.00041317416	0.0004118591	0.00041586038	0.00041318985	0.00041449498	0.0004131878	0.0004118591	0.0004131852	0.0004118591	0.00041451235	0.00041318784	0.0004145205	0.00041317972	0.00041719322	0.0004145158	0.0004118591	0.00041453028	0.00041584097	0.00041450353	0.0004158485	0.00041718865	0.0004118591	0.0004118591	0.00041317812	0.000413177	0.000413171	0.0004118591	0.0004118591	0.0004118591	0.00041451794	0.00041319145	0.00041585567	0.0004118591	0.0004118591
0.0022152285	0.0022294708	0.0022010496	0.0022010494	0.0022578256	0.0022010494	0.0022010494	0.002243763	0.00222236	0.0022151782	0.0022366121	0.0022010494	0.0022081304	0.0022081505	0.0022152164	0.0022081612	0.0022081463	0.0022081365	0.0022080892	0.0022081933	0.0022152453	0.0022081505	0.0022365823	0.0022010494	0.002222337	0.0022080012	0.0022081365	0.002208124	0.0022081365	0.0022010494	0.0022010494	0.0022081463	0.0022010494	0.002215269	0.0022081265	0.0022365327	0.0022081463	0.0022294899	0.002208131	0.0022081472	0.002212663	0.0022153184	0.00220812	0.0022081304	0.002215211	0.002208124	0.0022010494	0.0022010494	0.0022010494	0.002208166	0.0022223566	0.0022010494	0.0022152984	0.0022010494	0.0022152825	0.0022081463	0.0022081507	0.0022223382	0.0022080997	0.0022081365	0.0022010494	0.0022010494	0.002215217	0.0022152467	0.0022010494	0.0022081463	0.0022010508	0.0022152446	0.0022010494	0.002215201	0.0022081505	0.0022081542	0.0022152432	0.0022223145	0.0022294808	0.0022010494	0.0022081472	0.0022010494	0.0022081414	0.0022294407	0.0022082014	0.0022081505	0.0022081817	0.0022081032	0.0022152055	0.0022041472	0.0022222856	0.0022151847	0.0022010494	0.0022152034	0.0022082105	0.0022293946	0.0022010494	0.0022223939	0.0022153212	0.0022081404	0.0022010494	0.0022010494	0.0022152073	0.0022153037	0.0022223173	0.0022080773	0.0022437845	0.0022010494	0.67054534	0.0022010494	0.0022294843	0.0022152883	0.0022081581	0.0022010524	0.0022010498	0.0022010494	0.0022010494	0.0022010494	0.002215251	0.0022010494	0.0022080773	0.0022010494	0.002222433	0.0022081612	0.0022151358	0.0022081502	0.0022010494	0.0022081363	0.0022010494	0.0022152287	0.0022081505	0.0022152723	0.0022081072	0.002229556	0.0022152471	0.0022010494	0.0022153247	0.0022223294	0.0022151817	0.0022223697	0.0022295315	0.0022010494	0.0022010494	0.0022080985	0.0022080925	0.0022080604	0.0022010494	0.0022010494	0.0022010494	0.0022152588	0.0022081698	0.0022224076	0.0022010494	0.0022010494
0.0066791587	0.0067221005	0.006636407	0.0066364068	0.006807593	0.0066364068	0.0066364068	0.0067651933	0.006700661	0.006679007	0.0067436323	0.0066364068	0.0066577573	0.0066578174	0.006679122	0.00665785	0.006657805	0.006657775	0.0066576325	0.006657947	0.0066792094	0.0066578174	0.006743543	0.0066364068	0.0067005916	0.0066573676	0.006657775	0.006657738	0.006657775	0.0066364068	0.0066364068	0.006657805	0.0066364068	0.0066792807	0.006657745	0.006743393	0.006657805	0.006722158	0.0066577583	0.0066578076	0.006671423	0.006679429	0.0066577257	0.0066577573	0.006679106	0.006657738	0.0066364068	0.0066364068	0.0066364068	0.0066578644	0.006700651	0.0066364068	0.006679369	0.0066364068	0.006679321	0.006657805	0.0066578183	0.006700595	0.0066576647	0.006657775	0.0066364068	0.0066364068	0.0066791237	0.006679213	0.0066364068	0.006657805	0.006636411	0.0066792076	0.0066364068	0.006679076	0.0066578174	0.0066578286	0.006679203	0.0067005237	0.006722131	0.0066364068	0.0066578076	0.0066364068	0.0066577904	0.0067220097	0.0066579715	0.0066578174	0.0066579115	0.006657675	0.0066790893	0.006645747	0.0067004366	0.006679027	0.0066364068	0.006679083	0.0066579985	0.006721871	0.0066364068	0.006700763	0.0066794376	0.0066577876	0.0066364068	0.0066364068	0.006679095	0.006679386	0.006700532	0.006657597	0.006765258	0.0066364068	0.006657715	0.0066364068	0.0067221415	0.0066793393	0.0066578407	0.006636416	0.006636408	0.0066364068	0.0066364068	0.0066364068	0.0066792266	0.0066364068	0.006657597	0.0066364068	0.006700881	0.00665785	0.0066788793	0.006657817	0.0066364068	0.0066577746	0.0066364068	0.0066791596	0.0066578174	0.006679291	0.0066576866	0.0067223576	0.006679215	0.0066364068	0.0066794488	0.0067005684	0.0066790176	0.00670069	0.0067222835	0.0066364068	0.0066364068	0.006657661	0.006657643	0.006657546	0.0066364068	0.0066364068	0.0066364068	0.0066792495	0.0066578756	0.0067008045	0.0066364068	0.0066364068
0.0066791587	0.0067221005	0.006636407	0.0066364068	0.006807593	0.0066364068	0.0066364068	0.0067651933	0.006700661	0.006679007	0.0067436323	0.0066364068	0.0066577573	0.0066578174	0.006679122	0.00665785	0.006657805	0.006657775	0.0066576325	0.006657947	0.0066792094	0.0066578174	0.006743543	0.0066364068	0.0067005916	0.0066573676	0.006657775	0.006657738	0.006657775	0.0066364068	0.0066364068	0.006657805	0.0066364068	0.0066792807	0.006657745	0.006743393	0.006657805	0.006722158	0.0066577583	0.0066578076	0.006671423	0.006679429	0.0066577257	0.0066577573	0.006679106	0.006657738	0.0066364068	0.0066364068	0.0066364068	0.0066578644	0.006700651	0.0066364068	0.006679369	0.0066364068	0.006679321	0.006657805	0.0066578183	0.006700595	0.0066576647	0.006657775	0.0066364068	0.0066364068	0.0066791237	0.006679213	0.0066364068	0.006657805	0.006636411	0.0066792076	0.0066364068	0.006679076	0.0066578174	0.0066578286	0.006679203	0.0067005237	0.006722131	0.0066364068	0.0066578076	0.0066364068	0.0066577904	0.0067220097	0.0066579715	0.0066578174	0.0066579115	0.006657675	0.0066790893	0.006645747	0.0067004366	0.006679027	0.0066364068	0.006679083	0.0066579985	0.006721871	0.0066364068	0.006700763	0.0066794376	0.0066577876	0.0066364068	0.0066364068	0.006679095	0.006679386	0.006700532	0.006657597	0.006765258	0.0066364068	0.006657715	0.0066364068	0.0067221415	0.0066793393	0.0066578407	0.006636416	0.006636408	0.0066364068	0.0066364068	0.0066364068	0.0066792266	0.0066364068	0.006657597	0.0066364068	0.006700881	0.00665785	0.0066788793	0.006657817	0.0066364068	0.0066577746	0.0066364068	0.0066791596	0.0066578174	0.006679291	0.0066576866	0.0067223576	0.006679215	0.0066364068	0.0066794488	0.0067005684	0.0066790176	0.00670069	0.0067222835	0.0066364068	0.0066364068	0.006657661	0.006657643	0.006657546	0.0066364068	0.0066364068	0.0066364068	0.0066792495	0.0066578756	0.0067008045	0.0066364068	0.0066364068
0.0066791587	0.0067221005	0.006636407	0.0066364068	0.006807593	0.0066364068	0.0066364068	0.0067651933	0.006700661	0.006679007	0.0067436323	0.0066364068	0.0066577573	0.0066578174	0.006679122	0.00665785	0.006657805	0.006657775	0.0066576325	0.006657947	0.0066792094	0.0066578174	0.006743543	0.0066364068	0.0067005916	0.0066573676	0.006657775	0.006657738	0.006657775	0.0066364068	0.0066364068	0.006657805	0.0066364068	0.0066792807	0.006657745	0.006743393	0.006657805	0.006722158	0.0066577583	0.0066578076	0.006671423	0.006679429	0.0066577257	0.0066577573	0.006679106	0.006657738	0.0066364068	0.0066364068	0.0066364068	0.0066578644	0.006700651	0.0066364068	0.006679369	0.0066364068	0.006679321	0.006657805	0.0066578183	0.006700595	0.0066576647	0.006657775	0.0066364068	0.0066364068	0.0066791237	0.006679213	0.0066364068	0.006657805	0.006636411	0.0066792076	0.0066364068	0.006679076	0.0066578174	0.0066578286	0.006679203	0.0067005237	0.006722131	0.0066364068	0.0066578076	0.0066364068	0.0066577904	0.0067220097	0.0066579715	0.0066578174	0.0066579115	0.006657675	0.0066790893	0.006645747	0.0067004366	0.006679027	0.0066364068	0.006679083	0.0066579985	0.006721871	0.0066364068	0.006700763	0.0066794376	0.0066577876	0.0066364068	0.0066364068	0.006679095	0.006679386	0.006700532	0.006657597	0.006765258	0.0066364068	0.006657715	0.0066364068	0.0067221415	0.0066793393	0.0066578407	0.006636416	0.006636408	0.0066364068	0.0066364068	0.0066364068	0.0066792266	0.0066364068	0.006657597	0.0066364068	0.006700881	0.00665785	0.0066788793	0.006657817	0.0066364068	0.0066577746	0.0066364068	0.0066791596	0.0066578174	0.006679291	0.0066576866	0.0067223576	0.006679215	0.0066364068	0.0066794488	0.0067005684	0.0066790176	0.00670069	0.0067222835	0.0066364068	0.0066364068	0.006657661	0.006657643	0.006657546	0.0066364068	0.0066364068	0.0066364068	0.0066792495	0.0066578756	0.0067008045	0.0066364068	0.0066364068
0.0011062316	0.0011133439	0.001099151	0.0010991509	0.0011275035	0.0010991509	0.0010991509	0.001120481	0.001109793	0.0011062064	0.00111691	0.0010991509	0.001102687	0.001102697	0.0011062255	0.0011027023	0.0011026949	0.00110269	0.0011026664	0.0011027184	0.00110624	0.001102697	0.0011168951	0.0010991509	0.0011097814	0.0011026225	0.00110269	0.0011026837	0.00110269	0.0010991509	0.0010991509	0.0011026949	0.0010991509	0.0011062517	0.001102685	0.0011168703	0.0011026949	0.0011133533	0.0011026872	0.0011026954	0.0011049504	0.0011062764	0.0011026817	0.001102687	0.0011062229	0.0011026837	0.0010991509	0.0010991509	0.0010991509	0.0011027048	0.0011097912	0.0010991509	0.0011062665	0.0010991509	0.0011062586	0.0011026949	0.0011026971	0.41761315	0.0011026716	0.00110269	0.0010991509	0.0010991509	0.0011062259	0.0011062406	0.0010991509	0.0011026949	0.0010991516	0.0011062396	0.0010991509	0.0011062179	0.001102697	0.0011026989	0.0011062389	0.0011097701	0.0011133489	0.0010991509	0.0011026954	0.0010991509	0.0011026924	0.0011133287	0.0011027225	0.001102697	0.418975	0.0011026734	0.0011062201	0.0011006978	0.0011097557	0.0011062097	0.0010991509	0.001106219	0.001102727	0.0011133058	0.0010991509	0.0011098097	0.0011062778	0.001102692	0.0010991509	0.0010991509	0.001106221	0.0011062692	0.0011097715	0.0011026604	0.0011204918	0.0010991509	0.00110268	0.0010991509	0.0011133506	0.0011062615	0.0011027008	0.0010991524	0.0010991511	0.0010991509	0.0010991509	0.0010991509	0.0011062429	0.0010991509	0.0011026604	0.0010991509	0.0011098293	0.0011027023	0.0011061854	0.0011026969	0.0010991509	0.0011026899	0.0010991509	0.0011062317	0.001102697	0.0011062535	0.0011026753	0.0011133864	0.0011062409	0.0010991509	0.0011062796	0.0011097775	0.0011062082	0.0011097976	0.0011133741	0.0010991509	0.0010991509	0.001102671	0.0011026681	0.0011026519	0.0010991509	0.0010991509	0.0010991509	0.0011062466	0.0011027067	0.0011098167	0.0010991509	0.0010991509
0.0022152304	0.0022294726	0.0022010512	0.0022010512	0.0022578272	0.0022010512	0.0022010512	0.002243765	0.002222362	0.00221518	0.0022366138	0.0022010512	0.0022081323	0.0022081523	0.002215218	0.002208163	0.002208148	0.0022081381	0.0022080909	0.0022081952	0.0022152471	0.0022081523	0.0022365842	0.0022010512	0.002222339	0.002208003	0.0022081381	0.0022081258	0.0022081381	0.0022010512	0.0022010512	0.002208148	0.0022010512	0.0022152707	0.0022081283	0.0022365344	0.002208148	0.0022294915	0.0022081325	0.0022081488	0.0022126648	0.00221532	0.0022081218	0.0022081323	0.002215213	0.0022081258	0.0022010512	0.0022010512	0.0022010512	0.0022081677	0.0022223585	0.0022010512	0.0022153002	0.0022010512	0.0022152842	0.002208148	0.0022081526	0.0022223399	0.0022081016	0.0022081381	0.0022010512	0.0022010512	0.0022152187	0.0022152483	0.0022010512	0.002208148	0.0022010526	0.0022152464	0.0022010512	0.0022152027	0.0022081523	0.002208156	0.0022152448	0.0022223163	0.0022294826	0.0022010512	0.0022081488	0.0022010512	0.0022081432	0.0022294424	0.0022082033	0.0022081523	0.24858819	0.0022081048	0.0022152073	0.0022041488	0.0022222872	0.0022151866	0.0022010512	0.0022152052	0.0022082124	0.0022293963	0.0022010512	0.0022223957	0.0022153228	0.0022081423	0.0022010512	0.0022010512	0.0022152092	0.0022153056	0.0022223191	0.002208079	0.0022437864	0.0022010512	0.002208118	0.0022010512	0.0022294861	0.0022152902	0.0022081598	0.002201054	0.0022010517	0.0022010512	0.0022010512	0.0022010512	0.0022152527	0.0022010512	0.002208079	0.0022010512	0.0022224346	0.002208163	0.0022151377	0.002208152	0.0022010512	0.0022081381	0.0022010512	0.0022152306	0.0022081523	0.0022152741	0.0022081088	0.0022295576	0.42417222	0.0022010512	0.0022153265	0.002222331	0.0022151833	0.0022223713	0.0022295334	0.0022010512	0.0022010512	0.0022081002	0.0022080943	0.0022080622	0.0022010512	0.0022010512	0.0022010512	0.0022152604	0.0022081714	0.0022224095	0.0022010512	0.0022010512
