topic_0	topic_1	topic_2	topic_3	topic_4	topic_5	topic_6	topic_7	topic_8	topic_9	topic_10	topic_11	topic_12	topic_13	topic_14	topic_15	topic_16	topic_17	topic_18	topic_19	topic_20	topic_21	topic_22	topic_23	topic_24	topic_25	topic_26	topic_27	topic_28	topic_29	topic_30	topic_31	topic_32	topic_33	topic_34	topic_35	topic_36	topic_37	topic_38	topic_39	topic_40	topic_41	topic_42	topic_43	topic_44	topic_45	topic_46	topic_47	topic_48	topic_49	topic_50	topic_51	topic_52	topic_53	topic_54	topic_55	topic_56	topic_57	topic_58	topic_59	topic_60	topic_61	topic_62	topic_63	topic_64	topic_65	topic_66	topic_67	topic_68	topic_69	topic_70	topic_71	topic_72	topic_73	topic_74	topic_75	topic_76	topic_77	topic_78	topic_79	topic_80	topic_81	topic_82	topic_83	topic_84	topic_85	topic_86	topic_87	topic_88	topic_89	topic_90	topic_91	topic_92	topic_93	topic_94	topic_95	topic_96	topic_97	topic_98	topic_99	topic_100	topic_101	topic_102	topic_103	topic_104	topic_105	topic_106	topic_107	topic_108	topic_109	topic_110	topic_111	topic_112	topic_113	topic_114	topic_115	topic_116	topic_117	topic_118	topic_119	topic_120	topic_121	topic_122	topic_123	topic_124	topic_125	topic_126	topic_127	topic_128	topic_129	topic_130	topic_131	topic_132	topic_133	topic_134	topic_135	topic_136	topic_137	topic_138	topic_139	topic_140	topic_141	topic_142	topic_143	topic_144	topic_145	topic_146	topic_147	topic_148	topic_149	topic_150	topic_151	topic_152	topic_153	topic_154	topic_155	topic_156	topic_157	topic_158	topic_159	topic_160	topic_161	topic_162	topic_163	topic_164	topic_165	topic_166	topic_167	topic_168	topic_169
0.0005314009	0.00052979146	0.0005285157	0.0005293656	0.0005310636	0.0005315	0.0005280864	0.0005297958	0.0005289412	0.00052809046	0.00052978867	0.0005297925	0.00052979303	0.0005290805	0.0005297901	0.00052936666	0.00053021515	0.0005297922	0.000529795	0.00052937126	0.0005289421	0.0005285154	0.00052975223	0.0005280863	0.00053235074	0.00053021166	0.00053106557	0.0005289469	0.0005289248	0.0005319224	0.0005306245	0.0005289366	0.0005327853	0.0005289297	0.00053022197	0.00052936515	0.00052894215	0.00053192925	0.0005297699	0.0005328396	0.0005327736	0.0005324938	0.0005280863	0.0005310705	0.00052936864	0.0005302109	0.00053106423	0.00053148775	0.00053064205	0.000529366	0.0005284664	0.0005306392	0.0005285114	0.0005310562	0.0005297894	0.00053107616	0.00052808755	0.00052936096	0.0005285172	0.0005293715	0.00052723667	0.0005353381	0.00053362845	0.00052808697	0.0005289412	0.0005297808	0.00053021696	0.00053021574	0.00053064834	0.0005285196	0.0005306399	0.0005327787	0.0005298007	0.00052809465	0.00053532794	0.0005306453	0.00053106743	0.00052979094	0.00053064583	0.0005314933	0.00052851485	0.000528938	0.0005289413	0.0005344881	0.0005289418	0.00053191895	0.00052893703	0.00053064106	0.0005310735	0.00052894116	0.0005310735	0.00053355284	0.0005289443	0.000529368	0.0005285106	0.0005323395	0.0005319061	0.0005353202	0.00053021946	0.00053233694	0.00053017645	0.00053105043	0.000529791	0.00053021166	0.00052936334	0.00052936893	0.00052851025	0.00052978215	0.0005298	0.0005344821	0.00052979175	0.0005314973	0.9103794	0.0005310307	0.00052851654	0.0005280861	0.0005302133	0.0005323585	0.0005293716	0.0005307645	0.0005324326	0.00052766287	0.00052850926	0.000528938	0.0005297941	0.00053019926	0.00052851316	0.00052978756	0.00052979676	0.00053064746	0.00053106615	0.0005285185	0.00053233985	0.00053363264	0.000532377	0.0005293659	0.0005289428	0.00052766403	0.00052979664	0.0005310719	0.00052936416	0.0005280927	0.0005306484	0.0005293649	0.0005293682	0.00053361687	0.0005293566	0.00052979845	0.0005285125	0.00053063955	0.00053107773	0.00053319155	0.00052894076	0.00053151336	0.00052979344	0.00052937184	0.0005340149	0.00053062686	0.0005353358	0.00053021417	0.00053022325	0.00052978995	0.0005310706	0.0005340613	0.0005348897	0.0005293649	0.0005306532	0.000528941	0.00052893534	0.0005289372
0.0011702492	0.0011667049	0.0011638955	0.0011657671	0.0011695063	0.0011704672	0.00116295	0.0011667145	0.0011648325	0.0011629589	0.0011666988	0.0011667073	0.0011667083	0.0011651393	0.0011667019	0.0011657693	0.0011676379	0.0011667064	0.0011667127	0.0011657795	0.0011648344	0.0011638947	0.0011666184	0.0011629498	0.0011723409	0.0011676302	0.0011695107	0.0011648451	0.0011647963	0.0011713976	0.0011685393	0.0011648223	0.0011732979	0.0011648071	0.0011676529	0.001165766	0.0011648345	0.0011714128	0.0011666574	0.0011734174	0.0011732721	0.001172656	0.0011629498	0.0011695216	0.0011657737	0.0011676284	0.0011695077	0.0011704405	0.001168578	0.001165768	0.0011637869	0.0011685718	0.0011638859	0.00116949	0.0011667004	0.001169534	0.20153043	0.0011657568	0.0011638986	0.00116578	0.0011610787	0.0011789197	0.0011751546	0.0011629511	0.0011648325	0.0011666814	0.001167642	0.0011676392	0.0011685919	0.0011639041	0.0011685733	0.0011732833	0.0011667252	0.0011629681	0.0011788973	0.0011685851	0.0011695148	0.0011667036	0.0011685863	0.0011704526	0.0011638935	0.0011648254	0.0011648326	0.0011770478	0.0011648338	0.0011713901	0.0011648232	0.0011685758	0.0011695281	0.0011648323	0.0011695282	0.0011749881	0.0011648393	0.0011657723	0.0011638841	0.0011723161	0.0011713617	0.0011788802	0.0011676473	0.0011723106	0.0011675527	0.0011694775	0.0011667039	0.0011676302	0.0011657621	0.0011657744	0.0011638834	0.0011666843	0.0011667237	0.0011770346	0.0011667055	0.0011704614	0.0011657653	0.0011694339	0.0011638972	0.0011629493	0.0011676338	0.0011723579	0.0011657802	0.0011688477	0.0011725212	0.0011620172	0.0011638813	0.0011648254	0.0011667106	0.001167603	0.0011638898	0.0011666962	0.0011667166	0.00116859	0.0011695119	0.0011639015	0.001172317	0.0011751639	0.0011723987	0.0011657678	0.0011648359	0.0011620198	0.0011667162	0.0011695247	0.0011657639	0.0011629639	0.001168592	0.0011657655	0.0011657727	0.0011751291	0.0011657472	0.0011667203	0.0011638884	0.0011685726	0.0011695375	0.0011741925	0.0011648315	0.0011704968	0.0011667092	0.6022705	0.0011760056	0.0011685445	0.0011789146	0.0011676358	0.0011676557	0.0011667015	0.0011695217	0.0011761078	0.0011779321	0.0011657655	0.0011686026	0.0011648319	0.0011648195	0.0011648235
0.00041745743	0.0004161931	0.00041519094	0.00041585858	0.00041719247	0.00041753525	0.00041485362	0.00041619653	0.00041552517	0.00041485683	0.00041619092	0.00041619394	0.00041619435	0.0004156346	0.00041619205	0.00041585937	0.00041652596	0.00041619368	0.0004161959	0.000415863	0.00041552584	0.00041519062	0.00041616228	0.0004148536	0.00041820362	0.0004165232	0.00041719398	0.00041552965	0.00041551224	0.5008562	0.00041684747	0.00041552153	0.00041854498	0.00041551612	0.00041653131	0.0004158582	0.0004155259	0.0004178725	0.0004161762	0.00041858765	0.0004185358	0.000418316	0.26839483	0.0004171979	0.00041586094	0.00041652258	0.00041719296	0.00041752568	0.00041686132	0.0004158589	0.0004151522	0.00041685905	0.0004151875	0.00041718665	0.16117798	0.00041720233	0.00041485453	0.0004158549	0.00041519207	0.00041586318	0.00041418613	0.00042055044	0.00041920732	0.00041485406	0.00041552517	0.00041618472	0.0004165274	0.00041652637	0.00041686624	0.000415194	0.0004168596	0.0004185398	0.00041620038	0.00041486011	0.00042054246	0.00041686386	0.0004171955	0.00041619266	0.0004168643	0.00041752998	0.00041519024	0.00041552266	0.00041552522	0.0004198827	0.00041552563	0.00041786442	0.00041552188	0.0004168605	0.0004172002	0.0004155251	0.00041720024	0.00041914795	0.00041552758	0.00041586044	0.00041518686	0.0004181948	0.00041785432	0.00042053638	0.0004165293	0.00041819277	0.00041649552	0.00041718213	0.00041619275	0.0004165232	0.00041585678	0.00041586117	0.0004151866	0.0004161858	0.0004161998	0.00041987796	0.00041619333	0.00041753316	0.00041585794	0.00041716662	0.00041519155	0.0004148534	0.00041652448	0.00041820967	0.00041586327	0.0004169575	0.0004182679	0.0004145209	0.00041518584	0.00041552266	0.00041619517	0.00041651347	0.0004151889	0.00041619	0.00041619726	0.00041686557	0.00041719445	0.0004151931	0.00041819506	0.00041921064	0.00041822423	0.0004158588	0.0004155264	0.0004145218	0.00041619717	0.00041719901	0.00041585744	0.00041485863	0.00041686627	0.000415858	0.00041586056	0.00041919824	0.00041585148	0.0004161986	0.0004151884	0.00041685934	0.00041720358	0.00041886416	0.0004155248	0.00041754576	0.00041619464	0.00041586347	0.0004195109	0.00041684936	0.0004205486	0.00041652517	0.0004165323	0.0004161919	0.00041719794	0.00041954737	0.00042019816	0.000415858	0.00041687008	0.00041552496	0.00041552054	0.000415522
0.0011702498	0.0011667055	0.0011638962	0.0011657678	0.001169507	0.0011704679	0.0011629506	0.0011667152	0.0011648331	0.0011629596	0.0011666993	0.0011667078	0.001166709	0.00116514	0.0011667026	0.00116577	0.0011676386	0.0011667071	0.0011667134	0.0011657801	0.001164835	0.0011638954	0.0011666191	0.0011629505	0.0011723416	0.0011676309	0.0011695113	0.0011648458	0.0011647969	0.0011713983	0.0011685399	0.001164823	0.0011732986	0.0011648077	0.0011676536	0.0011657667	0.0011648352	0.0011714135	0.0011666581	0.0011734181	0.0011732727	0.0011726565	0.0011629505	0.0011695223	0.0011657744	0.0011676291	0.0011695084	0.001170441	0.0011685787	0.0011657687	0.0011637876	0.0011685723	0.0011638865	0.0011694906	0.0011667011	0.0011695347	0.0011629531	0.0011657575	0.0011638993	0.0011657806	0.0011610794	0.0011789204	0.0011751553	0.0011629518	0.0011648331	0.001166682	0.0011676427	0.0011676399	0.0011685925	0.0011639048	0.001168574	0.001173284	0.0011667259	0.0011629688	0.001178898	0.0011685858	0.0011695155	0.0011667043	0.001168587	0.0011704533	0.0011638942	0.0011648261	0.0011648333	0.0011770485	0.0011648345	0.0011713908	0.0011648239	0.0011685765	0.0011695287	0.001164833	0.0011695288	0.0011749888	0.00116484	0.001165773	0.0011638848	0.0011723168	0.0011713624	0.0011788809	0.001167648	0.0011723111	0.0011675534	0.001169478	0.0011667046	0.0011676309	0.0011657627	0.001165775	0.0011638841	0.001166685	0.0011667243	0.0011770353	0.0011667062	0.0011704621	0.001165766	0.0011694346	0.0011638979	0.00116295	0.0011676345	0.0011723585	0.0011657809	0.0011688484	0.0011725217	0.41589788	0.38790002	0.0011648261	0.0011667113	0.0011676037	0.0011638905	0.0011666969	0.0011667173	0.0011685906	0.0011695126	0.0011639022	0.0011723177	0.0011751645	0.0011723994	0.0011657684	0.0011648366	0.0011620205	0.0011667169	0.0011695254	0.0011657645	0.0011629646	0.0011685926	0.0011657662	0.0011657734	0.0011751298	0.0011657479	0.001166721	0.0011638891	0.0011685733	0.0011695381	0.0011741932	0.0011648322	0.0011704974	0.0011667098	0.0011657815	0.0011760063	0.0011685452	0.0011789153	0.0011676365	0.0011676564	0.0011667022	0.0011695224	0.0011761085	0.0011779328	0.0011657662	0.0011686033	0.0011648326	0.0011648202	0.0011648242
0.00073090784	0.00072869414	0.00072693947	0.00072810845	0.00073044386	0.00073104404	0.0007263489	0.00072870014	0.0007275247	0.00072635454	0.0007286903	0.0007286956	0.0007286963	0.0007277163	0.0007286923	0.00072810985	0.0007292769	0.00072869513	0.00072869903	0.0007281162	0.00072752585	0.00072693895	0.0007286402	0.00072634884	0.0007322143	0.0007292721	0.00073044654	0.00072753255	0.00072750205	0.0007316251	0.00072983984	0.00072751835	0.000732812	0.00072750886	0.0007292863	0.0007281078	0.00072752597	0.00073163456	0.00072866457	0.00073288666	0.00073279586	0.00073241105	0.00072634884	0.0007304534	0.0007281126	0.00072927104	0.00073044474	0.0007310273	0.0007298641	0.00072810904	0.3761586	0.00072986016	0.0007269335	0.0007304337	0.00072869135	0.0007304612	0.00072635047	0.000728102	0.00072694145	0.0007281165	0.0007251802	0.00073632324	0.00073397165	0.00072634965	0.0007275247	0.0007286795	0.0007292794	0.0007292777	0.0007298727	0.0007269448	0.00072986115	0.00073280284	0.0007287069	0.0007263603	0.0007363092	0.00072986854	0.00073044916	0.0007286934	0.0007298693	0.00073103484	0.00072693825	0.0007275203	0.0007275248	0.0007351541	0.0007275255	0.0007316204	0.0007275189	0.0007298627	0.0007304575	0.0007275246	0.00073045754	0.0007338677	0.00072752894	0.0007281117	0.00072693237	0.0007321988	0.00073160266	0.00073629856	0.0007292828	0.0007321953	0.00072922366	0.0007304258	0.0007286935	0.0007292721	0.0007281053	0.000728113	0.0007269319	0.00072868133	0.0007287059	0.0007351458	0.00072869455	0.0007310404	0.00072810735	0.00073039863	0.0007269406	0.0007263485	0.00072927435	0.0007322249	0.00072811666	0.0007300325	0.0007323268	0.0007257664	0.00072693056	0.0007275203	0.00072869775	0.000729255	0.0007269359	0.0007286887	0.0007287014	0.00072987156	0.00073044735	0.00072694325	0.0007321993	0.0007339774	0.00073225034	0.00072810886	0.00072752684	0.000725768	0.00072870124	0.00073045533	0.0007281065	0.0007263577	0.0007298728	0.00072810746	0.00072811195	0.0007339557	0.000728096	0.00072870374	0.00072693505	0.0007298607	0.00073046336	0.0007333708	0.00072752405	0.0007310625	0.0007286968	0.000728117	0.00073450315	0.00072984316	0.00073632004	0.0007292756	0.00072928803	0.00072869204	0.00073045347	0.000734567	0.0007357064	0.50130093	0.0007298794	0.00072752434	0.0007275166	0.00072751916
0.0005314007	0.0005297913	0.00052851555	0.8575737	0.0005310634	0.00053149974	0.0005280862	0.00052979565	0.00052894105	0.0005280903	0.0005297885	0.00052979233	0.00052979286	0.00052908034	0.00052978995	0.0005293665	0.000530215	0.000529792	0.00052979484	0.0005293711	0.00052894186	0.0005285152	0.053335533	0.00052808615	0.00053235056	0.0005302115	0.00053106534	0.00052894675	0.0005289246	0.0005319222	0.00053062424	0.0005289364	0.0005327851	0.0005289295	0.0005302218	0.000529365	0.000528942	0.0005319291	0.00052976975	0.00053283945	0.0005327734	0.00053249364	0.00052808615	0.00053107034	0.00052936847	0.0005302107	0.00053106406	0.0005314876	0.0005306419	0.00052936585	0.00052846625	0.000530639	0.0005285112	0.000531056	0.00052978925	0.000531076	0.0005280874	0.0005293608	0.000528517	0.0005293713	0.0005272365	0.00053533795	0.0005336282	0.00052808673	0.00052894105	0.00052978063	0.0005302168	0.0005302155	0.00053064816	0.00052851945	0.0005306397	0.0005327785	0.00052980054	0.0005280945	0.00053532777	0.0005306451	0.00053106726	0.00052979076	0.00053064566	0.00053149305	0.0005285147	0.00052893785	0.0005289411	0.00053448795	0.00052894163	0.0005319188	0.00052893686	0.0005306409	0.0005310733	0.00052894093	0.0005310733	0.00053355267	0.00052894413	0.0005293678	0.0005285104	0.0005323393	0.0005319059	0.00053532	0.00053021923	0.00053233677	0.0005301763	0.00053105026	0.0005297908	0.0005302115	0.00052936317	0.00052936876	0.0005285101	0.000529782	0.0005297998	0.00053448195	0.0005297916	0.0005314971	0.0005293646	0.0005310305	0.00052851636	0.0005280859	0.0005302131	0.0005323583	0.00052937143	0.00053076434	0.0005324324	0.0005276627	0.0005285091	0.00052893785	0.0005297939	0.0005301991	0.000528513	0.0005297873	0.0005297966	0.0005306473	0.000531066	0.00052851834	0.0005323397	0.0005336324	0.0005323768	0.00052936573	0.0005289426	0.00052766385	0.00052979647	0.00053107174	0.000529364	0.00052809255	0.0005306482	0.00052936474	0.000529368	0.0005336167	0.0005293564	0.0005297983	0.00052851235	0.0005306394	0.00053107756	0.00053319137	0.0005289406	0.0005315131	0.00052979327	0.00052937167	0.00053401466	0.0005306267	0.0005353356	0.000530214	0.0005302231	0.0005297898	0.0005310704	0.00053406105	0.0005348895	0.00052936474	0.00053065305	0.00052894076	0.00052893517	0.00052893703
0.20505048	0.00038842738	0.00038749207	0.00038811515	0.00038936007	0.00038967998	0.00038717725	0.00038843058	0.000387804	0.00038718025	0.06975808	0.00038842816	0.00038842854	0.00038790613	0.0003884264	0.0003881159	0.000388738	0.0003884279	0.00038843	0.00038811928	0.0003878046	0.00038749177	0.00038839862	0.00038717722	0.00039030376	0.00038873544	0.0003893615	0.0003878082	0.00038779195	0.00038998973	0.0003890381	0.0003878006	0.00039062236	0.00038779556	0.000388743	0.00038811483	0.00038780467	0.00038999473	0.0003884116	0.00039066217	0.00039061377	0.00039040865	0.00038717722	0.00038936516	0.00038811736	0.0003887349	0.00038936053	0.2973312	0.000389051	0.00038811547	0.0003874559	0.0003890489	0.00038748886	0.00038935462	0.0003884259	0.0003893693	0.0003871781	0.00038811174	0.0003874931	0.00038811946	0.00038655428	0.00039249402	0.00039124052	0.00038717766	0.000387804	0.00038841955	0.00038873934	0.0003887384	0.0003890556	0.00038749492	0.0003890494	0.0003906175	0.00038843416	0.0003871833	0.00039248657	0.00038905337	0.0003893629	0.00038842697	0.00038905378	0.0003896751	0.0003874914	0.00038780167	0.00038780406	0.00039187082	0.00038780444	0.0003899872	0.00038780092	0.00038905026	0.00038936728	0.00038780394	0.0003893673	0.0003911851	0.00038780627	0.0003881169	0.36332017	0.00039029552	0.00038997777	0.00039248087	0.00038874114	0.00039029363	0.00038870962	0.00038935043	0.00038842703	0.00038873544	0.0003881135	0.0003881176	0.00038748802	0.00038842054	0.00038843363	0.0003918664	0.0003884276	0.00038967803	0.00038811457	0.00038933594	0.00038749265	0.00038717705	0.00038873663	0.00039030943	0.00038811954	0.00038914077	0.00039036374	0.00038686674	0.0003874873	0.00038780167	0.0003884293	0.00038872636	0.00038749017	0.0003884245	0.00038843125	0.00038905497	0.00038936193	0.00038749407	0.00039029578	0.00039124358	0.000390323	0.00038811538	0.00038780514	0.00038686758	0.00038843116	0.00038936618	0.0003881141	0.0003871819	0.00038905564	0.00038811463	0.000388117	0.00039123202	0.00038810854	0.0003884325	0.0003874897	0.00038904918	0.00038937043	0.00039092024	0.00038780365	0.00038968978	0.0003884288	0.00038811972	0.00039152385	0.00038903987	0.0003924923	0.0003887373	0.00038874394	0.00038842627	0.0003893652	0.00039155787	0.00039216524	0.00038811463	0.0003890592	0.0003878038	0.00038779966	0.00038780103
0.00010817603	0.000107848406	0.000107588705	0.00010776171	0.000108107364	0.00010819619	0.0001075013	0.00010784929	0.00010767532	0.00010750213	0.00010784783	0.00010784862	0.00010784872	0.00010770368	0.00010784813	0.00010776192	0.00010793465	0.00010784855	0.000107849126	0.00010776286	0.00010767549	0.00010758863	0.00010784042	0.00010750129	0.000108369386	0.000107933934	0.000108107764	0.00010767648	0.00010767197	0.00010828219	0.000108017965	0.00010767438	0.00010845785	0.000107672975	0.00010793604	0.00010776162	0.00010767551	0.00010828359	0.00010784402	0.0001084689	0.00010845547	0.000108398504	0.00010750129	0.000108108776	0.000107762324	0.00010793378	0.000108107495	0.00010819371	0.00010802156	0.0001077618	0.000107578664	0.00010802097	0.00010758782	0.00010810586	0.00010784799	0.000108109925	0.00010750153	0.00010776077	0.000107589	0.98175615	0.00010732833	0.000108977525	0.00010862948	0.000107501415	0.00010767532	0.00010784623	0.00010793502	0.000107934764	0.00010802283	0.0001075895	0.000108021115	0.0001084565	0.00010785028	0.00010750299	0.00010897545	0.000108022214	0.00010810815	0.00010784829	0.00010802232	0.00010819483	0.00010758852	0.00010767467	0.00010767533	0.00010880449	0.00010767544	0.00010828149	0.00010767447	0.00010802135	0.00010810937	0.0001076753	0.00010810938	0.00010861409	0.00010767594	0.00010776219	0.00010758766	0.0001083671	0.00010827887	0.00010897387	0.00010793552	0.00010836658	0.00010792677	0.000108104694	0.000107848304	0.000107933934	0.00010776125	0.00010776239	0.000107587584	0.00010784651	0.00010785014	0.000108803266	0.000107848464	0.00010819565	0.00010776155	0.00010810067	0.00010758887	0.00010750124	0.00010793427	0.00010837096	0.00010776293	0.00010804648	0.00010838604	0.000107415086	0.00010758739	0.00010767467	0.00010784894	0.00010793142	0.00010758818	0.0001078476	0.00010784948	0.00010802266	0.00010810788	0.000107589265	0.000108367174	0.00010863034	0.00010837473	0.00010776177	0.00010767564	0.00010741532	0.00010784945	0.00010810907	0.00010776142	0.000107502594	0.00010802284	0.00010776157	0.00010776223	0.00010862713	0.00010775988	0.000107849824	0.00010758805	0.00010802105	0.000108110245	0.00010854055	0.00010767522	0.00010819892	0.0001078488	0.00010776298	0.00010870815	0.00010801846	0.000108977045	0.00010793445	0.0001079363	0.00010784809	0.00010810879	0.00010871759	0.000108886234	0.00010776157	0.00010802382	0.00010767527	0.00010767412	0.000107674496
0.0014634874	0.001459055	0.0014555417	0.0014578822	0.0014625585	0.0014637603	0.0014543593	0.0014590671	0.0014567134	0.0014543704	0.0014590473	0.001459058	0.0014590594	0.0014570971	0.0014590513	0.001457885	0.001460222	0.001459057	0.0014590649	0.0014578978	0.0014567157	0.0014555407	0.001458947	0.0014543592	0.0014661034	0.0014602122	0.0014625639	0.0014567291	0.0014566681	0.0014649237	0.0014613491	0.0014567007	0.0014673001	0.0014566816	0.0014602407	0.001457881	0.001456716	0.0014649426	0.0014589957	0.0014674497	0.0014672679	0.0014664973	0.0014543592	0.0014625776	0.0014578905	0.0014602101	0.0014625603	0.0014637266	0.0014613976	0.0014578834	0.0014554058	0.0014613897	0.0014555297	0.001462538	0.0014590494	0.0014625931	0.0014543624	0.0014578694	0.0014555457	0.0014578984	0.0014520191	0.0014743307	0.0014696221	0.0014543608	0.0014567134	0.0014590257	0.001460227	0.0014602235	0.0014614149	0.0014555524	0.0014613917	0.0014672818	0.0014590805	0.001454382	0.0014743026	0.0014614065	0.0014625691	0.0014590535	0.001461408	0.0014637418	0.0014555393	0.0014567047	0.0014567137	0.0014719897	0.001456715	0.0014649142	0.25202885	0.0014613948	0.0014625856	0.0014567132	0.0014625858	0.0014694139	0.0014567219	0.0014578887	0.0014555275	0.0014660724	0.0014648788	0.0014742813	0.0014602337	0.0014660653	0.0014601152	0.0014625223	0.0014590537	0.0014602122	0.001457876	0.0014578913	0.0014555266	0.0014590294	0.0014590785	0.0014719731	0.0014590558	0.0014637528	0.00145788	0.001462468	0.0014555439	0.0014543583	0.0014602167	0.0014661246	0.0014578988	0.0014617348	0.0014663286	0.5026065	0.0014555239	0.0014567047	0.0014590623	0.0014601782	0.0014555346	0.0014590442	0.0014590697	0.0014614125	0.0014625655	0.0014555493	0.0014660733	0.0014696337	0.0014661755	0.001457883	0.0014567177	0.0014531959	0.0014590693	0.0014625815	0.0014578783	0.0014543767	0.001461415	0.0014578803	0.0014578892	0.0014695902	0.0014578574	0.0014590743	0.0014555329	0.0014613908	0.0014625975	0.001468419	0.0014567121	0.0014637971	0.0014590605	0.0014578995	0.0014706864	0.0014613557	0.0014743243	0.0014602192	0.0014602442	0.0014590508	0.0014625777	0.0014708141	0.0014730956	0.0014578803	0.0014614282	0.0014567127	0.0014566972	0.0014567024
0.0005314075	0.00052979804	0.0005285223	0.0005293722	0.00053107017	0.00053150655	0.00052809296	0.0005298024	0.0005289478	0.00052809704	0.00052979524	0.0005297991	0.0005297996	0.0005290871	0.0005297967	0.00052937324	0.00053022173	0.0005297988	0.0005298016	0.00052937784	0.0005289486	0.00052852195	0.0005297588	0.0005280929	0.0005323574	0.00053021824	0.00053107215	0.0005289535	0.0005289313	0.000531929	0.00053063105	0.00052894314	0.0005327919	0.0005289363	0.00053022854	0.18333066	0.00052894873	0.0005319359	0.0005297765	0.0005328462	0.35730812	0.0005325004	0.0005280929	0.00053107715	0.0005293752	0.0005302175	0.0005310708	0.0005314943	0.0005306486	0.0005293726	0.000528473	0.0005306458	0.00052851794	0.0005310628	0.000529796	0.00053108274	0.00052809407	0.00052936753	0.00052852376	0.00052937807	0.00052724325	0.00053534476	0.00053363503	0.0005280935	0.0005289478	0.0005297874	0.00053022354	0.0005302223	0.0005306549	0.08734432	0.0005306465	0.0005327853	0.0005298073	0.0005281012	0.0005353346	0.0005306519	0.00053107407	0.0005297975	0.0005306524	0.00053149986	0.0005285214	0.0005289446	0.00052894786	0.00053449476	0.0005289484	0.0005319256	0.0005289436	0.00053064764	0.00053108006	0.0005289477	0.0005310801	0.0005335595	0.0005289509	0.0005293746	0.0005285171	0.00053234614	0.107999936	0.00053532684	0.00053022604	0.0005323436	0.000530183	0.00053105707	0.0005297976	0.00053021824	0.0005293699	0.0005293755	0.00052851683	0.0005297887	0.00052980654	0.00053448876	0.00052979833	0.0005315039	0.0005293714	0.0005310373	0.0005285231	0.00052809267	0.00053021987	0.00053236505	0.0005293782	0.0005307711	0.00053243915	0.00052766944	0.00052851584	0.0005289446	0.00052980066	0.00053020584	0.17651704	0.0005297941	0.00052980334	0.0005306541	0.0005310727	0.00052852504	0.0005323465	0.0005336392	0.00053238356	0.0005293725	0.0005289494	0.00052767055	0.0005298032	0.00053107855	0.00052937074	0.0005280993	0.000530655	0.0005293715	0.00052937475	0.0005336235	0.00052936317	0.000529805	0.0005285191	0.0005306461	0.0005310843	0.0005331982	0.00052894733	0.00053151994	0.0005298	0.0005293784	0.00053402147	0.00053063344	0.00053534243	0.00053022074	0.0005302298	0.0005297965	0.00053107715	0.0005340679	0.00053489633	0.0005293715	0.0005306598	0.0005289475	0.0005289419	0.0005289438
