topic_0	topic_1	topic_2	topic_3	topic_4	topic_5	topic_6	topic_7	topic_8	topic_9	topic_10	topic_11	topic_12	topic_13	topic_14	topic_15
0.005331492	0.18873736	0.0048954827	0.005170651	0.005074937	0.0050507504	0.0049518836	0.005328334	0.0051190974	0.0049966793	0.0052046636	0.7399994	0.004957971	0.004943137	0.0051000738	0.0051380782
0.011878737	0.49698973	0.010907296	0.011520378	0.011307125	0.011253237	0.0110329585	0.011871703	0.0114055155	0.011132765	0.344783	0.011046655	0.01104652	0.01101347	0.011363131	0.011447806
0.004179598	0.004034603	0.00383779	0.558472	0.003978472	0.003959511	0.003882005	0.004177122	0.0040130913	0.0039171223	0.0040801708	0.003886824	0.0038867772	0.0038751478	0.003998178	0.38582158
0.011878678	0.011466594	0.010907241	0.011520321	0.01130707	0.011253179	0.011032904	0.011871641	0.011405457	0.011132708	0.83030695	0.011046599	0.0110464655	0.011013416	0.011363073	0.011447748
0.007359765	0.0071044457	0.006757883	0.89481497	0.007005607	0.0069722184	0.00683574	0.007355404	0.0070665674	0.0068975776	0.0071846857	0.006844226	0.006844143	0.006823666	0.0070403083	0.0070927683
0.0053314525	0.005146499	0.0048954464	0.005170613	0.0050748996	0.0050507127	0.24245699	0.0053282944	0.68624675	0.0049966425	0.005204626	0.0049579954	0.0049579344	0.0049431003	0.005100036	0.00513804
0.0038987794	0.0037635264	0.0035799372	0.0037811599	0.0037111673	0.00369348	0.0036211817	0.0038964695	0.94424134	0.0036539396	0.0038060457	0.0036256767	0.003625633	0.0036147854	0.003729549	0.0037573404
0.0010770311	0.98460233	0.0009889515	0.001044539	0.0010252036	0.0010203175	0.0010003452	0.0010763931	0.0010341245	0.0010093945	0.0010514101	0.001001587	0.0010015749	0.0009985783	0.0010302815	0.001037959
0.014935827	0.014417688	0.013714377	0.014485243	0.7862705	0.014149347	0.013872381	0.014926979	0.014340817	0.013997871	0.01458053	0.0138896005	0.013889433	0.013847877	0.014287525	0.014393993
0.0053314962	0.005146542	0.0048954873	0.9238028	0.0050749416	0.005050755	0.0049518878	0.0053283386	0.005119102	0.004996684	0.0052046683	0.0049580354	0.0049579754	0.0049431412	0.005100078	0.0051380824
0.007359647	0.007104333	0.0067577753	0.49889946	0.007005496	0.006972108	0.006835631	0.007355286	0.0070664547	0.006897468	0.4031018	0.006844117	0.0068440344	0.006823558	0.0070401947	0.007092656
0.0006248249	0.0006031492	0.0005737268	0.0006059751	0.90851885	0.0831319	0.00058033667	0.0006244548	0.00059993326	0.0005855865	0.0006099613	0.00058105704	0.00058105006	0.00057931157	0.0005977038	0.0006021577
0.006531362	0.006304783	0.005997228	0.0063343234	0.0062170685	0.0061874394	0.0060663223	0.006527493	0.006271167	0.0061211986	0.0063759913	0.006073852	0.006073779	0.0060556065	0.90656793	0.006294421
0.0022420462	0.0021642665	0.002058691	0.0021744072	0.1585619	0.81147873	0.0020824093	0.0022407176	0.0021527275	0.0021012472	0.0021887107	0.0020849945	0.0020849693	0.0020787313	0.0021447274	0.0021607094
0.0016172592	0.0015611541	0.0014849993	0.0015684691	0.0015394349	0.3272346	0.0015021078	0.0016163005	0.0015528307	0.2786234	0.0015787864	0.18662432	0.0015039544	0.0014994546	0.18893442	0.0015585885
