topic_0	topic_1	topic_2	topic_3	topic_4	topic_5	topic_6	topic_7	topic_8	topic_9	topic_10	topic_11	topic_12	topic_13	topic_14	topic_15	topic_16	topic_17	topic_18	topic_19	topic_20	topic_21	topic_22	topic_23	topic_24	topic_25	topic_26	topic_27	topic_28	topic_29	topic_30	topic_31	topic_32	topic_33	topic_34	topic_35	topic_36	topic_37	topic_38	topic_39	topic_40	topic_41	topic_42	topic_43	topic_44	topic_45	topic_46	topic_47	topic_48	topic_49
0.003838452	0.0038385664	0.00405124	0.003930061	0.003984023	0.0039316923	0.0038640022	0.003837966	0.0038510514	0.0038516063	0.0038914026	0.0039309156	0.0038517483	0.0038381733	0.003917999	0.0039313673	0.0038518524	0.0038250901	0.0038769327	0.0038641158	0.0038773841	0.0038779739	0.003930092	0.0039044612	0.003850886	0.0038511825	0.0039447835	0.0038905144	0.0038642345	0.0038119191	0.003957643	0.0040117204	0.003970162	0.0038778412	0.0039286264	0.003944735	0.0039560194	0.0038638695	0.0041245897	0.8084216	0.004006126	0.0038651333	0.0040632705	0.0039569023	0.0039298115	0.003956388	0.003931412	0.0038768402	0.0038916038	0.003903961
0.0010059341	0.0010059641	0.001061699	0.0010299418	0.0010440835	0.0010303694	0.00101263	0.010480772	0.001009236	0.0010093814	0.0010198107	0.0010301658	0.0010094186	0.0010058611	0.0010267808	0.0010302842	0.0010094459	0.0010024324	0.0010160187	0.0010126597	0.001016137	0.0010162914	0.00102995	0.0010232329	0.0010091927	0.0010092704	0.0010338001	0.001019578	0.0010126908	0.0009989807	0.0010371702	0.0010513422	0.0010404511	0.0010162567	0.0010295659	0.0010337874	0.0010367447	0.0010125953	0.0010809216	0.0010230666	0.94034535	0.0010129263	0.0010648518	0.0010369761	0.0010298764	0.0010368414	0.0010302959	0.0010159943	0.0010198634	0.0010231019
0.00073481223	0.0007348341	0.00077554723	0.0007523493	0.0007626795	0.00075266167	0.00073970336	0.00073471916	0.0007372242	0.0007373304	0.96332294	0.0007525129	0.0007373576	0.00073475885	0.0007500403	0.0007525994	0.0007373775	0.0007322543	0.0007421787	0.00073972513	0.00074226514	0.000742378	0.00075235526	0.00074744865	0.00073719246	0.00073724927	0.0007551677	0.0007447787	0.00073974783	0.0007297329	0.00075762946	0.0007679818	0.00076002604	0.0007423526	0.0007520747	0.0007551584	0.00075731863	0.000739678	0.0007895889	0.00074732705	0.0007669108	0.0007399199	0.0007778502	0.00075748767	0.00075230154	0.0007573893	0.00075260794	0.000742161	0.0007449873	0.0007473529
0.019635817	0.019636402	0.020724347	0.020104447	0.020380493	0.020112794	0.01976652	0.01963333	0.01970027	0.019703109	0.019906688	0.020108819	0.019703835	0.019634392	0.020042745	0.02011113	0.019704368	0.019567464	0.019832667	0.0197671	0.019834977	0.019837992	0.020104606	0.01997349	0.019699423	0.01970094	0.02017976	0.019902144	0.019767707	0.019500086	0.020245545	0.020522183	0.020309588	0.019837314	0.020097109	0.020179514	0.02023724	0.01976584	0.021099571	0.019970242	0.020493561	0.019772306	0.020785889	0.020241756	0.020103171	0.020239126	0.020111358	0.019832194	0.019907717	0.019970931
0.002737338	0.0027374194	0.0028890849	0.0028026674	0.0028411495	0.002803831	0.0027555586	0.002736991	0.002746323	0.0027467185	0.0027750987	0.0028032768	0.0027468198	0.0027371391	0.0027940657	0.002803599	0.002746894	0.002727809	0.0027647796	0.20102513	0.0027651016	0.002765522	0.0028026896	0.0027844112	0.0027462048	0.0027464165	0.0028131665	0.0027744651	0.0027557241	0.0027184163	0.0028223372	0.0028609019	0.002831265	0.0027654276	0.0028016444	0.002813132	0.0028211793	0.002755464	0.002941393	0.6651091	0.002856912	0.002756365	0.002897664	0.002821809	0.0028024896	0.0028214424	0.002803631	0.0027647137	0.002775242	0.0027840545
0.006421603	0.006421794	0.0067775906	0.0065748617	0.006665138	0.006577591	0.0064643472	0.0064207893	0.0064426814	0.0064436095	0.006510187	0.0065762913	0.006443847	0.0064211367	0.0065546827	0.006577047	0.006444021	0.0063992487	0.0064859795	0.0064645372	0.006486735	0.006487721	0.0065749134	0.006532034	0.0064424044	0.0064429007	0.0065994915	0.006508701	0.006464736	0.006377214	0.0066210055	0.0067114756	0.0066419495	0.0064874995	0.0065724617	0.0065994104	0.006618289	0.0064641256	0.006900302	0.6794958	0.0067021153	0.0064662397	0.006797717	0.0066197664	0.006574444	0.0066189063	0.0065771216	0.006485825	0.0065105236	0.006531197
0.0019138238	0.0019138807	0.0020199183	0.0019594992	0.0019864042	0.0019603127	0.0019265627	0.0019135813	0.0019201057	0.0019203823	0.0019402243	0.0019599253	0.90445447	0.0019136848	0.0019534854	0.0019601504	0.001920505	0.0019071614	0.0019330098	0.0019266193	0.0019332349	0.0019335289	0.0019595148	0.0019467353	0.0019200231	0.001920171	0.0019668397	0.0019397815	0.0019266786	0.0019005946	0.0019732513	0.002000214	0.0019794933	0.0019334628	0.001958784	0.0019668154	0.0019724418	0.0019264966	0.00205649	0.0019464187	0.0019974245	0.0019271267	0.0020259165	0.001972882	0.0019593749	0.0019726257	0.0019601728	0.0019329637	0.0019403247	0.001946486
0.003195698	0.003195793	0.0033728543	0.0032719667	0.0033168925	0.003273325	0.0032169695	0.003195293	0.0032061874	0.0032066493	0.0032397816	0.003272678	0.0032067676	0.0031954658	0.0032619247	0.0032730543	0.0032068542	0.0031845733	0.0032277347	0.003217064	0.0032281105	0.0032286015	0.0032719926	0.0032506536	0.0032060496	0.0032062966	0.0032842238	0.0032390421	0.0032171628	0.0031736079	0.00329493	0.0033399523	0.0033053528	0.0032284912	0.0032707723	0.4328942	0.0032935783	0.0032168592	0.0034339214	0.0032501249	0.41097692	0.003217911	0.0033828702	0.0032943133	0.003271759	0.0032938854	0.0032730913	0.0032276576	0.003239949	0.003250237
0.009678111	0.009678399	0.010214627	0.00990909	0.010045147	0.009913203	0.009742532	0.009676885	0.009709879	0.009711278	0.009811618	0.009911245	0.009711635	0.009677408	0.009878678	0.009912384	0.009711898	0.009644421	0.009775134	0.51686233	0.009776273	0.009777759	0.009909168	0.009844543	0.009709461	0.009710209	0.00994621	0.009809379	0.009743118	0.009611212	0.009978634	0.010114983	0.010010199	0.009777425	0.009905473	0.009946088	0.00997454	0.009742198	0.010399567	0.0098429425	0.010100877	0.009745384	0.010244959	0.009976766	0.009908461	0.009975471	0.0099124955	0.009774901	0.009812125	0.009843282
0.0021271391	0.0021272025	0.002245059	0.4325169	0.0022078094	0.0021788098	0.002141298	0.0021268697	0.0021341213	0.0021344286	0.0021564823	0.002178379	0.0021345073	0.0021269848	0.0021712214	0.0021786296	0.002134565	0.0021197344	0.0021484636	0.002141361	0.002148714	0.0021490406	0.0021779228	0.002163719	0.0021340295	0.002134194	0.0021860641	0.00215599	0.0021414268	0.0021124354	0.0021931906	0.0022231585	0.0022001283	0.0021489672	0.0021771106	0.0021860374	0.27072155	0.0021412247	0.0022857068	0.002163367	0.002220058	0.0021419248	0.0022517259	0.0021927801	0.0021777672	0.0021924954	0.0021786543	0.0021484124	0.0021565938	0.19496557
0.00056177477	0.0005617915	0.00059291726	0.00057518214	0.0005830797	0.0005754209	0.00056551414	0.0005617036	0.0005636187	0.0005636999	0.0005695243	0.0005753072	0.0005637207	0.00056173396	0.0005734168	0.0005753733	0.00056373596	0.00055981916	0.0005674066	0.00056553073	0.00056747266	0.0005675589	0.0005751867	0.0005714355	0.0005635945	0.00056363794	0.0005773368	0.00056939427	0.00056554814	0.00055789156	0.0005792189	0.0005871334	0.0005810511	0.00056753954	0.0005749722	0.0005773297	0.00057898124	0.0005654947	0.0006036523	0.00057134253	0.0005863146	0.0005656797	0.000594678	0.00057911046	0.97196543	0.00057903526	0.0005753799	0.000567393	0.00056955375	0.00057136227
