topic_0	topic_1	topic_2	topic_3	topic_4	topic_5	topic_6	topic_7
0.014131538	0.015577051	0.015017175	0.89748114	0.015507717	0.012422766	0.015046567	0.014816045
0.4636123	0.0039525274	0.003810676	0.51396066	0.0039346116	0.0031522268	0.0038175157	0.0037594975
0.24210855	0.0041063395	0.0039584697	0.004001347	0.004087547	0.73386663	0.0039655017	0.0039055867
0.008897767	0.445806	0.009457086	0.009559717	0.009765012	0.4977085	0.009473522	0.009332366
0.02528857	0.027883897	0.81623733	0.027173659	0.027753215	0.022230363	0.026916383	0.026516553
0.35317048	0.013581909	0.56962985	0.013234091	0.013515312	0.010830275	0.013118337	0.012919732
0.020019488	0.022067383	0.021280548	0.8547666	0.021966381	0.017600028	0.021308778	0.020990811
0.012320411	0.013584788	0.013094229	0.013234714	0.56759506	0.010830639	0.35642213	0.012918067
0.034313682	0.03782275	0.036466576	0.036865395	0.037645306	0.74437624	0.036526386	0.035983656
0.009805417	0.01080704	0.010420344	0.9288705	0.010758016	0.008619953	0.01043713	0.010281613
0.016566234	0.018263105	0.017607668	0.27454337	0.018176394	0.014564785	0.017637128	0.6226413
0.0024144598	0.23788208	0.0025661215	0.0025936647	0.0026490176	0.002122583	0.5011883	0.2485838
0.01413105	0.015582789	0.015019636	0.8974736	0.015509349	0.012423577	0.015041464	0.01481853
0.0038750363	0.004271807	0.0041189105	0.7563734	0.0042514103	0.0034064602	0.004124989	0.219578
0.020019501	0.85534364	0.021273341	0.021499531	0.021960318	0.017598376	0.021315468	0.020989899
0.034313783	0.037822627	0.0364694	0.75106674	0.037645478	0.03016788	0.036535036	0.035979062
0.02528437	0.027869128	0.81627744	0.027160535	0.027742444	0.022230433	0.026914319	0.026521299
0.0029295436	0.0032294139	0.0031139133	0.97874653	0.0032144766	0.0025756068	0.003118609	0.0030718555
0.0018198565	0.0020065277	0.0019341261	0.001954769	0.986839	0.0015999193	0.001937625	0.0019081793
0.025291046	0.027886888	0.026881728	0.027173372	0.817094	0.02223063	0.02692004	0.026522242
0.0042144023	0.0046460866	0.2247656	0.004527167	0.31166962	0.0037051358	0.0044860654	0.44198596
0.0027613072	0.00304383	0.002934544	0.0029660072	0.0030292526	0.002427451	0.9799424	0.0028952535
0.012319688	0.013585349	0.013093968	0.013231857	0.013523578	0.010830284	0.013117226	0.91029805
0.025284547	0.027878674	0.026878178	0.81654435	0.02775705	0.02222963	0.02691524	0.026512325
0.1139308	0.0022160711	0.002136364	0.002159293	0.0022054517	0.0017673036	0.8734768	0.002107915
0.004214337	0.0046464554	0.0044797454	0.60241145	0.0046239626	0.0037050934	0.004487152	0.37143183
0.0015804367	0.18603188	0.0016797805	0.001698001	0.0017339095	0.0013894081	0.6690296	0.13685697
0.5461371	0.007156677	0.0068997936	0.41325477	0.0071233637	0.0057079513	0.0069119837	0.006808384
0.0021938202	0.0024190727	0.0023319805	0.12272851	0.0024079406	0.0019287518	0.08792685	0.7780631
0.014130131	0.0155755775	0.0150179295	0.015182195	0.015502826	0.012422532	0.5667251	0.3454437
0.034314197	0.037822377	0.036478173	0.7510548	0.037647683	0.03016893	0.036527265	0.035986528
0.00539815	0.0059545534	0.005737398	0.0057989126	0.005922404	0.9597814	0.005746256	0.00566092
0.006081668	0.10885933	0.0064630164	0.0065330993	0.006672012	0.0053464854	0.85366684	0.0063775675
0.0018197015	0.9868498	0.0019339608	0.0019545378	0.0019968895	0.0015999208	0.0019371243	0.0019080664
0.053379733	0.058862988	0.056730695	0.05733522	0.058557913	0.0469279	0.056818314	0.61138725
0.01656767	0.018259982	0.0176066	0.8798171	0.018177448	0.014564474	0.017635137	0.017371539
0.38802195	0.0067048236	0.28130868	0.006532196	0.00667219	0.0053467564	0.0064734737	0.2989399
0.2772531	0.010808078	0.010419485	0.010531619	0.6616511	0.008620272	0.010436377	0.010279963
0.053373277	0.058831483	0.6121659	0.0573491	0.058563452	0.046926804	0.056815825	0.05597411
0.2422578	0.012040876	0.011608526	0.011729979	0.011983684	0.0095998915	0.011623738	0.6891555
0.26744688	0.008278562	0.007979165	0.6855934	0.008238807	0.0065997634	0.007990971	0.007872398
0.053373277	0.058831483	0.6121658	0.057349216	0.058563452	0.046926804	0.056815825	0.05597411
0.0016342968	0.001801577	0.0017366458	0.0017554549	0.9881824	0.0014366729	0.0017395746	0.001713386
0.010918239	0.012035873	0.011604418	0.9207825	0.01198262	0.009599633	0.011624294	0.011452475
0.020016994	0.8552994	0.021288902	0.021510452	0.021978902	0.017599644	0.021313678	0.020992005
