topic_0	topic_1	topic_2	topic_3	topic_4	topic_5	topic_6	topic_7	topic_8	topic_9	topic_10	topic_11	topic_12	topic_13	topic_14	topic_15	topic_16	topic_17	topic_18	topic_19
0.0065124608	0.006671798	0.0067034923	0.42597082	0.006753798	0.0064816885	0.0066608256	0.0066598915	0.006982362	0.0066141253	0.0065649184	0.0066180476	0.006990362	0.45442918	0.0066798255	0.0064475364	0.0065424186	0.0066650794	0.0066789994	0.006372355
0.0016737197	0.0017146699	0.0017228153	0.1165448	0.0017357442	0.0016658112	0.0017118499	0.0017116099	0.0017944856	0.0016998479	0.402125	0.0017008559	0.0017965416	0.0016583591	0.001716733	0.001657034	0.0016814191	0.45233446	0.0017165206	0.0016377122
0.0017383067	0.0017808371	0.0017892969	0.0017753309	0.0018027247	0.001730093	0.0017779083	0.0017776589	0.0018637328	0.37402287	0.0017523088	0.00176649	0.0018658682	0.5940436	0.0017829797	0.0017209771	0.0017463032	0.0017790437	0.0017827592	0.0017009098
0.004126501	0.004227462	0.004247545	0.004214391	0.92019403	0.0041070026	0.00422051	0.0042199176	0.0044242456	0.004190919	0.00415974	0.004193404	0.0044293143	0.00408863	0.0042325486	0.004085363	0.0041454835	0.004223205	0.0042320252	0.0040377257
0.01149889	0.011780228	0.011836189	0.011743804	0.0119250165	0.011444556	0.011760854	0.011759204	0.012328583	0.011678396	0.011591514	0.011685322	0.012342707	0.7770815	0.011794401	0.011384254	0.011551785	0.011768364	0.011792943	0.011251508
0.0056899455	0.0058291587	0.0058568497	0.0058111353	0.0059008026	0.0056630597	0.005819572	0.005818756	0.0061004986	0.00577877	0.0057357782	0.0057821968	0.006107488	0.6455641	0.24996631	0.005633221	0.00571612	0.0058232886	0.0058354503	0.005567535
0.009160845	0.009384979	0.009429562	0.009355961	0.009500326	0.009117559	0.009369545	0.00936823	0.009821838	0.009303853	0.009234635	0.00930937	0.009833091	0.00907677	0.009396271	0.009069518	0.009202985	0.0093755275	0.009395109	0.822294
0.005689971	0.005829185	0.0058568763	0.005811162	0.16386448	0.0056630853	0.005819598	0.005818782	0.3198743	0.005778796	0.005735804	0.005782223	0.0061075157	0.005637751	0.41815472	0.0056332466	0.0057161455	0.0058233147	0.005835477	0.00556756
0.015439496	0.015817247	0.015892386	0.015768342	0.01601165	0.70075727	0.015791234	0.015789019	0.016553521	0.015680518	0.0155638615	0.015689818	0.016572487	0.015297799	0.015836278	0.015285577	0.01551052	0.015801318	0.01583432	0.015107339
0.0045425417	0.0046536815	0.004675789	0.004639293	0.0047108782	0.0045210775	0.0046460284	0.0046453765	0.004870305	0.004613454	0.004579132	0.00461619	0.004875885	0.004500852	0.004659281	0.0044972557	0.004563438	0.91208607	0.0046587046	0.0044448157
0.007612846	0.0077991057	0.007836156	0.0077749914	0.007894961	0.007576874	0.0077862795	0.0077851876	0.008162145	0.007731688	0.0076741674	0.0077362736	0.008171496	0.0075429785	0.0078084897	0.007536952	0.007647866	0.007791252	0.8526812	0.007449067
0.0011286435	0.0011562575	0.0011617503	0.0011526825	0.0011704686	0.0011233105	0.0011543559	0.001154194	0.0012100799	0.0011462625	0.0011377347	0.9781487	0.0012114663	0.0011182852	0.0011576486	0.0011173917	0.0011338354	0.0011550931	0.0011575056	0.0011043624
0.0065124137	0.00667175	0.0067034443	0.0066511217	0.00675375	0.006481642	0.006660778	0.0066598435	0.006982312	0.006614078	0.0065648714	0.006618	0.0069903117	0.0064526456	0.0066797775	0.0064474903	0.0065423716	0.0066650314	0.0066789514	0.8736694
0.0018080691	0.0018523063	0.0018611056	0.0018465791	0.0018750723	0.0017995257	0.00184926	0.0018490006	0.0019385288	0.18810745	0.0018226331	0.0018373834	0.0019407498	0.0017914753	0.001854535	0.001790044	0.0018163864	0.7787364	0.0018543056	0.0017691712
0.009160778	0.8227166	0.009429492	0.009355892	0.009500256	0.009117492	0.009369475	0.009368161	0.009821765	0.009303784	0.009234567	0.009309301	0.009833018	0.009076703	0.009396201	0.009069451	0.009202918	0.009375459	0.00939504	0.008963697
0.0154394945	0.015817245	0.015892385	0.01576834	0.01601165	0.015366541	0.015791234	0.015789017	0.01655352	0.015680518	0.015563861	0.015689816	0.016572485	0.0152977975	0.015836276	0.015285575	0.7009012	0.015801318	0.015834318	0.015107338
0.011498904	0.011780242	0.011836205	0.011743819	0.011925029	0.0114445705	0.011760869	0.01175922	0.012328599	0.011678411	0.011591529	0.011685337	0.012342723	0.7770812	0.011794416	0.011384269	0.0115518	0.011768379	0.011792958	0.011251523
0.0013686527	0.0014021388	0.0014087997	0.9735089	0.001419372	0.0013621856	0.0013998329	0.0013996366	0.0014674067	0.0013900184	0.0013796772	0.0013908427	0.0014690879	0.0013560918	0.0014038259	0.0013550083	0.0013749487	0.0014007268	0.0014036522	0.0013392082
0.00085137744	0.0008722077	0.0008763511	0.00086951087	0.0008829276	0.00084735453	0.0008707733	0.0008706511	0.9835644	0.0008646681	0.0008582353	0.00086518086	0.0009138537	0.0008435639	0.0008732571	0.0008428899	0.0008552939	0.00087132934	0.00087314914	0.00083306135
0.011498932	0.01178027	0.011836233	0.011743847	0.011925057	0.0114445975	0.011760897	0.011759247	0.012328629	0.011678439	0.011591556	0.011685365	0.012342753	0.011393399	0.011794444	0.011384296	0.011551828	0.011768407	0.011792986	0.77693886
