id	project_name	processed_title	processed_description	processed_labels	priority_id	type_id	status_name	topic_id	top_terms
13055193	IMPALA	uuid function treat constant expr	introduce constant folding change consider function uuid constant expression behavioral regression uuid evaluate example code select uuid uuid code similarly place scalar treat uuid constant	['correctness', 'regression']	1	1	Resolved	8	['src', 'include', 'operator', 'runtime', 'service', 'function', 'fragment', 'int', 'plan', 'crash']
13449885	IMPALA	flaky	observe test apache impala blob master test flaky code error message acid original file vector common result user common result query user user common return user user common execute return user user beeswax execute handle user user beeswax beeswax raise abort impalabeeswaxexception impalabeeswaxexception query abort find original file unexpected test warehouse run major compaction partition table overcome stacktrace acid original file vector common result user common result query user user common return user user common execute return user user beeswax execute handle user user beeswax beeswax raise abort impalabeeswaxexception impalabeeswaxexception query abort find original file unexpected test warehouse run major compaction partition table overcome code	['broken-build']	3	1	Resolved	11	['execute', 'user', 'set', 'value', 'common', 'return', 'false', 'handle', 'jenkin', 'create']
13052834	IMPALA	testlastddltimeupdate fail illegal reference unmaterialized slot	noformat true text pyt fail past build took sec add description error message impalabeeswaxexception impalabeeswaxexception inner exception message illegalstateexception illegal reference non materialized slot stacktrace metadata message illegalstateexception illegal reference non materialized slot standard error execute drop table exist execute drop database exist execute create database exist location warehouse execute create external table exist int partition int string execute insert select execute insert select execute insert select select noformat	['broken-build']	1	1	Resolved	11	['execute', 'user', 'set', 'value', 'common', 'return', 'false', 'handle', 'jenkin', 'create']
13053419	IMPALA	flaky test	following test fail miss column clearly add test section code failures false text python jenkin workspace impala master trunk repos impala python env bin python test unmatched schema vector common result query user user common return user user common execute return user user beeswax execute handle user user beeswax handle user user beeswax return beeswax raise impalabeeswaxexception impalabeeswaxexception inner exception message analysisexception column exist table capture stderr setup connect capture stderr execute use functional execute drop table exist execute use functional execute create external table like jointbl execute use functional execute describe formatted jointbl execute use functional execute alter table set location test warehouse jointbl execute use functional set false set set set set execute select execute alter table add string execute select execute alter table add int execute select execute alter table drop column generate xml file jenkin workspace impala master trunk repos impala test result test impala short test summary info code example run	['broken-build', 'test-infra']	2	3	Resolved	11	['execute', 'user', 'set', 'value', 'common', 'return', 'false', 'handle', 'jenkin', 'create']
13290894	IMPALA	milestone properly scan file acid schema	acid row format look like operation originaltransaction bucket rowid currenttransaction row user column nest row frontend create proper tuple slot descriptor scan node read file correctly able query acid column debug testing hive use special identifier impala raise error delete delta directory filtering filter minor compact directory record need validation non goal sub task row validation validwriteidlist read original file file non acid format read delete delta	['impala-acid']	3	7	Resolved	15	['row', 'string', 'need', 'return', 'insert', 'runtime', 'create', 'column', 'partition', 'src']
13055160	IMPALA	flaky	test exceed memory limit location consistently fail exceed memory limit codegen exhaustive build hit follow failure noformat error message codegen mem limit vector common common assertionerror unexpected exception string expect codegen fail reserve find actual impalabeeswaxexception query abort memory limit exceededfaile allocate tuple buffermemory limit exceed fragment allocate exceed limit fragment exprs datastreamsender block manager stacktrace codegen mem limit vector common common assertionerror unexpected exception string expect codegen fail reserve find actual impalabeeswaxexception query abort memory limit exceededfaile allocate tuple buffermemory limit exceed fragment allocate exceed limit fragment exprs datastreamsender block manager standard error connect execute use set true set set set set execute set execute select alltype execute set noformat	['broken-build']	1	1	Resolved	10	['limit', 'memory', 'fragment', 'join', 'log', 'set', 'user', 'src', 'common', 'execute']
13053334	IMPALA	impala shell break non ascii character resultset	shell build version impala shell build thu sep pdt insert sometable value árvíztűrő tükörfúrógép query insert sometable value árvíztűrő tükörfúrógép insert select sometable query select sometable unknown exception ascii codec encode character position ordinal connect similar difference resultset contain offend char option result print correctly	['impala-shell', 'ramp-up', 'shell']	4	1	Resolved	17	['insert', 'create', 'user', 'column', 'partition', 'row', 'string', 'message', 'hdfs', 'change']
13333915	IMPALA	implement create table select iceberg table	add support ctas statement iceberg table	['impala-iceberg']	3	7	Resolved	16	['false', 'column', 'kudu', 'common', 'partition', 'add', 'like', 'find', 'need', 'memory']
13164583	IMPALA	fix detection handling device mapper volume	hear couple instance impala wrong thing multiple scratch directory present single devicemapper logical volume following setup use directory disk noformat mount list mapper type relatime datum order mapper type relatime datum order mapper type relatime datum order mapper type relatime datum order mapper type relatime datum order mapper type relatime datum order mapper type relatime datum order mapper type relatime datum order mapper type relatime datum order mapper type relatime datum order mapper type relatime datum order mapper type relatime datum order scratch dir impala impala impala impala impala impala impala impala impala impala impala impala impalad scratch directory impala impalad impala scratch noformat workaround set true question deduplication logic sense need fix treat device mapper volume	['resource-management']	3	1	Resolved	5	['datum', 'limit', 'create', 'follow', 'hdfs', 'true', 'failure', 'false', 'impalad', 'kudu']
13054044	IMPALA	fail	code python jenkin workspace impala sailesh repos impala python env bin python common execute return user user beeswax execute handle user user beeswax beeswax raise abort impalabeeswaxexception impalabeeswaxexception query abort parquet file size byte small table column set query option parquet file size byte small table column set query option code	['s3']	2	1	Resolved	11	['execute', 'user', 'set', 'value', 'common', 'return', 'false', 'handle', 'jenkin', 'create']
13053395	IMPALA	asan build call llvm symbolizer invalid argument build machine	follow error build machine look like llvm symbolizer think asan build later version llvm maybe problem mean difficult useful stack trace code addresssanitizer heap use free address read size thread llvm symbolizer unknown command line argument arch try toolchain bin llvm symbolizer llvm symbolizer mean read symbolizer llvm symbolizer unknown command line argument arch try toolchain bin llvm symbolizer llvm symbolizer mean read symbolizer llvm symbolizer unknown command line argument arch try toolchain bin llvm symbolizer llvm symbolizer mean read symbolizer llvm symbolizer unknown command line argument arch try toolchain bin llvm symbolizer llvm symbolizer mean read symbolizer fail use restart external symbolizer jenkin workspace impala private repos impala build debug service jenkin workspace impala private repos impala build debug service jenkin workspace impala private repos impala build debug service jenkin workspace impala private repos impala build debug service jenkin workspace impala private repos impala build debug service jenkin workspace impala private repos impala build debug service jenkin workspace impala private repos impala build debug service jenkin workspace impala private repos impala build debug service jenkin workspace impala private repos impala build debug service jenkin workspace impala private repos impala build debug service jenkin workspace impala private repos impala build debug service jenkin workspace impala private repos impala build debug service jenkin workspace impala private repos impala build debug service jenkin workspace impala private repos impala build debug service jenkin workspace impala private repos impala build debug service jenkin workspace impala private repos impala build debug service jenkin workspace impala private repos impala build debug service jenkin workspace impala private repos impala build debug service jenkin workspace impala private repos impala build debug service jenkin workspace impala private repos impala build debug service jenkin workspace impala private repos impala build debug service jenkin workspace impala private repos impala build debug service jenkin workspace impala private repos impala build debug service jenkin workspace impala private repos impala build debug service llvm symbolizer unknown command line argument arch try toolchain bin llvm symbolizer llvm symbolizer mean code	['test-infra']	3	1	Resolved	1	['set', 'jenkin', 'execute', 'time', 'service', 'false', 'kudu', 'log', 'return', 'result']
13059815	IMPALA	use kudu kinit code avoid expensive fork	impala kinit runshell command basically fork entire process potentially expensive exec kinit command kudurpc avoid fork call libkrb programatically eventually pull kudurpc impala rid fork appropriate kudurpc code	['security']	3	4	Resolved	9	['set', 'kudu', 'thread', 'impalad', 'execute', 'scan', 'failure', 'crash', 'log', 'cause']
13054479	IMPALA	resolve correlated column reference inside predicate	impala fail properly resolve correlated column reference predicate regression impala introduce consider follow query correlate predicate subquery code select select error analysisexception resolve column field reference select select error analysisexception resolve column field reference code workaround rewrite predicate explicit range condition code select select code	['ramp-up']	1	1	Resolved	17	['insert', 'create', 'user', 'column', 'partition', 'row', 'string', 'message', 'hdfs', 'change']
13055281	IMPALA	kudu table classcastexception null literal list	kudu specific bug error initialize kudu scan node equivalent query work fine functional noformat explain select null noformat query noformat explain select null noformat backtrace noformat impalaruntimeexception unable initialize kudu scan node cause classcastexception nullliteral cast numericliteral impalaruntimeexception unable initialize kudu scan node caused classcastexception nullliteral cast numericliteral unknown noformat	['correctness', 'query_generator']	2	1	Resolved	9	['set', 'kudu', 'thread', 'impalad', 'execute', 'scan', 'failure', 'crash', 'log', 'cause']
13055031	IMPALA	operator timing profile summary incorrect	summary avg max rows peak est peak aggregate exchange aggregate scan hdfs slow fragment query code instance host non child non child hdfs split stat averagethreadtokens bloomfilterbytes peakmemoryusage perhostpeakmemusage rowsproduced totalcputime totalnetworkreceivetime totalnetworksendtime totalstoragewaittime fragment instance lifecycle timing exectime exectreeexectime opentime exectreeopentime preparetime exectreepreparetime non child non child codegentime compiletime loadtime modulebitcodesize numfunctions numinstructions optimizationtime preparetime datastreamsender non child non child bytessent networkthroughput sec overallthroughput sec rowsreturne serializebatchtime transmitdatarpctime uncompressedrowbatchsize non child non child execoption codegen enable buildtime getresultstime htresizetime hashbuckets largestpartitionpercent maxpartitionlevel numrepartitions partitionscreated peakmemoryusage rowsrepartitioned rowsreturne rowsreturnedrate spilledpartition non child non child hdfs split stat execoption parquet codegen enabled codegen enable hdfs read thread concurrency bucket file formats parquet footerprocessingtime avg min max number sample averagehdfsreadthreadconcurrency averagescannerthreadconcurrency bytesread bytesreaddatanodecache bytesreadlocal bytesreadremoteunexpecte bytesreadshortcircuit decompressiontime maxcompressedtextfilelength numcolumns numdisksaccesse numrowgroup numscannerthreadsstarte peakmemoryusage perreadthreadrawhdfsthroughput sec remotescanranges rowsread rowsreturne rowsreturnedrate sec scanrangescomplete scannerthreadsinvoluntarycontextswitche scannerthreadstotalwallclocktime materializetupletime scannerthreadssystime scannerthreadsusertime scannerthreadsvoluntarycontextswitches totalrawhdfsreadtime totalreadthroughput sec code	['profile', 'supportability']	3	1	Resolved	4	['time', 'fragment', 'hdfs', 'impalad', 'log', 'follow', 'include', 'add', 'src', 'int']
13053500	IMPALA	add option	script option compute stat job run nightly build secure perf cluster fail ssl configure cluster	['usability']	3	4	Resolved	2	['null', 'int', 'add', 'default', 'time', 'true', 'value', 'log', 'string', 'partition']
13053209	IMPALA	close channel error	close channel error cause node channel wait indefinitely cause hang observe occur kerbero issue relate credential cache outdate theory occur error cause fail close properly query hang remain register forever make progress impalad remain responsive continue work expect query workaround time	['hang', 'query-lifecycle', 'usability']	1	1	Resolved	9	['set', 'kudu', 'thread', 'impalad', 'execute', 'scan', 'failure', 'crash', 'log', 'cause']
13481907	IMPALA	avoid call planfile iceberg table predicate	currently invoke iceberg planfile api create iceberg scan predicate time travel table avoid cache need schema partition information file descriptor consider push predicate predicate refer partition column possible overhead reading decode evaluate manifest file large think change fairly simple need care delete file separately scan implement time travel cache old file descriptor need separate actual snapshot file descriptor	['impala-iceberg']	3	4	Resolved	14	['user', 'insert', 'datum', 'result', 'create', 'return', 'join', 'hdfs', 'time', 'need']
13326420	IMPALA	add support iceberg hivecatalog	hadooptable hadoopcatalog work filesystem support atomic rename safe hivecatalog use hive metastore track iceberg table use interface store table object store	['impala-iceberg']	3	7	Resolved	16	['false', 'column', 'kudu', 'common', 'partition', 'add', 'like', 'find', 'need', 'memory']
13053031	IMPALA	crash	query code select left join select order desc rows unbounded preceding following order desc inner join inner join inner join select partition order desc desc partition order asc asc rows following unbounded following string inner join inner join left join group having timestamp src dev impala src exec hdfs scan dev impala src exec exec dev impala src exec exec dev impala src exec exec dev impala src exec exec dev impala src runtime plan fragment dev impala src service fragment exec dev impala src service fragment dev impala src service impala internal dev impala generate source gen cpp dev impala generate source gen cpp dev impala thirdparty build include thrift src thrift server dev impala src rpc thrift include boost bind operator include boost bind operator include boost bind include boost function include boost function const const dev impala src util operator void const const int include boost bind operator include boost bind run include boost thread detail lib linux gnu clone unix sysv linux clone code impalad fatal code check fail code	['crash', 'nested_types', 'query_generator']	1	1	Resolved	8	['src', 'include', 'operator', 'runtime', 'service', 'function', 'fragment', 'int', 'plan', 'crash']
13158984	IMPALA	order expression analytical function materialize cause slowdown	order expression analytical function materialize cause query run slow rewrite query fast profile attach repro code select select desc select cast string lineitem order code workaround code select select desc select cast string lineitem union select cast string lineitem limit order code	['performance']	3	4	Resolved	3	['string', 'impalad', 'datum', 'memory', 'handle', 'int', 'row', 'join', 'cause', 'column']
13132086	IMPALA	compute stat tablesample spend lot time powf	perf profiling compute stats tablesample discover lot time spend finalize hll intermediate time spend powf relevant snippet code int fast powf scenario	['compute-stats', 'performance']	3	4	Resolved	4	['time', 'fragment', 'hdfs', 'impalad', 'log', 'follow', 'include', 'add', 'src', 'int']
13053807	IMPALA	toolchain cmake hang	impala toolchain native toolchain build appear cmake bug fix resolve update toolchain bit cmake bug description mention workaround patch cmake avoid call posix select warn performance impact try produce patch cmake build toolchain use build	['broken-build', 'toolchain']	1	1	Resolved	12	['src', 'include', 'jenkin', 'join', 'runtime', 'operator', 'value', 'int', 'service', 'scan']
13055006	IMPALA	avro scanner crash file schema invalid decimal precision scale	see flaky test noformat errors error teardown false avro snap block python jenkin workspace impala umbrella build test repos impala python env bin python cleanup use default common wrapper return kwargs common result query common return user user common execute return user user beeswax execute handle user user beeswax handle user user beeswax return beeswax raise impalabeeswaxexception impalabeeswaxexception inner exception message errno broken pipe noformat	['avro', 'broken-build', 'crash', 'flaky']	1	1	Resolved	11	['execute', 'user', 'set', 'value', 'common', 'return', 'false', 'handle', 'jenkin', 'create']
13209083	IMPALA	clean config file docker container	currently docker container include bunch config file copy indiscriminately dev environment valid production container expect real config file mount impala conf instead include reasonable set default config admission control plus placeholder config file need overridden site specific config	['docker']	3	7	Resolved	9	['set', 'kudu', 'thread', 'impalad', 'execute', 'scan', 'failure', 'crash', 'log', 'cause']
13055532	IMPALA	toolchain break kudu add boost	kudu add boost thirdparty directory toolchain build start fail believe compiler configuration issue need investigate code unrecognized option error unrecognized command line option fail update target code	['kudu', 'toolchain']	1	1	Resolved	16	['false', 'column', 'kudu', 'common', 'partition', 'add', 'like', 'find', 'need', 'memory']
13053922	IMPALA	add command line flag set access configuration	annoying way manage credential right plain text instead add command line flag set directly hdfsbuilderconfsetstr secret key express command run yield secret key like	['s3']	3	4	Resolved	16	['false', 'column', 'kudu', 'common', 'partition', 'add', 'like', 'find', 'need', 'memory']
13052727	IMPALA	numrow incorrect table tinyint partition	expect behaviour note smallint partition noformat create table work string partitioned smallint insert work values insert work values insert work values compute stat work table stat work query table stat work row file size byte cache cache replication format incremental stat cached cached text false cached cached text false total noformat step tinyint partition type noformat create table break string partitioned tinyint insert break values insert break values insert break values compute stat break table stat break query table stat break row file size byte cache cache replication format incremental stat cached cached text false cached cached text false total noformat notice partition incorrect number row negatively impact query planning	['compute-stats', 'performance', 'ramp-up']	2	1	Resolved	17	['insert', 'create', 'user', 'column', 'partition', 'row', 'string', 'message', 'hdfs', 'change']
13218455	IMPALA	parquet writer hit dcheck handle string	encounter large insert parquet code create table customer like store parquetfile insert overwrite table customer select code noformat parquet column check fail check failure stack trace clone noformat actually happen multiple machine exactly time noformat run machine log line format threadid file line msg parquet column check fail parquet column check fail noformat coordinator log indicate fail fast noformat register query analyze query insert overwrite table customer select request prioritized load analysis finish schedule poolconfig stat admit query exec stmt insert overwrite table customer select start execution backend execqueryfinstances coord execute instance start execution backend coordinator wait backend finish remain parquet column check fail noformat	['crash', 'parquet']	1	1	Resolved	14	['user', 'insert', 'datum', 'result', 'create', 'return', 'join', 'hdfs', 'time', 'need']
13053520	IMPALA	support load data	track development load data impala	['s3']	3	7	Resolved	12	['src', 'include', 'jenkin', 'join', 'runtime', 'operator', 'value', 'int', 'service', 'scan']
13097382	IMPALA	suggest reject query error low	set small memlimit suggest memlimit run suggest code set set select count query select count query submit coordinator error memory limit exceed allocate aggregate expression intermediate value exprs allocate exceed limit error occur backend fragment memory leave process limit memory leave query limit fragment datastreamrecvr fragment select count join query select count join query submit coordinator error reject query pool default pool minimum memory reservation great memory available query buffer reservation mem available buffer reservation base memory reservation need set query profile information set set select count join query select count join query submit coordinator error reject query pool default pool minimum memory reservation great memory available query buffer reservation mem available buffer reservation base memory reservation need set query profile information code join switch broadcast partition base affect node byte estimate affect buffer size choose planner affect reservation code good news converge bump recommend value second time wonky	['usability']	3	1	Resolved	10	['limit', 'memory', 'fragment', 'join', 'log', 'set', 'user', 'src', 'common', 'execute']
13535820	IMPALA	rewrite delete statement truncate possible	user issue delete remove row table rewrite truncate table efficient case iceberg table delete create delete file contain exist row subsequent reader read data file delete file return result set wherease truncate table create new table snapshot need investigate make sense kudu table	['impala-iceberg', 'performance']	3	1	Open	14	['user', 'insert', 'datum', 'result', 'create', 'return', 'join', 'hdfs', 'time', 'need']
13053323	IMPALA	design test infrastructure	impala	['admission-control', 'resource-management', 'test-infra']	2	7	Resolved	12	['src', 'include', 'jenkin', 'join', 'runtime', 'operator', 'value', 'int', 'service', 'scan']
13054474	IMPALA	kuduscannode crash push predicate include cast	load functional table kudu simple agg alltype crash code use query use select count alltype year error communicating impalad tsocket read byte code code check fail check failure stack trace unknown pick jdwp transport suspend write minidump dev impala log cluster minidump code look like year gets cast double fail dcheck predicate simple expect need avoid push predicate kind thing lead real perf issue	['kudu']	1	1	Resolved	9	['set', 'kudu', 'thread', 'impalad', 'execute', 'scan', 'failure', 'crash', 'log', 'cause']
13099091	IMPALA	segmentation fault breakpad	stack trace crash thread minidump reach want access minidump able provide core file noformat crash reason sigsegv crash address client const const const const run noformat	['crash']	1	1	Resolved	9	['set', 'kudu', 'thread', 'impalad', 'execute', 'scan', 'failure', 'crash', 'log', 'cause']
13054475	IMPALA	kuduscannode scan range load	run query load observe kuduscannode miss scan range produce incorrect result tpch query run minicluster concurrent query fail somewhat regularly incorrect result node scan total range scan profile attach correct execution code non child non child bytesread numscannerthreadsstarte peakmemoryusage rowsread rowsreturne rowsreturnedrate sec scanrangescomplete scannerthreadsinvoluntarycontextswitche scannerthreadstotalwallclocktime materializetupletime scannerthreadssystime scannerthreadsusertime totalkudureadtime scannerthreadsvoluntarycontextswitches totalkuduscanroundtrips totalreadthroughput code run load case miss scan range code non child non child bytesread numscannerthreadsstarte peakmemoryusage rowsread rowsreturne rowsreturnedrate sec scanrangescomplete scannerthreadsinvoluntarycontextswitche scannerthreadstotalwallclocktime materializetupletime scannerthreadssystime scannerthreadsusertime totalkudureadtime scannerthreadsvoluntarycontextswitches totalkuduscanroundtrips totalreadthroughput code	['correctness', 'kudu']	1	1	Resolved	0	['impalad', 'user', 'scan', 'kudu', 'result', 'partition', 'join', 'common', 'create', 'inner']
