topic_0	topic_1	topic_2	topic_3	topic_4	topic_5	topic_6	topic_7	topic_8	topic_9	topic_10	topic_11	topic_12	topic_13	topic_14	topic_15	topic_16	topic_17	topic_18	topic_19	topic_20	topic_21	topic_22	topic_23	topic_24	topic_25	topic_26	topic_27	topic_28	topic_29	topic_30	topic_31	topic_32	topic_33	topic_34	topic_35	topic_36	topic_37	topic_38	topic_39	topic_40	topic_41	topic_42	topic_43	topic_44	topic_45	topic_46	topic_47	topic_48	topic_49	topic_50	topic_51	topic_52	topic_53	topic_54	topic_55	topic_56	topic_57	topic_58	topic_59
0.00033478733	0.0003370344	0.0003369712	0.00034618264	0.86761904	0.00033927092	0.0003347876	0.00033476707	0.00033703208	0.00033473378	0.00033929985	0.00033589551	0.00033810866	0.00034154026	0.0003381332	0.0003358945	0.000333629	0.00033706895	0.0003428068	0.00033475118	0.00034042128	0.0003370638	0.00034392558	0.0003392645	0.000335906	0.00033820546	0.00033928768	0.0003358749	0.00033589822	0.0003414622	0.11276194	0.00033592383	0.00034042858	0.00034273858	0.0003347469	0.0003368718	0.00033698833	0.0003393324	0.0003381177	0.00034053426	0.00033931807	0.0003438541	0.00033475604	0.00034145138	0.000337035	0.0003438852	0.0003460965	0.00034266387	0.0003370572	0.0003403847	0.00033818692	0.0003358533	0.00033818083	0.0003358601	0.0003358602	0.00033817082	0.00033705193	0.000333629	0.00033922636	0.00033479507
0.0040415684	0.004068695	0.004067932	0.0041791326	0.0041240007	0.0040956945	0.0040415716	0.0040413234	0.004068667	0.0040409216	0.0040960433	0.0040549464	0.004081663	0.00412309	0.0040819594	0.004054934	0.0040275846	0.0040691122	0.00413838	0.0040411316	0.0041095815	0.00406905	0.0041518854	0.0040956163	0.0040550726	0.004082832	0.7590062	0.004054697	0.004054979	0.0041221473	0.004124157	0.0040552877	0.0041096695	0.004137556	0.0040410804	0.004066732	0.0040681385	0.0040964363	0.0040817726	0.0041109454	0.004096263	0.0041510225	0.0040411903	0.004122017	0.004068702	0.0041513983	0.004178093	0.004136654	0.00406897	0.00410914	0.0040826085	0.004054437	0.0040825345	0.004054519	0.0040545203	0.004082414	0.0040689064	0.0040275846	0.004095156	0.0040416615
0.0008935722	0.00089956983	0.0008994011	0.0009239871	0.0009117977	0.00090553926	0.109159194	0.0008935181	0.0008995636	0.0008934293	0.00090561644	0.00089653005	0.0009024371	0.00091159623	0.00090250256	0.83844274	0.00089048047	0.00089966203	0.00091497676	0.0008934757	0.0009086096	0.00089964824	0.00091796287	0.000905522	0.000896558	0.0009026954	0.000905584	0.000896475	0.00089653727	0.00091138796	0.0009118322	0.00089660555	0.0009086291	0.0009147947	0.0008934643	0.00089913583	0.0008994468	0.0009057033	0.00090246124	0.00090891117	0.00090566505	0.0009177721	0.0008934887	0.00091135903	0.00089957134	0.0009178551	0.00092375715	0.0009145953	0.00089963066	0.000908512	0.000902646	0.00089641736	0.0009026297	0.0008964355	0.0008964358	0.000902603	0.00089961657	0.00089048047	0.0009054203	0.00089359283
0.0009462159	0.0009525668	0.00095238816	0.0009784226	0.0009655151	0.0009588879	0.00094621663	0.00094615854	0.0009525602	0.00094606454	0.14696063	0.0009493479	0.00095560297	0.00096530176	0.00095567235	0.41838917	0.000942942	0.0009526645	0.0009688814	0.00094611367	0.00096213917	0.00095264986	0.20916562	0.0009588697	0.00094937754	0.00095587655	0.0009589353	0.00094928965	0.1719337	0.00096508116	0.0009655516	0.00094942795	0.0009621598	0.00096868863	0.0009461016	0.00095210725	0.00095243653	0.0009590616	0.0009556285	0.0009624585	0.00095902116	0.00097184145	0.0009461274	0.00096505054	0.0009525684	0.00097192934	0.0009781792	0.0009684775	0.00095263124	0.0009620358	0.0009558242	0.00094922865	0.000955807	0.00094924786	0.00094924815	0.00095577864	0.0009526163	0.000942942	0.00095876196	0.0009462377
0.0032290153	0.003250688	0.0032500785	0.0033389227	0.003294875	0.0032722594	0.0032290178	0.0032288197	0.0032506657	0.0032284989	0.0032725383	0.0032397036	0.0032610493	0.0032941469	0.8074466	0.0032396938	0.003217843	0.0032510215	0.0033063628	0.0032286665	0.0032833545	0.0032509717	0.0033171533	0.0032721972	0.0032398046	0.003261983	0.0032724212	0.0032395048	0.0032397297	0.003293394	0.0032949995	0.0032399765	0.0032834248	0.0033057048	0.0032286253	0.00324912	0.0032502436	0.0032728522	0.0032611366	0.003284444	0.0032727139	0.003316464	0.0032287133	0.0032932898	0.003250694	0.003316764	0.0033380918	0.0033049844	0.003250908	0.0032830017	0.003261804	0.0032392966	0.0032617454	0.003239362	0.0032393632	0.0032616488	0.0032508571	0.003217843	0.0032718293	0.0032290898
0.0026885052	0.0027065503	0.0027060427	0.002780015	0.0027433406	0.0027245106	0.0026885073	0.0026883425	0.0027065317	0.0026880752	0.002724743	0.83966047	0.0027151771	0.0027427343	0.002715374	0.0026973963	0.0026792032	0.0027068278	0.0027529055	0.0026882149	0.0027337484	0.0027067864	0.0027618897	0.002724459	0.0026974885	0.0027159543	0.0027246452	0.002697239	0.0026974261	0.0027421077	0.0027434444	0.0026976317	0.002733807	0.0027523576	0.0026881807	0.0027052446	0.00270618	0.0027250042	0.0027152498	0.0027346557	0.0027248892	0.0027613158	0.0026882538	0.0027420206	0.002706555	0.0027615656	0.0027793231	0.0027517576	0.0027067333	0.0027334548	0.0027158055	0.0026970655	0.0027157567	0.00269712	0.002697121	0.002715676	0.002706691	0.0026792032	0.0027241528	0.0026885672
0.4490275	0.0013503334	0.0013500801	0.47235957	0.0013686885	0.001359294	0.0013413315	0.0013412493	0.0013503241	0.0013411159	0.00135941	0.0013457704	0.0013546374	0.0013683861	0.0013547357	0.0013457664	0.0013366896	0.0013504719	0.0013734606	0.0013411856	0.0013639029	0.0013504511	0.0013779431	0.0013592682	0.0013458125	0.0013550252	0.0013593612	0.0013456878	0.0013457813	0.0013680735	0.0013687403	0.0013458838	0.0013639322	0.0013731873	0.0013411685	0.001349682	0.0013501488	0.0013595403	0.0013546736	0.0013643557	0.0013594829	0.0013776566	0.0013412051	0.0013680301	0.0013503358	0.0013777813	0.0013866408	0.001372888	0.0013504247	0.0013637564	0.0013549511	0.0013456013	0.0013549266	0.0013456285	0.001345629	0.0013548865	0.0013504035	0.0013366896	0.0013591155	0.0013413614
0.0012379421	0.001246251	0.0012460174	0.0012800785	0.0012631915	0.0012545211	0.0012379431	0.0012378672	0.0012462424	0.0012377441	0.0012546281	0.0012420398	0.0012502234	0.0012629123	0.0012503141	0.92617047	0.0012336589	0.0012463789	0.0012675957	0.0012378084	0.0012587747	0.0012463598	0.0012717326	0.0012544972	0.0012420786	0.0012505812	0.0012545831	0.0012419636	0.0012420499	0.0012626238	0.0012632392	0.0012421445	0.0012588017	0.0012673434	0.0012377927	0.0012456499	0.0012460807	0.0012547483	0.0012502568	0.0012591925	0.0012546954	0.0012714682	0.0012378264	0.0012625837	0.0012462533	0.0012715833	0.0012797599	0.0012670672	0.0012463353	0.0012586395	0.0012505128	0.0012418837	0.0012504902	0.0012419089	0.0012419093	0.0012504532	0.0012463159	0.0012336589	0.0012543562	0.0012379707
0.00268851	0.0027065552	0.0027060476	0.0027800202	0.0027433455	0.0027245155	0.0026885122	0.0026883474	0.0027065366	0.00268808	0.0027247479	0.0026974094	0.002715182	0.0027427394	0.002715379	0.0026974012	0.002679208	0.0027068327	0.0027529104	0.0026882198	0.0027337535	0.0027067913	0.0027618948	0.0027244638	0.0026974936	0.0027159592	0.0027246503	0.0026972438	0.0026974312	0.0027421126	0.0027434493	0.0026976366	0.002733812	0.0027523628	0.0026881855	0.0027052495	0.0027061852	0.002725009	0.0027152547	0.0027346609	0.002724894	0.002761321	0.002688259	0.22199965	0.0027065598	0.0027615705	0.0027793283	0.0027517627	0.0027067382	0.0027334597	0.0027158107	0.0026970704	0.0027157615	0.002697125	0.002697126	0.0027156812	0.0027066958	0.62038434	0.0027241576	0.002688572
0.00032795136	0.00033015257	0.00033009064	0.000339114	0.00033464032	0.00033234342	0.00032795162	0.0003279315	0.00033015027	0.00032789892	0.00033237174	0.00032903693	0.00033120488	0.0003345664	0.00033122892	0.00032903595	0.00032681666	0.00033018642	0.9804481	0.00032791597	0.00033347026	0.00033018136	0.00033690303	0.0003323371	0.00032904718	0.0003312997	0.00033235984	0.00032901674	0.00032903958	0.00033448995	0.000334653	0.00032906464	0.00033347742	0.00033574027	0.00032791178	0.0003299933	0.00033010743	0.0003324036	0.00033121373	0.00033358095	0.00033238958	0.000336833	0.00032792072	0.00033447935	0.00033015313	0.00033686348	0.0003390296	0.00033566708	0.0003301749	0.00033343444	0.00033128154	0.00032899558	0.00033127557	0.00032900224	0.00032900236	0.00033126576	0.0003301697	0.00032681666	0.00033229974	0.00032795893
