topic_0	topic_1	topic_2	topic_3	topic_4	topic_5	topic_6	topic_7	topic_8	topic_9	topic_10	topic_11	topic_12	topic_13	topic_14	topic_15	topic_16	topic_17	topic_18	topic_19	topic_20	topic_21	topic_22	topic_23	topic_24	topic_25	topic_26	topic_27	topic_28	topic_29	topic_30	topic_31	topic_32	topic_33	topic_34	topic_35	topic_36	topic_37	topic_38	topic_39	topic_40	topic_41	topic_42	topic_43	topic_44	topic_45	topic_46	topic_47	topic_48	topic_49	topic_50	topic_51	topic_52	topic_53	topic_54	topic_55	topic_56	topic_57	topic_58	topic_59	topic_60	topic_61	topic_62	topic_63	topic_64	topic_65	topic_66	topic_67	topic_68	topic_69	topic_70	topic_71	topic_72	topic_73	topic_74	topic_75	topic_76	topic_77	topic_78	topic_79	topic_80	topic_81	topic_82	topic_83	topic_84	topic_85	topic_86	topic_87	topic_88	topic_89	topic_90	topic_91	topic_92	topic_93	topic_94	topic_95	topic_96	topic_97	topic_98	topic_99	topic_100	topic_101	topic_102	topic_103	topic_104	topic_105	topic_106	topic_107	topic_108	topic_109
0.00018675493	0.0001867578	0.00018735051	0.00018922023	0.0002093558	0.00018576423	0.00018675966	0.00018554051	0.00018797182	0.00018797444	0.00018735803	0.00018795929	0.00018554051	0.00018736241	0.0001867512	0.00019039132	0.00018735536	0.00018737263	0.00018857382	0.00018554051	0.00018711989	0.00018735812	0.00018731317	0.00018675625	0.00018736975	0.00018675813	0.00018554051	0.00018675343	0.0001867534	0.00018853499	0.00018857121	0.00018554051	0.00018736182	0.0001885798	0.00018736726	0.00018614558	0.00018675617	0.00018674768	0.00018675573	0.00018798163	0.0001867571	0.00019101708	0.00018675692	0.00018615369	0.00018554051	0.00018697092	0.0001867625	0.0001867532	0.00018614558	0.00018728319	0.00018736371	0.00018554051	0.00018615028	0.00018674905	0.00018615022	0.00018554051	0.00018615164	0.00018554051	0.00018675347	0.00018615554	0.00018554051	0.00018735632	0.00018614224	0.00018554051	0.00018676015	0.00018917515	0.00018614467	0.00018798768	0.0001885816	0.00018736951	0.00018797848	0.00018615369	0.00018735131	0.0001873699	0.00018796782	0.00018979657	0.00018614862	0.00018675934	0.00018554051	0.00018554051	0.0001861436	0.00018676044	0.00018614448	0.00018554051	0.00018796501	0.00018735182	0.00018675256	0.00018674941	0.00018614862	0.00018736537	0.00018614467	0.00018857277	0.00018676263	0.0001873647	0.00018675116	0.00018796092	0.00018674559	0.00018675587	0.00018676341	0.00018614912	0.00018614702	0.00018554051	0.00018796194	0.00018797953	0.00018674973	0.00018919342	0.00018614702	0.9795985	0.00018615268	0.00018554051
0.0022477272	0.0022477617	0.0022548956	0.002277399	0.002269549	0.0022358035	0.0022477843	0.0022331108	0.0022623735	0.002262405	0.002254986	0.0022622226	0.0022331108	0.0022550388	0.0022476823	0.0022914938	0.0022549536	0.0022551615	0.0022696187	0.0022331108	0.0022521198	0.0022549871	0.002254446	0.002247743	0.002255127	0.0022477657	0.0022331108	0.0022477093	0.0022477088	0.3043394	0.0022695875	0.0022331108	0.0022550314	0.0022696906	0.002255097	0.0022403933	0.0022477421	0.0022476402	0.0022477368	0.0022624913	0.0022477533	0.0022990254	0.0022477512	0.0022404909	0.0022331108	0.0022503268	0.0022478183	0.0022477065	0.0022403933	0.0022540851	0.0022550544	0.0022331108	0.00224045	0.0022476565	0.0022404492	0.0022331108	0.0022404662	0.0022331108	0.0022477098	0.002240513	0.0022331108	0.0022549655	0.002240353	0.0022331108	0.00224779	0.0022768562	0.20179272	0.0022625641	0.0022697125	0.0022551243	0.0022624535	0.0022404909	0.0022549052	0.0022551287	0.0022623253	0.0022843354	0.0022404299	0.0022477803	0.0022331108	0.0022331108	0.0022403693	0.0022477936	0.00224038	0.0022331108	0.0022622913	0.0022549112	0.0022476986	0.002247661	0.0022404299	0.0022550742	0.0022403824	0.002269606	0.00224782	0.0022550663	0.0022476818	0.0022622421	0.0022476148	0.0022477387	0.0022478292	0.0022404357	0.25305223	0.0022331108	0.0022622545	0.0022624661	0.0022476646	0.0022770762	0.0022404105	0.0022697276	0.0022404788	0.0022331108
0.00049823796	0.0004982456	0.0004998269	0.0005048151	0.0005030751	0.00049559487	0.26058316	0.00049499806	0.00050148444	0.0005014914	0.00049984694	0.000501451	0.00049499806	0.00049985864	0.000498228	0.0005079394	0.0004998398	0.0004998859	0.0005030905	0.00049499806	0.0004992116	0.00049984717	0.00049972726	0.00049824145	0.0004998782	0.00049824646	0.00049499806	0.00049823395	0.0004982338	0.00050298695	0.0005030836	0.00049499806	0.000499857	0.00050310645	0.00049987156	0.0004966123	0.0004982413	0.00049821864	0.00049824006	0.00050151057	0.0004982437	0.0005096088	0.00049824326	0.00049663393	0.00049499806	0.00049881416	0.00049825816	0.0004982333	0.0004966123	0.0004996473	0.00049986213	0.00049499806	0.0004966248	0.00049822225	0.0004966247	0.00049499806	0.0004966284	0.00049499806	0.00049823406	0.0004966388	0.00049499806	0.0004998424	0.0004966034	0.00049499806	0.0004982519	0.00050469476	0.00049660983	0.00050152675	0.0005031113	0.00049987755	0.0005015022	0.00049663393	0.000499829	0.00049987854	0.0005014738	0.00050635263	0.0004966204	0.0004982497	0.00049499806	0.00049499806	0.000496607	0.00049825263	0.0004966093	0.00049499806	0.0005014663	0.00049983035	0.0004982316	0.00049822323	0.0004966204	0.0004998665	0.00049660983	0.0005030877	0.0004982585	0.00049986475	0.0004982279	0.00050145533	0.00049821305	0.00049824046	0.00049826055	0.0004966217	0.0004966161	0.00049499806	0.00050145807	0.000501505	0.00049822405	0.00050474354	0.0004966161	0.6855421	0.00049663126	0.00049499806
0.00052756735	0.0005275755	0.00052924984	0.00053453166	0.0005326892	0.0005247687	0.00052758073	0.00052413676	0.000531005	0.0005310124	0.0005292711	0.23223163	0.00052413676	0.0005292835	0.00052755687	0.0005378399	0.0005292635	0.0005293123	0.00053270557	0.00052413676	0.0005285984	0.0005292714	0.00052914437	0.00052757113	0.0005293042	0.0005275764	0.00052413676	0.00052756316	0.00052756304	0.0005325959	0.00053269824	0.00052413676	0.0005292818	0.00053272245	0.00052929716	0.00052584603	0.0005275709	0.0005275469	0.0005275696	0.0005310327	0.0005275735	0.00053960766	0.00052757305	0.0005258689	0.00052413676	0.28874627	0.00052758877	0.0005275625	0.00052584603	0.0005290597	0.00052928715	0.00052413676	0.0005258593	0.00052755076	0.0005258591	0.00052413676	0.00052586314	0.00052413676	0.0005275633	0.00052587414	0.00052413676	0.00052926625	0.0005258366	0.00052413676	0.00052758213	0.0005344043	0.0005258434	0.0005310498	0.0005327276	0.00052930356	0.0005310238	0.0005258689	0.0005292521	0.00052930455	0.0005309937	0.0005361597	0.00052585464	0.0005275798	0.00052413676	0.00052413676	0.00052584044	0.00052758295	0.18403141	0.00052413676	0.00053098577	0.00052925356	0.0005275607	0.0005275518	0.00052585464	0.0005292918	0.0005258434	0.0005327026	0.0005275891	0.00052928994	0.2389968	0.0005309742	0.000527541	0.0005275701	0.0005275913	0.000525856	0.00052585005	0.00052413676	0.0005309771	0.00053102674	0.0005275527	0.00053445593	0.00052585005	0.0005327311	0.00052586605	0.00052413676
0.001797012	0.0017970396	0.001802743	0.0018207339	0.0018144582	0.0017874793	0.0017970576	0.0017853266	0.0018087213	0.0018087465	0.0018028152	0.0018086007	0.0017853266	0.0018028574	0.0017969762	0.0018320024	0.0018027894	0.0018029556	0.0018145139	0.0017853266	0.0018005238	0.0018028162	0.0018023837	0.0017970247	0.001802928	0.0017970428	0.0017853266	0.0017969976	0.0017969973	0.0018141404	0.0018144889	0.0017853266	0.0018028517	0.0018145714	0.0018029041	0.0017911487	0.0017970239	0.0017969423	0.0017970196	0.0018088156	0.0017970329	0.0018380238	0.0017970313	0.0017912268	0.0017853266	0.0017990903	0.0017970848	0.0017969954	0.0017911487	0.0018020951	0.00180287	0.0017853266	0.0017911938	0.0017969555	0.0017911933	0.0017853266	0.0017912069	0.0017853266	0.001796998	0.0017912445	0.0017853266	0.0018027988	0.0017911165	0.0017853266	0.0017970622	0.0018203001	0.00179114	0.0018088738	0.0018145888	0.0018029257	0.0018087854	0.0017912268	0.0018027506	0.0018029293	0.0018086828	0.0018262796	0.001791178	0.0017970544	0.0017853266	0.0017853266	0.0017911296	0.001797065	0.0017911381	0.0017853266	0.0018086558	0.0018027554	0.0017969892	0.44852325	0.001791178	0.0018028858	0.3571412	0.0018145038	0.0017970862	0.0018028795	0.0017969757	0.0018086163	0.0017969222	0.0017970211	0.0017970937	0.0017911827	0.0017911625	0.0017853266	0.0018086262	0.0018087955	0.001796962	0.001820476	0.0017911625	0.0018146009	0.001791217	0.0017853266
0.0014968673	0.0014968903	0.001501641	0.001516627	0.0015113995	0.0014889267	0.0014969052	0.0014871337	0.8366411	0.0015066419	0.0015017012	0.0015065203	0.0014871337	0.0015017363	0.0014968375	0.0015260135	0.0015016798	0.0015018182	0.001511446	0.0014871337	0.0014997926	0.001501702	0.0015013417	0.0014968779	0.0015017951	0.001496893	0.0014871337	0.0014968553	0.001496855	0.0015111348	0.0015114251	0.0014871337	0.0015017316	0.0015114938	0.0015017752	0.0014919833	0.0014968773	0.0014968093	0.0014968737	0.0015066994	0.0014968847	0.0015310291	0.0014968833	0.0014920483	0.0014871337	0.0014985985	0.0014969279	0.0014968534	0.0014919833	0.0015011014	0.0015017468	0.0014871337	0.0014920209	0.0014968201	0.0014920204	0.0014871337	0.0014920318	0.0014871337	0.0014968556	0.001492063	0.0014871337	0.0015016876	0.0014919565	0.0014871337	0.0014969092	0.0015162657	0.001491976	0.0015067479	0.0015115082	0.0015017933	0.0015066742	0.0014920483	0.0015016474	0.0015017963	0.0015065888	0.0015212465	0.0014920078	0.0014969026	0.0014871337	0.0014871337	0.0014919674	0.0014969115	0.0014919745	0.0014871337	0.0015065663	0.0015016515	0.0014968483	0.0014968232	0.0014920078	0.00150176	0.001491976	0.0015114375	0.0014969291	0.0015017547	0.0014968371	0.0015065335	0.0014967924	0.001496875	0.0014969353	0.0014920116	0.0014919948	0.0014871337	0.0015065416	0.0015066826	0.0014968256	0.0015164122	0.0014919948	0.0015115184	0.0014920402	0.0014871337
0.0007476244	0.0007476359	0.0007500087	0.00075749354	0.00075488264	0.0007436584	0.00074764335	0.0007427628	0.0007524959	0.00075250637	0.1670382	0.0007524457	0.0007427628	0.0007500563	0.0007476095	0.0007621817	0.000750028	0.00075009716	0.0007549058	0.0007427628	0.0007490854	0.0007500391	0.0007498592	0.0007476297	0.00075008563	0.0007476372	0.0007427628	0.0007476184	0.00074761827	0.0007547504	0.39536342	0.0007427628	0.00075005385	0.00075492973	0.00075007573	0.000745185	0.0007476293	0.0007475954	0.0007476276	0.0007525351	0.00074763305	0.00076468685	0.00074763235	0.0007452175	0.0007427628	0.00074848905	0.0007476547	0.00074761745	0.000745185	0.0007497391	0.0007500615	0.0007427628	0.0007452038	0.00074760086	0.0007452036	0.0007427628	0.0007452092	0.0007427628	0.00074761856	0.0007452249	0.0007427628	0.0007500319	0.0007451716	0.0007427628	0.0007476453	0.0007573131	0.00074518134	0.00075255934	0.00075493695	0.0007500847	0.00075252255	0.0007452175	0.35750967	0.0007500862	0.0007524799	0.0007598008	0.00074519723	0.000747642	0.0007427628	0.0007427628	0.0007451771	0.00074764644	0.0007451806	0.0007427628	0.0007524686	0.00075001386	0.0007476149	0.0007476023	0.00074519723	0.0007500681	0.00074518134	0.0007549016	0.0007476552	0.00075006543	0.0007476093	0.00075245224	0.000747587	0.00074762816	0.0007476583	0.00074519916	0.0007451908	0.0007427628	0.0007524563	0.00075252674	0.00074760354	0.00075738627	0.0007451908	0.000754942	0.0007452134	0.0007427628
0.000690057	0.0006900676	0.0006922577	0.00069916627	0.0006967564	0.0006863964	0.0006900745	0.0006855698	0.0006945534	0.0006945631	0.0006922854	0.0006945071	0.0006855698	0.00069230166	0.0006900432	0.44065922	0.0006922755	0.0006923394	0.0006967778	0.0006855698	0.00069140556	0.00069228583	0.0006921197	0.0006900619	0.00069232873	0.0006900688	0.0006855698	0.00069005147	0.00069005135	0.00069663435	0.00069676817	0.0006855698	0.00069229945	0.00069679983	0.0006923196	0.00068780547	0.0006900616	0.0006900302	0.0006900599	0.00069458963	0.00069006503	0.0007058056	0.0006900644	0.00068783545	0.0006855698	0.37040824	0.00069008494	0.0006900506	0.00068780547	0.00069200894	0.00069230644	0.0006855698	0.0006878228	0.0006900353	0.0006878226	0.0006855698	0.0006878278	0.0006855698	0.00069005165	0.00068784226	0.0006855698	0.00069227914	0.00068779313	0.0006855698	0.00069007627	0.0006989997	0.0006878021	0.000694612	0.0006968065	0.0006923279	0.000694578	0.00068783545	0.0006922606	0.00069232925	0.00069453864	0.0007012958	0.0006878167	0.0006900733	0.0006855698	0.0006855698	0.00068779814	0.0006900774	0.11501154	0.0006855698	0.0006945282	0.0006922625	0.00069004827	0.0006900366	0.0006878167	0.00069231255	0.0006878021	0.0006967739	0.00069008546	0.0006923101	0.0006900431	0.0006945131	0.0006900225	0.0006900605	0.0006900883	0.0006878185	0.00068781077	0.0006855698	0.0006945169	0.0006945819	0.0006900378	0.00069906726	0.00068781077	0.0006968112	0.0006878317	0.0006855698
0.0014968645	0.0014968874	0.0015016381	0.0015166241	0.0015113967	0.0014889239	0.0014969024	0.0014871308	0.001506618	0.001506639	0.0015016984	0.0015065175	0.0014871308	0.0015017336	0.0014968346	0.0015260106	0.5025818	0.0015018153	0.001511443	0.0014871308	0.0014997897	0.0015016991	0.0015013389	0.001496875	0.0015017923	0.0014968901	0.0014871308	0.0014968525	0.0014968521	0.0015111319	0.0015114222	0.0014871308	0.0015017287	0.0015114909	0.0015017724	0.3355466	0.0014968744	0.0014968064	0.0014968708	0.0015066966	0.0014968818	0.0015310262	0.0014968804	0.0014920455	0.0014871308	0.0014985956	0.0014969251	0.0014968506	0.0014919804	0.0015010985	0.0015017439	0.0014871308	0.0014920181	0.0014968173	0.0014920176	0.0014871308	0.0014920289	0.0014871308	0.0014968527	0.0014920603	0.0014871308	0.0015016847	0.0014919536	0.0014871308	0.0014969063	0.0015162628	0.0014919731	0.0015067451	0.0015115055	0.0015017905	0.0015066713	0.0014920455	0.0015016445	0.0015017934	0.001506586	0.0015212436	0.0014920048	0.0014968998	0.0014871308	0.0014871308	0.0014919646	0.0014969086	0.0014919715	0.0014871308	0.0015065634	0.0015016486	0.0014968455	0.0014968202	0.0014920048	0.0015017572	0.0014919731	0.0015114347	0.0014969262	0.0015017518	0.0014968342	0.0015065306	0.0014967896	0.001496872	0.0014969324	0.0014920087	0.0014919919	0.0014871308	0.0015065388	0.0015066797	0.0014968227	0.0015164093	0.0014919919	0.0015115155	0.0014920373	0.0014871308
0.0001829425	0.00018294531	0.00018352593	0.00018535748	0.00018471859	0.00018197202	0.00018294713	0.00018175288	0.00018413455	0.00018413711	0.00018353328	0.00018412227	0.00018175288	0.00018353757	0.00018293885	0.00018650465	0.00018353066	0.00018354759	0.00018472425	0.00018175288	0.00018330001	0.00018353338	0.00018348935	0.00018294378	0.00018354476	0.00018294563	0.00018175288	0.00018294103	0.00018294099	0.00018468623	0.0001847217	0.00018175288	0.00018353699	0.0001847301	0.00018354233	0.00018234558	0.00018294371	0.0001829354	0.00018294327	0.00018414414	0.00018294463	0.00018711765	0.00018294445	0.00018235353	0.00018175288	0.00018315407	0.00018294991	0.0001829408	0.00018234558	0.00018345997	0.00018353885	0.00018175288	0.00018235018	0.00018293674	0.00018235014	0.00018175288	0.00018235152	0.00018175288	0.00018294108	0.00018235535	0.00018175288	0.0001835316	0.00018234232	0.00018175288	0.00018294761	0.00018531331	0.0001823447	0.00018415008	0.00018473188	0.00018354454	0.00018414107	0.00018235353	0.0001835267	0.0001835449	0.00018413064	0.00018592205	0.00018234857	0.9800336	0.00018175288	0.00018175288	0.00018234365	0.0001829479	0.0001823445	0.00018175288	0.00018412787	0.0001835272	0.00018294017	0.0001829371	0.00018234857	0.00018354047	0.0001823447	0.00018472322	0.00018295004	0.00018353983	0.0001829388	0.00018412386	0.00018293335	0.00018294343	0.00018295081	0.00018234905	0.000182347	0.00018175288	0.00018412487	0.00018414209	0.0001829374	0.00018533121	0.000182347	0.00018473312	0.00018235254	0.00018175288
