id	project_name	processed_title	processed_description	processed_labels	priority_id	type_id	status_name	topic_id	top_terms
13565223	HIVE	share work optimizer ignore schema merge set case virtual column difference	code java set false create table int explain select select partition select select union select code sharedworkoptimizer code java code sharedworkoptimizer code java code merge schema match turn test code java filename blockoffset filename code	['pull-request-available']	3	1	Closed	29	['apache', 'java', 'test', 'datum', 'like', 'run', 'method', 'support', 'remove', 'map']
13255087	HIVE	query multiple lateral view hang compilation	step repro code java create table create external table jsontable string row format serde lazysimpleserde store inputformat textinputformat outputformat hiveignorekeytextoutputformat run explain query explain select jsontable lateral view lateral view lateral view lateral view lateral view lateral view lateral view lateral view lateral view lateral view lateral view lateral view lateral view lateral view lateral view lateral view lateral view lateral view lateral view lateral view lateral view lateral view lateral view lateral view lateral view lateral view lateral view lateral view lateral view lateral view lateral view lateral view hung forever code jstacks code java handler pool runnable handler pool runnable thread state runnable method method source thriftcliservice code attach jstack take interval second	['pull-request-available']	2	1	Closed	0	['method', 'cause', 'null', 'file', 'partition', 'string', 'noformat', 'new', 'exception', 'source']
13480774	HIVE	iceberg fix vectorizedsupport support hiveiceberginputformat	support vectore read parquet support orc disable hiveiceberginputformat cause regression query good restore support iceberg input format	['perfomance', 'pull-request-available']	3	4	Closed	2	['support', 'true', 'default', 'iceberg', 'column', 'noformat', 'type', 'enable', 'property', 'case']
13367433	HIVE	remove outdated check correlated exist subquerie aggregate	long call check exist subquerie aggregate move	['pull-request-available']	4	4	Resolved	21	['map', 'error', 'remove', 'cause', 'java', 'check', 'file', 'case', 'column', 'apache']
13388426	HIVE	map partition key column push tnk select	follow tpc query fail runtime table external jdbc table code sql select rank select rank partition order rank group rank code stacktrace show problem occur try initialize topnkeyoperator noformat error tez tezprocessor fail initializeandrunprocessor runtimeexception map operator initialization fail snapshot hive snapshot hive snapshot tez runtime tez runtime tez runtime method tez runtime tez runtime tez hive llap snapshot cause runtimeexception find field snapshot snapshot snapshot snapshot snapshot snapshot snapshot snapshot snapshot snapshot snapshot noformat	['pull-request-available']	3	1	Resolved	0	['method', 'cause', 'null', 'file', 'partition', 'string', 'noformat', 'new', 'exception', 'source']
13158516	HIVE	enable root base parameter identify source replication	add parameter level identify source replication user set enable root database source replication policy skip root functionality prevent database drop parameter indicate source replication set upgrade version user set property exist database policy affect parameter form list	['pull-request-available']	3	3	Closed	13	['source', 'replication', 'set', 'error', 'file', 'load', 'run', 'test', 'apache', 'need']
13429987	HIVE	miss message operation log	unlucky timing event operation log message lose appear appropriate file change prevent hushablerandomaccessfileappender create refer file close second prevent creation appender mean message trigger creation lose forever fact message query come interval second lose forever appender file close explicitly problem hard notice practice arrival appender close frequently make issue reproducible easily suffice set property low check operation log problem discover investigate intermittent failure operation logging test testoperationloggingapiwithtez	['pull-request-available']	3	1	Closed	15	['file', 'partition', 'java', 'source', 'method', 'sql', 'log', 'column', 'time', 'cause']
13304409	HIVE	intellij compile error staticpermanentfunctionchecker testvectorgroupbyoperator	follow error appear compile code intellij testvectorgroupbyoperator java package exist staticpermanentfunctionchecker java package exist	['pull-request-available']	3	1	Closed	21	['map', 'error', 'remove', 'cause', 'java', 'check', 'file', 'case', 'column', 'apache']
13510452	HIVE	set column name result schema plan value root	query code select select group code result column name code code code code	['pull-request-available']	3	4	Resolved	16	['null', 'set', 'value', 'result', 'lead', 'instead', 'property', 'java', 'string', 'apache']
13057521	HIVE	support	way percentile function add provide subset standard aggregate function sql standard provide additional option aggregate function different rule standard specify ordering arbitrary value expression result draw value expression aggregate function usable analytic function support clause current percentile function able clause rough outline work group order expression spec group order expression spec value number value expression evaluate row group null discard remain row order specify consider pair consecutive row indicate argument treat fraction total number row group interpolate value value expression evaluate row specify treat group window partition window function specified ordering value expression window ordering return value expression cumulative distribution value great equal argument	['todoc4.0']	3	7	Closed	1	['new', 'value', 'iceberg', 'source', 'partition', 'map', 'need', 'replication', 'case', 'java']
13417478	HIVE	analyse table fail non exist partition	column name give analyse command query fail partition column value give fail analyze table tbl partition compute statistics column fail semanticexception partition correspond exist analyze table tbl partition compute statistics columns fail compute stat table	['pull-request-available']	3	1	Open	17	['partition', 'int', 'iceberg', 'store', 'load', 'insert', 'column', 'case', 'set', 'string']
13402952	HIVE	schema upgrade mssql fail add type column dbs table	schema upgrade fail noformat alter table dbs add type default native null error native permit context valid expression constant constant expression context variable column name permit state abort command set force false command fail alter table dbs add type default native null error main metastoreschematool upgrade failed metastore state inconsistent upgrade failed metastore state inconsistent error main metastoreschematool underlying cause ioexception schema script fail errorcode underlying cause ioexception schema script fail errorcode error main metastoreschematool use detailed stacktrace use detailed stacktrace error main metastoreschematool schematool fail noformat	['pull-request-available']	3	7	Closed	22	['type', 'error', 'column', 'datum', 'int', 'null', 'file', 'store', 'apache', 'noformat']
13594284	HIVE	eliminate lot metric null check llaptaskschedulerservice	null check llaptaskschedulerservice like boilerplate metric collector dummy case	['pull-request-available']	3	4	In Progress	16	['null', 'set', 'value', 'result', 'lead', 'instead', 'property', 'java', 'string', 'apache']
13521251	HIVE	create trackable hive configuration object	configuration relate investigation want able easily find certain configuration change look improvement simply log change hello asdf null thread codepath sure trackable configuration object hadoop reuse need implement hive	['pull-request-available']	3	4	In Progress	11	['need', 'time', 'noformat', 'use', 'case', 'string', 'property', 'log', 'iceberg', 'default']
13502178	HIVE	authorization failure nested view have clause	authorization failure case nested view create clause user permission inner view	['pull-request-available']	3	1	Closed	10	['set', 'file', 'source', 'error', 'replication', 'case', 'load', 'true', 'cause', 'property']
13414492	HIVE	ignore exception relate interruption limit reach	problem describe handle hive instead	['pull-request-available']	3	1	Closed	5	['cause', 'exception', 'time', 'method', 'java', 'string', 'noformat', 'error', 'new', 'enable']
13581953	HIVE	save query error message driver level	current path sqloperation instead throw commandprocessorexception driver save error message query tracking purpose single message later reference like code failed semanticexception error line table find abcd code way achieve wrap occurrence throw commandprocessorexception inside driver pro storing error message stay inside driver sqlcommand need know con look bit bad future proof later miss throw cpe need driver code change place catch sqloperation propagate driver pro maybe look well exception catch single place con look weird sqloperation driver store error message pass driver	['pull-request-available']	3	4	Resolved	22	['type', 'error', 'column', 'datum', 'int', 'null', 'file', 'store', 'apache', 'noformat']
13273849	HIVE	fix replication relate test	teststatsreplicationscenariosacidnoautogather test run run result timeout jira search reveal pretty common hive log like minute test start exception code java debug finalizer metastore hivemetastoreclient unable shutdown metastore client try close transport directly ttransportexception socketexception socket close hive standalone metastore snapshot method hive standalone metastore snapshot source hive snapshot hive snapshot cause socketexception socket close code nosuchobjectexception follow replication happen fully understand attach log	['pull-request-available']	3	7	Resolved	29	['apache', 'java', 'test', 'datum', 'like', 'run', 'method', 'support', 'remove', 'map']
13573662	HIVE	add asf license header non java file	accord asf legal src source file contain asf header currently lot source file contain asf header file break follow category python file bash shell script file javascript file maven file github workflow docker file good hive tez yarn configuration file property file markdown file datum file test datum generate code file src gen qtest input output file intellij file txt data file change aim address category good add miss header possible	['hive-4.0.1-merged', 'hive-4.0.1-must']	3	3	Resolved	15	['file', 'partition', 'java', 'source', 'method', 'sql', 'log', 'column', 'time', 'cause']
13449282	HIVE	remove junit extension favor loggercontextsource	junit extension introduce order facilitate run test specific configuration similar seemingly powerful junit extension official release repo apache log blob core src test java org apache logging junit goal jira remove code relate hive repo replace usage loggercontextsource reduce maintenance overhead hive community reduce dependency core	['pull-request-available']	4	3	Closed	29	['apache', 'java', 'test', 'datum', 'like', 'run', 'method', 'support', 'remove', 'map']
13365800	HIVE	add datacopyend stage replstatelogtask external table replication	add task mark end external table copy	['pull-request-available']	3	4	Resolved	26	['partition', 'support', 'replication', 'run', 'load', 'need', 'source', 'use', 'currently', 'set']
13561016	HIVE	npe run query join date	error reproduce current apache hive commit follow step code sql set true create table person fname string birthdate date insert person values victor alexandre select person inner join person code stacktrace show noformat error tez tezprocessor fail initializeandrunprocessor runtimeexception map operator initialization fail snapshot snapshot snapshot runtime runtime runtime method runtime runtime llap snapshot cause nullpointerexception snapshot snapshot snapshot snapshot snapshot snapshot snapshot snapshot noformat probably cause add date type possible key hashtable	['pull-request-available']	3	1	Closed	12	['set', 'value', 'true', 'cause', 'insert', 'noformat', 'run', 'error', 'string', 'instead']
13243191	HIVE	add list table select dump dump folder	list table select dump keep dump folder table file help user find table replicate list user ranger atlas policy replication	['pull-request-available']	3	7	Resolved	10	['set', 'file', 'source', 'error', 'replication', 'case', 'load', 'true', 'cause', 'property']
13213208	HIVE	support semijoin reduction multiple column join	currently query involve join multiple column create separate semi join edge key turn create bloom filter like explain select count join code java map reducer reducer map map reducer reducer reducer map masked pattern vertices map map operator tree tablescan alia filterexpr key null value null key type boolean statistic num row datum size basic stat complete column stat complete filter operator predicate key key null value null type boolean statistic num row datum size basic stat complete column stat complete select operator expression key type string value type string outputcolumnnames statistic num row datum size basic stat complete column stat complete reduce output operator key expression type string type string sort order map reduce partition column type string type string statistic num row datum size basic stat complete column stat complete execution mode vectorize llap llap input map map operator tree tablescan alia filterexpr null null type boolean statistic num row datum size basic stat partial column stat partial filter operator predicate null null type boolean statistic num row datum size basic stat partial column stat partial select operator expression type string type string outputcolumnnames statistic num row datum size basic stat partial column stat partial reduce output operator key expression type string type string sort order map reduce partition column type string type string statistic num row datum size basic stat partial column stat partial select operator expression type string outputcolumnnames statistics num row datum size basic stat partial column stat partial group operator aggregation mode hash outputcolumnnames statistics num row datum size basic stat partial column stat partial reduce output operator sort order statistic num row datum size basic stat partial column stat partial value expression type string type string type binary execution mode vectorize llap llap input reducer execution mode llap reduce operator tree merge join operator condition map inner join key type string type string type string type string statistic num row datum size basic stat partial column stat group operator aggregation count mode hash outputcolumnnames statistics num row datum size basic stat partial column stat reduce output operator sort order statistic num row datum size basic stat partial column stat value expression type bigint reducer execution mode vectorize llap reduce operator tree group operator aggregation mode mergepartial outputcolumnnames statistics num row datum size basic stat partial column stat file output operator compress false statistic num row datum size basic stat partial column stat table input format sequencefileinputformat output format hivesequencefileoutputformat serde lazysimpleserde reducer execution mode vectorize llap reduce operator tree group operator aggregation mode final outputcolumnnames statistics num row datum size basic stat partial column stat partial reduce output operator sort order statistic num row datum size basic stat partial column stat partial value expression type string type string type binary code instead create branch join bloom filter implementation bloom filter require get hash key column convert long feed bloom filter input require new udf call bloom filter generation lookup phase min max stay independent today column vectorized implementation udf require	['pull-request-available']	3	1	Closed	3	['column', 'string', 'type', 'value', 'datum', 'null', 'case', 'map', 'java', 'partition']
13234783	HIVE	support extraction replication spec notification event	notification event structure currently partition spec event span multiple database table database table info obtain event structure know event add partition event message deserialize partition information obtain event handler expose static api api event input return list table partition spec database table partition present event structure return info present need deserialize message later info add event structure useful deserialize message create list return partition info class object table partition table level event set partition info null table info incase level event	['pull-request-available']	3	7	Patch Available	26	['partition', 'support', 'replication', 'run', 'load', 'need', 'source', 'use', 'currently', 'set']
13334516	HIVE	vectorized ptf count distinct partition produce incorrect result	vectorized ptf count distinct partition break produce incorrect result test case code create table int string string int insert values code run query produce incorrect result code select code code code correct output code code problem appear set property set false	['pull-request-available']	2	1	Closed	25	['sql', 'null', 'insert', 'set', 'int', 'value', 'result', 'store', 'type', 'test']
13472148	HIVE	vectorization fix deallocation scratch column reuse child constantvectorexpression output	similar customer query reproduce vectorized expression tree like attach simple repro query possible code selectexpression boolean col string col value termdeposit recurringdeposit certificateofdeposit boolean date string date bigint string string string string string code query code case termdeposit recurringdeposit certificateofdeposit nvl date yyyy end code problem describe ifexprcondexprcolumn string apache hive blob src java org apache hadoop hive exec vector expression reuse scratch column evaluation time isrepeate apache hive blob src java org apache hadoop hive exec vector expression order evaluate ifexprcondexprcolumn conditional evaluation child require apache hive blob src java org apache hadoop hive exec vector expression child string belong second branch vectorcoalesce string nvl second argument string column set isrepeate column release apache hive blob src java org apache hadoop hive exec vector mark reusable scratch column conditional evaluation final output ifexprcondexprcolumn set apache hive blob src java org apache hadoop hive exec vector expression exception apache hive blob storage api src java org apache hadoop hive exec vector code error tez maprecordsource assertionerror output column number expect isrepeate code clearly incorrect scratch column reuse reuse output child get vector inconsistent state fix reset vector place ifexprcondexprcolumn hide original issue realize problem easily fix simply prevent release constantvectorexpression try test	['hive-3.2.0-candidate', 'pull-request-available']	3	1	Closed	4	['apache', 'java', 'use', 'method', 'case', 'error', 'string', 'set', 'file', 'run']
13344802	HIVE	optimize vector row serde avoid type check run time	serialization deserialization vectorize batch vectorserializerow vectordeserializerow type check column row costly billion row read write optimize type check init time specific reader writer class create class directly store file structure avoid run time type check	['pull-request-available']	3	1	Resolved	22	['type', 'error', 'column', 'datum', 'int', 'null', 'file', 'store', 'apache', 'noformat']
13353429	HIVE	reduce overhead partition column stat updation batch loading partition	large number partition process colstatsprocessor run issue get stick hour case postgre stop process good introduce small batch stat gather colstatsprocessor instead bulk update ref	['performance', 'pull-request-available']	3	7	Resolved	17	['partition', 'int', 'iceberg', 'store', 'load', 'insert', 'column', 'case', 'set', 'string']
13320771	HIVE	use task counter enum approximate counter value	value obtain enum instead static string tez release specific information change taskcounter	['pull-request-available']	3	1	In Progress	3	['column', 'string', 'type', 'value', 'datum', 'null', 'case', 'map', 'java', 'partition']
13546017	HIVE	iceberg fetch virtual column fail	fetch virtual column fail noformat error error compile statement failed execution error return code teztask vertex fail vertexname map vertexid fail taskid fail error run task failure runtimeexception runtimeexception ioexception indexoutofboundsexception start index great size noformat noformat cause illegalstateexception instance structprojection noformat	['pull-request-available']	3	1	Closed	24	['test', 'noformat', 'run', 'error', 'time', 'currently', 'default', 'cause', 'result', 'remove']
13444518	HIVE	add support esri geospatial serde format	add support use esri geospatial serde format	['pull-request-available']	3	7	Closed	2	['support', 'true', 'default', 'iceberg', 'column', 'noformat', 'type', 'enable', 'property', 'case']
13376344	HIVE	introduce reusable configurable periodic logarithmic logger stopwatch	reuse logic apache hive blob master src java org apache hadoop hive exec code numrow cntr cntr logeverynrow cntr numrow logeverynrow cntr numrow cntr numrow record write numrow code result code info tezchild record write info tezchild record write info tezchild record write code	['pull-request-available']	3	4	Open	4	['apache', 'java', 'use', 'method', 'case', 'error', 'string', 'set', 'file', 'run']
13328276	HIVE	memory leak dbtxnmanager compile lock statement	problem reproduce execute repeatedly lock statement monitor heap memory small heap take minute server crash outofmemory error show noformat outofmemoryerror overhead limit exceed noformat heap dump show memory consume object come hive configuration reference dbtxnmanager eligible garbage collection apache hive src java org apache hadoop hive lockmgr time pass implicitly callback store inside shutdownhookmanager dbtxnmanager close properly leak present callback apache hive src java org apache hadoop hive lockmgr shutdownhookmanager locks statement create apache hive src java org apache hadoop hive ddl table lock apache hive src java org apache hadoop hive ddl table lock new txnmanager close lead memory leak	['pull-request-available']	3	1	Closed	4	['apache', 'java', 'use', 'method', 'case', 'error', 'string', 'set', 'file', 'run']
13357879	HIVE	stringvalueboundaryscanner ignore boundary lead incorrect result	code public boolean object int amt return null null code like boundary scanner stringvalueboundaryscanner amt account result range regardless give window size typically affect query range define string column code select count order range precede current row count order range precede current row code calculate window actually different correct result almond antique olive coral navajo code almond antique burnish rise metallic almond antique burnish rise metallic almond antique chartreuse lavender yellow almond antique chartreuse lavender yellow almond antique chartreuse lavender yellow almond antique chartreuse lavender yellow almond antique salmon chartreuse burlywood almond aquamarine burnish black steel almond aquamarine pink moccasin thistle almond aquamarine pink moccasin thistle almond aquamarine pink moccasin thistle almond aquamarine pink moccasin thistle almond antique violet chocolate turquoise almond antique violet turquoise frost almond antique violet turquoise frost almond antique violet turquoise frost almond aquamarine midnight light salmon almond aquamarine rise maroon antique almond aquamarine rise maroon antique almond aquamarine sandy cyan gainsboro almond antique chartreuse khaki white almond antique forest lavender goldenrod almond antique forest lavender goldenrod almond antique forest lavender goldenrod almond antique forest lavender goldenrod almond antique metallic orange dim almond antique misty red olive almond antique olive coral navajo almond antique gainsboro frost violet almond antique violet mint lemon almond aquamarine floral ivory bisque almond aquamarine floral ivory bisque almond aquamarine yellow dodger mint almond azure aquamarine papaya violet almond antique blue firebrick mint almond antique medium spring khaki almond antique medium spring khaki almond antique sky peru orange almond aquamarine dodger light gainsboro almond azure blanch chiffon midnight code	['pull-request-available']	3	1	Open	16	['null', 'set', 'value', 'result', 'lead', 'instead', 'property', 'java', 'string', 'apache']
13449784	HIVE	iceberg integration perform update split early	extend update split early iceberg table like native acid table	['pull-request-available']	3	7	Closed	8	['test', 'log', 'time', 'iceberg', 'run', 'load', 'java', 'like', 'method', 'issue']
13597089	HIVE	skip columnaccessinfo collection need speed compilation	avoid pay perf overhead collect columnaccessinfo hiverelfieldtrimmer necessary currently use columnaccessinfo need perform column base authorization request explicitly user property field trimmer expensive operation pretty slow certain use case query skip call necessary general beneficial notably improve compilation time query	['pull-request-available']	3	4	Open	11	['need', 'time', 'noformat', 'use', 'case', 'string', 'property', 'log', 'iceberg', 'default']
13472089	HIVE	hms memory leak compaction cleaner fail remove obsolete file	investigate issue hms unresponsive notice lot fail attempt compaction cleaner thread remove obsolete directory exception similar noformat error cleaner cleaner executor catch exception cleaning unable complete cleaning tablename partname major null runas toomanyabort false hasoldabort false null ioexception history available old available base warehouse tablespace manage hive method noformat addition log contain large number long jvm pause show hms rsz memory keep increase rate hour noformat warn jvmpausemonitor detect pause jvm host machine pause approximately info jvmpausemonitor detect pause jvm host machine pause approximately warn jvmpausemonitor detect pause jvm host machine pause approximately info jvmpausemonitor detect pause jvm host machine pause approximately warn jvmpausemonitor detect pause jvm host machine pause approximately info jvmpausemonitor detect pause jvm host machine pause approximately warn jvmpausemonitor detect pause jvm host machine pause approximately info jvmpausemonitor detect pause jvm host machine pause approximately warn jvmpausemonitor detect pause jvm host machine pause approximately info jvmpausemonitor detect pause jvm host machine pause approximately noformat take heapdump hms time unresponsive see configuration object occupy current heap noformat class object shallow heap retained heap configuration concurrenthashmap property pgconnection noformat turn configuration object reference cache entry noformat class shallow heap retained heap class map hashmap class hashmap system class entryset table class class system class value distributedfilesystem class distributedfilesystem uri uri dfs dfsclient conf hiveconf noformat long cache garbage collect lead memory leak memory leak come fact compaction cleaner attempt apache hive src java org apache hadoop hive txn compactor obsolete file fail exception allow filesystem apache hive src java org apache hadoop hive txn compactor place leave filesystem entry cache subsequently configuration object hms unresponsiveness use case lack memory leak need address avoid hit oom	['pull-request-available']	3	1	Closed	14	['noformat', 'source', 'replication', 'apache', 'java', 'map', 'set', 'error', 'issue', 'enable']
