topic_0	topic_1	topic_2	topic_3	topic_4	topic_5	topic_6	topic_7	topic_8	topic_9	topic_10	topic_11	topic_12	topic_13	topic_14	topic_15	topic_16	topic_17	topic_18	topic_19
0.015731549	0.015555642	0.69631016	0.016548699	0.017170329	0.016982501	0.015675241	0.015719656	0.01616036	0.016186604	0.015904242	0.015373304	0.015808245	0.015260747	0.016006341	0.015547388	0.015839146	0.016564256	0.015776426	0.015879173
0.005172465	0.0051146275	0.0052082203	0.0054411404	0.0056455294	0.005583773	0.0051539512	0.0051685544	0.0053134565	0.005322085	0.005229246	0.0050546755	0.0051976824	0.005017667	0.005262816	0.005111914	0.0052078427	0.005446255	0.9001271	0.005221003
0.00050844206	0.00050275674	0.0005119567	0.00053485227	0.0005549433	0.1288741	0.0005066222	0.00050805765	0.0005223012	0.0005231494	0.86186165	0.0004968636	0.0005109209	0.00049322576	0.0005173233	0.00050249003	0.0005119196	0.00053535507	0.0005098925	0.0005132133
0.0046520485	0.00460003	0.004684206	0.0048936913	0.0050775167	0.005021973	0.48287916	0.0046485313	0.004778854	0.004786615	0.0047031166	0.00454611	0.0046747285	0.004512825	0.0047333087	0.4318641	0.0046838666	0.004898292	0.004665319	0.0046957033
0.011737903	0.011606651	0.011819041	0.012347609	0.01281143	0.012671285	0.011695889	0.011729028	0.012057855	0.012077436	0.011866756	0.011470602	0.011795129	0.011386619	0.7735294	0.011600493	0.0118181845	0.012359216	0.0117713865	0.01184805
0.0058239736	0.005758851	0.0058642323	0.0061264904	0.006356624	0.0062870886	0.005803128	0.0058195707	0.005982724	0.0059924396	0.0058879065	0.0056913476	0.6405098	0.005649678	0.0059257047	0.0057557956	0.005863807	0.0061322497	0.25288996	0.005878626
0.023844179	0.023577556	0.024009004	0.025082726	0.026024926	0.025740236	0.023758832	0.023826154	0.024494125	0.024533901	0.024105929	0.023301188	0.023960426	0.023130586	0.02426068	0.53925586	0.024007263	0.025106305	0.023912197	0.02406793
0.009361405	0.009256727	0.009426116	0.009847668	0.010217582	0.010105811	0.009327897	0.009354327	0.009616578	0.009632195	0.00946417	0.009148222	0.009407044	0.009081244	0.81938154	0.009251816	0.009425433	0.009856925	0.00938811	0.009449252
0.0077851973	0.0076981443	0.007839013	0.008189587	0.61074793	0.008404266	0.0077573312	0.0077793114	0.007997407	0.008010394	0.007870659	0.0076079094	0.0078231525	0.0075522074	0.007921186	0.0076940604	0.007838445	0.008197285	0.24742825	0.007858253
0.0042267786	0.0041795154	0.004255997	0.004446332	0.0046133525	0.004562887	0.0042116498	0.0042235833	0.9184901	0.0043490436	0.0042731785	0.0041305246	0.0042473855	0.0041002827	0.0043006106	0.0041772984	0.0042556883	0.0044505117	0.0042388365	0.0042664427
