topic_0	topic_1	topic_2	topic_3	topic_4	topic_5
0.012531004	0.6560542	0.29120097	0.013580955	0.012286983	0.014345912
0.027946211	0.033854276	0.028575476	0.030289004	0.84769446	0.03164064
0.015336786	0.9198331	0.015692107	0.016601292	0.015068672	0.017467985
0.07257529	0.08803736	0.07432351	0.6115888	0.071127534	0.08234754
0.047346003	0.75266963	0.04855413	0.051359847	0.04639118	0.05367922
0.072686434	0.088084295	0.60728824	0.078514375	0.07113497	0.08229166
0.013800332	0.9279449	0.01413069	0.014956126	0.013534709	0.01563326
0.035105255	0.81666344	0.035918858	0.038099464	0.034417793	0.039795224
0.07253563	0.08809428	0.07424706	0.07855544	0.60431343	0.082254164
0.047356967	0.057402633	0.7439721	0.05123797	0.046385415	0.053644918
0.15547866	0.18846595	0.15913638	0.16825728	0.15246032	0.17620142
0.07264248	0.089055546	0.60605973	0.07873485	0.0711384	0.082369
0.84809613	0.03392781	0.028649984	0.030222012	0.027358321	0.03174576
0.072744355	0.08811907	0.07429607	0.07865961	0.60386306	0.082317874
0.017329158	0.021054411	0.01772339	0.77175206	0.15251906	0.019621894
0.023227915	0.4536001	0.023732025	0.45040017	0.022732496	0.026307303
0.072535604	0.08809285	0.07424561	0.07868688	0.6041558	0.08228329
0.027966378	0.034153152	0.02858715	0.030323079	0.57928115	0.29968908
0.072685584	0.08808426	0.6072892	0.078514375	0.071134955	0.08229163
0.047359355	0.05792932	0.7433091	0.05131741	0.046389267	0.05369556
0.015359065	0.6778456	0.015690742	0.016650151	0.25706342	0.017391019
0.028037086	0.033872858	0.028585067	0.03026088	0.027371833	0.85187227
0.047489557	0.05801698	0.048553366	0.051263895	0.39793998	0.39673623
0.035137877	0.04258912	0.8100571	0.038002267	0.03441388	0.039799705
0.012520442	0.015269984	0.0128072575	0.0135692675	0.012346047	0.933487
0.15547866	0.18846595	0.15913638	0.16825728	0.15246032	0.17620142
0.95326596	0.010507697	0.008788218	0.009283654	0.00840016	0.009754318
0.04733907	0.7525728	0.048558883	0.051287398	0.046387047	0.05385486
0.15547866	0.18846595	0.15913638	0.16825728	0.15246032	0.17620142
