topic_0	topic_1	topic_2	topic_3	topic_4	topic_5	topic_6	topic_7	topic_8	topic_9	topic_10	topic_11	topic_12	topic_13	topic_14	topic_15	topic_16	topic_17	topic_18	topic_19	topic_20	topic_21	topic_22	topic_23	topic_24	topic_25	topic_26	topic_27	topic_28	topic_29	topic_30	topic_31	topic_32	topic_33	topic_34	topic_35	topic_36	topic_37	topic_38	topic_39	topic_40	topic_41	topic_42	topic_43	topic_44	topic_45	topic_46	topic_47	topic_48	topic_49	topic_50	topic_51	topic_52	topic_53	topic_54	topic_55	topic_56	topic_57	topic_58	topic_59	topic_60	topic_61	topic_62	topic_63	topic_64	topic_65	topic_66	topic_67	topic_68	topic_69
0.00352475	0.003536111	0.0035243174	0.0035248464	0.003558926	0.0036530183	0.0035689853	0.0035470088	0.003489772	0.0035360316	0.0035242809	0.0035479227	0.0035128759	0.0035244927	0.0035243041	0.0035015107	0.0035245665	0.003524503	0.003524929	0.003524674	0.75647247	0.003513186	0.0035012718	0.0035014048	0.0035477835	0.0035947547	0.0035128263	0.0035007796	0.0035129625	0.003547749	0.0035937934	0.0035478435	0.0035129695	0.003489772	0.003489772	0.0035242813	0.003519602	0.0035245107	0.0035130118	0.003501303	0.003489772	0.0035359054	0.0035129532	0.003489772	0.0035129688	0.0035823078	0.0035597384	0.003524175	0.0035245032	0.003524403	0.003547388	0.0035012634	0.0035358716	0.003524439	0.0035822229	0.0035420912	0.0035247921	0.0035245225	0.0035131765	0.003547504	0.0035246857	0.0035244427	0.0035361787	0.0035013845	0.0035127415	0.0035360572	0.0035590956	0.0035947475	0.003489772	0.0035012101
0.002010758	0.002017239	0.0020105112	0.0020108132	0.0020302546	0.0020839311	0.002035993	0.0020234562	0.0019908044	0.002017194	0.0020104905	0.0020239775	0.0020039843	0.0020106114	0.0020105038	0.0019975007	0.8610753	0.0020106172	0.0020108602	0.0020107147	0.0020106821	0.0020041612	0.0019973645	0.0019974404	0.002023898	0.0020506936	0.002003956	0.001997084	0.0020040337	0.0020238783	0.002050145	0.0020239323	0.0020040378	0.0019908044	0.0019908044	0.0020104907	0.0020078213	0.0020106216	0.0020040618	0.0019973824	0.0019908044	0.002017122	0.0020040283	0.0019908044	0.0020040374	0.002043593	0.002030718	0.00201043	0.0020106174	0.0020105601	0.0020236722	0.0019973598	0.0020171027	0.0020105806	0.0020435445	0.0020206508	0.0020107822	0.0020106283	0.0020041557	0.0020237386	0.0020107215	0.0020105827	0.0020172778	0.0019974287	0.0020039077	0.0020172084	0.0020303512	0.0020506894	0.0019908044	0.0019973293
0.0070773186	0.0071001304	0.00707645	0.0070775123	0.007145941	0.0073348675	0.0071661384	0.0071220123	0.007007087	0.007099971	0.0070763766	0.0071238475	0.0070534768	0.007076802	0.0070764236	0.0070306566	0.0070769507	0.007076823	0.007077678	0.007077167	0.0070770513	0.0070541	0.007030177	0.007030444	0.0071235676	0.007217881	0.007053377	0.0070291893	0.007053651	0.0071234987	0.0072159506	0.0071236882	0.5109996	0.007007087	0.007007087	0.0070763775	0.007066982	0.007076838	0.00705375	0.00703024	0.007007087	0.007099718	0.0070536323	0.007007087	0.0070536635	0.0071928888	0.007147572	0.0070761642	0.0070768236	0.007076622	0.007122773	0.00703016	0.00709965	0.0070766946	0.0071927183	0.0071121384	0.0070774034	0.007076862	0.0070540803	0.0071230065	0.00707719	0.007076702	0.0071002664	0.0070304032	0.007053207	0.0071000224	0.007146281	0.0072178664	0.007007087	0.007030053
0.0020107573	0.0020172384	0.0020105108	0.0020108125	0.0020302539	0.0020839304	0.0020359922	0.0020234555	0.0019908038	0.0020171932	0.0020104898	0.0020239768	0.0020039836	0.0020106107	0.002010503	0.0019975002	0.0020106528	0.0020106165	0.0020108595	0.002010714	0.0020106814	0.0020041605	0.0019973638	0.0019974397	0.0020238974	0.002050693	0.0020039552	0.0019970832	0.002004033	0.0020238776	0.0020501444	0.0020239316	0.0020040371	0.0019908038	0.0019908038	0.00201049	0.0020078206	0.8610753	0.0020040611	0.0019973817	0.0019908038	0.0020171213	0.0020040276	0.0019908038	0.0020040367	0.0020435923	0.0020307172	0.0020104293	0.0020106167	0.0020105594	0.0020236718	0.001997359	0.002017102	0.00201058	0.0020435438	0.00202065	0.0020107816	0.0020106276	0.002004155	0.0020237379	0.0020107208	0.0020105822	0.002017277	0.001997428	0.002003907	0.0020172077	0.0020303505	0.0020506887	0.0019908038	0.0019973286
0.0015631445	0.0015681828	0.0015629528	0.0015631873	0.0015783008	0.0016200285	0.0015827618	0.0015730158	0.0015476327	0.0015681477	0.0015629365	0.0015734212	0.89199597	0.0015630305	0.0015629468	0.0015528385	0.0015630632	0.0015630351	0.0015632239	0.001563111	0.0015630854	0.0015580162	0.0015527325	0.0015527915	0.0015733594	0.00159419	0.0015578567	0.0015525143	0.0015579171	0.0015733441	0.0015937637	0.001573386	0.0015579202	0.0015476327	0.0015476327	0.0015629367	0.0015608615	0.0015630383	0.001557939	0.0015527464	0.0015476327	0.0015680917	0.0015579129	0.0015476327	0.0015579199	0.0015886701	0.001578661	0.0015628895	0.0015630352	0.0015629907	0.0015731839	0.0015527287	0.0015680767	0.0015630067	0.0015886325	0.001570835	0.0015631632	0.0015630437	0.001558012	0.0015732355	0.0015631161	0.0015630083	0.0015682129	0.0015527825	0.0015578191	0.001568159	0.001578376	0.0015941868	0.0015476327	0.0015527051
0.001004253	0.00100749	0.0010041298	0.0010042805	0.0010139904	0.0010407985	0.0010168563	0.0010105949	0.0009942873	0.0010074674	0.0010041194	0.0010108553	0.0010008699	0.0010041797	0.001004126	0.0009976318	0.0010042008	0.0010041827	0.001004304	0.0010042314	0.0010042151	0.0010009583	0.0009975637	0.0009976017	0.0010108156	0.0010241984	0.0010008558	0.0009974235	0.0010008946	0.0010108058	0.0010239244	0.0010108327	0.0010008967	0.0009942873	0.0009942873	0.0010041195	0.0010027862	0.0010041848	0.0010009087	0.0009975727	0.0009942873	0.9306187	0.0010008919	0.0009942873	0.0010008964	0.0010206521	0.0010142217	0.0010040891	0.0010041827	0.0010041542	0.0010107029	0.0009975614	0.0010074218	0.0010041645	0.0010206279	0.0010091938	0.001004265	0.0010041882	0.0010009556	0.001010736	0.0010042348	0.0010041655	0.0010075092	0.0009975958	0.0010008316	0.0010074746	0.0010140386	0.0010241964	0.0009942873	0.0009975461
0.0012785305	0.0012826514	0.0012783736	0.0012785655	0.0012909272	0.0013250571	0.0012945759	0.0012866044	0.001265843	0.0012826227	0.0012783603	0.001286936	0.0012742233	0.0012784372	0.0012783688	0.0012701009	0.001278464	0.0012784409	0.0012785954	0.001278503	0.0012784821	0.0012743359	0.0012700142	0.23966306	0.0012868854	0.0013039232	0.0012742054	0.0012698357	0.0012742549	0.0012868729	0.0013035745	0.0012869072	0.0012742574	0.001265843	0.001265843	0.0012783605	0.0012766632	0.0012784436	0.0012742727	0.0012700256	0.001265843	0.0012825769	0.0012742515	0.001265843	0.0012742571	0.67329335	0.0012912218	0.0012783218	0.001278441	0.0012784046	0.0012867419	0.0012700112	0.0012825646	0.0012784177	0.0012993776	0.0012848207	0.0012785458	0.0012784479	0.0012743324	0.0012867841	0.0012785072	0.001278419	0.001282676	0.0012700551	0.0012741747	0.0012826319	0.0012909886	0.0013039206	0.001265843	0.0012699919
0.00087859825	0.00088143017	0.00087849045	0.0008786223	0.0008871172	0.0009105711	0.0008896246	0.0008841466	0.0008698795	0.0008814104	0.0008784813	0.0008843744	0.00087563845	0.00087853416	0.00087848713	0.0008728055	0.00087855256	0.0008785367	0.0008786429	0.00087857933	0.000878565	0.00087571575	0.00087274594	0.0008727791	0.00088433974	0.00089604803	0.0008756261	0.0008726233	0.00087566004	0.0008843311	0.0008958084	0.0008843547	0.0008756618	0.0008698795	0.0008698795	0.0008784814	0.000877315	0.2268995	0.0008756724	0.00087275374	0.0008698795	0.00088137895	0.0008756577	0.0008698795	0.0008756616	0.0008929454	0.0008873197	0.0008784549	0.0008785368	0.00087851175	0.00088424113	0.00087274384	0.0008813705	0.0008785208	0.00089292426	0.00088292087	0.0008786088	0.00087854156	0.00087571336	0.00088427006	0.713276	0.0008785217	0.00088144705	0.00087277405	0.0008756049	0.0008814167	0.00088715943	0.00089604623	0.0008698795	0.00087273057
0.00027015485	0.00027102564	0.00027012173	0.00027016227	0.0002727743	0.000279986	0.00027354527	0.0002718609	0.00026747398	0.00027101955	0.0002701189	0.00027193094	0.00026924477	0.00027013515	0.0002701207	0.0002683737	0.00027014082	0.00027013593	0.0002701686	0.5261	0.00027014466	0.00026926855	0.0002683554	0.00026836558	0.00027192026	0.0002755204	0.00026924096	0.00026831767	0.0002692514	0.00027191764	0.0002754467	0.0002719249	0.00026925196	0.00026747398	0.00026747398	0.00027011894	0.0002697603	0.00027013652	0.0002692552	0.00026835778	0.00026747398	0.0002710099	0.0002692507	0.00026747398	0.0002692519	0.00027456638	0.45550767	0.0002701108	0.00027013596	0.00027012828	0.00027188996	0.00026835472	0.00027100727	0.00027013104	0.0002745599	0.000271484	0.0002701581	0.00027013742	0.00026926782	0.00027189887	0.00027014996	0.00027013134	0.00027103082	0.000268364	0.00026923447	0.0002710215	0.0002727873	0.00027551982	0.00026747398	0.00026835065
0.000780892	0.00078340893	0.00078079617	0.00078091334	0.00078846357	0.00080930925	0.0007906921	0.00078582333	0.0007731428	0.0007833914	0.000780788	0.00078602583	0.00077826134	0.24514359	0.0007807932	0.0007757434	0.00078085135	0.00078083726	0.0007809316	0.0007808752	0.00078086247	0.00077833	0.0007756905	0.00077571993	0.0007859949	0.40064383	0.00077825034	0.00077558146	0.00077828055	0.00078598736	0.0007961882	0.00078600826	0.00077828206	0.0007731428	0.0007731428	0.00078078813	0.00077975146	0.00078083895	0.0007782915	0.0007756974	0.0007731428	0.0007833634	0.00077827845	0.0007731428	0.00077828194	0.00079364365	0.0007886435	0.00078076456	0.30183744	0.00078081514	0.0007859073	0.0007756886	0.0007833559	0.0007808231	0.00079362484	0.00078473386	0.00078090135	0.00078084157	0.0007783279	0.00078593305	0.0007808778	0.00078082393	0.00078342395	0.00077571545	0.00077823154	0.00078339706	0.0007885011	0.0007963996	0.0007731428	0.0007756768
