topic_0	topic_1	topic_2	topic_3	topic_4	topic_5	topic_6	topic_7	topic_8	topic_9	topic_10	topic_11	topic_12	topic_13	topic_14	topic_15
0.014428959	0.01460382	0.014919464	0.014388883	0.014823143	0.015864952	0.015529047	0.014555951	0.014842724	0.015094263	0.014661422	0.014284374	0.7783141	0.0144281145	0.014455831	0.014804919
0.008180024	0.008279156	0.008458098	0.0081573	0.008403493	0.008994112	0.0088036815	0.008252018	0.0084145935	0.008557194	0.008311811	0.008098053	0.8743225	0.008179552	0.008195257	0.008393162
0.029404018	0.02976036	0.030403594	0.029322341	0.5491279	0.03233035	0.031645846	0.029662814	0.030247224	0.030759804	0.029877746	0.029109377	0.02931739	0.029402297	0.029458782	0.03017018
0.0081800325	0.008279164	0.008458109	0.00815731	0.008403503	0.008994122	0.008803693	0.3497163	0.008414605	0.008557204	0.00831182	0.008098062	0.008155925	0.008179555	0.5328974	0.008393171
0.0063473997	0.0064243227	0.0065631773	0.0063297693	0.006520804	0.006979106	0.14933643	0.105250075	0.0065294174	0.006640071	0.0064496626	0.006283794	0.661127	0.0063470276	0.00635922	0.006512789
0.004068601	0.9375515	0.004206911	0.0040573	0.004179752	0.004473516	0.0043787993	0.00410441	0.0041852742	0.0042562005	0.004134151	0.0040278304	0.0040566116	0.0040683635	0.0040761796	0.004174613
0.0051856246	0.0052484698	0.005361907	0.0051712207	0.0053272936	0.005701714	0.0055809906	0.0052312664	0.0053343303	0.00542473	0.0052691707	0.0051336614	0.005170343	0.005185321	0.9203532	0.005320742
0.0035576923	0.0036008072	0.0036786338	0.0035478098	0.0036548846	0.0039117592	0.0038289363	0.0035890052	0.0036597128	0.94551426	0.0036150103	0.0035220413	0.0035472072	0.0035574837	0.0035643182	0.0036503915
0.0010912154	0.5018585	0.0011283108	0.0010881844	0.0011210266	0.0011998155	0.0011744119	0.0011008196	0.27523753	0.2084191	0.0011087961	0.0010802808	0.0010879997	0.0010911516	0.0010932479	0.0011196483
0.0031607866	0.0031990919	0.0032682358	0.0031520068	0.0032471363	0.0034753531	0.0034017698	0.0031886057	0.0032514262	0.32356507	0.0032117101	0.0031291132	0.0031514715	0.2724174	0.36193767	0.0032431441
0.014428947	0.014603808	0.014919454	0.014388867	0.014823131	0.015864935	0.779457	0.01455594	0.014842711	0.015094247	0.014661411	0.014284359	0.014386424	0.014428102	0.01445582	0.014804908
0.06112094	0.061861645	0.06319871	0.06095116	0.0627907	0.06720376	0.06578087	0.061658878	0.06287364	0.06393914	0.06210565	0.060508467	0.06094081	0.061117362	0.06123477	0.062713504
0.009560129	0.009675987	0.00988512	0.009533573	0.009821302	0.6624544	0.01028901	0.009644269	0.009834277	0.010000936	0.00971415	0.00946433	0.009531954	0.009559568	0.2012218	0.009809228
0.011500467	0.011639841	0.01189142	0.01146852	0.011814649	0.43785626	0.012377288	0.011601686	0.011830263	0.012030743	0.0116857495	0.011385224	0.39809605	0.011499794	0.011521894	0.011800127
0.014428976	0.77853125	0.01491948	0.0143888965	0.014823162	0.015864968	0.015529062	0.014555969	0.014842747	0.015094284	0.014661446	0.014284388	0.014386453	0.014428131	0.014455853	0.01480494
0.003160782	0.003199087	0.0032682316	0.003152002	0.0032471318	0.0034753482	0.0034017654	0.003188601	0.0032514217	0.9515929	0.0032117055	0.0031291088	0.003151467	0.0031605968	0.0031666695	0.0032431397
0.0051856157	0.005248459	0.0053618974	0.005171211	0.0053272815	0.005701701	0.0055809747	0.005231255	0.9204925	0.005424718	0.0052691605	0.005133652	0.0051703337	0.005185314	0.0051952745	0.0053207325
0.009560135	0.009675992	0.009885131	0.49094063	0.009821312	0.01051158	0.010289014	0.009644276	0.3720138	0.010000942	0.00971416	0.009464337	0.009531961	0.009559578	0.00957794	0.009809235
0.014428983	0.014603848	0.014919494	0.014388907	0.01482317	0.015864976	0.01552907	0.014555978	0.014842752	0.015094287	0.5059782	0.014284397	0.014386461	0.28703865	0.014455857	0.014804949
0.014428975	0.27647027	0.51698047	0.0143888965	0.0148231685	0.015864976	0.0155290635	0.014555969	0.014842742	0.015094279	0.01466144	0.014284388	0.014386453	0.014428132	0.014455849	0.014804938
0.01935849	0.019593082	0.020016577	0.019304711	0.019887337	0.02128508	0.020834398	0.7028045	0.019913608	0.020251077	0.019670371	0.019164497	0.019301452	0.019357348	0.019394536	0.019862913
0.007148124	0.00723475	0.00739112	0.0071282685	0.007343403	0.007859514	0.007693111	0.6299518	0.0073531023	0.0074777165	0.0072632865	0.26738524	0.0071270596	0.007147705	0.0071614347	0.0073343744
0.019358475	0.019593053	0.020016536	0.019304676	0.019887306	0.021285027	0.020834362	0.019528827	0.019913573	0.020251043	0.01967033	0.019164465	0.70257765	0.019357316	0.019394502	0.019862857
0.011500471	0.01163984	0.0118914265	0.011468528	0.011814653	0.0126450155	0.012377281	0.011601689	0.011830258	0.01203075	0.011685754	0.011385227	0.011466578	0.011499797	0.011521888	0.8236409
0.0081800185	0.8744458	0.008458093	0.008157297	0.008403488	0.008994113	0.008803677	0.008252013	0.008414591	0.00855719	0.008311805	0.008098049	0.008155912	0.00817954	0.008195253	0.008393156
0.06112094	0.061861645	0.06319871	0.06095116	0.0627907	0.06720376	0.06578087	0.061658878	0.06287364	0.06393914	0.06210565	0.060508467	0.06094081	0.061117362	0.06123477	0.062713504
0.009560162	0.009676018	0.009885157	0.009533605	0.0098213395	0.010511603	0.010289049	0.618572	0.00983431	0.010000972	0.009714185	0.24412276	0.00953199	0.009559602	0.009577964	0.009809262
0.011500485	0.011639858	0.26732218	0.011468541	0.011814672	0.012645044	0.0123773	0.011601707	0.011830278	0.012030763	0.5680955	0.011385242	0.011466593	0.011499814	0.011521906	0.011800147
0.014428955	0.0146038225	0.014919459	0.014388875	0.0148231415	0.7797927	0.015529041	0.014555948	0.01484272	0.015094257	0.014661417	0.014284368	0.014386432	0.01442811	0.014455826	0.014804916
0.009560138	0.0096759945	0.00988513	0.009533584	0.0098213125	0.8540981	0.010289014	0.009644279	0.009834286	0.010000944	0.00971416	0.009464338	0.009531965	0.009559579	0.009577942	0.00980924
0.00818002	0.27371362	0.008458098	0.008157299	0.008403491	0.008994112	0.35696495	0.008252016	0.008414592	0.008557192	0.008311809	0.008098052	0.008155915	0.26075038	0.008195256	0.00839316
0.0033475156	0.0033880828	0.003461313	0.0033382168	0.003438966	0.94891196	0.0036027348	0.0033769775	0.0034435089	0.0035018665	0.0034014469	0.0033139712	0.00333765	0.0033473193	0.0033537496	0.0034347386
0.014428974	0.014603835	0.014919479	0.014388896	0.014823159	0.015864972	0.015529056	0.014555965	0.014842737	0.015094275	0.014661433	0.7782119	0.01438645	0.014428127	0.014455843	0.014804934
0.0020289852	0.0020535742	0.0020979594	0.002023349	0.0020844147	0.0022309138	0.002183678	0.0020468426	0.0020871693	0.0021225393	0.0020616737	0.0020086535	0.0020230054	0.9688327	0.0020327654	0.0020818526
0.002368181	0.0023968804	0.002448687	0.0023616026	0.002432878	0.0026038673	0.0025487358	0.7162196	0.002436092	0.0024773756	0.002406335	0.0023444504	0.002361202	0.0023680425	0.24979623	0.0024298872
0.019358449	0.019593049	0.02001653	0.019304676	0.019887302	0.021285044	0.020834362	0.019528827	0.019913573	0.020251041	0.019670332	0.019164464	0.70257765	0.019357326	0.019394502	0.019862855
0.01935847	0.019593073	0.020016553	0.70258063	0.019887328	0.02128505	0.02083439	0.019528853	0.019913591	0.020251062	0.019670356	0.019164484	0.019301418	0.019357337	0.019394523	0.019862877
0.011500445	0.011639816	0.011891397	0.011468499	0.011814627	0.012644983	0.012377256	0.011601663	0.82367134	0.012030717	0.011685729	0.011385203	0.0114665525	0.011499772	0.011521865	0.0118001
0.008180023	0.008279156	0.008458099	0.0081573	0.008403493	0.008994109	0.00880368	0.1345704	0.008414593	0.7484054	0.008311812	0.008098053	0.008155916	0.008179544	0.008195257	0.008393161
0.9326677	0.0044364496	0.004532338	0.0043711537	0.0045030774	0.004819565	0.0047175204	0.0044219084	0.0045090253	0.004585451	0.0044539487	0.0043394053	0.0043704114	0.0043830727	0.0043914923	0.004497542
0.019358443	0.019593045	0.020016525	0.019304672	0.019887298	0.02128502	0.020834364	0.019528823	0.019913567	0.020251036	0.019670326	0.01916446	0.7025777	0.019357312	0.019394496	0.019862846
0.019358471	0.019593071	0.020016551	0.019304695	0.70316327	0.021285055	0.020834383	0.01952885	0.019913595	0.020251064	0.019670349	0.019164484	0.019301418	0.019357333	0.01939452	0.019862877
0.019358452	0.019593053	0.020016534	0.019304678	0.01988731	0.021285031	0.020834371	0.01952883	0.019913578	0.020251045	0.019670334	0.019164467	0.7025776	0.019357318	0.019394504	0.019862862
0.0115004545	0.011639826	0.011891409	0.01146851	0.011814636	0.012644995	0.8242183	0.011601673	0.011830242	0.012030725	0.011685737	0.011385213	0.011466589	0.011499783	0.011521873	0.01180011
0.019358465	0.019593071	0.020016553	0.019304696	0.01988732	0.021285046	0.020834383	0.01952885	0.01991359	0.02025106	0.70294636	0.01916448	0.019301416	0.019357333	0.01939452	0.019862875
0.0063473945	0.006424317	0.0065631703	0.006329763	0.0065207984	0.006979096	0.0068313302	0.0064032595	0.006529413	0.006640067	0.636896	0.0062837894	0.27203256	0.0063470225	0.0063592163	0.006512783
0.002471472	0.002501423	0.0025554881	0.0024646064	0.84175336	0.0027174377	0.0026599006	0.12284304	0.002542344	0.0025854285	0.0025112897	0.002446706	0.0024641878	0.0024713269	0.0024760743	0.0025358682
0.019358428	0.019593028	0.020016514	0.019304655	0.019887282	0.021285005	0.704111	0.019528808	0.019913552	0.02025102	0.019670311	0.019164445	0.01930138	0.019357296	0.019394483	0.019862834
0.0063473834	0.0064243055	0.0065631587	0.006329751	0.006520787	0.0069790836	0.0068313167	0.006403248	0.006529402	0.006640053	0.0064496445	0.0062837778	0.0063286773	0.39059734	0.5182593	0.006512771
0.011500466	0.011639836	0.011891421	0.011468519	0.01181465	0.012645008	0.012377279	0.011601686	0.011830261	0.01203074	0.011685753	0.011385224	0.011466573	0.011499797	0.8233627	0.011800121
0.009560147	0.009676003	0.009885139	0.00953359	0.009821319	0.010511594	0.010289024	0.009644287	0.009834293	0.23617351	0.009714169	0.009464347	0.009531972	0.009559586	0.00957795	0.6272231
0.06112094	0.061861645	0.06319871	0.06095116	0.0627907	0.06720376	0.06578087	0.061658878	0.06287364	0.06393914	0.06210565	0.060508467	0.06094081	0.061117362	0.06123477	0.062713504
0.014428978	0.014603838	0.014919482	0.47949246	0.014823168	0.015864976	0.015529066	0.014555973	0.014842743	0.015094279	0.0146614425	0.014284389	0.0143864555	0.31325194	0.01445585	0.01480494
0.0016701632	0.0016904034	0.00172694	0.4736232	0.0017157907	0.0018363817	0.5025143	0.0016848629	0.0017180572	0.0017471727	0.001697071	0.001653427	0.0016652411	0.0016700659	0.0016732736	0.0017136813
0.014429003	0.014603868	0.49775827	0.014388924	0.014823189	0.015864998	0.01552909	0.014555995	0.014842767	0.015094311	0.0146614695	0.014284414	0.2954747	0.014428159	0.014455874	0.014804971
0.019358434	0.019593026	0.020016506	0.019304655	0.019887282	0.021285005	0.020834338	0.019528806	0.01991355	0.020251019	0.01967031	0.70244104	0.019301377	0.019357294	0.01939448	0.01986283
0.06112094	0.061861645	0.06319871	0.06095116	0.0627907	0.06720376	0.06578087	0.061658878	0.06287364	0.06393914	0.06210565	0.060508467	0.06094081	0.061117362	0.06123477	0.062713504
0.06112094	0.061861645	0.06319871	0.06095116	0.0627907	0.06720376	0.06578087	0.061658878	0.06287364	0.06393914	0.06210565	0.060508467	0.06094081	0.061117362	0.06123477	0.062713504
0.77835673	0.014603818	0.014919461	0.014388875	0.0148231415	0.015864942	0.015529036	0.014555948	0.01484272	0.015094255	0.014661417	0.01428437	0.014386433	0.01442811	0.014455827	0.0148049155
0.014428984	0.014603844	0.014919494	0.014388905	0.3968667	0.3977487	0.015529071	0.014555978	0.014842749	0.015094284	0.014661448	0.014284395	0.01438646	0.01442814	0.014455855	0.014804949
