topic_0	topic_1	topic_2	topic_3	topic_4	topic_5	topic_6	topic_7	topic_8	topic_9	topic_10	topic_11	topic_12	topic_13	topic_14	topic_15	topic_16	topic_17	topic_18	topic_19	topic_20	topic_21	topic_22	topic_23	topic_24
0.009633166	0.009652516	0.009556527	0.009598144	0.009761364	0.010415938	0.010108031	0.009560312	0.009354844	0.009595794	0.009659339	0.0094868895	0.009386096	0.009457344	0.009386689	0.009562535	0.00941704	0.009555903	0.0095940335	0.010262266	0.76827097	0.009695295	0.009554365	0.009652081	0.009822504
0.0054771886	0.005488191	0.0054336144	0.005457277	0.0055500795	0.005922254	0.0057471865	0.005435766	0.0053189415	0.00545594	0.00549207	0.0053940197	0.005336711	0.30228195	0.005337049	0.00543703	0.005354305	0.0054332595	0.0054549393	0.0058348803	0.57133967	0.005512514	0.0054323846	0.0054879435	0.0055848416
0.019494604	0.019533765	0.019339513	0.019423733	0.01975404	0.021078698	0.02045559	0.019347172	0.018931365	0.019418975	0.01954757	0.019198585	0.01899461	0.019138794	0.018995812	0.01935167	0.5309047	0.01933825	0.019415414	0.020767713	0.01920329	0.019620337	0.019335136	0.019532884	0.019877767
0.0054772026	0.005488205	0.005433628	0.0054572904	0.0055500935	0.0059222695	0.005747201	0.00543578	0.005318955	0.005455954	0.8683408	0.005394033	0.0053367247	0.0053772344	0.0053370623	0.005437044	0.0053543183	0.0054332735	0.0054549533	0.005834895	0.0053953547	0.005512528	0.0054323985	0.0054879575	0.005584856
0.0042537465	0.004262291	0.004219905	0.0042382823	0.0043103555	0.0045993975	0.004463434	0.0042215763	0.004130847	0.004237244	0.0042653037	0.0041891546	0.21108788	0.004176108	0.0041449093	0.004222558	0.004158311	0.00421963	0.0042364667	0.00453154	0.004190181	0.004281181	0.0042189504	0.004262099	0.6908786
0.0027295083	0.0027349913	0.0027077934	0.0027195853	0.0027658327	0.0029513028	0.0028640593	0.0027088658	0.6186701	0.0027189192	0.0027369244	0.0026880617	0.0026595024	0.0026796903	0.0026596708	0.0027094956	0.0026682704	0.0027076167	0.0027184205	0.0029077607	0.31832126	0.0027471124	0.0027071806	0.0027348679	0.0027831562
0.0034770637	0.0034840484	0.0034494016	0.0034644231	0.0035233367	0.0037596032	0.0036484655	0.0034507676	0.0033766043	0.0034635747	0.003486511	0.003424266	0.003387885	0.0034136015	0.0033880991	0.00345157	0.0033990538	0.0034491764	0.0034629393	0.9166371	0.0034251048	0.0034994893	0.003448621	0.0034838913	0.0035454049
0.0023873292	0.0023921249	0.0023683365	0.0023786502	0.0024191	0.002581319	0.0025050126	0.0023692746	0.0023183546	0.82127666	0.12371556	0.0023510787	0.0023260997	0.0023437564	0.0023262468	0.0023698255	0.0023337682	0.002368182	0.0023776316	0.0025432354	0.0023516547	0.0024027266	0.0023678006	0.002392017	0.0024342518
0.00073309115	0.17925406	0.000727259	0.00073042605	0.00074284716	0.0007926607	0.00076922885	0.000727547	0.00071191066	0.0007302472	0.00073508295	0.00072195946	0.000714289	0.000719711	0.0007143342	0.00072771613	0.0007166439	0.0007272115	0.0007301132	0.8039046	0.00072213635	0.0007378193	0.0007270944	0.0007345306	0.00074749993
0.0021213882	0.0021256495	0.0021045113	0.002113676	0.0021496196	0.002293768	0.0022259618	0.0021053446	0.002060097	0.0021131583	0.002127152	0.0020891756	0.0020669792	0.3026097	0.00206711	0.0021058342	0.0020737937	0.0021043739	0.0021127707	0.6486125	0.0020896876	0.0021350703	0.0021040349	0.0021255536	0.0021630835
0.009633162	0.009652512	0.009556524	0.009598142	0.0097613605	0.010415934	0.7688899	0.009560309	0.00935484	0.00959579	0.009659335	0.009486886	0.009386092	0.00945734	0.009386687	0.0095625315	0.009417037	0.0095559005	0.009594031	0.010262262	0.00948921	0.0096952915	0.009554362	0.009652077	0.0098225
0.039935477	0.040015697	0.039617766	0.039790295	0.040466942	0.043180555	0.041904096	0.039633457	0.038781658	0.03978055	0.040043984	0.03932907	0.038911223	0.039206587	0.038913682	0.03964267	0.039039504	0.03961518	0.03977325	0.04254349	0.039338708	0.040193044	0.0396088	0.040013894	0.040720403
0.006397147	0.006409997	0.0063462537	0.0063738907	0.006482281	0.50006706	0.006712494	0.0063487673	0.00621232	0.0063723293	0.006414528	0.006300009	0.0062330747	0.006280388	0.0062334687	0.006350243	0.0062536234	0.0063458392	0.0063711605	0.3534778	0.0063015525	0.0064384057	0.0063448176	0.0064097084	0.006522882
0.0076885372	0.007703982	0.0076273703	0.0076605864	0.007790857	0.008313293	0.008067544	0.007630391	0.0074663996	0.00765871	0.007709427	0.0075717894	0.0074913437	0.0075482083	0.2003995	0.007632165	0.0075160405	0.007626872	0.007657305	0.008190642	0.0075736446	0.62230647	0.007625644	0.007703634	0.007839654
0.009633175	0.76843405	0.0095565375	0.009598155	0.009761374	0.010415948	0.010108042	0.009560322	0.009354853	0.009595804	0.009659349	0.009486899	0.009386105	0.0094573535	0.0093867	0.0095625445	0.00941705	0.0095559135	0.009594044	0.010262276	0.009489223	0.009695305	0.009554375	0.00965209	0.009822514
0.0021213857	0.002125647	0.0021045087	0.0021136736	0.0021496173	0.0022937653	0.0022259592	0.0021053422	0.0020600944	0.0021131558	0.0021271494	0.0020891733	0.0020669769	0.0020826668	0.0020671075	0.0021058316	0.002073791	0.0021043713	0.0021127681	0.94913954	0.002089685	0.0021350677	0.0021040326	0.0021255512	0.0021630812
0.0034770637	0.0034840484	0.0034494016	0.0034644231	0.0035233367	0.0037596032	0.0036484655	0.0034507676	0.0033766043	0.0034635747	0.003486511	0.003424266	0.003387885	0.0034136015	0.0033880991	0.00345157	0.0033990538	0.0034491764	0.9163959	0.0037041358	0.0034251048	0.0034994893	0.003448621	0.0034838913	0.0035454049
0.0063971463	0.006409996	0.0063462527	0.8461869	0.0064822794	0.006916966	0.006712493	0.006348766	0.0062123192	0.0063723284	0.006414527	0.0063000075	0.0062330733	0.0062803873	0.0062334677	0.006350242	0.0062536225	0.0063458383	0.0063711596	0.006814916	0.006301551	0.006438405	0.0063448166	0.006409707	0.006522881
0.009633186	0.009652536	0.009556548	0.009598165	0.009761385	0.01041596	0.010108053	0.009560333	0.009354863	0.009595814	0.009659359	0.009486909	0.009386116	0.009457364	0.00938671	0.009562556	0.7681983	0.009555924	0.009594054	0.010262287	0.009489234	0.009695316	0.009554385	0.009652101	0.009822524
0.00963318	0.20477854	0.57321197	0.009598159	0.009761379	0.010415954	0.010108047	0.009560327	0.009354858	0.009595809	0.009659354	0.009486903	0.00938611	0.009457358	0.009386704	0.009562549	0.009417054	0.009555918	0.009594048	0.010262282	0.009489228	0.00969531	0.00955438	0.009652095	0.009822519
0.01289459	0.012920492	0.012792006	0.012847713	0.013066193	0.01394238	0.013530228	0.6899115	0.01252204	0.012844566	0.012929625	0.012698791	0.012563873	0.012659242	0.0125646675	0.012800048	0.012605294	0.012791171	0.012842211	0.013736681	0.012701903	0.012977755	0.012789112	0.01291991	0.013148031
0.004788565	0.004798184	0.004750469	0.0047711562	0.004852291	0.0051776743	0.005024617	0.176224	0.0046502133	0.004769988	0.0048015756	0.0047158524	0.0046657487	0.0047011655	0.004666044	0.004753455	0.004681131	0.0047501586	0.004769113	0.0051012854	0.55509424	0.16306303	0.004749394	0.0047979676	0.004882683
0.012894569	0.012920471	0.012791985	0.012847692	0.013066171	0.013942356	0.013530206	0.012797051	0.0125220185	0.012844545	0.012929603	0.01269877	0.012563852	0.012659221	0.012564647	0.012800026	0.012605272	0.6899061	0.012842189	0.013736658	0.012701881	0.012977733	0.01278909	0.012919888	0.013148009
0.007688544	0.0077039883	0.007627377	0.007660593	0.0077908635	0.0083133	0.00806755	0.0076303976	0.007466406	0.0076587163	0.007709434	0.007571796	0.00749135	0.007548215	0.0074918238	0.0076321717	0.007516047	0.007626879	0.007657312	0.00819065	0.0075736516	0.0077381316	0.0076256506	0.8151795	0.007839661
0.0054771886	0.005488191	0.0054336144	0.005457277	0.0055500795	0.86877126	0.0057471865	0.005435766	0.0053189415	0.00545594	0.00549207	0.0053940197	0.005336711	0.005377221	0.005337049	0.00543703	0.005354305	0.0054332595	0.0054549393	0.0058348803	0.005395341	0.005512514	0.0054323846	0.0054879435	0.0055848416
0.039935477	0.040015697	0.039617766	0.039790295	0.040466942	0.043180555	0.041904096	0.039633457	0.038781658	0.03978055	0.040043984	0.03932907	0.038911223	0.039206587	0.038913682	0.03964267	0.039039504	0.03961518	0.03977325	0.04254349	0.039338708	0.040193044	0.0396088	0.040013894	0.040720403
0.33667174	0.0064100083	0.0063462644	0.0063739014	0.0064822915	0.0069169784	0.006712505	0.35734725	0.006212331	0.0063723405	0.0064145387	0.006300019	0.006233085	0.006280399	0.0062334794	0.0063502537	0.16479327	0.00634585	0.006371171	0.0068149287	0.006301563	0.0064384164	0.0063448283	0.006409719	0.0065228925
