topic_0	topic_1	topic_2	topic_3	topic_4	topic_5	topic_6	topic_7	topic_8	topic_9	topic_10	topic_11	topic_12	topic_13	topic_14	topic_15	topic_16	topic_17	topic_18	topic_19	topic_20	topic_21	topic_22	topic_23	topic_24	topic_25	topic_26	topic_27	topic_28	topic_29	topic_30	topic_31	topic_32	topic_33	topic_34	topic_35	topic_36	topic_37	topic_38	topic_39	topic_40	topic_41	topic_42	topic_43	topic_44	topic_45	topic_46	topic_47	topic_48	topic_49	topic_50	topic_51	topic_52	topic_53	topic_54	topic_55	topic_56	topic_57	topic_58	topic_59	topic_60	topic_61	topic_62	topic_63	topic_64	topic_65	topic_66	topic_67	topic_68	topic_69	topic_70	topic_71	topic_72	topic_73	topic_74	topic_75	topic_76	topic_77	topic_78	topic_79	topic_80	topic_81	topic_82	topic_83	topic_84	topic_85	topic_86	topic_87	topic_88	topic_89	topic_90	topic_91	topic_92	topic_93	topic_94	topic_95	topic_96	topic_97	topic_98	topic_99
0.0024898425	0.0024738202	0.0024978558	0.0024657992	0.0024818524	0.0024979396	0.0024818962	0.002481968	0.0024657992	0.0024980782	0.0024739509	0.0024980477	0.0024896457	0.0024657992	0.0024737718	0.0025057066	0.002489826	0.002505892	0.0024898457	0.0024819437	0.0024898928	0.0024818622	0.0024737718	0.0024818704	0.0024818336	0.0024899538	0.0024737266	0.0024737916	0.0024738023	0.0024738577	0.002513897	0.002498093	0.0024737916	0.0024657992	0.0024657992	0.0024898064	0.0024978374	0.0024657992	0.0024900066	0.0024818822	0.0024818282	0.0024739057	0.0024737916	0.002473794	0.0024657992	0.0025140974	0.0024977103	0.0024899878	0.0024897722	0.0024738202	0.0024657992	0.0024737916	0.0024657992	0.0024657992	0.0024738072	0.0025059208	0.0024738414	0.0024818152	0.0024899687	0.0024739462	0.0024657992	0.0024899233	0.002481814	0.0024738314	0.0024898034	0.0024818494	0.0024818226	0.0025141556	0.0024737916	0.0024657992	0.0024817646	0.0024738314	0.0024818736	0.0024657992	0.0024897726	0.0024737718	0.0024738712	0.0024818925	0.00247385	0.0024818832	0.0024738072	0.0024657992	0.00248183	0.0024737264	0.0024738647	0.0025142443	0.0024657992	0.0024657992	0.002473888	0.0024898064	0.0024737718	0.00248184	0.0024738202	0.0024818908	0.0024902376	0.75433594	0.002481866	0.0024899077	0.0024981017	0.0024657992
0.0014212755	0.0014121297	0.0014258499	0.001407551	0.0014167146	0.0014258977	0.0014167397	0.0014167806	0.001407551	0.0014259769	0.0014122042	0.0014259594	0.0014211633	0.001407551	0.001412102	0.0014303314	0.0014212662	0.0014304372	0.0014212774	0.0014167668	0.0014213044	0.0014167202	0.001412102	0.0014167249	0.001416704	0.0014213391	0.0014120763	0.0014121133	0.0014121195	0.001412151	0.0014350066	0.0014259854	0.0014121133	0.001407551	0.001407551	0.0014212551	0.0014258394	0.001407551	0.0014213694	0.0014167317	0.0014167009	0.0014121785	0.0014121133	0.0014121147	0.001407551	0.001435121	0.0014257669	0.0014213586	0.0014212355	0.0014121297	0.001407551	0.0014121133	0.001407551	0.001407551	0.0014121223	0.0014304537	0.0014121417	0.0014166934	0.0014213476	0.0014122016	0.001407551	0.0014213218	0.0014166927	0.0014121361	0.0014212533	0.0014167129	0.0014166977	0.0014351542	0.0014121133	0.001407551	0.0014166646	0.0014121361	0.0014167267	0.001407551	0.0014212357	0.19632785	0.0014121587	0.0014167376	0.0014121466	0.0014167322	0.43058267	0.001407551	0.0014167019	0.0014120762	0.001412155	0.0014352049	0.001407551	0.001407551	0.0014121684	0.0014212551	0.001412102	0.0014167075	0.23566757	0.0014167366	0.0014215012	0.0014259897	0.0014167223	0.0014213129	0.0014259903	0.001407551
0.004991918	0.004959795	0.005007984	0.0049437135	0.0049758987	0.005008152	0.0049759867	0.0049761306	0.0049437135	0.00500843	0.004960057	0.0050083688	0.0049915235	0.0049437135	0.004959698	0.0050237244	0.0049918853	0.005024096	0.0049919244	0.0049760817	0.004992019	0.004975918	0.004959698	0.004975935	0.0049758614	0.0049921414	0.0049596075	0.0049597374	0.0049597593	0.00495987	0.0050401455	0.00500846	0.0049597374	0.0049437135	0.0049437135	0.004991846	0.0050079473	0.0049437135	0.0049922476	0.0049759587	0.0049758507	0.0049599665	0.0049597374	0.004959742	0.0049437135	0.0050405473	0.0050076926	0.0049922094	0.0049917772	0.004959795	0.0049437135	0.0049597374	0.0049437135	0.0049437135	0.004959769	0.005024154	0.004959837	0.004975824	0.004992171	0.0049600475	0.0049437135	0.0049920804	0.004975822	0.0049598175	0.00499184	0.0049758926	0.0049758395	0.0050406638	0.0049597374	0.0049437135	0.0049757226	0.0049598175	0.0049759415	0.0049437135	0.004991778	0.004959698	0.004959897	0.004975979	0.0049598548	0.0049759606	0.5074162	0.0049437135	0.0049758544	0.004959607	0.004959884	0.0050408416	0.0049437135	0.0049437135	0.0049599307	0.004991846	0.004959698	0.004975874	0.004959795	0.004975976	0.0049927104	0.005008475	0.0049759257	0.004992049	0.0050084773	0.0049437135
0.0014212761	0.0014121303	0.0014258504	0.0014075516	0.0014167152	0.0014258983	0.0014167402	0.0014167812	0.0014075516	0.0014259774	0.0014122048	0.00142596	0.0014211639	0.0014075516	0.0014121026	0.001430332	0.0014212668	0.0014304378	0.001421278	0.0014167674	0.001421305	0.0014167208	0.0014121026	0.0014167255	0.0014167046	0.0014213397	0.0014120769	0.0014121139	0.0014121201	0.0014121516	0.0014350072	0.001425986	0.0014121139	0.0014075516	0.0014075516	0.0014212556	0.00142584	0.0014075516	0.00142137	0.0014167323	0.0014167015	0.0014121791	0.0014121139	0.0014121153	0.0014075516	0.0014351216	0.0014257674	0.0014213591	0.0014212361	0.0014121303	0.0014075516	0.0014121139	0.0014075516	0.0014075516	0.0014121229	0.0014304543	0.0014121423	0.001416694	0.0014213482	0.0014122021	0.0014075516	0.0014213223	0.0014166933	0.0014121367	0.0014212539	0.0014167135	0.0014166983	0.0014351548	0.0014121139	0.0014075516	0.0014166652	0.0014121367	0.0014167273	0.0014075516	0.0014212363	0.0014121026	0.0014121593	0.0014167381	0.0014121472	0.0014167328	0.0014121229	0.0014075516	0.0014167025	0.0014120768	0.0014121556	0.0014352055	0.0014075516	0.0014075516	0.001412169	0.0014212556	0.0014121026	0.0014167081	0.0014121303	0.8597584	0.0014215017	0.0014259903	0.0014167229	0.0014213135	0.0014259908	0.0014075516
0.0011050939	0.0010979826	0.0011086505	0.0010944225	0.0011015475	0.0011086877	0.0011015671	0.0011015988	0.0010944225	0.0011087493	0.0010980405	0.0011087357	0.0011050066	0.0010944225	0.0010979611	0.0011121351	0.0011050866	0.0011122173	0.0011050953	0.001101588	0.0011051162	0.0011015519	0.0010979611	0.0011015555	0.0011015392	0.0011051432	0.0010979411	0.0010979698	0.0010979746	0.0010979992	0.0011157703	0.0011087558	0.0010979698	0.0010944225	0.0010944225	0.30358708	0.0011086423	0.0010944225	0.0011051667	0.0011015608	0.0011015369	0.0010980205	0.0010979698	0.0010979709	0.0010944225	0.0011158593	0.001108586	0.0011051584	0.0011050627	0.0010979826	0.0010944225	0.0010979698	0.0010944225	0.0010944225	0.0010979768	0.0011122302	0.001097992	0.0011015311	0.0011051499	0.0010980384	0.0010944225	0.0011051298	0.0011015306	0.0010979876	0.0011050765	0.0011015462	0.0011015343	0.0011158851	0.0010979698	0.0010944225	0.0011015086	0.0010979876	0.0011015569	0.0010944225	0.0011050629	0.0010979611	0.0010980052	0.0011015654	0.0010979958	0.2656563	0.0010979768	0.0010944225	0.0011015377	0.001097941	0.0010980023	0.0011159244	0.0010944225	0.0010944225	0.0010980127	0.0011050779	0.0010979611	0.001101542	0.0010979826	0.0011015646	0.0011052693	0.0011087592	0.32392025	0.0011051229	0.0011087597	0.0010944225
0.00071014103	0.00070557126	0.00071242655	0.0007032835	0.00070786214	0.0007124505	0.00070787466	0.0007078951	0.0007032835	0.00071249	0.0007056085	0.00071248127	0.0007100849	0.0007032835	0.0007055574	0.00071466574	0.0007101364	0.0007147186	0.00071014196	0.00070788816	0.0007101554	0.00070786494	0.0007055574	0.00070786726	0.0007078568	0.00071017275	0.0007055446	0.0007055631	0.00070556614	0.0007055819	0.00071700173	0.00071249425	0.0007055631	0.0007032835	0.0007032835	0.0007101308	0.0007124213	0.0007032835	0.0007101879	0.00070787064	0.0007078553	0.00070559565	0.0007055631	0.00070556375	0.0007032835	0.00071705895	0.00071238505	0.0007101825	0.000710121	0.00070557126	0.0007032835	0.0007055631	0.0007032835	0.0007032835	0.00070556754	0.00071472686	0.00070557726	0.00070785155	0.000710177	0.0007056072	0.0007032835	0.00071016414	0.0007078512	0.00070557446	0.0007101299	0.00070786127	0.0007078537	0.0007170755	0.0007055631	0.0007032835	0.0007078371	0.00070557446	0.0007078682	0.0007032835	0.0007101211	0.0007055574	0.0007055858	0.92992824	0.0007055797	0.00070787093	0.00070556754	0.0007032835	0.0007078558	0.0007055445	0.00070558395	0.0007171008	0.0007032835	0.0007032835	0.0007055906	0.0007101308	0.0007055574	0.0007078586	0.00070557126	0.00070787314	0.0007102537	0.0007124964	0.000707866	0.00071015966	0.0007124967	0.0007032835
0.00090398785	0.0008981707	0.00090689724	0.0008952585	0.0009010869	0.0009069277	0.00090110285	0.00090112886	0.0008952585	0.00090697804	0.0008982181	0.0009069669	0.00090391637	0.0008952585	0.00089815306	0.0009097477	0.0009039819	0.00090981496	0.000903989	0.00090112	0.0009040061	0.00090109045	0.00089815306	0.0009010934	0.0009010801	0.00090402825	0.0008981367	0.0008981603	0.0008981642	0.00089818425	0.0009127213	0.00090698345	0.0008981603	0.0008952585	0.0008952585	0.0009039748	0.00090689055	0.0008952585	0.0009040475	0.91080076	0.00090107817	0.0008982017	0.0008981603	0.00089816115	0.0008952585	0.00091279414	0.00090684445	0.00090404064	0.00090396235	0.0008981707	0.0008952585	0.0008981603	0.0008952585	0.0008952585	0.000898166	0.0009098255	0.0008981783	0.0009010734	0.00090403366	0.0008982164	0.0008952585	0.00090401724	0.000901073	0.00089817477	0.0009039737	0.0009010858	0.0009010761	0.0009128152	0.0008981603	0.0008952585	0.00090105506	0.00089817477	0.0009010946	0.0008952585	0.0009039625	0.00089815306	0.00089818914	0.00090110145	0.00089818146	0.0009010981	0.000898166	0.0008952585	0.00090107886	0.00089813664	0.0008981868	0.0009128474	0.0008952585	0.0008952585	0.00089819526	0.0009039748	0.00089815306	0.0009010824	0.0008981707	0.00090110087	0.0009041313	0.0009069861	0.0009010918	0.00090401154	0.0009069866	0.0008952585
0.0006213189	0.0006173207	0.00062331854	0.0006153191	0.00061932503	0.00062333944	0.000619336	0.00061935384	0.0006153191	0.0006233741	0.00061735325	0.00062336645	0.00062126975	0.0006153191	0.0006173086	0.0006252777	0.0006213148	0.0006253239	0.0006213197	0.0006193478	0.00062133145	0.0006193275	0.0006173086	0.0006193295	0.0006193204	0.00062134664	0.00061729737	0.00061731355	0.0006173162	0.00061733	0.0006273215	0.0006233778	0.00061731355	0.0006153191	0.0006153191	0.0006213099	0.00062331394	0.0006153191	0.00062135985	0.0006193325	0.00061931903	0.000617342	0.00061731355	0.00061731413	0.0006153191	0.00062737154	0.0006232823	0.00062135514	0.00062130135	0.0006173207	0.0006153191	0.00061731355	0.0006153191	0.0006153191	0.00061731745	0.00062533113	0.00061732595	0.0006193158	0.00062135037	0.0006173521	0.0006153191	0.0006213391	0.0006193155	0.0006173235	0.00062130915	0.0006193243	0.00061931764	0.00062738603	0.00061731355	0.0006153191	0.00061930314	0.0006173235	0.0006193303	0.0006153191	0.0006213015	0.0006173086	0.0006173334	0.00061933504	0.0006173281	0.0006193327	0.00061731745	0.0006153191	0.0006193195	0.0006172973	0.00061733177	0.00062740815	0.0006153191	0.0006153191	0.0006173376	0.0006213099	0.0006173086	0.00061932195	0.0006173207	0.93869257	0.0006214175	0.00062337966	0.0006193284	0.0006213352	0.00062337995	0.0006153191
0.00019109462	0.00018986492	0.00019170964	0.0001892493	0.00019048138	0.00019171607	0.00019048474	0.00019049025	0.0001892493	0.0001917267	0.00018987493	0.00019172436	0.00019107951	0.0001892493	0.0001898612	0.00019231219	0.00019109335	0.0001923264	0.00019109486	0.00019048838	0.00019109847	0.16403393	0.0001898612	0.00019048275	0.00019047994	0.00019110316	0.00018985773	0.00018986272	0.00018986354	0.00018986779	0.00019294079	0.00019172786	0.00018986272	0.0001892493	0.0001892493	0.00019109185	0.00019170821	0.0001892493	0.00019110722	0.00019048367	0.00019047954	0.00018987148	0.00018986272	0.0001898629	0.0001892493	0.715643	0.00019169848	0.00019110576	0.00019108922	0.00018986492	0.0001892493	0.00018986272	0.0001892493	0.0001892493	0.00018986392	0.00019232863	0.00018986654	0.00019047853	0.00019110431	0.00018987457	0.0001892493	0.00019110083	0.00019047844	0.00018986578	0.00019109162	0.00019048115	0.0001904791	0.00019296064	0.00018986272	0.0001892493	0.00019047465	0.00018986578	0.00019048301	0.0001892493	0.00019108925	0.0001898612	0.00018986882	0.06034651	0.00018986719	0.00019048374	0.00018986392	0.0001892493	0.00019047968	0.00018985772	0.00018986833	0.00019296745	0.0001892493	0.0001892493	0.04169399	0.00019109185	0.0001898612	0.00019048042	0.00018986492	0.00019048434	0.00019112494	0.00019172842	0.00019048242	0.00019109962	0.00019172851	0.0001892493
0.0005522466	0.0005486929	0.00055402395	0.0005469138	0.0005504744	0.0005540425	0.0005504841	0.0005505	0.0005469138	0.00055407325	0.0005487218	0.0005540665	0.0005522029	0.0005469138	0.0005486821	0.0005557653	0.000552243	0.0005558064	0.0005522473	0.9455082	0.00055225776	0.00055047654	0.0005486821	0.0005504784	0.00055047026	0.00055227126	0.0005486721	0.00054868654	0.0005486889	0.00054870115	0.0005575819	0.00055407657	0.00054868654	0.0005469138	0.0005469138	0.0005522386	0.0005540199	0.0005469138	0.000552283	0.000550481	0.00055046903	0.00054871186	0.00054868654	0.00054868707	0.0005469138	0.00055762636	0.0005539917	0.0005522788	0.000552231	0.0005486929	0.0005469138	0.00054868654	0.0005469138	0.0005469138	0.00054869	0.0005558128	0.00054869754	0.0005504662	0.0005522746	0.00054872077	0.0005469138	0.00055226457	0.0005504659	0.0005486954	0.0005522379	0.00055047375	0.0005504678	0.0005576392	0.00054868654	0.0005469138	0.00055045495	0.0005486954	0.0005504791	0.0005469138	0.0005522311	0.0005486821	0.0005487042	0.0005504833	0.00054869946	0.0005504812	0.00054869	0.0005469138	0.0005504695	0.0005486721	0.0005487027	0.0005576589	0.0005469138	0.0005469138	0.0005487079	0.0005522386	0.0005486821	0.00055047165	0.0005486929	0.00055048295	0.00055233424	0.00055407826	0.0005504774	0.0005522611	0.0005540785	0.0005469138
