id	project_name	assignee_id	processed_title	processed_description	processed_labels	priority_id	type_id	status_name
12532941	CASSANDRA	5408	assertion error bootstrap cassandra	node cassandra cluster set read write quorum initial ring configuration cassandra bin nodetool localhost ring address rack status state load owns token normal normal normal want add cluster edit file set token set true start cassandra get assertion error thank ramesh cassandra info logging initialize info jvm vendor version java bit server info heap size info classpath class main class thrift apache apache cassandra apache cassandra source commons common commons compress concurrentlinkedhashmap guava high scale jackson core jackson mapper json servlet snappy info jna mlockall successful info loading setting apache conf info diskaccessmode auto determined mmap indexaccessmode mmap info global memtable threshold enable info detect schema definition local storage info found table datum datum directory consider cli define schema info create new commitlog segment lib cassandra commitlog info commitlog file find skip replay info cassandra version info thrift api version info loading persist ring state info start server gossip info enqueue flush memtable serialize live byte op info write memtable serialize live byte op info complete flush lib cassandra datum system locationinfo byte info start messaging service port info joining wait ring schema information info apply migration add keyspace msa rep strategy simplestrategy true info enqueue flush memtable serialize live byte op info write memtable serialize live byte op info enqueue flush memtable serialize live byte op info complete flush lib cassandra datum system migration byte info write memtable serialize live byte op info complete flush lib cassandra datum system schema byte info apply migration add column family msa cfname modseq cftype standard comparator true bytestype keyvalidator bytestype class leveledcompactionstrategy info enqueue flush memtable serialize live byte op info write memtable serialize live byte op info enqueue flush memtable serialize live byte op info complete flush lib cassandra datum system migrations byte info write memtable serialize live byte op info complete flush lib cassandra datum system schema byte info apply migration add column family msa cfname msgid cftype standard comparator bytestype true bytestype keyvalidator bytestype class sizetieredcompactionstrategy info enqueue flush memtable serialize live byte op info write memtable serialize live byte op info enqueue flush memtable serialize live byte op info complete flush lib cassandra datum system migrations byte info write memtable serialize live byte op info complete flush lib cassandra datum system schema byte info apply migration add column family msa cfname participant cftype standard comparator true bytestype keyvalidator bytestype class sizetieredcompactionstrategy info enqueue flush memtable serialize live byte op info write memtable serialize live byte op info enqueue flush memtable serialize live byte op info complete flush lib cassandra datum system migration byte info write memtable serialize live byte op info compacting lib cassandra datum system migration lib cassandra datum system migrations lib cassandra datum system migration lib cassandra datum system migrations info complete flush lib cassandra datum system schema byte info compacting lib cassandra datum system schema lib cassandra datum system schema lib cassandra datum system schema lib cassandra datum system schema info apply migration add column family msa cfname subinfo cftype standard comparator true bytestype keyvalidator bytestype class leveledcompactionstrategy info enqueue flush memtable serialize live byte op info writing memtable serialize live byte op info enqueue flush memtable serialize live byte op info complete flush lib cassandra datum system migrations byte info writing memtable serialize live byte op info compacted lib cassandra datum system schema original byte key time info complete flush lib cassandra datum system schema byte info apply migration add column family msa cfname transaction cftype standard comparator true bytestype keyvalidator bytestype class leveledcompactionstrategy info enqueue flush memtable serialize live byte op info write memtable serialize live byte op info enqueue flush memtable serialize live byte op info complete flush lib cassandra datum system migrations byte info write memtable serialize live byte op info compact lib cassandra datum system migrations original byte key time info complete flush lib cassandra datum system schema byte info apply migration add column family msa cfname uid cftype standard comparator true bytestype keyvalidator bytestype class leveledcompactionstrategy info enqueue flush memtable serialize live byte op info write memtable serialize live byte op info enqueue flush memtable serialize live byte op info complete flush lib cassandra datum system migrations byte info compacting lib cassandra datum system migrations lib cassandra datum system migrations lib cassandra datum system migrations lib cassandra datum system migrations info write memtable serialize live byte op info complete flush lib cassandra datum system schema byte info compacting lib cassandra datum system schema lib cassandra datum system schema lib cassandra datum system schema lib cassandra datum system schema info compacted lib cassandra datum system schema original byte key time info compacted lib cassandra datum system migration original byte key time info node cluster info inetaddress info enqueue flush memtable serialize live byte op info write memtable serialize live byte op info complete flush lib cassandra datum system locationinfo byte info node cluster info inetaddress info enqueue flush memtable serialize live byte op info writing memtable serialize live byte op info complete flush lib cassandra datum system locationinfo byte info node cluster info inetaddress info enqueue flush memtable serialize live byte op info write memtable serialize live byte op info complete flush lib cassandra datum system locationinfo byte info compacting lib cassandra datum system locationinfo lib cassandra datum system locationinfo lib cassandra datum system locationinfo lib cassandra datum system locationinfo info compact lib cassandra datum system locationinfo original byte key time info joining get bootstrap token info enqueue flush memtable serialize live byte op info write memtable serialize live byte op info complete flush lib cassandra datum system locationinfo byte info joining sleep pende range setup info joining start bootstrap error fatal exception thread assertionerror	['compaction']	10002	1	Resolved
12529794	CASSANDRA	5408	local write time cause attempt hint self	report ramash natarajan mailing list noformat node cassandra cluster run run load test day see exception file error expiring map line fatal exception thread map assertionerror noformat	['hintedhandoff']	10002	1	Resolved
12527792	CASSANDRA	5408	npe hint handoff	current head github branch see error sure bug info line start hint handoff token error line fatal exception thread runtimeexception nullpointerexception cause nullpointerexception error line fatal exception thread runtimeexception nullpointerexception cause nullpointerexception possibly relate	['hintedhandoff']	10003	1	Resolved
12526275	CASSANDRA	5408	drop index cause inflight mutation fail	drop index cause inflight mutation fail hector client throw exception info line apply migration update column family test cfname sipdb cftype standard comparator asciitype phone call route information false bytestype keyvalidator validator asciitype null class sizetieredcompactionstrategy info line enqueue flush memtable serialize live byte op info line enqueue flush memtable serialize live byte op info line write memtable serialize live byte op info line complete flush byte info line write memtable serialize live byte op info line compact info line complete flush byte info line compact error line fatal exception thread assertionerror error line fatal exception thread assertionerror error line fatal exception thread assertionerror error line fatal exception thread assertionerror	['indexing']	10003	1	Resolved
12513477	CASSANDRA	5408	allow map reduce use server query filter	currently run mapreduce job datum cassandra data store read datum particular columnfamily optimize read row query	['hadoop']	10000	2	Resolved
12527269	CASSANDRA	5408	allow leveled compaction task kick	leveled compaction want prevent multiple task run check defeat kick compaction work code compactiontask currently lcs rely completely minute compaction check heavy insert load	['compaction', 'lcs']	10003	4	Resolved
12643007	CASSANDRA	5408	promote row level tombstone index file	idea promote index skip seek row header keep column index index file skip write row level tombstone index file column datum read tombstone data file guarantee exist return incorrect result	['qa-resolved']	10002	4	Resolved
12544447	CASSANDRA	5408	hint drop miss cfid implies delete columnfamily	hint accumulate delete hinted handoff repeatedly fail manual intervention remove hint unserializablecolumnfamilyexception throw cfid unknown send node discuss cassandra dev schema agreement affected delete avoid indefinite repeat failure	['datastax_qa']	10002	1	Resolved
12597658	CASSANDRA	5408	include metadata system keyspace schema table	virtual table allow client query schema layout information cql invaluable user start use cql protocol way determine certain information available columnfamilie keyspace metadata system keyspace columnfamilie represent schema table noformat cqlsh select keyspace system cqlsh cqlsh select keyspace system cqlsh cqlsh select keyspace system cqlsh noformat greatly helpful client introspection minimum example cqlsh able information structure availability schema definition table	['cql', 'cql3']	10003	4	Resolved
12498027	CASSANDRA	5408	add reduce memory usage tune thing poorly feature	user frequently create columnfamilie set memtable threshold high adjust throughput ignore operation set cache threshold high server oom tell friend cassandra suck	['ponies']	10003	4	Resolved
12667496	CASSANDRA	5408	paxos replay progress update incorrect	replay inprogress need refresh newly prepared ballot correctly reject	['lwt']	10002	1	Resolved
12525107	CASSANDRA	5408	error multi threaded compaction	run plus multi threaded compaction patch issue get error compact night error occur compaction executionexception classcastexception threadpoolexecutor cast debuggablethreadpoolexecutor method source method cause classcastexception threadpoolexecutor cast debuggablethreadpoolexecutor	['compaction']	10002	1	Resolved
12537700	CASSANDRA	5408	unsustainable thread accumulation parallelcompactioniterable reducer threadpoolexecutor	multithreaded compaction enable look like reducer create new thread pool compaction pool sit gets call thread live forever wait task come instance state total block total wait stack trace method	['compaction', 'memory_leak', 'threading', 'threads']	10003	1	Resolved
12523442	CASSANDRA	5408	leveledcompactionstrategy complacent	title say barely insert worth datum heap overwrite ratio compact twice noformat info line compact lib cassandra datum info line compact lib cassandra datum lib cassandra datum lib cassandra datum original byte key time info line total byte compacted info line compact lib cassandra datum lib cassandra datum lib cassandra datum lib cassandra datum info line compact lib cassandra datum lib cassandra datum lib cassandra datum lib cassandra datum lib cassandra datum lib cassandra datum original byte key time info line total byte compacted noformat result following level noformat noformat obviously go result extremely poor read performance	['compaction']	10002	1	Resolved
12536553	CASSANDRA	5408	multiple thread attempt hint handoff target	hintedhandoffmanager attempt prevent multiple thread send hint target queueddeliverie set code buggy handoff occur concurrently second thread use arbitrarily large memory skip tombstone start page beginning hint row look live hint problem single thread page start see hint column effectively skip tombstone compact technically bug present old cassandra release cause problem hint row tend large hint write contain entire mutation instead row consist key	['hintedhandoff']	10003	1	Resolved
12526261	CASSANDRA	5408	remove copy read write network path	readverbhandler extra copy serialize datum avoid pre compute serialize size allocate appropriate buffer	['network']	10003	4	Resolved
12640117	CASSANDRA	5408	incremental backup race	incremental backup mark thing reference compact compact away createlink run occasionally happen columnfamilystoretest run background task stage fail test noformat junit runtimeexception try hard link file exist build test cassandra datum junit junit junit junit junit junit junit noformat	['compaction']	10003	1	Resolved
12646032	CASSANDRA	5408	columnfamilyinputformat demand orderpreservingpartitioner specify inputrange token	columnfamilyinputformat start get split getsplits check jobkeyrange set set attempt set jobrange block look jobkeyrange token assert orderpreservingpartitioner use block look key token code manage range token reach	['hadoop']	10002	1	Resolved
12615825	CASSANDRA	5408	add block force compaction call nodeprobe	time like feedback compaction complete example delete datum cassandra want know remove cassandra tombstone collect completely trivial implement base exist code method call non blocking version return future wait potentially timeout	['lhf']	10003	4	Resolved
12551356	CASSANDRA	5408	generate digest file compressed sstable	use generated file verify backup nice generate compressed sstable	['performance']	10003	4	Resolved
12504840	CASSANDRA	5408	cql create keyspace replication factor argument allow invalid sql pass	run follow sql cqlsh immediately receive socket close error point run nodetool get exception start cluster note follow syntax valid invalid cassandra cli error follow statement resolution bug cqlsh block incorrect syntax code create keyspace testcli simplestrategy code code create keyspace testcql simplestrategy code code error exception encounter startup runtimeexception configurationexception simplestrategy require strategy option cause configurationexception simplestrategy require strategy option exception encounter startup runtimeexception configurationexception simplestrategy require strategy option cause configurationexception simplestrategy require strategy option code	['cql']	10000	1	Resolved
12497179	CASSANDRA	5408	eliminate excess comparator creation	despite singleton status abstracttype end create new comparator query make wrapper comparator exist codebase member abstracttype cut new comparator spam	['abstract_types', 'gc']	10003	4	Resolved
12633090	CASSANDRA	5408	hinted handoff throttle base cluster size	node cluster restart node cause completely overload default thread set small problem node require abort handoff old default way conservative drop way production cluster conservative appear solve default way high cluster non trivial size put thought base cluster size make throttle target write load single node swallow cluster grow hint deliver node cluster go throttle self adjust account	['lhf']	10003	4	Resolved
12596836	CASSANDRA	5408	cleanup use global partitioner estimate range index sstable	introduce cleanuptest show trunk stderr test actually fail noformat junit classcastexception cast token junit junit junit junit junit junit junit junit junit junit junit junit junit junit junit junit junit junit noformat happen branch robust test problem	['compaction']	10003	1	Resolved
12676860	CASSANDRA	5408		get destination node repair error line exception thread assertionerror	['repair']	10003	1	Resolved
12525766	CASSANDRA	5408	cancel index build throw assert error	cancel index build throw check log compaction run background info write memtable serialize live byte op error fatal exception thread assertionerror info complete flush byte	['indexing']	10003	1	Resolved
12610366	CASSANDRA	5408	clean vestige	currently appear bulk loading operation run stage like run	['streaming']	10003	1	Resolved
12560470	CASSANDRA	5408	data insertion fail commitlog rename failure	configuration cassandra server configuration size simpleseedprovider parameter seed default ring configuration rack status state load effective ownership token normal normal ctreate keyspace column family cli command keyspace testks networktopologystrategy use testks create column family start java application insert row create column family hector client client connect node second row insert cassandra server node throw exception commit log allocator line exception thread log ioerror ioexception rename fail cause ioexception rename fail second later cassandra server node throw exception commit log allocator line exception thread log ioerror ioexception rename fail source cause ioexception rename fail application insert datum hector get timedoutexception thrift hconnectionmanager operatewithfailover warn fullfill request host cassandraclient hconnectionmanager operatewithfailover warn exception htimedoutexception timedoutexception source cause timedoutexception	['commitlog']	10002	1	Resolved
12607241	CASSANDRA	5408	truncate operation delete row hintscolumnfamily	step reproduce start writing datum column family let mycf stop node wait time datum collect hintscolumnfamily start node hintedhandoff start automatically mycf run truncate command mycf column family command cli wait truncate finish mycf hintedhandoff copy datum suggest clean hintscolumnfamily truncate column family start discard sstable think method try create patch need know right way clean hintscolumnfamily clarify	['hintedhandoff', 'truncate']	10003	1	Resolved
12610368	CASSANDRA	5408	stackoverflowerror compactionexecutor thread	see follow error exception thread runtime stackoverflowerror	['compaction']	10002	1	Resolved
12558177	CASSANDRA	5408	quadradic number sstable	getbuckets sort sstable size log add sstable bucket bad case sstable size use bucket content hash key	['compaction']	10003	1	Resolved
12559479	CASSANDRA	5408	clean messagingservice protocol limitation	weakness exist protocol information asymmetry node know version node expect vice versa delay information node know version node expect contact node force throw message away retry protocol handle cross forwarding socket address version partly global partly connection partly message result interesting hack difficulty layer sophisticated outputstreams socket	['jmx']	10002	1	Resolved
12536283	CASSANDRA	5408	change compaction strategy leveled sizetiere log million message compact	column family compaction strategy change leveled sizetiered leveled compaction task pende cassandra start flood log thousand sec message compact use forceuserdefinedcompaction wish force compaction single sstable tombstone collection result log disk system	['compaction']	10002	1	Resolved
12527620	CASSANDRA	5408	correct drop message log	switch messagingservice log recent drop message instead server lifetime total log message update	['logging']	10003	1	Resolved
12535015	CASSANDRA	5408	hinted handoff relate oom	node collect alot hint node dead node come row mutation read disk node die oom exception keep die restart increase heap heap dump contain alot supercolumns application use guess mutation big fit memory check tomorrow simple fix assumption correct reduce like reduce memory pressure performance hit small hinted handoff throttle delay sleep send mutation page thought run problem get node start simply remove hintscolumnfamily file	['hintedhandoff']	10002	1	Resolved
12643123	CASSANDRA	5408	backport row level bloom filter removal	possible presence range tombstone erroneous skip check give column sstablenamesiterator bloom filter say	['qa-resolved']	10003	4	Resolved
12643966	CASSANDRA	5408	reduce memory consumption indexsummary	evaluate cassandra use case tiny row result node storage have billion row load datum hit issue look heap dump notice memory indexsummaries major issue position store arraylist result position take byte class flag byte long sense file initially write serialize lot memory efficient long int fine sstable allow decoratedkey key take byte overhead bytebuffer key overhead token somewhat work problem increase row help start diminish return note heap dump linux oracle	['qa-resolved']	10002	4	Resolved
12603683	CASSANDRA	5408	mutation small contain keyspace key	mutation response object send ordinator object keyspace key require ordiantor waste specially case wan link response node multi deployment go ordinator make worse bad keyspace key large size datum small case node ordinator purely receive mutation outbound bandwidth half incoming bandwidth	['network']	10003	4	Resolved
12533699	CASSANDRA	5408	cql creation skip validation code	validation create index creation	['cql']	10003	1	Resolved
12605495	CASSANDRA	5408	stackoverflowerror	run nodetool repair follow log error line exception thread stackoverflowerror method line delete	['compaction']	10003	1	Resolved
12551799	CASSANDRA	5408	single pass compaction lcr	lazilycompactedrow read datum twice compact row obviously inefficient main reason compute row header remove main row header remain size byte number column relatively simple remove remove need phase compaction	['compaction']	10002	4	Resolved
12539978	CASSANDRA	5408	remove deprecate field	supercede keep special case code populate old field simplestrategy client create introspect schema time clean	['thrift']	10003	4	Resolved
12504618	CASSANDRA	5408	eagerly write datum read time supersede defragmenting	oncdsed basic approach improve read performance considerably cause lot duplicate datum write compaction work necessary augment basic idea supersede datum file mark supersede compaction touch file remove datum file format immutable value particular sstable supersede record component sstable supersede block level define list supersede block represent generation number bitmap block number allow sstable eliminate timestamp information probably compaction time load supersede information system sstable compact initially describe jira secure	['compaction', 'performance']	10002	2	Resolved
12524448	CASSANDRA	5408	inherent deadlock situation commitlog flush	system run consitently go frozen state mutation stage thread wait switchlock reason switchlock hold commit log show follow thread dump commit log writer wait condition thread state wait parking method parking wait clearly commit log writer thread run regular appender appender call getcontext submit new callable execute wait callable new callable go execute executor thread believe deterministic bug	['commitlog']	10000	1	Resolved
12523482	CASSANDRA	5408	cassandra cli use micro second timestamp cql use milli second	cassandra cli set micro second timestamp cql insert update operation set milli second timestamp register datum cassandra cli update datum cql cql timestamp judge past time	['cql']	10002	1	Resolved
12633306	CASSANDRA	5408	rename antientropyservice	maybe activerepairservice manualrepairservice antientropy help find know want find repair code	['repair']	10003	3	Resolved
12526215	CASSANDRA	5408	improve compactiontask extensibility	compactiontask fairly couple sizetieredcompaction include ugly casting	['compaction']	10003	4	Resolved
12519731	CASSANDRA	5408	fix count	count break introduce	['cql']	10002	7	Resolved
12560663	CASSANDRA	5408	small sstable segments hurt leveling process	concern static int repair create small sstable segment consider move threshold take account size file bring compaction number file similar situation bring small file magnify issue small file intermediate compaction reduce magnifying effect compaction	['compaction', 'lcs']	10003	4	Resolved
12712423	CASSANDRA	5408	fail	bisect	['qa-resolved']	10003	4	Resolved
12522759	CASSANDRA	5408	compaction fail occur	compaction stop run point repro insert like row heap sstable restarting help invoke major happen	['compaction']	10002	1	Resolved
12520595	CASSANDRA	5408	secondary index minor compacting delete index	delete secondary index couple day later watch compactionstat node process minor compact delete secondary index double check keyspace definition cli secondary index define	['compaction']	10003	1	Resolved
12623764	CASSANDRA	5408	support cas	strong consistency prevent race condition classic example user account creation want ensure username unique want signal account creation success create account naive read write allow client race think green light create	['lwt']	10002	2	Resolved
12612999	CASSANDRA	5408	bulkloader throw npe start	bulkloader trunk throw exception start exit abnormally code exception thread main exceptionininitializererror cause nullpointerexception code come move keycache sstablereader initialization instance creation cause access cacheservice happen end npe bulkloader load	['bulkloader']	10002	1	Resolved
12607257	CASSANDRA	5408	cql version race condition sync	client connect cassandra cluster configure sync heterogeneous cql version cql version execution server change seemingly randomly fact set remotesocket anytime clear cql version threadlocal clientstate object call state get threadlocal object clientstate cqlversion change previous socket thread easy fix probably accept new client client closed want use threadlocal clientstate alloc destroy clientstate everytime clear clientstate accept new client problem reproduce cqlsh client set cql version expect version default actually gettingv depend thread connect problem happen client set cql version connection	['features']	10003	1	Resolved
12557067	CASSANDRA	5408	kick background compaction min max change	threshold change eligible compaction immediately wait flush trigger eligibility check	['compaction']	10003	1	Resolved
12618265	CASSANDRA	5408	add latency histogram option stress	average easy wire exist histogram util stress	['stress']	10003	4	Resolved
12678906	CASSANDRA	5408	gossip tolerate slow gossip task	currently single gossip task bog gossip stage gossip mark see update queue slow mean gc cause gossip flap actually problematic task recompute pende range	['gossip']	10003	1	Resolved
12609349	CASSANDRA	5408	npe load write possible snitch set issue cluster	follow error show height load error line fatal exception thread nullpointerexception source source source error line fatal exception thread nullpointerexception error line fatal exception thread nullpointerexception error line fatal exception thread nullpointerexception error line internal error processing nullpointerexception error line internal error processing nullpointerexception info line inetaddress dead error line fatal exception thread error line fatal exception thread nullpointerexception info line inetaddress dead error line fatal exception thread	['snitch']	10003	1	Resolved
12539274	CASSANDRA	5408	hadoop word count example unable output cassandra default setting	noformat warn mapre localjobrunner nullpointerexception noformat output filesystem work	['hadoop']	10003	1	Resolved
12513118	CASSANDRA	5408	start upgrade fail	upgrade binary exception start cassandra noformat local info logging initialize info heap size info jna find native method disable info loading setting local apache conf info diskaccessmode auto determined mmap indexaccessmode mmap info global memtable threshold enable info remove compact sstable file info remove compact sstable file info remove compact sstable file info remove compact sstable file info remove compact sstable file info remove compact sstable file info reading save cache cassandradb system indexinfo keycache info opening cassandradb datum system indexinfo info reading save cache cassandradb system schema keycache info opening cassandradb datum system schema info opening cassandradb datum system schema info opening cassandradb datum system schema info opening cassandradb datum system migration info reading save cache cassandradb system locationinfo keycache info opening cassandradb datum system locationinfo info loading schema version error exception encounter startup marshalexception long exactly byte exception encounter startup marshalexception long exactly byte noformat index index try remove index binary wait bit need reproduce bug	['exception', 'index', 'starting']	10002	1	Resolved
12525396	CASSANDRA	5408	create column family set true	describe keyspace rapidshare keyspace rapidshare replication strategy networktopologystrategy durable write false options column families create column family wait schema agreement schema agree cluster describe keyspace rapidshare keyspace rapidshare replication strategy networktopologystrategy durable write true options column families columnfamily key validation class bytestype default column value validator bytestype columns sort bytestype row cache size save period second key cache size save period second memtable threshold million op minute grace second compaction min max threshold read repair chance replicate write true build index	['schema']	10003	1	Resolved
12530617	CASSANDRA	5408	hint handoff work roll upgrade	test roll upgrade test cluster notice hint hand work properly hint generate upgrade node deliver newly upgrade node rejoin ring way find node deliver hint restart step reproduce issue install cassandra default setting create keyspace foo create column family bar shutdown insert datum bar verify hintscolumnfamily contain hint start verify hint handoff perform hintscolumnfamily upgrade restart shutdown insert datum bar verify hintscolumnfamily contain hint upgrade start notice hint handoff perform come restart	['hintedhandoff']	10002	1	Resolved
12522664	CASSANDRA	5408	disable hint handoff counterintuitively continue log handoff message	order test theory try disable hint handoff cluster update yaml file restart node cluster continue message log restart quote info line start hint handoff endpoint info line finish hint handoff row endpoint info line start hint handoff endpoint info line finish hint handoff row endpoint info line start hint handoff endpoint info line finish hint handoff row endpoint quote look system hintscolumnfamily jmx activity pende task come	['hintedhandoff']	10003	1	Resolved
12556268	CASSANDRA	5408	concurrent modif repair run lcs	come try figure way systematically reprod problem sstable list manifest change repair trigger panel exception thread main concurrentmodificationexception source source source source source source source source source source source source source source source source source source source source source source method source source source source source source source panel maybe change list copyonarraylist suggestion investigate code title new arraylist code	['compaction', 'lcs']	10003	1	Resolved
12525770	CASSANDRA	5408	fail delete file index currently build	index building progress follow error throw cassandra try delete file problem delete file leveled compaction probably relate error line fatal exception thread runtimeexception ioexception fail delete	['compaction', 'indexing']	10003	1	Resolved
12735390	CASSANDRA	6295	compaction interrupt leave locked undeletable file	test new feature like incremental repair leveled compaction interrupt compaction leave follow error quote compactioninterruptedexception compaction interrupt xxx quote right cascade reoccurre error emit till restart quote error unable delete cassandra datum xxx remove server restart retry quote node blink note node gossiper log entry restart node healthy fully operational	['compaction']	10002	1	Resolved
12755467	CASSANDRA	6295	sstablesplit behavior change	dt begin fail incorrect number sstable create run sstablesplit run failure begin test expect sstable create split instead create datum sstable add expected size simply change default behavior test run sstablesplit argument default change unexpected behavior change minor point release	['qa-resolved']	10003	1	Resolved
13174881	CASSANDRA	6295	dtest testofflinetool	consistently fail dt branch output pyt noformat output assert output assertionerror assert new leveling assertionerror noformat	['dtest']	10003	1	Resolved
13176472	CASSANDRA	6295	create fqltool replay command	possible replay query log cluster goal able compare different run production traffic different version configuration cassandra possible log machine replay order timestamp record record result run able compare different run different cluster version etc fqltool replay run cluster result compare	['fqltool']	10002	2	Resolved
12613911	CASSANDRA	6295	manifest sstable metadata	metadata component well sstable level separate manifest information sstable need level corruption	['lcs', 'qa-resolved']	10003	4	Resolved
13133040	CASSANDRA	6295	dtest	get row node time	['dtest']	10002	1	Resolved
