topic_0	topic_1	topic_2	topic_3	topic_4	topic_5	topic_6	topic_7	topic_8	topic_9	topic_10	topic_11	topic_12	topic_13	topic_14	topic_15	topic_16	topic_17	topic_18	topic_19	topic_20	topic_21	topic_22	topic_23	topic_24	topic_25	topic_26	topic_27	topic_28	topic_29	topic_30	topic_31	topic_32	topic_33	topic_34	topic_35	topic_36	topic_37	topic_38	topic_39	topic_40	topic_41	topic_42	topic_43	topic_44	topic_45	topic_46	topic_47	topic_48	topic_49
0.0039123646	0.003937439	0.0039249314	0.003951105	0.003911884	0.004003352	0.004055669	0.0039510056	0.004029277	0.0039395867	0.0039378945	0.0039504576	0.40270904	0.0039257123	0.004027938	0.0039631054	0.003977734	0.003924538	0.0039373804	0.00392477	0.0039254157	0.00397752	0.0039120913	0.003976535	0.0039778077	0.0039124084	0.0039119218	0.003925313	0.0040173084	0.00397971	0.00391176	0.0038991894	0.0039250585	0.00395182	0.003952114	0.003989043	0.003912121	0.003964647	0.003924869	0.0038991068	0.003925473	0.0039772503	0.003938269	0.0039120084	0.00393827	0.003989216	0.0040554884	0.003911884	0.003911884	0.4076993
0.0032585782	0.0032794625	0.003269045	0.0032908446	0.003258178	0.0033343607	0.0033779356	0.003290762	0.0033559534	0.0032812513	0.0032798417	0.0032903054	0.8388107	0.0032696954	0.0033548381	0.0033008398	0.0033130238	0.003268717	0.0032794136	0.0032689103	0.0032694482	0.0033128455	0.0032583505	0.003312025	0.0033130853	0.0032586148	0.0032582094	0.0032693627	0.003345985	0.0033146697	0.0032580746	0.0032476047	0.003269151	0.0032914402	0.003291685	0.003322443	0.0032583755	0.003302124	0.0032689928	0.0032475358	0.0032694961	0.0033126213	0.0032801535	0.0032582814	0.0032801544	0.0033225869	0.003377785	0.003258178	0.003258178	0.003279917
0.0017752683	0.0017866461	0.0017809705	0.001792847	0.0017750503	0.0018165546	0.001840294	0.001792802	0.0018283182	0.0017876206	0.0017868526	0.0017925532	0.001781087	0.001781325	0.0018277105	0.0017982924	0.0018049303	0.0017807919	0.0017866194	0.0017808973	0.0017811903	0.0018048331	0.0017751443	0.001804386	0.33928427	0.0017752881	0.0017750674	0.0017811436	0.0018228873	0.0018058268	0.001774994	0.00176929	0.0017810283	0.0017931715	0.0017933048	0.0018100617	0.0017751578	0.001798992	0.0017809422	0.0017692525	0.0017812164	0.0018047108	0.19475636	0.0017751065	0.001787023	0.0018101401	0.0018402119	0.0017750503	0.38172963	0.0017868936
0.009827813	0.5138867	0.00985938	0.009925127	0.009826606	0.010056372	0.010187793	0.009924878	0.0101214945	0.009896195	0.009891943	0.009923502	0.009860025	0.009861342	0.0101181315	0.009955273	0.00999202	0.009858391	0.009890652	0.009858974	0.009860597	0.009991482	0.009827126	0.009989007	0.009992205	0.009827923	0.0098267	0.009860339	0.01009143	0.009996983	0.009826294	0.009794717	0.0098597	0.0099269245	0.009927662	0.010020428	0.009827201	0.009959146	0.009859223	0.009794509	0.009860741	0.009990806	0.009892884	0.009826917	0.0098928865	0.010020861	0.010187338	0.009826606	0.009826606	0.00989217
0.0013944216	0.0014033584	0.0013989005	0.0014082291	0.0013942503	0.0014268507	0.0014454974	0.0014081937	0.0014360907	0.001404124	0.0014035207	0.0014079984	0.001398992	0.0013991789	0.0014356135	0.0014125063	0.0014177201	0.0013987602	0.0014033376	0.0013988429	0.001399073	0.0014176439	0.0013943241	0.0014172927	0.0014177464	0.0013944372	0.0013942637	0.0013990365	0.0014318249	0.0014184244	0.0013942061	0.0013897257	0.0013989459	0.001408484	0.0014085887	0.9310461	0.0013943347	0.0014130558	0.0013988782	0.0013896963	0.0013990937	0.0014175478	0.0014036541	0.0013942946	0.0014036546	0.0014218123	0.0014454329	0.0013942503	0.0013942503	0.001403553
0.003912366	0.0039374405	0.003924933	0.003951106	0.0039118854	0.0040033534	0.004055671	0.003951007	0.004029278	0.0039395886	0.003937896	0.003950459	0.0039251894	0.0039257137	0.0040279394	0.003963107	0.0039777355	0.0039245393	0.003937382	0.003924771	0.8064705	0.0039775213	0.0039120927	0.0039765364	0.003977809	0.00391241	0.003911923	0.003925314	0.0040173098	0.0039797113	0.0039117616	0.0038991908	0.0039250604	0.0039518215	0.0039521153	0.0039890446	0.0039121225	0.003964649	0.0039248704	0.0038991084	0.003925475	0.003977252	0.0039382703	0.0039120098	0.003938271	0.0039892173	0.00405549	0.0039118854	0.0039118854	0.003937986
0.003912364	0.0039374386	0.003924931	0.0039511044	0.0039118836	0.43501273	0.004055669	0.003951005	0.0040292763	0.003939586	0.003937894	0.003950457	0.0039251875	0.003925712	0.37556374	0.003963105	0.0039777337	0.0039245375	0.00393738	0.0039247693	0.003925415	0.0039775195	0.003912091	0.0039765346	0.0039778072	0.003912408	0.0039119213	0.0039253123	0.004017308	0.0039797095	0.0039117597	0.003899189	0.0039250585	0.0039518196	0.0039521134	0.0039890427	0.0039121206	0.003964647	0.0039248685	0.0038991065	0.003925473	0.0039772503	0.0039382684	0.003912008	0.0039382693	0.0039892155	0.004055488	0.0039118836	0.0039118836	0.0039379844
0.003912365	0.0039374395	0.0039249314	0.0039511053	0.0039118845	0.004003352	0.0040556695	0.003951006	0.0040292772	0.003939587	0.0039378945	0.003950458	0.0039251884	0.003925713	0.004027938	0.003963106	0.0039777346	0.003924538	0.003937381	0.0039247703	0.003925416	0.0039775204	0.0039120917	0.003976535	0.003977808	0.003912409	0.003911922	0.0039253132	0.004017309	0.0039797104	0.0039117606	0.0038991899	0.003925059	0.0039518205	0.003952114	0.0039890436	0.0039121215	0.0039646477	0.003924869	0.0038991072	0.0039254734	0.8065224	0.0039382693	0.0039120084	0.0039382703	0.003989216	0.004055489	0.0039118845	0.0039118845	0.0039379853
0.009827811	0.009890798	0.009859378	0.009925125	0.009826604	0.01005637	0.010187791	0.0099248765	0.010121493	0.009896193	0.009891941	0.0099235	0.009860023	0.00986134	0.01011813	0.009955271	0.009992018	0.009858389	0.00989065	0.009858972	0.009860595	0.00999148	0.009827124	0.0099890055	0.009992204	0.009827921	0.009826698	0.009860337	0.010091428	0.009996981	0.009826292	0.009794715	0.009859698	0.009926923	0.00992766	0.0100204265	0.009827199	0.0099591445	0.009859221	0.5137905	0.009860739	0.009990804	0.009892882	0.009826915	0.009892885	0.0100208605	0.010187336	0.009826604	0.009826604	0.009892168
0.0065344675	0.0065763467	0.006555456	0.006599171	0.0065336647	0.006686435	0.006773816	0.006599006	0.006729735	0.006579934	0.006577107	0.0065980903	0.006555885	0.0065567605	0.0067274985	0.006619215	0.006643648	0.0065547987	0.006576249	0.0065551866	0.006556265	0.00664329	0.0065340106	0.006641645	0.0066437707	0.0065345406	0.006533728	0.006556093	0.006709745	0.006646948	0.0065334574	0.0065124617	0.006555669	0.006600366	0.006600857	0.0066625364	0.6767432	0.0066217906	0.006555352	0.006512324	0.006556361	0.0066428403	0.0065777325	0.006533872	0.0065777344	0.0066628247	0.0067735137	0.0065336647	0.0065336647	0.006577258
