topic_0	topic_1	topic_2	topic_3	topic_4	topic_5	topic_6	topic_7	topic_8	topic_9	topic_10	topic_11	topic_12	topic_13	topic_14	topic_15	topic_16	topic_17	topic_18	topic_19	topic_20	topic_21	topic_22	topic_23	topic_24	topic_25	topic_26	topic_27	topic_28	topic_29	topic_30	topic_31	topic_32	topic_33	topic_34	topic_35	topic_36	topic_37	topic_38	topic_39	topic_40	topic_41	topic_42	topic_43	topic_44	topic_45	topic_46	topic_47	topic_48	topic_49	topic_50	topic_51	topic_52	topic_53	topic_54	topic_55	topic_56	topic_57	topic_58	topic_59	topic_60	topic_61	topic_62	topic_63	topic_64	topic_65	topic_66	topic_67	topic_68	topic_69	topic_70	topic_71	topic_72	topic_73	topic_74	topic_75	topic_76	topic_77	topic_78	topic_79	topic_80	topic_81	topic_82	topic_83	topic_84	topic_85	topic_86	topic_87	topic_88	topic_89	topic_90	topic_91	topic_92	topic_93	topic_94	topic_95	topic_96	topic_97	topic_98	topic_99	topic_100	topic_101	topic_102	topic_103	topic_104	topic_105	topic_106	topic_107	topic_108	topic_109	topic_110	topic_111	topic_112	topic_113	topic_114	topic_115	topic_116	topic_117	topic_118	topic_119	topic_120	topic_121	topic_122	topic_123	topic_124	topic_125	topic_126	topic_127	topic_128	topic_129
0.001530783	0.001530783	0.001530783	0.001530783	0.001530783	0.0015455097	0.0015455628	0.001540614	0.0015406681	0.0015357598	0.001530783	0.001530783	0.001530783	0.001530783	0.0015356939	0.001535684	0.001530783	0.0015405904	0.001530783	0.001530783	0.001530783	0.0015356779	0.001530783	0.001530783	0.0015405886	0.001530783	0.001530783	0.001530783	0.0015454455	0.001535699	0.001530783	0.001530783	0.001530783	0.0015406177	0.0015357132	0.0015454789	0.001530783	0.0015356982	0.001530783	0.0015357184	0.001530783	0.001530783	0.001530783	0.001535705	0.001530783	0.001530783	0.001545516	0.001530783	0.001530783	0.001530783	0.001530783	0.001530783	0.001530783	0.0015356893	0.001530783	0.0015603256	0.001530783	0.001530783	0.001530783	0.001530783	0.0015454735	0.0015357018	0.0015356353	0.0015356778	0.001530783	0.001530783	0.0015357023	0.001530783	0.001530783	0.0015455184	0.001530783	0.001530783	0.001530783	0.001530783	0.001530783	0.0015357387	0.001530783	0.0015356779	0.0015356704	0.001530783	0.001530783	0.001530783	0.001530783	0.001530783	0.001530783	0.0015355456	0.0015406101	0.0015357246	0.20167924	0.0015357309	0.0015357161	0.001530783	0.0015357649	0.0015357246	0.001530783	0.001530783	0.001530783	0.60196793	0.001530783	0.001530783	0.001530783	0.001530783	0.001530783	0.001530783	0.0015356939	0.0015357136	0.0015356939	0.001530783	0.001530783	0.001530783	0.001530783	0.0015356704	0.001530783	0.0015357138	0.0015553735	0.0015356705	0.001530783	0.0015357205	0.0015405986	0.0015406144	0.0015356705	0.0015357083	0.0015356779	0.0015356704	0.001530783	0.0015356841	0.001530783	0.001530783	0.001530783	0.001535653
0.0012754992	0.0012754992	0.0012754992	0.0012754992	0.0012754992	0.00128777	0.0012878142	0.0012836907	0.0012837357	0.0012796461	0.0012754992	0.0012754992	0.0012754992	0.0012754992	0.001279591	0.0012795829	0.0012754992	0.001283671	0.0012754992	0.0012754992	0.0012754992	0.0012795778	0.0012754992	0.0012754992	0.0012836695	0.0012754992	0.0012754992	0.0012754992	0.0012877166	0.0012795953	0.0012754992	0.0012754992	0.0012754992	0.0012836937	0.0012796072	0.0012877443	0.0012754992	0.0012795947	0.0012754992	0.0012796115	0.0012754992	0.0012754992	0.0012754992	0.0012796004	0.0012754992	0.0012754992	0.0012877752	0.0012754992	0.0012754992	0.0012754992	0.0012754992	0.0012754992	0.0012754992	0.0012795873	0.0012754992	0.001300115	0.0012754992	0.0012754992	0.0012754992	0.0012754992	0.0012877398	0.0012795978	0.0012795422	0.0012795777	0.0012754992	0.0012754992	0.001279598	0.0012754992	0.0012754992	0.0012877772	0.0012754992	0.0012754992	0.0012754992	0.0012754992	0.0012754992	0.0012796284	0.0012754992	0.0012795778	0.0012795714	0.0012754992	0.0012754992	0.0012754992	0.0012754992	0.0012754992	0.0012754992	0.0012794675	0.0012836874	0.0012796167	0.0012795717	0.001279622	0.0012796096	0.0012754992	0.0012796503	0.0012796167	0.0012754992	0.0012754992	0.0012754992	0.83511275	0.0012754992	0.0012754992	0.0012754992	0.0012754992	0.0012754992	0.0012754992	0.001279591	0.0012796075	0.001279591	0.0012754992	0.0012754992	0.0012754992	0.0012754992	0.0012795714	0.0012754992	0.0012796076	0.0012959888	0.0012795717	0.0012754992	0.0012796134	0.0012836778	0.001283691	0.0012795717	0.0012796031	0.0012795778	0.0012795714	0.0012754992	0.001279583	0.0012754992	0.0012754992	0.0012754992	0.001279557
0.0006955375	0.0006955375	0.0006955375	0.0006955375	0.0006955375	0.00070222875	0.0007022529	0.0007000043	0.0007000289	0.00069779874	0.0006955375	0.0006955375	0.0006955375	0.0006955375	0.00069776876	0.0006977643	0.0006955375	0.00069999363	0.0006955375	0.0006955375	0.0006955375	0.00069776154	0.0006955375	0.0006955375	0.00069999276	0.0006955375	0.0006955375	0.0006955375	0.00070219964	0.0006977711	0.0006955375	0.0006955375	0.0006955375	0.00070000597	0.00069777755	0.0007022148	0.0006955375	0.91008604	0.0006955375	0.00069777993	0.0006955375	0.0006955375	0.0006955375	0.0006977739	0.0006955375	0.0006955375	0.00070223166	0.0006955375	0.0006955375	0.0006955375	0.0006955375	0.0006955375	0.0006955375	0.0006977667	0.0006955375	0.00070896064	0.0006955375	0.0006955375	0.0006955375	0.0006955375	0.00070221233	0.0006977724	0.00069774216	0.0006977615	0.0006955375	0.0006955375	0.00069777254	0.0006955375	0.0006955375	0.0007022327	0.0006955375	0.0006955375	0.0006955375	0.0006955375	0.0006955375	0.00069778913	0.0006955375	0.00069776154	0.0006977581	0.0006955375	0.0006955375	0.0006955375	0.0006955375	0.0006955375	0.0006955375	0.0006977014	0.00070000254	0.0006977827	0.00069775817	0.00069778564	0.0006977789	0.0006955375	0.000697801	0.0006977827	0.0006955375	0.0006955375	0.0006955375	0.00069776154	0.0006955375	0.0006955375	0.0006955375	0.0006955375	0.0006955375	0.0006955375	0.00069776876	0.0006977777	0.00069776876	0.0006955375	0.0006955375	0.0006955375	0.0006955375	0.0006977581	0.0006955375	0.00069777784	0.00070671056	0.00069775817	0.0006955375	0.0006977809	0.0006999973	0.0007000045	0.00069775817	0.0006977754	0.00069776154	0.0006977581	0.0006955375	0.00069776434	0.0006955375	0.0006955375	0.0006955375	0.0006977502
0.0038310958	0.0038310958	0.0038310958	0.0038310958	0.0038310958	0.0038679522	0.003868085	0.0038556994	0.003855835	0.003843551	0.0038310958	0.0038310958	0.0038310958	0.0038310958	0.003843386	0.0038433613	0.0038310958	0.0038556408	0.0038310958	0.0038310958	0.0038310958	0.0038433464	0.0038310958	0.0038310958	0.003855636	0.0038310958	0.0038310958	0.0038310958	0.0038677917	0.0038433988	0.0038310958	0.0038310958	0.0038310958	0.0038557088	0.0038434344	0.003867875	0.0038310958	0.003843397	0.0038310958	0.0038434477	0.0038310958	0.0038310958	0.0038310958	0.0038434141	0.0038310958	0.0038310958	0.003867968	0.0038310958	0.0038310958	0.0038310958	0.0038310958	0.0038310958	0.0038310958	0.0038433748	0.0038310958	0.003905032	0.0038310958	0.0038310958	0.0038310958	0.0038310958	0.0038678616	0.003843406	0.0038432395	0.003843346	0.0038310958	0.0038310958	0.003843407	0.0038310958	0.0038310958	0.0038679738	0.0038310958	0.0038310958	0.0038310958	0.0038310958	0.0038310958	0.0038434982	0.0038310958	0.0038433464	0.0038433273	0.0038310958	0.0038310958	0.0038310958	0.0038310958	0.0038310958	0.0038310958	0.0038430148	0.00385569	0.50474393	0.0038433278	0.0038434789	0.0038434418	0.0038310958	0.0038435636	0.003843463	0.0038310958	0.0038310958	0.0038310958	0.0038433464	0.0038310958	0.0038310958	0.0038310958	0.0038310958	0.0038310958	0.0038310958	0.003843386	0.0038434353	0.003843386	0.0038310958	0.0038310958	0.0038310958	0.0038310958	0.0038433273	0.0038310958	0.003843436	0.0038926385	0.0038433278	0.0038310958	0.003843453	0.003855661	0.0038557006	0.0038433278	0.0038434223	0.0038433464	0.0038433273	0.0038310958	0.0038433617	0.0038310958	0.0038310958	0.0038310958	0.0038432837
0.00054645556	0.00054645556	0.00054645556	0.00054645556	0.00054645556	0.0005517126	0.00055173156	0.00054996496	0.0005499843	0.0005482321	0.00054645556	0.00054645556	0.00054645556	0.00054645556	0.00054820854	0.00054820505	0.00054645556	0.0005499565	0.00054645556	0.00054645556	0.00054645556	0.0005482029	0.00054645556	0.00054645556	0.0005499559	0.00054645556	0.00054645556	0.00054645556	0.0005516897	0.0005482104	0.00054645556	0.00054645556	0.00054645556	0.00054996624	0.00054821547	0.00055170164	0.00054645556	0.0005482101	0.00054645556	0.00054821733	0.00054645556	0.00054645556	0.00054645556	0.0005482126	0.00054645556	0.00054645556	0.00055171485	0.00054645556	0.00054645556	0.00054645556	0.00054645556	0.00054645556	0.00054645556	0.00054820697	0.00054645556	0.00055700156	0.00054645556	0.00054645556	0.00054645556	0.00054645556	0.0005516997	0.00054821145	0.00054818764	0.00054820284	0.00054645556	0.00054645556	0.00054821157	0.00054645556	0.00054645556	0.0005517157	0.00054645556	0.00054645556	0.00054645556	0.00054645556	0.00054645556	0.00054822455	0.00054645556	0.0005482029	0.00054820016	0.00054645556	0.00054645556	0.00054645556	0.00054645556	0.00054645556	0.00054645556	0.0005481556	0.76362276	0.00054821954	0.0005482003	0.0005482218	0.0005482165	0.00054645556	0.0005482339	0.16628538	0.00054645556	0.00054645556	0.00054645556	0.0005482029	0.00054645556	0.00054645556	0.00054645556	0.00054645556	0.00054645556	0.00054645556	0.00054820854	0.00054821564	0.00054820854	0.00054645556	0.00054645556	0.00054645556	0.00054645556	0.00054820016	0.00054645556	0.0005482157	0.0005552338	0.0005482003	0.00054645556	0.0005482181	0.0005499594	0.0005499651	0.0005482003	0.0005482138	0.0005482029	0.00054820016	0.00054645556	0.0005482051	0.00054645556	0.00054645556	0.00054645556	0.000548194
0.0015307833	0.0015307833	0.0015307833	0.0015307833	0.0015307833	0.60197765	0.001545563	0.0015406141	0.0015406682	0.00153576	0.0015307833	0.0015307833	0.0015307833	0.0015307833	0.001535694	0.0015356841	0.0015307833	0.0015405905	0.0015307833	0.0015307833	0.0015307833	0.0015356782	0.0015307833	0.0015307833	0.0015405887	0.0015307833	0.0015307833	0.0015307833	0.0015454458	0.0015356991	0.0015307833	0.0015307833	0.0015307833	0.0015406178	0.0015357133	0.001545479	0.0015307833	0.0015356983	0.0015307833	0.0015357186	0.0015307833	0.0015307833	0.0015307833	0.0015357053	0.0015307833	0.0015307833	0.0015455162	0.0015307833	0.0015307833	0.0015307833	0.0015307833	0.0015307833	0.0015307833	0.0015356895	0.0015307833	0.0015603257	0.0015307833	0.0015307833	0.0015307833	0.0015307833	0.0015454737	0.001535702	0.0015356354	0.0015356779	0.0015307833	0.0015307833	0.0015357024	0.0015307833	0.0015307833	0.0015455185	0.0015307833	0.0015307833	0.0015307833	0.0015307833	0.0015307833	0.0015357388	0.0015307833	0.0015356782	0.0015356705	0.0015307833	0.0015307833	0.0015307833	0.0015307833	0.0015307833	0.0015307833	0.0015355457	0.0015406102	0.0015357247	0.0015356707	0.001535731	0.0015357162	0.0015307833	0.001535765	0.0015357247	0.0015307833	0.0015307833	0.0015307833	0.0015356782	0.0015307833	0.0015307833	0.0015307833	0.0015307833	0.0015307833	0.0015307833	0.2016794	0.0015357138	0.001535694	0.0015307833	0.0015307833	0.0015307833	0.0015307833	0.0015356705	0.0015307833	0.0015357139	0.0015553737	0.0015356707	0.0015307833	0.0015357208	0.0015405987	0.0015406145	0.0015356707	0.0015357086	0.0015356782	0.0015356705	0.0015307833	0.0015356843	0.0015307833	0.0015307833	0.0015307833	0.0015356531
0.0015307827	0.0015307827	0.0015307827	0.0015307827	0.0015307827	0.0015455092	0.0015455624	0.0015406135	0.0015406676	0.0015357594	0.0015307827	0.0015307827	0.0015307827	0.0015307827	0.0015356934	0.0015356835	0.0015307827	0.00154059	0.0015307827	0.0015307827	0.0015307827	0.0015356776	0.0015307827	0.0015307827	0.0015405881	0.0015307827	0.0015307827	0.0015307827	0.0015454451	0.0015356985	0.0015307827	0.0015307827	0.0015307827	0.0015406172	0.0015357127	0.0015454785	0.0015307827	0.0015356977	0.0015307827	0.001535718	0.0015307827	0.0015307827	0.0015307827	0.0015357047	0.0015307827	0.0015307827	0.0015455156	0.0015307827	0.0015307827	0.0015307827	0.0015307827	0.0015307827	0.0015307827	0.0015356889	0.0015307827	0.0015603252	0.0015307827	0.0015307827	0.0015307827	0.0015307827	0.0015454731	0.0015357014	0.0015356349	0.0015356774	0.0015307827	0.0015307827	0.0015357018	0.0015307827	0.0015307827	0.0015455179	0.0015307827	0.0015307827	0.0015307827	0.0015307827	0.0015307827	0.0015357382	0.0015307827	0.0015356776	0.0015356699	0.0015307827	0.0015307827	0.0015307827	0.0015307827	0.0015307827	0.0015307827	0.0015355451	0.0015406096	0.0015357242	0.0015356701	0.0015357304	0.37258843	0.0015307827	0.0015357644	0.0015357242	0.0015307827	0.0015307827	0.0015307827	0.0015356776	0.0015307827	0.0015307827	0.0015307827	0.0015307827	0.0015307827	0.0015307827	0.0015356934	0.0015357131	0.0015356934	0.0015307827	0.0015307827	0.0015307827	0.0015307827	0.0015356699	0.0015307827	0.0015357133	0.0015553731	0.0015356701	0.0015307827	0.0015357202	0.4310638	0.001540614	0.0015356701	0.001535708	0.0015356776	0.0015356699	0.0015307827	0.0015356836	0.0015307827	0.0015307827	0.0015307827	0.0015356526
0.0015307824	0.0015307824	0.0015307824	0.0015307824	0.0015307824	0.0015455091	0.0015455622	0.0015406134	0.0015406675	0.0015357592	0.0015307824	0.0015307824	0.0015307824	0.0015307824	0.0015356932	0.0015356834	0.0015307824	0.0015405898	0.0015307824	0.0015307824	0.0015307824	0.0015356774	0.0015307824	0.0015307824	0.001540588	0.0015307824	0.0015307824	0.0015307824	0.001545445	0.0015356984	0.0015307824	0.0015307824	0.0015307824	0.0015406171	0.0015357126	0.0015454784	0.0015307824	0.0015356976	0.0015307824	0.0015357179	0.0015307824	0.0015307824	0.0015307824	0.0015357045	0.0015307824	0.0015307824	0.0015455154	0.0015307824	0.0015307824	0.0015307824	0.0015307824	0.0015307824	0.0015307824	0.0015356888	0.0015307824	0.001560325	0.0015307824	0.0015307824	0.0015307824	0.0015307824	0.0015454729	0.0015357012	0.0015356347	0.0015356772	0.0015307824	0.0015307824	0.0015357017	0.0015307824	0.0015307824	0.0015455177	0.0015307824	0.0015307824	0.0015307824	0.0015307824	0.0015307824	0.0015357381	0.0015307824	0.0015356774	0.0015356698	0.0015307824	0.0015307824	0.0015307824	0.0015307824	0.0015307824	0.0015307824	0.001535545	0.0015406095	0.001535724	0.0015356699	0.0015357303	0.0015357155	0.0015307824	0.0015357643	0.001535724	0.0015307824	0.0015307824	0.0015307824	0.0015356774	0.0015307824	0.0015307824	0.0015307824	0.0015307824	0.0015307824	0.0015307824	0.80211157	0.001535713	0.0015356932	0.0015307824	0.0015307824	0.0015307824	0.0015307824	0.0015356698	0.0015307824	0.0015357132	0.001555373	0.0015356699	0.0015307824	0.00153572	0.001540598	0.0015406138	0.0015356699	0.0015357077	0.0015356774	0.0015356698	0.0015307824	0.0015356835	0.0015307824	0.0015307824	0.0015307824	0.0015356524
0.0038310948	0.0038310948	0.0038310948	0.0038310948	0.0038310948	0.0038679512	0.0038680842	0.0038556985	0.003855834	0.00384355	0.0038310948	0.0038310948	0.0038310948	0.0038310948	0.003843385	0.0038433603	0.0038310948	0.0038556398	0.0038310948	0.0038310948	0.0038310948	0.0038433454	0.0038310948	0.0038310948	0.0038556352	0.0038310948	0.0038310948	0.0038310948	0.0038677908	0.0038433978	0.0038310948	0.0038310948	0.0038310948	0.0038557078	0.0038434337	0.0038678742	0.0038310948	0.003843396	0.0038310948	0.0038434467	0.0038310948	0.0038310948	0.0038310948	0.504744	0.0038310948	0.0038310948	0.003867967	0.0038310948	0.0038310948	0.0038310948	0.0038310948	0.0038310948	0.0038310948	0.0038433739	0.0038310948	0.0039050311	0.0038310948	0.0038310948	0.0038310948	0.0038310948	0.0038678607	0.003843405	0.0038432386	0.003843345	0.0038310948	0.0038310948	0.003843406	0.0038310948	0.0038310948	0.0038679729	0.0038310948	0.0038310948	0.0038310948	0.0038310948	0.0038310948	0.0038434973	0.0038310948	0.0038433454	0.0038433264	0.0038310948	0.0038310948	0.0038310948	0.0038310948	0.0038310948	0.0038310948	0.003843014	0.003855689	0.003843462	0.0038433268	0.003843478	0.003843441	0.0038310948	0.003843563	0.003843462	0.0038310948	0.0038310948	0.0038310948	0.0038433454	0.0038310948	0.0038310948	0.0038310948	0.0038310948	0.0038310948	0.0038310948	0.003843385	0.0038434346	0.003843385	0.0038310948	0.0038310948	0.0038310948	0.0038310948	0.0038433264	0.0038310948	0.003843435	0.0038926376	0.0038433268	0.0038310948	0.003843452	0.00385566	0.0038556997	0.0038433268	0.0038434213	0.0038433454	0.0038433264	0.0038310948	0.0038433608	0.0038310948	0.0038310948	0.0038310948	0.0038432828
0.00255253	0.00255253	0.00255253	0.00255253	0.00255253	0.002577086	0.0025771747	0.0025689225	0.0025690128	0.0025608286	0.00255253	0.00255253	0.00255253	0.00255253	0.0025607185	0.002560702	0.00255253	0.0025688834	0.00255253	0.00255253	0.00255253	0.0025606921	0.00255253	0.00255253	0.0025688803	0.00255253	0.00255253	0.00255253	0.002576979	0.002560727	0.00255253	0.00255253	0.00255253	0.3453647	0.0025607508	0.0025770348	0.00255253	0.0025607257	0.00255253	0.0025607594	0.00255253	0.00255253	0.00255253	0.0025607373	0.00255253	0.00255253	0.0025770967	0.00255253	0.00255253	0.00255253	0.00255253	0.00255253	0.00255253	0.002560711	0.00255253	0.0026017912	0.00255253	0.00255253	0.00255253	0.00255253	0.0025770257	0.002560732	0.002560621	0.0025606917	0.00255253	0.00255253	0.0025607324	0.00255253	0.00255253	0.0025771006	0.00255253	0.00255253	0.00255253	0.00255253	0.00255253	0.0025607932	0.00255253	0.0025606921	0.0025606793	0.00255253	0.00255253	0.00255253	0.00255253	0.00255253	0.00255253	0.0025604712	0.0025689162	0.0025607697	0.0025606796	0.0025607804	0.0025607557	0.00255253	0.002560837	0.0025607697	0.00255253	0.00255253	0.00255253	0.0025606921	0.00255253	0.00255253	0.00255253	0.00255253	0.00255253	0.00255253	0.0025607185	0.0025607515	0.0025607185	0.00255253	0.00255253	0.00255253	0.00255253	0.0025606793	0.00255253	0.0025607517	0.0025935338	0.0025606796	0.00255253	0.0025607632	0.32723996	0.0025689234	0.0025606796	0.0025607427	0.0025606921	0.0025606793	0.00255253	0.0025607024	0.00255253	0.00255253	0.00255253	0.0025606505
