topic_0	topic_1	topic_2	topic_3	topic_4	topic_5	topic_6	topic_7	topic_8	topic_9	topic_10	topic_11	topic_12	topic_13	topic_14	topic_15	topic_16	topic_17	topic_18	topic_19	topic_20	topic_21	topic_22	topic_23	topic_24	topic_25	topic_26	topic_27	topic_28	topic_29	topic_30	topic_31	topic_32	topic_33	topic_34	topic_35	topic_36	topic_37	topic_38	topic_39	topic_40	topic_41	topic_42	topic_43	topic_44	topic_45	topic_46	topic_47	topic_48	topic_49	topic_50	topic_51	topic_52	topic_53	topic_54	topic_55	topic_56	topic_57	topic_58	topic_59	topic_60	topic_61	topic_62	topic_63	topic_64	topic_65	topic_66	topic_67	topic_68	topic_69	topic_70	topic_71	topic_72	topic_73	topic_74	topic_75	topic_76	topic_77	topic_78	topic_79	topic_80	topic_81	topic_82	topic_83	topic_84	topic_85	topic_86	topic_87	topic_88	topic_89
0.0036656281	0.0036657804	0.0036537838	0.0036758424	0.0037091763	0.0037249739	0.0037135908	0.0036655122	0.0037133682	0.003653784	0.6726027	0.00368943	0.0036537838	0.00366566	0.003689464	0.0036537838	0.0037014578	0.003665756	0.0036537838	0.0037259671	0.003677687	0.0036776178	0.0037136683	0.0036664049	0.0036656281	0.0036777493	0.0036537838	0.0036658344	0.0036537838	0.00366566	0.003665686	0.0037134641	0.0036658344	0.0036775512	0.003689632	0.0037012473	0.0036656281	0.0036776091	0.0037133086	0.0036656281	0.0036656884	0.0036659525	0.0036658552	0.0037134315	0.0036775041	0.0036894698	0.0036537838	0.0037128527	0.0036895084	0.0036656857	0.0036656857	0.0037024186	0.0036894067	0.0036537838	0.0036776676	0.0036777318	0.0036656281	0.0036775698	0.0036774112	0.0036537838	0.0036683215	0.0036776545	0.0036775235	0.0036655345	0.003725098	0.0036537838	0.0036537838	0.0036776834	0.0036537838	0.0037233063	0.0037254945	0.00366566	0.0036897387	0.0036775041	0.0036658344	0.0036894667	0.0036775041	0.0036537838	0.0036656281	0.0037015877	0.003689438	0.0036537838	0.003677551	0.00370129	0.0036776452	0.0036776129	0.0036896216	0.0036537838	0.003663569	0.003689585
0.0012192236	0.0012192742	0.001215284	0.001222621	0.0012337081	0.0012389625	0.0012351765	0.0012191851	0.0012351024	0.0012152841	0.15483937	0.0012271403	0.001215284	0.0012192342	0.0012271516	0.001215284	0.0012311409	0.0012192661	0.001215284	0.0012392929	0.0012232345	0.0012232115	0.0012352022	0.0012194819	0.0012192236	0.0012232552	0.001215284	0.0012192923	0.001215284	0.0012192342	0.0012192428	0.0012351343	0.0012192923	0.0012231893	0.0012272076	0.0012310708	0.0012192236	0.0012232086	0.0012350826	0.0012192236	0.0012192436	0.0012193315	0.001219299	0.0012351235	0.0012231737	0.0012271532	0.001215284	0.0012349309	0.0012271664	0.0012192427	0.0012192427	0.0012314605	0.0012271325	0.001215284	0.001223228	0.0012232494	0.0012192236	0.0012231955	0.0012231428	0.001215284	0.0012201194	0.0012232237	0.439848	0.0012191925	0.29887927	0.001215284	0.001215284	0.0012232333	0.001215284	0.0012384079	0.0012391357	0.0012192342	0.001227243	0.0012231737	0.0012192923	0.0012271525	0.0012231737	0.001215284	0.0012192236	0.0012311841	0.001227143	0.001215284	0.0012231892	0.0012310852	0.0012232206	0.0012232098	0.001227204	0.001215284	0.0012185387	0.0012271919
0.001097181	0.0010972265	0.0010936358	0.0011002383	0.0011102157	0.0011149441	0.001111537	0.0010971463	0.0011114703	0.0010936359	0.0011256369	0.0011043053	0.0010936358	0.0010971905	0.0011043154	0.0010936358	0.0011079054	0.0010972193	0.0010936358	0.0011152414	0.0011007903	0.0011007697	0.0011115602	0.0010974135	0.001097181	0.0011008091	0.0010936358	0.0010972428	0.0010936358	0.0010971905	0.0010971983	0.001111499	0.0010972428	0.0011007497	0.0011043658	0.0011078423	0.001097181	0.001100767	0.0011114525	0.001097181	0.9019763	0.0010972781	0.0010972489	0.0011114894	0.0011007356	0.0011043168	0.0010936358	0.001111316	0.0011043288	0.0010971982	0.0010971982	0.001108193	0.0011042983	0.0010936358	0.0011007846	0.0011008038	0.001097181	0.0011007553	0.0011007079	0.0010936358	0.0010979872	0.0011007807	0.0011007414	0.0010971529	0.0011149812	0.0010936358	0.0010936358	0.0011007894	0.0010936358	0.001114445	0.0011151	0.0010971905	0.0011043977	0.0011007356	0.0010972428	0.0011043163	0.0011007356	0.0010936358	0.001097181	0.0011079443	0.0011043077	0.0010936358	0.0011007496	0.0011078552	0.0011007779	0.0011007682	0.0011043627	0.0010936358	0.0010965647	0.0011043517
0.00084379665	0.00084383175	0.0008410702	0.00084614794	0.0008538211	0.0008574576	0.0008548373	0.00084377	0.000854786	0.00084107026	0.000865681	0.0008492757	0.0008410702	0.00084380404	0.37286237	0.0008410702	0.18471606	0.00084382616	0.0008410702	0.0008576862	0.0008465725	0.0008465566	0.0008548551	0.00084397546	0.00084379665	0.0008465869	0.0008410702	0.0008438442	0.0008410702	0.00084380404	0.00084381	0.0008548081	0.0008438442	0.21957387	0.0008493222	0.0008519959	0.00084379665	0.0008465546	0.00085477234	0.00084379665	0.00084381056	0.0008438714	0.0008438489	0.00085480063	0.0008465304	0.0008492846	0.0008410702	0.0008546674	0.0008492937	0.0008438099	0.0008438099	0.00085226557	0.0008492703	0.0008410702	0.0008465681	0.0008465829	0.00084379665	0.00084654556	0.00084650907	0.0008410702	0.0008444167	0.00084656506	0.0008465349	0.00084377517	0.00085748616	0.0008410702	0.0008410702	0.15001237	0.0008410702	0.0008570737	0.0008575774	0.00084380404	0.00084934675	0.0008465304	0.0008438442	0.0008492841	0.0008465304	0.0008410702	0.00084379665	0.00085207424	0.00084927754	0.0008410702	0.0008465412	0.0008520058	0.0008465629	0.00084655546	0.0008493198	0.0008410702	0.0008433227	0.00084931136
0.0018298265	0.0018299025	0.001823914	0.0018349254	0.0018515651	0.0018594511	0.0018537688	0.0018297686	0.0018536577	0.0018239141	0.001877284	0.0018417081	0.001823914	0.0018298425	0.0018417251	0.001823914	0.0018477122	0.0018298904	0.001823914	0.0018599469	0.0018358461	0.0018358117	0.0018538075	0.0018302143	0.0018298265	0.0018358772	0.001823914	0.0018299295	0.001823914	0.0018298425	0.0018298554	0.0018537055	0.0018299295	0.0018357784	0.001841809	0.0018476071	0.0018298265	0.0018358072	0.001853628	0.0018298265	0.0018298567	0.0018299886	0.0018299399	0.0018536893	0.83652663	0.0018417274	0.001823914	0.0018534003	0.0018417473	0.0018298553	0.0018298553	0.0018481918	0.0018416964	0.001823914	0.0018358364	0.0018358685	0.0018298265	0.0018357877	0.0018357085	0.001823914	0.001831171	0.0018358299	0.0018357645	0.0018297798	0.0018595131	0.001823914	0.001823914	0.0018358444	0.001823914	0.0018586186	0.001859711	0.0018298425	0.0018418621	0.0018357548	0.0018299295	0.0018417265	0.0018357548	0.001823914	0.0018298265	0.0018477769	0.0018417122	0.001823914	0.0018357781	0.0018476285	0.0018358253	0.0018358091	0.0018418037	0.001823914	0.0018287987	0.0018417855
0.0012192244	0.0012192752	0.0012152849	0.0012226219	0.001233709	0.0012389635	0.0012351774	0.0012191859	0.0012351032	0.001215285	0.0012508457	0.0012271412	0.0012152849	0.0012192351	0.0012271525	0.0012152849	0.0012311417	0.001219267	0.0012152849	0.0012392938	0.0012232354	0.0012232123	0.0012352031	0.0012194829	0.0012192244	0.0012232561	0.0012152849	0.0012192931	0.0012152849	0.0012192351	0.0012192437	0.89108866	0.0012192931	0.0012231902	0.0012272085	0.0012310718	0.0012192244	0.0012232094	0.0012350834	0.0012192244	0.0012192446	0.0012193325	0.0012193	0.0012351244	0.0012231746	0.001227154	0.0012152849	0.0012349319	0.0012271673	0.0012192436	0.0012192436	0.0012314614	0.0012271334	0.0012152849	0.001223229	0.0012232503	0.0012192244	0.0012231964	0.0012231437	0.0012152849	0.0012201203	0.0012232246	0.001223181	0.0012191933	0.0012390048	0.0012152849	0.0012152849	0.0012232342	0.0012152849	0.0012384088	0.0012391367	0.0012192351	0.0012272439	0.0012231746	0.0012192931	0.0012271535	0.0012231746	0.0012152849	0.0012192244	0.001231185	0.0012271439	0.0012152849	0.0012231901	0.0012310861	0.0012232215	0.0012232107	0.0012272049	0.0012152849	0.0012185397	0.0012271928
0.0036656265	0.0036657788	0.0036537822	0.003675841	0.0037091747	0.0037249723	0.0037135894	0.0036655108	0.0037133666	0.0036537827	0.0037606964	0.0036894286	0.0036537822	0.67250776	0.0036894626	0.0036537822	0.0037014564	0.0036657546	0.0036537822	0.0037259655	0.0036776855	0.0036776164	0.003713667	0.0036664032	0.0036656265	0.0036777477	0.0036537822	0.003665833	0.0036537822	0.0036656586	0.0036656845	0.0037134625	0.003665833	0.0036775498	0.0036896307	0.0037012456	0.0036656265	0.0036776075	0.0037133072	0.0036656265	0.003665687	0.003665951	0.0036658535	0.0037134301	0.0036775027	0.0036894672	0.0036537822	0.003712851	0.003689507	0.0036656843	0.0036656843	0.003702417	0.0036894053	0.0036537822	0.0036776662	0.0036777302	0.0036656265	0.0036775684	0.0036774098	0.0036537822	0.0036683201	0.0036776531	0.0036775218	0.0036655331	0.0037250966	0.0036537822	0.0036537822	0.003677682	0.0036537822	0.0037233047	0.003725493	0.0036656586	0.0036897373	0.0036775027	0.003665833	0.0036894653	0.0036775027	0.0036537822	0.0036656265	0.0037015863	0.0036894367	0.0036537822	0.0036775493	0.0037012887	0.0036776438	0.0036776112	0.0036896202	0.0036537822	0.0036635676	0.0036895836
0.0036656251	0.0036657774	0.0036537808	0.0036758396	0.0037091733	0.0037249709	0.0037135878	0.0036655092	0.0037133652	0.003653781	0.35301033	0.0036894272	0.0036537808	0.0036656572	0.003689461	0.0036537808	0.0037014547	0.0036657532	0.0036537808	0.003725964	0.0036776839	0.003677615	0.0037136653	0.0036664018	0.0036656251	0.0036777463	0.0036537808	0.0036658316	0.0036537808	0.3232583	0.003665683	0.003713461	0.0036658316	0.0036775481	0.0036896293	0.0037012442	0.0036656251	0.0036776061	0.0037133056	0.0036656251	0.0036656854	0.0036659497	0.0036658521	0.0037134287	0.003677501	0.0036894656	0.0036537808	0.0037128497	0.0036895056	0.0036656826	0.0036656826	0.0037024156	0.0036894036	0.0036537808	0.0036776648	0.0036777288	0.0036656251	0.003677567	0.0036774084	0.0036537808	0.0036683185	0.0036776515	0.0036775204	0.0036655318	0.0037250952	0.0036537808	0.0036537808	0.0036776806	0.0036537808	0.0037233033	0.0037254917	0.0036656572	0.0036897357	0.003677501	0.0036658316	0.0036894637	0.003677501	0.0036537808	0.0036656251	0.0037015846	0.003689435	0.0036537808	0.003677548	0.0037012873	0.0036776422	0.0036776098	0.0036896185	0.0036537808	0.0036635662	0.0036895822
0.0021965068	0.002196598	0.0021894095	0.0022026275	0.0022226016	0.0022320678	0.0022252467	0.0021964372	0.0022251133	0.0021894097	0.0022534742	0.0022107693	0.0021894095	0.002196526	0.0022107896	0.0021894095	0.0022179766	0.0021965834	0.0021894095	0.0022326629	0.0022037327	0.0022036913	0.0022252933	0.0021969723	0.0021965068	0.00220377	0.0021894095	0.0021966305	0.0021894095	0.002196526	0.0021965415	0.0022251708	0.0021966305	0.0022036512	0.0022108904	0.0022178504	0.803761	0.002203686	0.0022250777	0.0021965068	0.002196543	0.0021967012	0.0021966428	0.0022251515	0.002203623	0.0022107924	0.0021894095	0.0022248046	0.0022108164	0.0021965413	0.0021965413	0.0022185522	0.0022107554	0.0021894095	0.002203721	0.0022037595	0.0021965068	0.0022036624	0.0022035674	0.0021894095	0.0021981208	0.0022037132	0.0022036347	0.0021964507	0.0022321423	0.0021894095	0.0021894095	0.0022037306	0.0021894095	0.0022310684	0.0022323797	0.002196526	0.0022109542	0.002203623	0.0021966305	0.0022107912	0.002203623	0.0021894095	0.0021965068	0.0022180544	0.0022107742	0.0021894095	0.002203651	0.002217876	0.0022037076	0.0022036883	0.0022108841	0.0021894095	0.0021952728	0.0022108622
0.011069121	0.011069581	0.011033354	0.011099965	0.011200624	0.011248328	0.011213955	0.011068771	0.011213282	0.011033355	0.011356204	0.011140996	0.011033354	0.011069218	0.011141098	0.011033354	0.011177316	0.011069507	0.011033354	0.011251327	0.011105536	0.011105326	0.011214188	0.011071467	0.011069121	0.011105724	0.011033354	0.011069745	0.011033354	0.011069218	0.011069296	0.011213572	0.011069745	0.011105125	0.011141607	0.01117668	0.011069121	0.0111053	0.011213102	0.011069121	0.011069303	0.011070101	0.011069806	0.011213474	0.011104983	0.011141112	0.011033354	0.011211725	0.011141233	0.011069295	0.011069295	0.011180217	0.011140925	0.011033354	0.011105477	0.011105671	0.011069121	0.011105182	0.011104703	0.011033354	0.011077254	0.011105438	0.011105041	0.011068839	0.011248703	0.011033354	0.011033354	0.011105525	0.011033354	0.011243292	0.0112499	0.011069218	0.011141928	0.011104983	0.011069745	0.0111411065	0.011104983	0.011033354	0.011069121	0.011177708	0.01114102	0.011033354	0.011105124	0.011176811	0.011105409	0.011105311	0.011141574	0.011033354	0.011062903	0.011141464
