topic_0	topic_1	topic_2	topic_3	topic_4	topic_5	topic_6	topic_7	topic_8	topic_9	topic_10	topic_11	topic_12	topic_13	topic_14	topic_15	topic_16	topic_17	topic_18	topic_19	topic_20	topic_21	topic_22	topic_23	topic_24
0.0131807225	0.012731414	0.0129986955	0.0128235845	0.013081888	0.013170807	0.013868584	0.01281538	0.012771745	0.0127667785	0.36507988	0.012689073	0.013221287	0.012594924	0.0127733005	0.012725034	0.012900987	0.0128153805	0.012849092	0.013155872	0.012919255	0.3371056	0.01323022	0.012816582	0.012913928
0.0043529067	0.0042045237	0.0042927926	0.0042349626	0.0043202667	0.89735276	0.0045800717	0.004232253	0.004217843	0.0042162025	0.0044420315	0.0041905404	0.004366303	0.004159448	0.0042183567	0.0042024166	0.0042605246	0.0042322534	0.0042433864	0.0043447	0.0042665577	0.004202214	0.0043692533	0.00423265	0.0042647985
0.003915802	0.0037823191	0.0038617246	0.0038097017	0.0038864398	0.0039128563	0.0041201557	0.0038072641	0.003794301	0.9075402	0.003995977	0.00376974	0.003927853	0.0037417698	0.003794763	0.0037804237	0.0038326967	0.0038072644	0.0038172794	0.0039084195	0.0038381238	0.0037802416	0.003930507	0.0038076213	0.0038365414
0.0030092637	0.002906683	0.0029677055	0.0029277261	0.0029866989	0.0030069996	0.003166308	0.002925853	0.002915891	0.0029147568	0.0030708774	0.002897016	0.0030185247	0.002875521	0.9289469	0.0029052263	0.0029453977	0.0029258532	0.0029335495	0.00300359	0.0029495684	0.0029050864	0.0030205643	0.0029261275	0.0029483524
0.0065445043	0.0063214134	0.006454124	0.0063671777	0.006495431	0.84567195	0.006886042	0.006363104	0.0063414387	0.006338972	0.006678501	0.0063003898	0.006564645	0.006253643	0.006342211	0.0063182455	0.0064056097	0.0063631046	0.0063798423	0.006532165	0.0064146803	0.006317941	0.006569081	0.006363701	0.0064120353
0.004352904	0.004204521	0.00429279	0.00423496	0.004320264	0.0043496294	0.004580069	0.00423225	0.0042178403	0.0042161997	0.89744526	0.0041905376	0.0043663	0.0041594454	0.004218354	0.004202414	0.004260522	0.0042322506	0.0042433836	0.004344697	0.004266555	0.0042022113	0.0043692505	0.0042326474	0.0042647957
0.013180728	0.01273142	0.012998701	0.012823589	0.013081893	0.013170812	0.01386859	0.012815385	0.012771751	0.012766783	0.013450599	0.012689077	0.013221292	0.012594929	0.012773306	0.012725039	0.012900992	0.68882567	0.012849096	0.013155877	0.01291926	0.012724427	0.013230226	0.012816587	0.012913934
0.013180727	0.012731419	0.0129987	0.012823588	0.013081892	0.013170811	0.013868589	0.012815384	0.01277175	0.012766782	0.68946093	0.012689076	0.013221291	0.012594928	0.012773305	0.012725038	0.012900991	0.012815385	0.012849095	0.013155876	0.012919259	0.012724425	0.013230225	0.0128165865	0.012913933
0.007864354	0.0075962716	0.0077557466	0.0076512657	0.0078053838	0.0078584375	0.00827477	0.00764637	0.0076203356	0.0076173716	0.008025374	0.007571008	0.007888556	0.007514834	0.15111409	0.007592465	0.007697448	0.0076463707	0.0076664845	0.007849527	0.67090523	0.0075920993	0.007893887	0.0076470873	0.0077051697
0.040682554	0.039295755	0.040120725	0.03958024	0.0403775	0.04065195	0.042805653	0.039554916	0.03942024	0.039404906	0.041515518	0.03916507	0.040807758	0.038874477	0.039425038	0.039276063	0.039819144	0.03955492	0.039658967	0.04060585	0.03987553	0.03927417	0.040835332	0.039558627	0.03985909
